case_number,date_reported,date_occurred,time_occurred,location,time_reported,incident,university
P-15-0203,2020-02-11,2015-02-11,05:39,CHERRY ROAD & BRYAN CIRCLE           C             Cleared by Arrest,05:39,90G POSS OF LIQUOR UNDER 21 /TRANSPORTATION OF LIQUOR,Clemson University
P-15-0206,2020-02-12,2015-02-12,02:54,108 MILLS ROAD                       C             Not Cleared,02:54,991 SUSPICIOUS ACTIVITY,Clemson University
P-15-0207,2020-02-12,2015-02-12,14:05,N6H CALHOUN COURTS                   C             Not Cleared,14:06,991 SUSPICIOUS ACTIVITY,Clemson University
P-15-0209,2020-02-13,2015-02-13,03:15,HIGHWAY 123 & HIGHWAY 93             C             Not Cleared,03:15,998 ASSISTING ANOTHER AGENCY,Clemson University
P-15-0210,2020-02-13,2015-02-13,12:50,421B STADIUM SUITES                  C             Not Cleared,12:57,991 MEDICAL TRANSPORT - STUDENT,Clemson University
P-15-0215,2020-02-14,2015-02-14,00:22,CHERRY ROAD & HIGHWAY 93             C             Cleared by Arrest,00:22,950 DRIVING UNDER SUSPENSION,Clemson University
P-15-0216,2020-02-14,2015-02-14,01:09,BOWMAN FIELD                         C             Cleared by Arrest,01:10,13B ASSAULT & BATTERY 90Z PRESENTING A FALSE IDENTIFICATION,Clemson University
P-15-0217,2020-02-14,2015-02-14,00:59,HIGHWAY 76 & HIGHWAY 93              C             Not Cleared,00:59,991 VEHICLE SEARCH,Clemson University
P-15-0218,2020-02-14,2015-02-13,23:00,111 DUBOIS CIRCLE                    C             Not Cleared,02:44,991 OFF CAMPUS SEXUAL ASSAULT REPORTED,Clemson University
P-15-0219,2020-02-14,2015-02-14,00:30,705 CLEMSON HOUSE                    C             Exceptional Clearance,19:14,11A CRIMINAL SEXUAL CONDUCT,Clemson University
P-15-0220,2020-02-14,2015-02-14,09:30,5C2 LIGHTSEY (BREEZEWAY) BRIDGE      C             Cleared by Arrest,22:14,240 PETIT LARCENY (MOPED) 90J TRESPASS AFTER NOTICE,Clemson University
P-15-0221,2020-02-15,2015-02-15,03:32,306 BENET HALL                       C             Cleared by Arrest,03:32,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA 90G POSSESSION OF LIQUOR BY PERSON UNDER 21 YEARS OLD 90Z POSSESSION OF FALSE IDENTIFICATION,Clemson University
P-15-0222,2020-02-14,2015-02-14,03:13,BENET HALL                           C             Not Cleared,03:13,290 MALICIOUS INJURY TO REAL PROPERTY,Clemson University
P-15-0224,2020-02-16,2015-02-13,14:30,PLAYERS LOUNGE MEMORIAL STADIUM      C             Not Cleared,08:38,220 BURGLARY,Clemson University
P-15-0225,2020-02-16,2015-02-12,17:45,FRAT QUAD PARKING AREA               C             Not Cleared,12:03,240 PETIT LARCENY (MOPED),Clemson University
P-15-0226,2020-02-16,2015-02-16,19:27,2ND FLOOR COPE HALL                  C             Not Cleared,19:27,991 SUSPICIOUS ITEMS,Clemson University
P-15-0227,2020-02-16,2015-02-16,23:18,205 WANNAMAKER HALL                  C             Cleared by Arrest,23:18,90Z POSSESSION OF FALSE IDENTIFICATION,Clemson University
P-15-0228,2020-02-17,2015-02-17,10:56,C-1 PARKING LOT                      C             Exceptional Clearance,11:06,290 MALICIOUS INJURY TO STATE PROPERTY,Clemson University
P-15-0229,2020-02-17,2015-02-16,18:30,CLEMSON HOUSE PARKING AREA           C             Not Cleared,15:05,240 PETIT LARCENY (MOPED),Clemson University
P-15-0230,2020-02-17,2015-02-17,21:34,5B3 BYRNES HALL                      C             Cleared by Arrest,21:34,90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD,Clemson University
P-15-0231,2020-02-17,2015-02-17,21:25,CALHOUN COURTS PARKING AREA          C             Cleared by Arrest,21:29,240 PETIT LARCENY (MOPED) 90J TRESPASS AFTER NOTICE,Clemson University
P-15-0232,2020-02-17,2015-02-17,22:42,CLEMSON HOUSE PARKING AREA           C             Not Cleared,22:45,240 PETIT LARCENY (MOPED),Clemson University
P-15-0234,2020-02-17,2015-02-17,23:47,SC HIGHWAY 93 & US HIGHWAY 76        C             Cleared by Arrest,23:47,90D DRIVING UNDER THE INFLUENCE 90G OPEN CONTAINER (VEHICLE),Clemson University
P-15-0235,2020-02-18,2015-02-18,01:07,SC HIGHWAY 93 & SOCCER STADIUM       C             Not Cleared,01:07,991   VEHICLE SEARCH,Clemson University
P-15-0237,2020-02-18,2015-02-16,14:30,2G27 LEE HALL (GUNNIN LIBRARY)       C             Not Cleared,12:27,991 SUSPICIOUS ACTIVITY,Clemson University
P-15-0238,2020-02-18,2015-02-18,22:10,CALHOUN COURTS COMMON BUILDING       C             Not Cleared,22:13,290 MALICIOUS INJURY TO REAL PROPERTY,Clemson University
P-15-0239,2020-02-19,2015-02-19,00:47,CHERRY ROAD & MCMILLAN ROAD          C             Cleared by Arrest,00:47,90D DRIVING UNDER THE INFLUENCE,Clemson University
P-15-0240,2020-02-18,2015-02-18,22:49,319 SANDERS HALL                            C             Cleared by Arrest,22:52,35A SIMPLE POSSESSION OF MARIJUANA 35B DRUG EQUIPMENT VIOLATIONS 90G POSSESSION OF BEER UNDER 21,Clemson University
P-15-0243,2020-02-19,2015-02-11,17:00,LEE HALL II                                 A             Not Cleared,15:02,23D PETIT LARCENY,Clemson University
P-15-0244,2020-02-19,2015-02-19,14:56,4D7 LEVER HALL                              C             Cleared by Arrest,14:56,35A SIMPLE POSSESSION OF MARIJUANA,Clemson University
P-15-0245,2020-02-19,2015-02-17,20:00,313 MCCABE HALL                             C             Exceptional Clearance,15:59,290 MALICIOUS INJURY TO PERSONAL PROPERTY 952 DATING VIOLENCE,Clemson University
P-15-0247,2020-02-19,2015-02-19,19:18,HIGHWAY 93 & FAST POINT                     C             Cleared by Arrest,19:18,90D DRIVING UNDER THE INFLUENCE 90Z CHILD ENDANGERMENT,Clemson University
P-15-0248,2020-02-19,2015-02-19,23:14,4C1 BYRNES HALL                             C             Cleared by Arrest,23:14,35A SIMPLE POSS OF MARIJUANA/POSS OF A CONTROLLED SUBSTANCE 35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-15-0249,2020-02-20,2015-02-20,01:03,BRYAN CIRCLE (NEAR WENDYS)                  C             Not Cleared,01:03,35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-15-0250,2020-02-20,2015-02-19,17:00,OLD NATIONAL GUARD ARMORY (HIGHWAY 76)      C             Not Cleared,07:53,23F ATTEMPTED THEFT FROM MOTOR VEHICLE 290 MALICIOUS INJURY TO PERSONAL PROPERTY,Clemson University
P-15-0251,2020-02-20,2015-02-20,07:30,STUDENT UNION (PAW MART)                    C             Not Cleared,17:01,23D PETIT LARCENY,Clemson University
P-15-0252,2020-02-20,2015-02-20,23:29,BRYAN CIRCLE & MAULDIN HALL                 C             Cleared by Arrest,23:23,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA 90D DRIVING UNDER THE INFLUENCE,Clemson University
P-15-0254,2020-02-21,2015-02-21,01:15,FORT HILL STREET                            C             Cleared by Arrest,01:15,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-15-0255,2020-02-21,2015-02-21,02:05,SC HIGHWAY 93 & CALHOUN DRIVE                 C             Cleared by Arrest,02:05,90C DISORDERLY CONDUCT,Clemson University
P-15-0256,2020-02-21,2015-02-21,21:09,319 SANDERS HALL                              C             Cleared by Arrest,21:09,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA 90G POSSESSION OF LIQUOR BY PERSON UNDER 21 YEARS OLD,Clemson University
P-15-0257,2020-02-21,2015-02-21,21:41,617 JOHNSTONE HALL                            C             Cleared by Arrest,21:41,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-15-0258,2020-02-21,2015-02-21,21:59,317 YOUNG HALL                                C             Not Cleared,21:59,991 ALCOHOL RELATED MEDICAL TRANSPORT (STUDENT),Clemson University
P-15-0259,2020-02-22,2015-02-21,12:07,411B THORNHILL VILLAGE                        C             Exceptional Clearance,13:46,753 UNLAWFUL USE OF TELEPHONE,Clemson University
P-15-0260,2020-02-23,2015-02-07,19:00,COOPER LIBRARY CONSTRUCTION SITE              C             Not Cleared,15:22,290 MALICIOUS INJURY TO REAL PROPERTY 90J TRESPASS OF REAL PROPERTY,Clemson University
P-15-0261,2020-02-23,2014-02-22,00:00,LIGHTSEY BRIDGE APARTMENTS PARKING AREA       C             Exceptional Clearance,17:29,290 MALICIOUS INJURY TO PERSONAL PROPERTY,Clemson University
P-15-0263,2020-02-23,2015-02-23,20:52,623 JOHNSTONE HALL                            C             Not Cleared,20:54,991 MARIJUANA ODOR,Clemson University
P-15-0264,2020-02-23,2015-02-23,16:50,SMITH HALL PARKING AREA                       C             Cleared by Arrest,21:22,240 PETIT LARCENY (MOPED) 90J TRESPASS AFTER NOTICE,Clemson University
P-15-0265,2020-02-24,2015-02-24,02:31,TRACK DRIVE & ATHLETICS MAINTENANCE SHOP      C             Not Cleared,02:31,991 SUSPICIOUS ACTIVITY,Clemson University
P-15-0266,2020-02-24,2015-02-24,02:35,HIGHWAY 93 & HIGHWAY 76                       C             Cleared by Arrest,02:35,90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD,Clemson University
P-15-0267,2020-02-24,2015-02-24,13:00,FORT HILL STREET & STUDENT UNION              C             Cleared by Arrest,13:00,90Z LITTERING,Clemson University
P-15-0268,2020-02-25,2015-02-25,01:51,SMITH HALL                                    C             Exceptional Clearance,01:51,23D PETIT LARCENY,Clemson University
P-15-0269,2020-02-25,2015-02-25,04:29,2C6 MAULDIN HALL                        C             Cleared by Arrest,04:29,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-15-0270,2020-02-25,2015-02-25,05:30,MEMORIAL STADIUM                        C             Not Cleared,08:00,290 MALICIOUS INJURY TO REAL PROPERTY,Clemson University
P-15-0271,2020-02-25,2015-02-25,08:40,209A ACADEMIC SUCCESS BUILDING          C             Not Cleared,08:57,23D PETIT LARCENY,Clemson University
P-15-0273,2020-02-25,2015-02-25,23:26,218 SANDERS HALL                        C             Not Cleared,23:26,35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-15-0274,2020-02-26,2015-02-26,00:54,WANNAMAKER HALL LOBBY                   C             Cleared by Arrest,00:54,90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD 90Z POSSESSION OF FALSE IDENTIFICATION,Clemson University
P-15-0275,2020-02-26,2015-02-26,02:27,LIGHTSEY BRIDGE APARTMENTS              C             Cleared by Arrest,02:27,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-15-0276,2020-02-26,2015-02-26,00:00,KITE HILL                               C             Not Cleared,10:08,290 MALICIOUS INJURY TO STATE PROPERTY,Clemson University
P-15-0277,2020-02-26,2015-02-26,23:24,4A2 BYRNES HALL                         C             Cleared by Arrest,23:24,35A SIMPLE POSSESSION OF MARIJUANA,Clemson University
P-15-0278,2020-02-27,2015-02-27,01:01,JOHNSTONE HALL (6TH FLOOR)              C             Exceptional Clearance,01:01,90G POSSESSION OF ALCOHOL BY PERSON UNDER 21 YEARS OLD,Clemson University
P-15-0279,2020-02-27,2015-02-26,20:19,113 ARGON STREET                        C             Not Cleared,09:04,952 OFF CAMPUS DATING VIOLENCE REPORTED,Clemson University
P-15-0281,2020-02-27,2015-02-27,12:30,BOTANICAL GARDENS PARKING LOT           C             Not Cleared,13:21,23F AUTO BREAKING,Clemson University
P-15-0282,2020-02-27,2015-02-27,12:30,BOTANICAL GARDENS PARKING LOT           C             Not Cleared,13:21,23F AUTO BREAKING,Clemson University
P-15-0283,2020-02-27,2015-02-27,20:28,AVENUE OF CHAMPIONS (IPTAY OFFICE)      C             Cleared by Arrest,20:28,90E PUBLIC DISORDERLY CONDUCT 90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD 90N RESISTING ARREST,Clemson University
P-15-0285,2020-02-27,2015-02-27,23:06,JOHNSTONE HALL (9TH FLOOR)              C             Cleared by Arrest,23:06,90G POSSESSION OF LIQUOR BY PERSON UNDER 21 YEARS OLD,Clemson University
P-15-0286,2020-02-27,2015-02-27,23:34,HIGHWAY 93 & HIGHWAY 76                       C             Cleared by Arrest,23:34,90Z POSSESSION OF FALSE IDENTIFICATION,Clemson University
P-15-0287,2020-02-28,2015-02-28,15:10,RAVENELL RD IN FRONT OF LITTLE JOHN COLL      A,15:18,950 HIT & RUN,Clemson University
P-15-0289,2020-02-28,2015-02-28,21:30,BARNETT HALL                                  C             Not Cleared,21:42,991 WELLBEING CHECK (STUDENT),Clemson University
P-15-0290,2020-02-28,2015-02-28,23:32,BRYAN CIRCLE                                  C             Cleared by Arrest,23:32,35A PWID MARIJUANA/POSS CONT SUB/SIMPLE POSS MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA 90Z POSSESSION OF FALSE IDENTIFICATION,Clemson University
P-15-0291,2020-03-02,2015-02-23,12:00,JOHNSTONE HALL BICYCLE PARKING                C             Not Cleared,12:48,23H PETIT LARCENY,Clemson University
P-15-0293,2020-03-02,2015-03-02,10:41,210 STARKEY DRIVE                             C             Not Cleared,10:46,290 MALICIOUS INJURY TO STATE PROPERTY,Clemson University
P-15-0294,2020-03-02,2015-03-02,10:00,S6C CALHOUN COURTS                            A             Not Cleared,18:08,13C INTIMIDATION,Clemson University
P-15-0295,2020-03-02,2015-03-02,19:29,2B1 MAULDIN HALL                              C             Cleared by Arrest,19:29,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA 90G POSSESSION OF LIQUOR BY PERSON UNDER 21 YEARS OLD 90Z POSSESSION OF FALSE IDENTIFICATION,Clemson University
P-15-0296,2020-03-03,2015-03-03,08:00,CENTENNIAL BLVD                               C             Not Cleared,14:48,999 LOST PROPERTY,Clemson University
P-15-0297,2020-03-03,2015-03-03,21:13,SENECA CREEK ROAD & MCGREGOR ROAD             C             Not Cleared,21:13,991 WARRANT SERVICE (OCONEE COUNTY SHERIFF'S OFFICE),Clemson University
P-15-0298,2020-03-03,2015-03-03,21:00,LITTLEJOHN COLISEUM                           C             Cleared by Arrest,21:00,35A POSSESSION OF CONTROLLED SUBSTANCE 90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-15-0300,2020-03-04,2015-03-04,17:43,CLEMSON HOUSE                                 C             Not Cleared,17:43,991 HARM TO SELF (STUDENT),Clemson University
P-15-0301,2020-03-04,2015-03-04,23:11,6A1 BYRNES HALL                               C             Cleared by Arrest,23:11,35A POSSESSION OF CONTROLLED SUBSTANCE/ COCAINE/MARIJUANA,Clemson University
P-15-0302,2020-03-05,2015-03-05,06:21,BRACKETT HALL                    C             Not Cleared,06:21,991 SUSPICOUS PERSON,Clemson University
P-15-0307,2020-03-05,2015-03-05,19:45,HIGHWAY 93 & CHERRY ROAD         C             Not Cleared,19:45,991 AUTO ACCIDENT (POLICE VEHICLE INVOLVED),Clemson University
P-15-0308,2020-03-05,2015-03-05,22:21,GREEK QUAD PARKING AREA          C             Cleared by Arrest,22:21,90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD,Clemson University
P-15-0309,2020-03-05,2015-03-05,23:23,7 WINDY COURT                    C             Not Cleared,23:23,991 WELL-BEING CHECK (STUDENT),Clemson University
P-15-0310,2020-03-06,2015-03-06,01:29,CALHOUN DRIVE                    C             Cleared by Arrest,01:29,90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD,Clemson University
P-15-0311,2020-03-06,2015-03-06,04:16,8D4 LEVER HALL                   C             Not Cleared,04:16,991 ALCOHOL RELATED MEDICAL TRANSPORT (STUDENT),Clemson University
P-15-0317,2020-03-06,2015-02-24,09:00,203 KELLY ROAD                   C             Not Cleared,14:50,952 OFF CAMPUS HARASSMENT REPORTED,Clemson University
P-15-0318,2020-03-07,2015-03-07,02:17,SC HIGHWAY 93 & CHERRY ROAD      C             Cleared by Arrest,02:17,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-15-0319,2020-03-07,2015-03-05,17:00,FIKE RECREATION CENTER           C             Not Cleared,14:11,23D PETIT LARCENY,Clemson University
P-15-0320,2020-03-07,2015-03-07,19:05,208 BENET HALL                   C             Not Cleared,19:08,991 SUSPICIOUS ACTIVITY,Clemson University
P-15-0321,2020-03-07,2015-03-07,19:14,PARKWAY DIVE                     C             Cleared by Arrest,19:15,35A POSSESSION OF COCAINE 90E PUBLIC DISORDERLY CONDUCT 90Z POSSESSION OF FALSE IDENTIFICATION,Clemson University
P-15-0322,2020-03-07,2015-03-07,20:11,9B2 BYRNES HALL                  C             Exceptional Clearance,20:11,13B ASSAULT & BATTERY,Clemson University
P-15-0323,2020-03-08,2015-03-08,00:43,2D2 LEVER HALL                   C             Not Cleared,00:43,991 SUSPICIOUS ACTIVITY,Clemson University
P-15-0324,2020-03-08,2015-03-08,00:42,CLEMSON HOUSE                    C             Not Cleared,00:48,991 HARM TO SELF (NONSTUDENT),Clemson University
P-15-0325,2020-03-08,2015-03-08,02:36,N5D3 CALHOUN COURTS                     C             Not Cleared,03:02,991 WELL-BEING CHECK,Clemson University
P-15-0326,2020-03-08,2015-03-06,12:00,MAULDIN HALL BICYCLE RACK               C             Not Cleared,16:11,23H PETIT LARCENY,Clemson University
P-15-0327,2020-03-09,2015-03-09,06:00,E-1 PARKING LOT                         C             Not Cleared,07:43,999A FOUND CONTRABAND,Clemson University
P-15-0328,2020-03-09,2015-03-09,10:00,219 HUNTER HALL                         C             Not Cleared,11:52,23D PETIT LARCENY,Clemson University
P-15-0329,2020-03-09,2015-03-09,13:00,GANTT CIRCLE                            C             Not Cleared,13:20,991 SUSPICIOUS ACTIVITY,Clemson University
P-15-0330,2020-03-09,2015-03-09,13:15,MCMILLAN ROAD & ZETA EPSILON DRIVE      C             Exceptional Clearance,13:34,290 MALICIOUS INJURY TO PERSONAL PROPERTY,Clemson University
P-15-0331,2020-03-09,2015-03-09,22:53,WILIAMSON ROAD & HIGHWAY 93             C             Cleared by Arrest,22:53,35A POSSESSION OF CONTROLLED SUBSTANCE 90G POSSESSION OF LIQUOR BY PERSON UNDER 21 YEARS OLD,Clemson University
P-15-0332,2020-03-10,2015-03-07,08:00,NORTH GREEN                             C             Not Cleared,11:31,991 SUSPICIOUS ACTIVITY,Clemson University
P-15-0333,2020-03-10,2015-03-08,14:30,HARCOMBE DINING HALL                    C             Exceptional Clearance,12:42,13C VERBAL THREAT,Clemson University
P-15-0334,2020-03-10,2015-02-22,17:00,LIGHTSEY BRIDGE BICYCLE RACK            C             Not Cleared,17:11,23H PETIT LARCENY,Clemson University
P-15-0336,2020-03-10,2015-03-10,18:19,HIGHWAY 93 & CHERRY ROAD                C             Not Cleared,18:19,991 WARRANT SERVICE (CENTRAL PD),Clemson University
P-15-0337,2020-03-11,2015-03-09,01:00,CLEMSON HOUSE MOPED PARKING AREA        C             Not Cleared,00:48,240 PETIT LARCENY (MOPED),Clemson University
P-15-0339,2020-03-12,2015-03-12,01:29,200 FORT HILL STREET                    C             Not Cleared,01:36,991 HARM TO SELF (STUDENT),Clemson University
