Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
16-0435,2/4/16,2/4/16,Ill Aided
16-0434,2/4/16,2/4/16,Ill Aided
16-0433,2/4/16,2/2/16,Theft
16-0432,2/4/16,2/4/16,Theft
16-043 0,2/4/16,2/4/16,Theft
16-0429,2/4/16,2/4/16,Ill Aided
16-0427,2/4/16,2/3/16,Theft
16-0426,2/4/16,2/3/16,Criminal Damaging
16-0422,2/3/16,2/3/16,Traffic Crash-Property Damage
16-0407,2/3/16,2/3/16,Theft
16-0406,2/2/16,2/2/16,Criminal Damaging
16-0403,2/2/16,1/29/16,Rape
16-0403,2/2/16,1/29/16,Rape
16-0401,2/2/16,2/2/16,Theft
16-0400,2/2/16,12/18/15,Theft
16-0399,2/2/16,1/29/16,Theft
16-0394,2/1/16,2/1/16,Traffic Crash-Property Damage-Hit Skip
16-0388,2/1/16,2/1/16,Theft
16-0387,2/1/16,1/28/16,Theft (Of Bicycle)
16-0386,2/1/16,1/31/16,Theft
16-0383,2/1/16,2/1/16,Possession Of Drugs
16-0383,3/1/16,3/1/16,Supplement
16-0382,1/31/16,1/30/16,Sexual Imposition
16-0382,1/31/16,1/30/16,Sexual Imposition
16-0381,1/31/16,1/31/16,Ill Aided
16-0372,1/31/16,1/31/16,Traffic Crash-Property Damage
16-0371,1/31/16,1/31/16,Administrative Information
16-0370,1/31/16,1/31/16,Vehicle Impound
16-0368,1/31/16,1/31/16,Possession Of Drugs
16-0367,1/31/16,1/31/16,Disorderly Conduct
16-0366,1/31/16,1/31/16,Possession Of Drugs
16-0364,1/31/16,1/31/16,Possession Of Drugs
16-0363,1/31/16,1/31/16,Offenses Involving Underage Persons
16-0361,1/30/16,1/30/16,Possession Of Drugs
16-0360,1/30/16,1/30/16,Traffic Crash-Property Damage-Hit Skip
16-0360,2/3/16,1/30/16,Supplement
16-0358,1/30/16,1/30/16,Obstructing Official Business
16-0357,1/30/16,1/30/16,Theft (Of Bicycle)
16-0356,1/30/16,1/30/16,Gross Sexual Imposition
16-0355,1/30/16,1/30/16,Possession Of Drugs
16-0354,1/30/16,1/26/16,Theft
16-0353,1/30/16,1/30/16,Administrative Information
16-0352,1/30/16,1/30/16,Traffic Crash-Property Damage
16-0348,1/30/16,1/30/16,Possession Of Drugs
16-0346,1/30/16,1/30/16,Assist Other Agency
16-0345,1/30/16,1/29/16,Administrative Information
16-0344,1/29/16,1/29/16,Drug Paraphernalia
16-0342,1/29/16,1/29/16,Disorderly Conduct
16-0337,1/29/16,1/29/16,Vandalism
16-0337,1/29/16,1/29/16,Vandalism
16-0336,1/29/16,1/29/16,Traffic Crash-Property Damage-Hit Skip
16-0333,1/29/16,1/27/16,Menacing
16-0332,1/29/16,1/13/16,Theft
16-0331,1/29/16,1/29/16,Traffic Crash-Property Damage
16-0330,1/29/16,1/29/16,Traffic Crash-Injury
16-0328,1/29/16,1/29/16,Driving Under Suspension
16-0326,1/29/16,1/29/16,Possession Of Drugs
16-0324,1/28/16,1/28/16,Theft
16-0323,1/28/16,1/28/16,Theft
16-0320,1/28/16,8/30/15,Theft
16-0319,1/28/16,1/28/16,Ill Aided
16-0318,1/28/16,1/28/16,Theft
16-0317,1/28/16,1/28/16,Traffic Crash-Property Damage-Hit Skip
16-0316,1/28/16,1/28/16,Administrative Information
16-03155,12/29/16,12/29/16,Theft
16-03144,12/18/16,12/12/16,Theft
16-0309,1/28/16,1/28/16,Traffic Crash-Injury
16-03081,12/21/16,12/20/16,Theft
16-03080,12/21/16,12/20/16,Theft
16-0308,1/28/16,1/28/16,OVI
16-0307,1/27/16,1/27/16,Drug Paraphernalia
16-0304,1/27/16,1/22/16,Theft
16-0303,1/27/16,1/27/16,Theft (Of Bicycle)
16-0302,1/27/16,1/19/16,Theft
16-0302,1/27/16,1/19/16,Theft
16-0301,1/27/16,1/27/16,Telecommunications Harassment
16-02997,12/13/16,12/13/16,Theft
16-02984,12/11/16,12/11/16,Theft
16-02976,12/9/16,12/9/16,Theft
16-0297,1/27/16,1/27/16,Trafficking In Drugs
16-02959,12/7/16,11/27/16,Theft
16-02942,12/5/16,12/5/16,Theft
16-0293,1/26/16,1/22/16,Theft (Of Auto)
16-0292,1/26/16,1/26/16,Possession Of Drugs
16-02914,12/2/16,11/24/16,Theft
16-0291,1/26/16,1/26/16,Theft
16-02906,12/2/16,12/2/16,Theft
16-02904,12/2/16,11/11/16,Theft
16-0290,1/26/16,1/22/16,Theft
16- 02899,12/1/16,11/30/16,Theft
16- 02891,11/30/16,10/19/16,Theft
16- 0289,1/26/16,1/26/16,Assist Other Agency
16- 0288 5,11/30/16,11/29/16,Theft
16- 02868,11/27/16,11/26/16,Theft
16- 02851,11/24/16,11/24/16,Theft
16- 02848,11/23/16,11/22/16,Theft
16- 0284,1/25/16,1/24/16,Menacing
16- 0283,1/25/16,1/25/16,Theft (Of Bicycle)
16-02826,11/19/16,11/18/16,Theft
16- 0282,1/25/16,1/25/16,Ill Aided
16- 02819,11/18/16,11/16/16,Theft
16-0281,1/25/16,1/25/16,Disorderly Conduct
16-02796,11/16/16,11/15/16,Theft
16-0279,1/25/16,1/25/16,Administrative Information
16-02788,11/15/16,11/15/16,Theft
16-02784,11/15/16,11/10/16,Theft
16-0278,1/25/16,1/25/16,Traffic Crash-Property Damage
16-0277,1/25/16,1/25/16,Traffic Crash-Property Damage
16-0276,1/25/16,1/25/16,Obstructing Official Business
16- 0 274,1/25/16,1/22/16,Theft
16-02733,11/8/16,11/7/16,Theft
16-0273,1/25/16,1/23/16,Administrative Information
16-02722,11/4/16,10/29/16,Theft
16-0272,1/25/16,1/25/16,Criminal Damaging
16-0271,1/25/16,6/16/16,Theft
16-02697,10/31/16,10/21/16,Theft
16-02689,11/3/16,11/2/16,Theft
16-02687,11/3/16,11/3/16,Theft
16-02666,11/1/16,10/15/16,Theft
16-0266,1/24/16,1/22/16,Theft (Of Bicycle)
16-02658,10/31/16,10/31/16,Theft
16-02653,10/30/16,10/29/16,Theft
16-02650,10/30/16,10/26/16,Theft
16-0265,1/24/16,1/24/16,Assist Other Agency
16-0264,1/24/16,1/24/16,Possessing Drug Abuse Instruments
16-02615,10/26/16,10/25/16,Theft
16-0261,1/24/16,1/24/16,Offenses Involving Underage Persons
16-0260,1/24/16,1/24/16,Offenses Involving Underage Persons
16-0259,1/23/16,1/23/16,Drug Paraphernalia
16-02577,10/21/16,10/21/16,Theft
16-0257,1/28/16,1/19/16,Theft
16-0255,1/23/16,1/23/16,Administrative Information
16-0254,1/23/16,1/23/16,Rape
16-02538,10/18/16,10/18/16,Theft
16-0253,1/23/16,1/23/16,Theft
16-0252,1/23/16,1/23/16,Traffic Crash-Property Damage
16-0251,1/23/16,1/23/16,Assist Other Agency
16-02491,10/13/16,9/29/16,Theft
16-0249,1/23/16,1/23/16,Ill Aided
16-0247,1/23/16,1/23/16,Offenses Involving Underage Persons
16-0245,1/22/16,1/22/16,Possession Of Drugs
16-02441,10/6/16,10/6/16,Theft
16-0244,1/22/16,1/22/16,Possession Of Drugs
16-0243,1/22/16,1/22/16,Theft
16-0241,1/22/16,12/21/15,Theft
16-0240,1/22/16,1/21/16,Traffic Crash-Property Damage
16-02389,9/29/16,9/28/16,Theft
16-0237,1/22/16,1/22/16,Ill Aided
16-02367,9/27/16,9/26/16,Theft
16-0236,1/22/16,1/22/16,Traffic Crash-Property Damage
16-02358,9/24/16,9/24/16,Theft
16-02358,9/26/16,9/26/16,Theft
16-0235,1/22/16,1/22/16,Theft
16-0235,2/1/16,2/1/16,Supplement
16-02330,9/23/16,9/19/16,Theft
16-02320,9/21/16,9/21/16,Theft
16-0232,1/22/16,1/22/16,Criminal Trespass
16-02318,9/21/16,9/21/16,Theft
16-02317,9/21/16,9/19/16,Theft
16-0230,1/21/16,1/12/16,Administrative Information
16-02293,9/17/16,9/13/16,Theft
16-02289,9/16/16,9/16/16,Theft
16-02287,9/16/16,9/16/16,Theft
16-02285,9/16/16,9/15/16,Theft
16-02278,9/16/16,9/14/16,Theft
16-0227,1/21/16,1/21/16,Criminal Trespass
16-0226,1/21/16,1/21/16,Theft (Of Bicycle)
16-02259,9/13/16,8/31/16,Theft
16-02244,9/10/16,9/10/16,Theft
16-0224,1/21/16,1/21/16,Traffic Crash-Property Damage
16-0223,1/21/16,1/21/16,Administrative Information
16-0222,1/21/16,1/21/16,Theft
16-0222,1/24/16,1/24/16,Supplement
16-0221,1/21/16,1/21/16,Assist Other Agency
16-02196,9/3/16,9/2/16,Theft
16-02182,9/1/16,9/1/16,Theft
16-02172,8/31/16,8/30/16,Theft
16-0216,1/20/16,1/20/16,Traffic Crash-Property Damage
16-0215,1/20/16,1/20/16,Traffic Crash-Property Damage
16-02123,8/25/16,8/20/16,Theft
16-0212,1/20/16,1/20/16,Traffic Crash-Property Damage
16-0210,1/20/16,1/20/16,Theft
16-02095,8/21/16,8/21/16,Theft
16-02094,8/21/16,8/19/16,Theft
16-0209,1/20/16,1/20/16,Supplement
16-0209,1/20/16,1/20/16,Theft
16-0208,1/20/16,1/19/16,Theft (Of Bicycle)
16-02079,8/18/16,8/18/16,Theft
16-0207,1/20/16,1/14/16,Misuse of Credit Cards
16-0207,1/25/16,1/25/16,Supplement
16-0206,1/20/16,1/19/16,Theft
16-0205,1/20/16,1/14/16,Theft (Of Bicycle)
16-02048,8/16/16,8/15/16,Theft
16-02024,8/12/16,8/11/16,Theft
16-02023,8/12/16,8/10/16,Theft
16-02012,8/11/16,8/7/16,Theft
16-02008,8/10/16,8/10/16,Theft
16-02007,8/10/16,8/10/16,Theft
16-0199,1/19/16,1/19/16,Theft
16-0198,1/19/16,1/19/16,Traffic Crash-Property Damage
16-0196,1/19/16,1/19/16,Theft
16-01959,8/3/16,8/3/16,Theft
16-0195,1/19/16,1/19/16,Traffic Crash-Property Damage
16-01942,8/2/16,7/26/16,Theft
16-0194,1/19/16,1/19/16,Property Impound
16-01937,8/1/16,7/31/16,Theft
16-0189,1/19/16,1/19/16,Possession Of Drugs
16-01885,7/26/16,7/21/16,Theft
16-0188,1/19/16,1/19/16,Traffic Crash-Property Damage
16-01864,7/23/16,7/19/16,Theft
16-0186,1/19/16,1/19/16,Traffic Crash-Property Damage
16-0185,1/19/16,11/20/15,Theft By Deception
16-0184,1/19/16,1/19/16,Traffic Crash-Property Damage
16-0183,1/19/16,12/31/69,Telecommunications Harassment
16-0182,1/18/16,1/18/16,Assault
16-0182,1/22/16,1/22/16,Supplement
16-01796,7/17/16,7/17/16,Theft
16-0178,1/18/16,1/14/16,Theft (Of Bicycle)
16-01769,7/14/16,7/12/16,Theft
16-01767,7/14/16,7/14/16,Theft
16-0 171,1/18/16,1/18/16,Domestic Violence
16-01709,7/7/16,7/7/16,Theft
16-01703,7/7/16,7/7/16,Theft
16-0 170,1/18/16,1/18/16,Traffic Crash-Property Damage
16-01699,7/7/16,7/7/16,Theft
16-0 169,1/18/16,1/18/16,Disorderly Conduct
16-0168,1/18/16,1/18/16,Criminal Trespass
16-0167,1/18/16,1/18/16,Criminal Trespass
16-01669,7/3/16,6/29/20,Theft
16-0 1640,6/3/16,6/28/16,Theft
16-0164,1/17/16,1/17/16,Carrying Concealed Weapon
16-01635,6/29/16,6/28/16,Theft
16-0163,1/17/16,1/17/16,Traffic Crash-Property Damage
16- 01620,6/28/16,6/28/16,Theft
16- 0161,1/16/16,01/16/0002,Assist Other Agency
16-01607,6/27/16,6/27/16,Theft
16- 01602,6/27/16,06/26/0002,Theft
16- 0160,1/16/16,01/16/0002,Theft (Of Bicycle)
16- 0159,1/16/16,01/16/0002,Criminal Trespass
16- 01584,6/24/16,6/23/16,Theft
16-01582,6/24/16,6/22/16,Theft
16- 01580,6/24/16,6/23/16,Theft
16- 0156,1/16/16,01/16/0002,Theft
16-01559,6/22/16,6/22/16,Theft
16- 01554,6/21/16,06/21/0002,Theft
16-0155,1/16/16,1/16/16,Drug Paraphernalia
16-0154,1/16/16,1/16/16,Administrative Information
16-01528,6/18/16,6/17/16,Theft
16-0152,1/16/16,1/16/16,Criminal Damaging
16-01515,6/16/16,6/16/16,Theft
16-01513,6/16/16,6/16/16,Theft
16-0151,1/16/16,1/16/16,Criminal Trespass
16-0150,1/16/16,1/16/16,Offenses Involving Underage Persons
16-0149,1/16/16,1/16/16,OVI
16-01482,6/14/16,6/14/16,Theft
16-0148,1/16/16,1/16/16,Offenses Involving Underage Persons
16-01460,6/11/16,6/10/16,Theft
16-01445,6/10/16,6/10/16,Theft
16-0 1440,6/9/16,6/9/16,Theft
16-0144,1/15/16,1/15/16,Theft (Of Bicycle)
16-0 1439,6/9/16,6/9/16,Theft
16-01432,6/9/16,6/9/16,Theft
16-0143,1/15/16,1/15/16,Possession Of Drugs
16-01421,6/7/16,6/6/16,Theft
16-01417,6/6/16,6/6/16,Theft
16-01412,6/6/16,6/6/16,Theft
16-0141,1/15/16,1/10/16,Theft
16-01408,6/6/16,6/6/16,Theft
16-01393,6/4/16,6/4/16,Theft
16-0139,1/15/16,1/15/16,Assist Other Agency
16-01388,6/3/16,6/3/16,Theft
16-0138,1/15/16,1/15/16,Ill Aided
16-0136,1/15/16,1/13/16,Theft
16-0133,1/15/16,1/15/16,Ill Aided
16-0130,1/14/16,10/30/16,Theft
16-01299,5/24/16,5/1/16,Traffic Crash-Property Damage
16-0129,1/15/16,1/14/16,Traffic Crash-Property Damage
16-0128,1/14/16,1/14/16,Criminal Trespass
16-0125,1/13/16,1/13/16,Drug Paraphernalia
16-0124,1/13/16,1/13/16,Assist Other Agency
16-01231,5/17/16,5/26/16,Theft
16-0123,1/13/16,1/13/16,Possession Of Drugs
16-0122,1/13/16,1/13/16,Theft
16-0119,1/13/16,1/13/16,Administrative Information
16-0118,1/13/16,1/12/16,Theft
16- 011 64,5/8/16,5/8/16,Theft
16-01149,5/6/16,5/6/16,Theft
16-0114,1/13/16,1/13/16,Ill Aided
16-0112,1/12/16,1/12/16,Theft
16-01117,5/3/16,5/2/16,Theft
16-0111,1/12/16,1/12/16,Theft (Of Auto)
16-0110,1/12/16,1/12/16,Possession Of Drugs
16-01093,4/29/16,4/24/16,Theft
16-0109,1/12/16,1/12/16,Ill Aided
16-0108,1/12/16,1/12/16,Disorderly Conduct
16-0107,1/12/16,1/12/16,Assist Other Agency
16-01074,4/26/16,4/18/16,Theft
16-0106,1/12/16,1/12/16,Theft
16-0106,1/28/16,1/28/16,Supplement
16-01050,4/24/16,4/24/16,Theft
16-0105,1/12/16,1/12/16,Administrative Information
16-01040,4/23/16,4/6/16,Theft
16-0104,1/12/16,1/12/16,Traffic Crash-Property Damage
16-01034,4/22/16,4/21/16,Theft
16-0103,1/11/16,1/11/16,Possession Of Drugs
16-0102,1/11/16,1/11/16,Drug Paraphernalia
16-0101,1/11/16,1/11/16,Possession Of Drugs
16-01000,4/19/16,4/15/16,Theft
16-0100,1/11/16,1/11/16,Theft
16-0099,1/11/16,1/11/16,Theft (Of Bicycle)
16-00989,4/18/16,4/16/16,Theft
16-00953,4/14/16,4/14/16,Theft
16-0095,1/11/16,1/11/16,Assault
16-00940,4/13/16,4/1/16,Theft
16-0093,1/11/16,1/11/16,Criminal Damaging
16-0092,1/11/16,1/11/16,Domestic Violence
16-00919,4/11/16,4/11/16,Theft
16-0091,1/11/16,1/11/16,Breaking and Entering
16-00900,4/8/16,4/8/16,Theft
16-00882,4/6/16,4/6/16,Theft
16-0087,1/10/16,1/9/16,Theft
16-0087,1/28/16,1/28/16,Supplement
16-0084,1/10/16,1/10/16,Assist Other Agency
16-00835,3/31/16,3/29/16,Theft
16-00831,3/31/16,3/22/16,Theft
16-0082,1/10/16,1/10/16,Criminal Trespass
16-0079,1/9/16,1/9/16,Traffic Crash-Property Damage
16-0078,1/9/16,1/9/16,Administrative Information
16-00758,3/24/16,3/20/16,Theft
16-00756,3/24/16,3/24/16,Theft
16-0075,1/9/16,1/9/16,Driving Under Suspension
16-00722,3/21/16,3/10/16,Theft
16-0072,1/9/16,1/8/16,Theft
16-00714,3/20/16,3/20/16,Theft
16-0070,1/8/16,1/6/16,Theft
16-00690,3/17/16,3/17/16,Theft
16-0068,1/8/16,1/8/16,Property Impound
16-00670,3/16/16,3/16/16,Theft
16-0067,1/8/16,12/31/15,Administrative Information
16-0065,1/7/16,1/7/16,Traffic Crash-Property Damage-Hit Skip
16-0064,1/7/16,1/6/16,Theft
16-0062,1/7/16,1/7/16,Traffic Crash-Injury
16-00599,3/8/16,3/7/16,Theft
16-00597,3/7/16,3/7/16,Theft
16-00590,3/6/16,3/5/16,Theft
16-0059,1/7/16,11/26/15,Theft
16-0057,1/7/16,1/7/16,Possession Of Drugs
16-00550,3/1/16,2/16/16,Theft
16-0054,1/6/16,1/5/16,Theft
16-00537,3/1/16,2/21/16,Theft
16-00531,2/29/16,2/23/16,Theft
16-0051,1/5/16,10/1/15,Administrative Information
16-00500,2/26/16,2/25/16,Theft
16-0050,1/6/16,12/31/15,Administrative Information
16-00492,2/25/16,2/21/16,Theft
16-0049,1/5/16,1/5/16,Assault
16-0049,1/22/16,1/22/16,Supplement
16-00489,2/24/16,2/23/16,Theft
16-00482,2/24/16,2/24/16,Theft
16-0048,1/5/16,1/5/16,Theft
16-00466,2/22/16,2/21/16,Theft
16-0046,1/5/16,12/1/15,Telecommunications Harassment
16-00459,2/20/16,2/19/16,Theft
16-00439,2/17/16,2/17/16,Theft
16-00431,2/17/16,2/16/16,Theft
16-00422,2/16/16,2/9/16,Theft
16-00405,2/14/16,2/12/16,Theft
16-00397,2/12/16,2/12/16,Theft
16-00367,2/9/16,2/6/16,Theft
16-0035,1/5/16,1/4/16,Theft
16-0034,1/5/16,1/5/16,Traffic Crash-Property Damage
16-00323,2/4/16,1/4/16,Theft
16-0029,1/5/16,1/5/16,Making False Alarms
16-0028,1/4/16,1/4/16,Traffic Crash-Property Damage
16-00271,1/29/16,1/29/16,Theft
16-00261,1/4/16,1/4/16,Traffic Crash-Property Damage-Hit Skip
16-0026,1/4/16,1/4/16,Traffic Crash-Property Damage-Hit Skip
16-00255,1/28/16,1/27/16,Theft
16-00253,1/28/16,1/11/16,Theft
16-0025,1/4/16,1/4/16,Drug Paraphernalia
16-00240,2/26/16,2/25/16,Theft
16-0024,1/4/16,1/4/16,Administrative Information
16-00220,1/25/16,1/22/16,Theft
16-0021,1/3/16,12/29/15,Theft (From Auto)
16-0020,1/3/16,1/3/16,Possessing Drug Abuse Instruments
16-0019,1/3/16,1/3/16,Falsification
16-00180,1/20/16,1/13/16,Theft
16-0017,1/2/16,1/2/16,Drug Paraphernalia
16-00167,1/19/16,1/11/16,Theft
16-0014,1/2/16,1/2/16,Possessing Drug Abuse Instruments
16-00132,1/15/16,1/16/16,Theft
16-00117,1/14/16,1/14/16,Theft
16-00111,1/13/16,1/13/16,Theft
16-00094,1/12/16,1/15/16,Theft
16-00092,1/12/16,1/12/16,Theft
16-0009,1/2/16,1/2/16,Property Impound
16-00073,1/10/16,1/10/16,Theft
16-00058,1/8/16,1/8/16,Theft
16-00054,1/7/16,1/7/16,Theft
16-00043,1/6/16,1/5/16,Theft
16-00037,1/6/16,1/6/16,Theft
16-0001,1/1/16,1/1/16,Disorderly Conduct
16-,7/4/16,7/1/16,Theft
16-,8/24/16,8/24/16,Ill Aided
15-5305,1/12/16,1/12/16,Supplement
15-5289,1/16/16,1/16/16,Supplement
15-5220,1/8/16,1/8/16,Supplement
15-5220,1/24/16,1/24/16,Supplement
15-5185,1/5/16,1/5/16,Supplement
15-5103,4/22/16,4/22/16,Supplement
15-4970,8/29/16,8/29/16,Supplement
15-4878,1/21/16,1/21/16,Supplement
15-4823,8/23/16,12/9/16,Supplement
15-4705,7/19/16,7/19/16,Supplement
15-4685,2/11/16,2/11/16,Supplement
15 4611,6/6/16,6/6/16,Supplement
15-3979,9/4/16,10/5/15,Supplement
15-3979,9/19/16,10/5/15,Supplement
15-3916,3/24/16,3/24/16,Supplement
15-3862,1/26/16,1/26/16,Supplement
14-3602,9/19/16,9/19/16,Supplement
14-0887,3/30/16,3/30/16,Supplement
,,,
,,,Making False  Alarms
