Report Number,Date Reported (Reported on),Time Reported (Reported on),Date  Occurred (Incident From),Time Occurred (Incident From),Incident Type,Location
14-3276,9/8/14,13:36,9/8/14,13:36,Ill Aided,Younkin Success Center
14-3275,9/8/14,10:52,9/3/14,10:00,Theft,RPAC
14-3274,9/8/14,10:36,9/5/14,16:00,Theft,Park-Strad ley Hall
14-3273,9/8/14,9:44,9/8/14,9:44,Misuse of Credit Cards,Dulles Hall
14-3272,9/8/14,9:40,8/29/14,13:00,Theft,Dulles Hall
14-3271,9/8/14,6:28,9/8/14,6:28,Criminal Trespass,OSU Medical Center  East
14-3270,9/8/14,0:19,9/8/14,0:19,Assist Other Agency,Cannon & Stat e Route 315
14-3268,9/7/14,19:23,9/7/14,4:00,Theft,Lincoln House
14-3267,9/7/14,17:32,9/7/14,17:32,Property Impound,Blankenship Hall
14-3264,9/7/14,15:38,9/6/14,19:00,Theft,Arps Garage
14-3263,9/7/14,13:59,9/7/14,7:00,Theft,Doan Hall
14-3260,9/7/14,14:15,9/6/14,15:00,Theft (From Auto),Ohio Union Parking Garage (North)
14-3259,9/7/14,11:57,9/6/14,22:00,Theft (From Auto),Ohio Union Parking Garage (North)
14-3258,9/7/14,11:21,9/7/14,11:21,Theft (From Auto),Ohio Union Parking Garage (North)
14-3255,9/7/14,1:02,9/7/14,1:02,Possession of Drugs,Ohio Union Parking Garage (North)
14-3252,9/6/14,23:19,9/6/14,23:10,Disorderly Conduct,Ohio Stadium
14-3247,9/6/14,19:02,9/6/14,19:02,OVI,Woody Hayes /  Cannon
14-3246,9/6/14,19:09,9/6/14,19:09,Offenses Involving underage persons,Agricultural Adminstration Building
14-3245,9/6/14,18:45,9/6/14,18:45,Open Container,French Field House
14-3243,N/A,17:30,N/A,17:30,Open Container,12th and  Cannon parking  Lot
14-3242,9/6/14,17:30,9/6/14,17:30,Open Container,12th and  Cannon Parking  Lot
14-3241,9/6/14,17:34,9/6/14,17:30,Disorderly Conduct,Tuttle Park Place Garage
14-3240,9/6/14,17:15,09/06/20140,17:15,Open Container,12th and  Cannon parking  Lot
14-3239,9/6/14,16:50,9/6/14,16:50,Open Container,12th and  Cannon Parking  Lot
14-3238,9/6/14,16:50,09/06/0002,16:50,Open Container,12th and  Cannon Parking  Lot
14-3237,9/6/14,16:20,9/6/14,16:20,Open Container,Ag Admin Pa rking Lot
14-3235,9/6/14,14:20,9/6/14,14:20,Open Container,Polo Reid Lots
14-3234,9/6/14,15:30,9/6/14,15:30,Open Container,Ag Admin Pa rking Lot
14-3233,9/6/14,15:05,09/06/0002,15:05,Open Container,Ag Admin Pa rking Lot
14-3231,9/6/14,15:00,9/6/14,15:00,Open Container,Ag Admin Parking lot
14-3229,9/6/14,14:12,9/6/14,14:12,Drug Paraphernalia,Smith-Steeb Hall
14-3228,9/6/14,14:10,9/6/14,14:10,Open Container,Polo Reid Lots
14-3226,9/6/14,13:45,9/6/14,13:45,Open Container,12th and Cannon Parkni g Lot
14-3225,9/6/14,13:38,9/6/14,13:38,Property Impound,Blankenship Hall
14-3224,9/6/14,13:29,9/6/14,13:29,Open Container,Fawcett Center Parking Lot
14-3223,9/6/14,13:20,9/6/14,13:20,Open Container,12th and Cannon Parkni g Lot
14-3220,9/7/14,7:43,9/7/14,7:43,Traffic Crash-Property Damage,660 Ackerman Rd
14-3219,9/6/14,3:53,9/6/14,3:35,Disorderly Conduct,Park-Stradley Hall
14-3218,9/6/14,2:35,9/6/14,2:35,OVI,Woody Hayes Dr / Kenny Rd
14-3217,9/6/14,1:42,9/6/14,1:42,Offenses Involving underage persons,Park-Stradley Hall
14-3214,9/5/14,23:33,9/5/14,23:33,AdministrativeInformation,OSU East Medical Center
14-3212,9/5/14,23:03,9/5/14,23:03,Public Indecency,Schott enstein Center
14-3211,9/5/14,20:59,9/5/14,20:59,Disorderly Conduct,653 Trumbull Ct
14-3210,9/5/14,20:46,9/5/14,18:00,Theft,Park-Stradley Hall
14-3207,9/5/14,16:01,9/5/14,16:01,Traffic Crash-Property Damage-Hit Skip,Hospitals East
14-3206,9/5/14,14:42,8/25/14,11:30,Administrative Information,Taylor Tower
14-3205,9/5/14,14:09,9/2/14,17:00,Theft,Doan Ha ll
14-3204,9/5/14,14:03,9/5/14,7:40,Criminal Damaging,Ohio Stadium Lot
14-3203,9/5/14,12:33,9/5/14,12:33,Administrative Information,Carepointe East
14-3202,9/5/14,12:04,9/5/14,12:04,Traffic Crash-Property Damage,Carepointe East
14-3201,9/5/14,12:11,8/5/14,0:00,Theft,Blankenship Hall
14-3197,9/5/14,0:24,9/5/14,0:24,Criminal Damaging,Worthington Building
14-3195,9/4/14,23:20,9/4/14,23:30,Ill Aided,Haverfield House
14-3194,9/4/14,20:18,9/3/14,21:30,Theft,RPAC
14-3192,9/4/14,16:48,9/4/14,14:20,Theft (Of Bicycle),McPherson Laboratory
14-3190,9/4/14,16:09,9/4/14,14:55,Theft (Of Bicycle),MacQuigg  Laboratory
14-3189,9/4/14,N/A,9/4/14,N/A,Administrative Information,Blankenship Hall
14-3188,9/4/14,15:12,8/28/14,13:00,Theft,AronoffLab
14-3186,9/4/14,11:00,9/4/14,11:00,Ill Aided,Drinko Hall
14-3185,9/4/14,11:30,9/4/14,11:30,Traffic Crash-Property Damage,Carmack  2
14-3183,9/4/14,11:14,9/4/14,11:14,Theft,Rhodes Hall
14-3182,9/3/14,21:04,9/3/14,18:55,Traffic Crash-Property Damage-Hit Skip,Agrirultural Engineering Building
14-3181,9/3/14,20:44,9/3/14,20:44,Possession of Drugs,Gateway Building A
14-3179,9/3/14,18:10,9/3/14,11:00,Traffic Crash-Property Damage-Hit Skip,Ohio Union Parking Garage South
14-3178,9/3/14,17:29,9/3/14,7:50,Theft (Of Bicycle),Veterinary Medical Academic Building
14-3177,9/3/14,17:13,9/3/14,13:00,AdministrativeInformation,Blankenshpi  Hall Parking Lot
14-3176,9/3/14,16:25,9/3/14,16:25,Telecommunications Harassment,Postle Hall
14-3175,9/3/14,14:56,9/3/14,14:56,Ill Aided,Younkin Success Center
14-3174,9/3/14,13:30,9/3/14,13:10,Missing Person,Postle Hall
14-3173,9/3/14,N/A,9/1/14,0.01,Disorderly Conduct,Main Oval
14-3170,9/4/14,12:45,9/4/14,12:45,Supplement,Blankenship Hall
14-3170,9/3/14,11:04,9/3/14,11:04,Missing Person,Talbot Hall
14-3165,9/2/14,20:35,9/2/14,20:10,Criminal Damaging,Pennsylvania Place
14-3164,9/2/14,16:47,8/29/14,18:00,Theft (Of Bicycle),Lincoln Tower Parking Lot
14-3163,9/2/14,14:45,9/2/14,14:45,Traffic Crash-Property Damage,Medical Center and Cannon
14-3162,9/2/14,12:37,8/29/14,9:00,Theft (Of Bicycle),Barrett House
14-3159,9/2/14,10:31,9/2/14,10:15,Theft,Ma in Library
14-3158,9/2/14,10:17,8/29/14,15:25,Criminal Damaging,Hospitals  East
14-3157,9/2/14,9:27,9/2/14,9:27,Ill Aided,Younkin Success Center
14-3156,9/2/14,9:08,8/29/14,17:00,Theft,Orton Hall
14-3155,9/2/14,8:25,9/2/14,8:25,Administrative Information,Blankenship Ha ll
14-3155,9/2/14,8:25,9/2/14,8:25,Administrative Information,Blankenship Hall
14-3154,9/1/14,17:26,9/1/14,16:20,Theft,RPAC
14-3153,9/1/14,16:56,9/1/14,13:00,Theft,RPAC
14-3152,9/1/14,16:35,9/1/14,16:35,Theft,New man-Wolfrom  Lab
14-3151,9/1/14,16:27,9/1/14,14:00,Theft,RPAC
14-3146,9/1/14,0:14,9/1/14,0:14,Assault,OSU Med ica l Center
14-3144,8/31/14,23:54,8/31/14,23:54,Disorderly Conduct,OSU Med ica l Center East
14-3143,8/31/14,23:28,8/30/14,4:30,Graffitism,Ha rding Hospital
14-3141,8/31/14,21:40,8/31/14,22:00,Property Impound,Psychology Build ing
14-3140,8/31/14,22:01,8/31/14,22:01,Possession of Drugs,Park-Strad ley  Hall
14-3139,8/31/14,21:33,8/31/14,15:00,Traffic Crash-Property Damage-Hit Skip,Northwest Parking Garage
14-3138,8/31/14,21:22,8/31/14,21:22,Drug Paraphernalia,Mo rr ison  Tower
14-3136,8/31/14,13:09,8/31/14,13:09,Administrative Information,Mo rr ill Tower
14-3134,8/31/14,10:41,8/30/14,7:45,Theft,Ross Heart Hosp ita l
14-3131,8/31/14,3:03,8/31/14,3:03,Offenses Involving underage persons,Park-Stradley  Hall
14-3130,N/A,0:49,N/A,9:30,Theft (From Auto),Ohio Union North Parking Garage
14-3129,8/30/14,21:20,8/30/14,21:20,Possessing Drug Abuse Instruments,OSU Emergency Department
14-3128,8/30/14,20:29,8/30/14,20:29,Offenses Involving underage persons,11th Ave Parking Garage
14-3125,8/30/14,13:16,8/29/14,22:00,Theft (From Auto),Ohio Union North
14-3123,8/30/14,11:58,8/29/14,8:30,Theft (From Auto),Ohio Union North
14-3119,8/30/14,1:40,8/30/14,1:40,Offenses Involving underage persons,Blackwell Inn at Fisher College
14-3118,8/29/14,23:04,8/29/14,23:04,Possession of Drugs,OSU East Medical Center
14-3117,8/29/14,23:00,8/29/14,23:00,Possession of Drugs,Lincoln Tower
14-3116,8/29/14,20:43,8/29/14,20:43,Public Indecency,South Oval
14-3111,8/29/14,16:33,8/29/14,8:00,Theft (Of Auto),Ohio Union North Parking Garage
14-3110,8/29/14,17:01,8/28/14,19:05,Menacing,Hitchcock Hall
14-3109,8/29/14,16:40,8/29/14,16:40,Traffic Crash-Property Damage,410 W. 10th Ave.
14-3106,8/29/14,16:01,8/29/14,16:01,Ill Aided,Wilce Student Health Center
14-3104,8/29/14,15:00,8/28/14,22:15,Theft (Of Bicycle),Residence  on  10th
14-3103,8/29/14,14:33,8/29/14,14:33,Ill Aided,Younkin Success Center
14-3102,8/29/14,12:52,8/29/14,12:52,AdministrativeInformation,Journalism Building
14-3101,8/29/14,12:28,8/27/14,17:45,Traffic Crash-Property Damage-Hit Skip,Blankenship Hall
14-3101,8/29/14,12:28,8/27/14,17:45,Traffic Crash-Property Damage-Hit Skip,12th & Cannon parking lot
14-3099,8/29/14,11:26,8/29/14,11:26,Ill Aided,Rardin Family Practice
14-3098,8/29/14,10:20,8/29/14,0:30,Theft (Of Bicycle),Paterso n Hall
14-3097,8/29/14,2:49,8/29/14,2:49,OVI,Woody Hayes /  Fyffe & Cannon
14-3094,8/28/14,21:57,8/28/14,21:57,Theft,RPAC
14-3091,8/28/14,17:35,8/28/14,17:35,Traffic Crash-Property Damage,Ohio Union South Parking Garage
14-3088,8/28/14,14:45,8/27/14,8:00,Theft,Doan Hall
14-3087,8/28/14,N/A,8/27/14,N/A,Administrative Information,James Cancer Hospital
14-3085,8/28/14,12:36,8/27/14,12:00,Theft,Stillman Hall
14-3079,8/28/14,7:35,8/28/14,7:35,Traffic Crash-Injury,12th/Cannon
14-3077,8/27/14,22:32,08/27/0002,21:15,Theft,RPAC
14-3076,8/27/14,22:10,8/27/14,22:10,Drug Paraphernalia,Canfield Hall
14-3075,8/27/14,19:19,8/27/14,12:15,Theft,RPAC
14-3073,8/27/14,16:49,08/27/0002,16:49,Traffic Crash-Property Damage,I ntragrated  Medicine
14-3072,8/27/14,16:08,8/23/14,0:01,Theft,Halloran House
14-3071,8/27/14,15:42,8/27/14,15:42,Theft,Rhodes Hall
14-3068,8/27/14,11:38,8/27/14,7:20,AdministrativeInformation,Satellite Communications Facility
14-3065,8/27/14,3:40,8/27/14,3:40,Possessing Drug Abuse Instruments,OSU Medical Center East
14-3061,8/26/14,16:56,8/18/14,7:00,Criminal Trespass,582 Ashtabula Q
14-3060,8/26/14,17:45,8/26/14,16:50,Theft,Student Academic Services Building
14-3059,8/26/14,N/A,8/26/14,16:50,Traffic Crash-Property Damage,Tuttle Park Station
14-3058,8/26/14,16:27,8/26/14,12:30,Possession of Drugs,Smith-Steeb Hall
14-3056,8/26/14,15:42,8/26/14,15:00,Administrative Information,Biomed ical  Research Tower
14-3051,8/26/14,11:20,8/25/14,8:25,Traffic Crash-Property Damage-Hit Skip,Bla nkens hip  Hall
14-3050,8/26/14,10:36,8/26/14,10:36,Disorderly Conduct,RPAC
14-3049,8/26/14,8:52,8/26/14,8:45,Disorderly Conduct,Hospital East
14-3046,8/25/14,23:31,8/25/14,15:00,Traffic Crash-Property Damage-Hit Skip,12th and  Cannon parking  lot
14-3044,8/25/14,23:11,8/25/14,20:00,Theft,Womens Field House
14-3043,8/25/14,20:14,8/25/14,20:35,Theft,RPAC
14-3041,8/25/14,18:32,8/25/14,18:32,Possession of Drugs,Hospitals  East
14-3035,8/25/14,8:06,8/23/14,15:00,Theft,Hopkins  Ha ll
14-3034,8/25/14,8:06,8/25/14,8:06,Traffic Crash-Property Damage,12th/College
14-3033,8/25/14,7:25,8/22/14,16:00,Theft,Hitch cock Hall
14-3032,8/25/14,0:54,8/25/14,0:54,Offenses Involving underage persons,Bradley  Hall
14-3031,8/24/14,22:54,8/24/14,21:00,Theft,Siebe  rt  Hall
14-3029,8/24/14,21:20,8/24/14,21:20,Assault,Ne il  Building
14-3028,8/24/14,11:12,8/23/14,21:00,Theft (Of Bicycle),Drackett Tower
14-3027,8/24/14,20:25,8/24/14,16:00,Theft,Ma in Oval
14-3027,8/25/14,20:41,8/24/14,16:00,Theft,Ma in Oval
14-3024,8/24/14,18:05,8/24/14,18:05,Traffic Crash-Property Damage,Ohio Union
14-3023,8/24/14,17:05,8/23/14,18:00,Theft,Rhodes Ha ll
14-3022,8/24/14,14:26,8/24/14,14:26,Property Impound,Bla nkens hip  Hall
14-3019,8/24/14,9:57,8/24/14,7:00,Possession of Drugs,Baker Ha ll West.
14-3018,8/24/14,9:32,8/24/14,9:32,Assist Other Agency,Emergency Department
14-3017,8/24/14,2:10,8/24/14,2:10,Offenses Involving underage persons,Ross Heart Hosp ita l
14-3002,8/23/14,13:11,8/23/14,13:11,Possession of Drugs,Pomerene Hall
14-3001,8/23/14,12:40,8/23/14,12:40,Assist Other Agency,Barnes and  Nobles
14-2999,N/A,3:10,8/23/14,3:10,Possession of Drugs,Morrill Tower
14-2998,8/22/14,20:18,8/22/14,20:18,Assault,Linco  ln Tower
14-2997,8/22/14,20:15,8/22/14,20:15,Assist Other Agency,Lane  Ave /  High  St
14-2994,8/22/14,16:27,8/22/14,8:50,Theft (From Auto),Ohio Union  Pa rking Garage North
14-2993,8/22/14,14:27,8/22/14,8:15,Theft,Campbell Hall
14-2992,8/22/14,12:42,8/22/14,8:00,0-imina l Damaging,Ohio Union  Pa rking Garage North
14-2991,8/22/14,11:51,8/22/14,11:45,Theft,Graves  Hall
14-2989,8/22/14,9:40,8/22/14,9:40,Traffic Crash-Property Damage,10th Ave and  Dodd Dr
14-2987,8/22/14,2:06,8/22/14,2:00,Possessing Drug Abuse Instruments,OSU East Med ica l Center
14-2984,8/21/14,18:42,8/21/14,18:42,Open Container,OSU Hospital East
14-2982,8/21/14,17:01,8/21/14,12:30,Theft,Drake  Performance & Event Center
14-2981,8/21/14,13:41,8/21/14,13:00,Death,Rhodes Hall
14-2981,8/25/14,14:55,8/25/14,14:55,Supplement,Bla nkenship
14-2980,8/21/14,11:32,8/21/14,11:10,Theft,Hospital East
14-2979,8/21/14,11:00,8/21/14,11:00,Traffic Crash-Property Damage,RPAC
14-2978,8/21/14,8:47,8/8/14,16:25,Theft,Gerlach Hall
14-2977,8/21/14,8:22,8/20/14,15:00,Theft,Rhodes Hall
14-2976,8/21/14,1:50,8/21/14,1:50,Offenses Involving underage persons,Main Oval
14-2975,8/20/14,22:34,8/20/14,22:34,Telecommunications Harassment,Rhodes Hall
14-2973,8/20/14,17:38,8/20/14,17:38,Disorderly Conduct,Care Point East
14-2971,8/20/14,14:19,8/16/14,14:00,Theft,702  AshtabulaCt.
14-2970,8/20/14,12:06,8/19/14,12:00,Theft,Psychology Building
14-2965,08/19/0214,14:04,8/19/14,14:04,Property Impound,Woody Hayes Bridge
14-2963,8/20/14,0:18,8/20/14,0:02,Traffic Crash-Property Damage,SafeAuto Garage
14-2958,8/19/14,19:42,8/19/14,19:42,Criminal Trespass,Hospitals East
14-2957,8/19/14,N/A,8/19/14,N/A,Traffic Crash-Property Damage,Rardiin Family Practice
14-2955,8/19/14,13:51,8/19/14,13:51,Traffic Crash-Property Damage,Harding Hospital
14-2954,8/19/14,13:10,8/19/14,13:10,Ill Aided,Martha Morehouse
14-2952,8/19/14,8:04,7/17/14,12:00,Sexual Battery,Neil Avenue Garage
14-2947,8/18/14,20:54,8/18/14,20:54,Possession of Drugs,Paterson Hall
14-2946,8/18/14,19:45,8/18/14,18:00,Drug Paraphernalia,Harding Hospital
14-2945,8/18/14,18:21,8/18/14,18:21,Traffic Crash-Property Damage-Hit Skip,1871 N. High St
14-2944,8/18/14,18:14,8/18/14,18:14,Traffic Crash-Injury,W. 12th Ave
14-2942,8/18/14,15:51,8/1/14,7:00,Identity Fraud,James Cancer Hospital
14-2941,8/18/14,15:04,05:05/2014,17:00,Theft,Jones Tower
14-2940,8/18/14,15:20,8/18/14,15:20,Drug Paraphernalia,Rhodes Hall
14-2939,8/18/14,13:25,8/18/14,13:25,Property Impound,Buckeye Village
14-2938,8/18/14,N/A,8/18/14,N/A,Assault,OSU East Medical Center
14-2955,8/19/14,13:51,8/19/14,13:51,Traffic Crash-Property Damage,Harding Hospital
14-2954,8/19/14,13:10,8/19/14,13:10,Ill Aided,Martha Morehouse
14-2935,8/18/14,8:32,8/18/14,8:32,Possession of Drugs,osu East
14-2932,8/17/14,23:30,8/17/14,23:30,Drug Paraphernalia,OSU Med ical  Center  East
14-2921,8/17/14,9:08,8/16/14,17:00,Administrative Information,Morrill Tower
14-2918,8/17/14,1:30,8/16/14,21:00,Theft (Of Bicycle),18th ave Library
14-2916,8/16/14,23:17,8/16/14,20:30,Drug Paraphernalia,OSU East Medical Center
14-2915,8/16/14,22:05,8/16/14,8:30,Theft (From Auto),Ohio Unio n  Parking Garage North
14-2915,10/17/14,7:13,10/17/14,7:13,Supplement,Blankenship  Hall
14-2914,8/16/14,4:01,8/16/14,4:01,OVI,Woody Hayes /  Fyffe & Cannon
14-2911,8/15/14,20:16,8/15/14,20:16,Traffic Crash-Property Damage,West Stadium Lot
14-2909,8/15/14,14:56,8/15/14,14:56,Fire,Neilwood Gables
14-2905,8/15/14,10:18,8/14/14,12:00,Theft,Thompson  Library
14-2902,8/15/14,8:13,8/15/14,8:13,Criminal Trespass,McPherson Laboratory
14-2901,8/15/14,2:13,8/15/14,2:10,Possession of Drugs,OSU East Med ical  Center
14-2901,10/10/14,17:37,8/15/14,2:10,Supplement,OSU Med Center East
14-2900,8/15/14,1:19,8/15/14,1:19,Disorderly Conduct,Student Academic Services
14-2898,8/14/14,18:04,8/14/14,16:00,Criminal Damaging,East Stadium Parking Lot
14-2896,8/14/14,17:07,8/14/14,17:07,Administrative Information,Ohio  Union  Parking Garage South
14-2895,8/14/14,17:22,8/14/14,15:45,Telecommunications Harassment,Bevis  Ha ll
14-2894,8/14/14,16:31,8/14/14,16:31,Possession of Drugs,Emergency Department
14-2893,8/14/14,15:35,8/14/14,15:35,Ill Aided,Emergency Department
14-2892,8/14/14,15:12,8/14/14,15:12,Ill Aided,You nkin Success  Center
14-2890,8/14/14,11:55,8/14/14,11:30,Drug Paraphernalia,Ma in Emergency Department
14-2888,8/14/14,0:58,8/14/14,0:55,Criminal Mischief,Lane Ave/Peasley St
14-2887,8/13/14,23:33,8/13/14,23:33,Possession of Drugs,Emergency  Department
14-2887,8/13/14,23:33,8/13/14,23:33,Possession of Drugs,OSU Medical Center Emergency Dept
14-2886,8/13/14,22:33,8/13/14,21:30,Theft,Womens Field House
14-2885,N/A,22:05,N/A,17:30,Theft,Doan Hall
14-2882,8/13/14,15:41,8/13/14,15:41,Traffic Crash-Injury,Cannon Dr and John Herrick Dr
14-2877,8/13/14,12:49,8/13/14,12:49,Traffic Crash-Property Damage,Care Point East
14-2876,8/13/14,9:46,8/13/14,9:38,Missing Person,Harding Hospital
14-2873,8/12/14,22:49,8/12/14,22:49,Drug Paraphernalia,OSU Medical Center
14-2869,8/12/14,18:59,8/12/14,18:59,Traffic Crash-Property Damage,Cannon Drive
14-2867,8/12/14,17:02,8/12/14,19:20,Theft,Rhodes Hall
14-2866,8/12/14,16:01,8/12/14,16:01,Telecommunications Harassment,Blankenship Hall
14-2866,8/14/14,13:29,8/11/14,21:33,Supplement,Dulles Hall
14-2864,8/12/14,10:58,8/12/14,10:45,Disorderly Conduct,Northwest Stadium Lot
14-2863,8/12/14,7:42,8/12/14,7:30,,
14-2861,8/12/14,4:50,8/12/14,4:36,Drug Paraphernalia,OSU Medical Center
14-2860,8/11/14,15:31,8/11/14,14:50,Drug Paraphernalia,OSU Hospital East
14-2858,8/11/14,16:04,8/7/14,10:30,Theft,Physics Research Building
14-2856,8/11/14,7:24,8/6/14,13:00,Public Accident,Westpark Street
14-2846,8/10/14,11:17,8/10/14,11:17,Traffic Crash-Property Damage-Hit Skip,Schottenstein Center Gray Lot
14-2845,8/10/14,1:20,8/10/14,1:20,Disorderly Conduct,Drinko Hall
14-2843,8/8/14,22:47,8/8/14,22:47,Carrying Concealed Weapon,Emergency Department
14-2837,8/7/14,23:38,8/7/14,18:40,Theft,OSU East Medical Center
14-2836,8/7/14,21:49,8/7/14,21:49,Criminal Damaging,Neil Avenue Parking Garage
14-2835,8/7/14,20:50,8/6/14,4:37,Criminal Damaging,Northwood-High Building
14-2833,8/7/14,16:38,8/7/14,16:38,Disorderly Conduct,Talbot Hall
14-2832,8/7/14,17:36,8/7/14,8:30,Criminal Damaging,Ohio Union Parking Garage North
14-2831,8/7/14,16:32,8/3/14,8:30,AdministrativeInformation,12th and Cannon Parking Lot
14-2830,8/7/14,14:11,7/25/14,0:01,Theft,osu East
14-2829,8/7/14,N/A,8/7/14,N/A,Administrative Information,AG Admin
14-2825,8/7/14,12:44,8/6/14,8:00,Theft (Of Bicycle),Rardin Family Practice
14-2824,8/7/14,12:21,8/7/14,11:50,Drug Paraphernalia,osu East
14-2818,8/6/14,23:31,8/6/14,21:00,Theft,OSU Med ica l Center  East
14-2817,8/6/14,22:52,8/6/14,22:50,Possession of Drugs,OSU Med ica l Center  East
14-2816,8/6/14,23:08,8/6/04,19:00,Theft (Of Bicycle),18th Ave  Library
14-2814,8/6/14,21:00,8/6/14,21:00,Possession of Drugs,Doan Hall
14-2812,8/6/14,18:46,8/6/14,18:46,Traffic Crash-Injury,Woody Hayes  Drive
14-2811,8/6/14,18:49,8/6/14,11:00,Theft (Of Bicycle),Biomed ical  Research Tower
14-2810,8/6/14,17:30,8/6/14,17:30,Property Impound,53 W. 11th Ave
14-2809,8/6/14,16:13,8/6/14,16:13,Physical Control,Safea uto Garage
1 4-2806,8/6/14,8:37,8/5/14,9:00,Theft (Of Bicycle),Laze nby Hall
14-2804,8/5/14,20:08,8/5/14,7:00,Theft,OSU Hosp ita ls  East
1 4-2804,8/7/14,12:44,8/6/14,8:00,Theft (Of Bicycle),Rardin Family Practice
14-2804,8/27/14,N/A,8/5/14,7:00,Theft,OSU Hospital East
14-2802,8/20/14,16:57,8/20/14,16:57,Supplement,Bla nkensh ip  Hall
14-2802,8/5/14,16:21,8/5/14,16:15,Domestic Violence,OSU Hospitals East
14-2801,8/5/14,16:00,6/27/14,12:30,Theft,Bricke r Hall
14-2800,8/5/14,15:30,8/1/14,7:00,Theft,Bricke r Hall
14-2799,8/5/14,11:27,8/5/14,11:27,Traffic Crash-Property Damage,Ma rtha Morehouse
14-2795,8/4/14,21:26,8/4/14,21:26,Property Impound,Bla nkens hip  Hall
14-2794,8/4/14,20:34,8/4/14,13:30,Theft (Of Bicycle),Orton Hall
14-2792,8/4/14,18:56,8/4/14,7:00,Theft,Prior Health Services Library
14-2788,8/4/14,8:52,8/4/14,8:52,Traffic Crash-Property Damage,West 12th Avenue
14-2785,8/4/14,2:37,8/4/14,2:37,Assist Other Agency,315 /  S Lane
14-2781,8/3/14,8:40,8/2/14,16:30,Administrative Information,Swine Facility
14-2780,8/3/14,4:38,8/3/14,4:38,Drug Paraphernalia,Ha rding Hospital
14-2779,8/3/14,2:27,8/3/14,2:27,OVI,17th Ave/ College Rd
14-2778,8/3/14,1:58,8/3/14,1:58,Open Container,Jen nings Hall
14-2777,8/3/14,1:17,8/3/14,1:17,Disorderly Conduct,North Cannon Dr. Parking Garage
14-2775,8/2/14,22:56,8/2/14,21:30,Theft (Of Bicycle),18th Ave.  Library
14-2769,8/2/14,8:15,8/2/14,7:13,Possession of Drugs,James Cancer Hosp ita l
14-2768,8/2/14,3:40,8/2/14,3:40,OVI,Woody Hayes  and  Cannon
14-2763,8/1/14,21:36,8/1/14,21:36,Disorderly Conduct,652 Trumbull Ct
14-2762,8/1/14,21:15,8/1/14,15:30,Theft (Of Auto),Sa fea uto Garage
14-2759,8/1/14,16:20,8/1/14,16:20,Possession of Drugs,OSU Hospital East
14-2758,8/1/14,17:08,8/1/14,17:08,Traffic Crash-Property Damage-Hit Skip,11th Ave Parking Garage
14-2757,8/1/14,16:04,6/19/14,8:00,Theft,Laze nby Hall
14-2756,8/1/14,15:31,8/1/14,15:31,Ill Aided,Younkin Success  Center
14-2755,8/1/14,12:32,8/1/14,1:00,Theft,Rhodes Hall
14-2749,7/31/14,20:18,7/31/14,20:18,Administrative Information,Off Campus
14-2748,N/A,15:52,N.A,9:30,Theft,Fisher Hall
14-2747,7/31/14,15:00,7/31/14,14:55,Drug Paraphernalia,OSU Hosp ital
14-2745,7/31/14,11:16,7/31/14,11:16,Traffic Crash-Injury-Hit Skip,Ma rtha Moorehouse
14-2744,7/31/14,10:33,7/29/14,19:00,Theft (From Auto),12th and  Cannon Parking  Lot
14-2743,7/31/14,8:39,7/31/14,7:00,Menacing,Ohio Union
14-2741,7/31/14,3:18,7/31/14,3:18,Theft,OSU Med ical  Center  East
14-2739,7/30/14,19:09,7/28/14,8:30,Theft (Of Bicycle),Celeste Laboratory of Chemistry
14-2737,7/30/14,13:37,7/29/14,11:00,Theft (Of Bicycle),Bolz Hall
14-2736,7/30/14,13:19,7/30/14,13:19,Criminal Trespass,O hio  Union
1 4-2734,7/30/14,10:37,7/29/14,16:00,Theft,Ma rtha Moorehouse
14-2730,7/29/14,19:07,7/29/14,12:00,Criminal Damaging,12t h and   Cannon Parking  Lot
14-2729,7/29/14,18:00,7/29/14,18:00,Traffic Crash-Property Damage-Hit Skip,Mershon Auditorium
14-2728,7/29/14,16:13,7/29/14,16:13,Ill Aided,Rardin Family Practice
14-2726,7/29/14,15:43,7/21/14,19:45,Theft,Adventure Recreation Center
14-2718,7/29/14,11:32,7/29/14,11:32,Ill Aided,Wilce Student Health Center
14-2717,7/29/14,9:25,7/28/14,19:00,0-imina l Damaging,Heffner Wetland Research and Education
14-2716,7/29/14,1:04,7/28/14,20:00,Theft (Of Bicycle),Postle Hall
14-2715,7/28/14,22;01,7/28/14,18:00,Theft,Ross Heart Hosp ita l
1 4-2715,7/31/14,7:49,7/31/14,7:49,Supplement,Blankens hip  Ha ll
