Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
"15-
01465",6/2/15,5/7/15,Theft
15-0145,"01 18
2015
01:38",1/18/15,Public Urination
15-0144,1/18/15,1/18/15,Disorderly Conduct
15-0143,1/18/15,1/18/15,Possession of Drugs
15-0142,1/17/15,1/17/15,Offenses involving underage persons
15-0141,1/17/15,1/17/15,Criminal Trespass
"15-
01402",5/28/15,5/14/15,Theft
15-0140,1/17/15,12/18/14,Theft
15-0140,1/17/15,12/18/14,Theft
"15-
01397",5/28/15,5/28/15,Theft
"15-
01396",5/28/15,5/28/15,Theft
15-0139,1/17/15,1/16/15,Criminal Damaging
"15-
01385",5/22/15,5/20/15,Theft
15-0137,1/17/15,1/13/15,Theft
15-0135,1/16/15,1/16/15,Possession of Drugs
"15-
01346",5/21/15,5/20/15,Theft
15-0133,1/16/15,1/16/15,Theft (From Auto)
15-0133,2/14/15,2/14/15,Supplement
15-01324,5/20/15,5/14/15,Theft
"15-
01324",5/20/15,5/16/15,Theft
"15-
01323",5/20/15,5/14/15,Theft
15-0132,1/16/15,1/15/15,Theft (Of Bicycle)
"15-
01317",5/19/15,5/16/15,Theft
15-0131,1/16/15,1/16/15,Assist Other Agency
15-0130,1/16/15,1/12/15,Assist Other Agency
15-0129,1/16/15,1/12/15,Theft
"15-
01280",5/16/15,5/15/15,Theft
15-0128,1/16/15,1/16/15,Traffic Crash-Property Damage
"15-
01276",5/15/15,5/15/15,Theft
"15-
01272",5/15/15,5/7/15,Theft
15-0127,1/9/15,1/9/15,Traffic Crash-Property Damage
15-01268,5/14/15,5/14/15,Theft
"15-
01246",5/12/15,4/30/15,Theft
"15-
01244",5/12/15,5/11/15,Theft
"15-
01243",5/12/15,5/11/15,Theft
"15-
01232",5/11/15,5/8/15,Theft
"15-
01227",5/10/15,5/7/15,Theft
"15-
01216",5/8/15,5/7/15,Theft
"15-
01211",5/7/15,5/6/15,Theft
"15-
01205",5/6/15,4/18/15,Theft
"15-
01200",5/6/15,5/4/15,Theft
"15-
01196",5/6/15,5/4/15,Theft
15-0119,1/15/15,1/15/15,Theft
"15-
01186",5/5/15,5/2/15,Theft
15-0118,1/15/15,1/14/15,Disorderly Conduct
"15-
01171",5/4/15,4/15/15,Theft
15-0116,1/15/15,1/13/15,Theft
"15-
01153",5/2/15,5/2/15,Theft
15-0114,1/15/15,1/15/15,Domestic Violence
"15-
01131",4/29/15,4/29/15,Theft
15-0113,1/15/15,1/15/15,Ill Aided
15-0112,1/15/15,1/15/15,Ill Aided
"15-
01118",4/29/15,4/29/15,Theft
15-0110,1/16/15,1/14/15,Theft
"15-
01096",4/27/15,4/26/15,Theft
"15-
01088",4/25/15,4/25/15,Theft
15-0107,1/14/15,1/14/15,Theft
"15-
01065",4/23/15,4/21/15,Theft
"15-
01049",4/21/15,4/13/15,Theft
15-0104,1/14/15,1/14/15,Property Impound
"15-
01039",4/20/15,4/19/15,Theft
"15-
01024",4/19/15,4/18/15,Theft
"15-
01020",4/19/15,4/18/15,Theft
15-0102,1/16/15,1/16/15,Supplement
15-0102,1/14/15,12/17/14,Theft
"15-
01017",4/18/15,4/18/15,Theft
"15-
01002",4/17/15,1/1/15,Theft
150099,1/14/15,1/14/15,Prohibited Acts
15-0098,1/14/15,1/13/15,Supplement
15-0098,01/13/0201,1/13/15,Missing Person
15-0097,1/13/15,1/13/15,Ill Aided
15-00963,4/13/15,4/13/15,Theft
15-0096,1/13/15,1/13/15,Theft
"15-
00954",4/10/15,4/10/15,Theft
15-009,01/13/0201,12/27/14,Theft (Of Bicycle)
"15-
00945",4/10/15,4/8/15,Theft
"15-
00944",4/10/15,4/10/15,Theft
15-0994,1/13/15,1/13/15,Traffic Crash-Property Damage
"15-
00918",4/7/15,4/6/15,Theft
15-009,01/13/0201,1/13/15,Theft
15-009,1/13/15,1/13/15,Theft
15-0088,1/13/15,1/12/15,Traffic Crash-Property Damage-Hit Skip
"15-
00876",4/4/15,4/4/15,Theft
15-0087,1/13/15,1/13/15,Making False Alarms
15-0086,1/13/15,1/13/15,Drug Paraphernalia
15-0084,1/13/15,1/13/15,Drug Paraphernalia
15-0083,1/12/15,1/12/15,Offenses involving underage persons
15-00829,3/30/15,3/27/15,Theft
15-00811,3/28/15,3/25/15,Theft
15-0081,1/12/15,1/12/15,Traffic Crash-Property Damage
15-0078,1/12/15,1/4/15,Theft
15-0077,1/12/15,1/12/15,Theft
15-0077,1/12/15,1/12/15,Theft
15-0076,1/12/15,1/10/15,Theft
15-00753,3/23/15,3/20/15,Theft
15-00749,3/23/15,3/23/15,Theft
"15-
00732",3/21/15,3/21/15,Theft
15-0073,1/12/15,1/12/15,Traffic Crash-Property Damage
15-0072,1/11/15,1/11/15,Drug Paraphernalia
15-0071,1/11/15,1/11/15,Disorderly Conduct
"15-
00707",3/18/15,3/17/15,Theft
15-0070,1/11/15,1/11/15,Traffic Crash-Injury
"15-
00699",3/18/15,3/18/15,Theft
15-0069,1/11/15,12/19/14,Theft
15-0069,1/15/15,1/15/15,Supplement
"15-
00686",3/16/15,3/16/15,Theft
15-0068,1/11/15,1/10/15,Theft
15-0068,1/11/15,1/11/15,Supplement
15-0067,1/11/15,1/10/15,Theft
15-0066,1/11/15,1/11/15,OVI
"15-
00640",3/11/15,3/11/15,Theft
15-0064,1/10/15,1/9/15,Theft
"15-
00638",3/11/15,3/11/15,Theft
"15-
00630",3/10/15,3/5/15,Theft
15-0063,1/10/15,12/17/14,Theft (Of Bicycle)
"15-
00622",3/9/15,3/9/15,Theft
15-0062,1/11/15,1/11/15,Supplement
15-0062,1/10/15,1/10/15,Theft (Of Auto)
15-0061,1/10/15,1/10/15,Assault
"15-
00604",3/7/15,3/7/15,Theft
"15-
00603",3/7/15,3/5/15,Theft
15-0060,1/10/15,1/10/15,Menacing
"15-
00582",3/5/15,3/5/15,Theft
15-0057,1/9/15,1/9/15,Traffic Crash-Property Damage
"15
00560",3/2/15,"02 25 2015
00:00",Theft
15-0056,1/9/15,1/9/15,Traffic Crash-Property Damage
"15-
00540",2/28/15,2/27/15,Theft
"15-
00533",2/27/15,2/27/15,Theft
15-0053,1/9/15,1/9/15,Assault
15-0050,1/9/15,1/9/15,Disorderly Conduct
"15-
00489",2/24/15,2/24/15,Theft
"15-
00485",2/24/15,2/24/15,Theft
15-0048,1/8/15,1/4/15,Theft
"15-
00472",2/23/15,2/9/15,Theft
"15-
00462",2/22/15,2/22/15,Theft
15-0046,1/7/15,1/7/15,Theft
15-0045,01/07/0201,1/7/15,Theft
15-0044,1/7/15,1/7/15,Traffic Crash-Injury
"15-
00439",2/20/15,2/19/15,Theft
"15-
00403",2/17/15,2/16/15,Theft
"15-
00393",2/16/15,2/13/15,Theft
15-0039,1/6/15,1/6/15,Theft (From Auto)
"15-
00388",2/15/15,2/13/15,Theft
"15-
00387",2/14/15,2/12/15,Theft
15-0038,"01 06
2015
12:25",1/5/15,Theft
"15-
00375",2/13/15,2/13/15,Theft
15-0036,1/6/15,1/6/15,Criminal Trespass
15-0035,1/6/15,1/6/15,Criminal Trespass
15-00331,2/9/15,2/7/15,Theft
15-0032,1/5/15,1/5/15,Ill Aided
15-0031,1/5/15,1/5/15,Theft
"15-
00281",2/3/15,1/27/15,Theft
"15-
00269",2/1/15,1/28/15,Theft
15-0026,1/5/15,1/5/15,Traffic Crash-Property Damage
15-0025,1/5/15,1/5/15,Disorderly Conduct
15-0024,1/5/15,1/5/15,Traffic Crash-Property Damage-Hit Skip
"15-
00238",1/28/15,1/28/15,Theft
15-0023,1/4/15,1/1/15,Theft
15-0021,1/4/15,1/3/15,Theft
15-0021,2/7/15,2/7/15,Supplement
15-0020,1/4/15,1/4/15,Criminal Trespass
15-00196,1/23/15,1/22/15,Theft
15-0019,1/4/15,1/4/15,Theft
"15-
00187",1/18/15,1/16/15,Theft
15-0018,1/3/15,1/3/15,Drug Paraphernalia
15-0017,1/3/15,1/3/15,Traffic Crash-Property Damage
"15-
00168",1/18/15,1/17/15,Theft
"15-
00164",1/18/15,1/16/15,Theft
"15-
00163",1/18/15,1/17/15,Theft
"15-
00161",1/18/15,1/18/15,Theft
"15-
00158",1/17/15,1/16/15,Theft
"15-
00137",1/14/15,1/14/15,Theft
"15-
00136",1/13/15,1/12/15,Theft
15-0013,1/2/15,1/2/15,Criminal Damaging
15-00127,1/13/15,1/12/15,Theft
"15-
00127",1/13/15,1/12/15,Theft
15-0012,1/2/15,12/11/14,Theft
"15-
00115",1/12/15,1/5/15,Theft
15-0011,1/2/15,1/2/15,Possession of Drugs
15-ooo9,1/2/15,1/2/15,Administrative Information
15-0006,1/2/15,1/2/15,Criminal Trespass
15-0005,1/1/15,1/1/15,Assist Other Agency
15-0004,1/1/15,1/1/15,Possession of Drugs
"15-
00039",1/5/15,1/4/15,Theft
"15-
00037",1/5/15,12/31/14,Theft
15-0003,1/1/15,1/1/15,Offenses involving underage persons
"15-
00022",1/3/15,12/21/14,Theft
15-0002,1/1/15,1/1/15,Obstructing Official Business
-15,4/5/15,4/3/15,Telecommunications Harassment
-15,5/19/15,5/19/15,Ill Aided
-15,10/18/15,10/18/15,Disorderly Conduct
-15,10/22/15,10/22/15,Criminal Trespass
-15,11/21/15,11/21/15,Prohibited Acts
14-5079,1/5/15,1/5/15,Supplement
14-5005,2/21/15,2/2/15,Supplement
14-5005,2/21/15,2/21/15,Supplement
14-4994,1/4/15,1/4/15,Supplement
14-4925,2/13/15,2/13/15,Supplement
14-4704,11/24/15,11/9/15,Theft
14-4506,9/9/15,9/9/15,Supplement
14-4506,9/30/15,9/30/15,Supplement
14-4430,2/9/15,2/9/15,Supplement
"14-
4429-",4/6/15,11/4/14,Theft
14-4429,4/7/15,4/7/15,Supplement
14-3791,3/24/15,3/24/15,Supplement
14-3538,2/19/15,2/19/15,Supplement
14-3538,2/19/15,2/19/15,Supplement
14-2887,1/8/15,12/2/14,Supplement
14-2887,1/8/15,1/8/15,Supplement
14-2513,3/9/15,3/9/15,Supplement
14-2508,7/6/15,7/3/14,Supplement
14-2382,7/6/15,6/27/14,Supplement
14-2207,1/11/15,1/11/15,Supplement
14-2169,6/11/15,6/11/15,Supplement
14-1535,2/14/15,2/14/15,Supplement
14-1485,3/9/15,3/9/15,Supplement
14-1268,2/14/15,2/14/15,Supplement
14-1252,3/9/15,3/9/15,Supplement
14-1252,7/6/15,4/5/14,Supplement
14-1070,3/9/15,3/9/15,Supplement
14-1059,2/14/15,2/14/15,Supplement
14-0067,7/3/15,1/3/14,Supplement
13-4022,3/9/15,3/9/15,Supplement
13-4022,1/10/15,1/10/15,Supplement
13-3872,3/9/15,3/9/15,Supplement
13-3265,3/9/15,3/9/15,Supplement
13-3024,3/18/15,3/18/15,Supplement
13-2662,3/9/15,3/9/15,Supplement
13-2582,6/11/15,6/11/15,Supplement
13-1956,3/9/15,3/9/15,Supplement
13-1955,3/9/15,3/9/15,Supplement
Dec-60,5/24/15,5/24/15,Supplement
Dec-32,6/16/15,6/16/15,Supplement
12-1886,6/16/15,6/16/15,Supplement
12-1786,6/18/15,5/1/12,Supplement
12-1764,6/16/15,6/16/15,Supplement
12-1471,6/16/15,6/16/15,Supplement
12-0640,6/18/15,2/1/12,Supplement
12-0115,6/16/15,6/16/15,Supplement
11-1345,7/6/15,7/6/15,Supplement
11-0944,7/6/15,7/6/15,Supplement
10-1011,12/28/15,12/28/15,Supplement
07-0455,3/9/15,09/03/0201,Supplement
