Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
17-1290,3/26/17,3/26/17,Assist Other Agency
17-1289,3/26/17,3/26/17,Offenses involving underage persons
17-1287,3/26/17,3/26/17,Offenses involving underage persons
17-1285,3/25/17,3/25/17,Possession Of Drugs
17-1284,3/25/17,3/25/17,Theft
17-1284,4/13/17,4/13/17,Supplement
17-1281,3/25/17,3/25/17,Possession Of Drugs
17-1278,3/25/17,3/25/17,Possession Of Drugs
17-1277,3/25/17,3/24/17,Unauthorized Use of Property
17-1276,3/25/17,3/25/17,Traffic Crash-Property Damage
17-1275,3/25/17,3/24/17,Theft
17-1274,3/25/17,3/24/17,Theft
17-1273,3/25/17,3/25/17,Disorderly Conduct
17-1271,3/25/17,3/25/17,Offenses involving underage persons
17-1260,3/25/17,3/25/17,Offenses involving underage persons
17-1266,3/25/17,3/25/17,Possession Of Drugs
17-1264,3/24/17,3/24/17,Possession Of Drugs
17-1263,3/24/17,3/24/17,Offenses involving underage persons
17-1261,3/24/17,3/24/17,Theft (From Auto)
17-1260,3/24/17,3/24/17,Criminal Damaging
17-1260,4/6/17,4/6/17,Supplement
17-1257,3/24/17,3/24/17,Prohibited Acts
17-1256,3/24/17,3/24/17,Ill Aided
17-1255,3/24/17,3/24/17,Domestic Violence
17-1254,3/24/17,3/24/17,Theft
17-1246,3/23/17,3/23/17,Assist Other Agency
17-1245,3/23/17,3/23/17,Criminal Damaging
17-1244,3/23/17,3/23/17,Traffic Crash-Property Damage
17-1242,3/23/17,3/23/17,Assist Other Agency
17-1240,3/23/17,3/23/17,Theft
17-1239,3/23/17,3/23/17,Missing Person
17-1238,3/23/17,3/23/17,Assault
17-1237,3/23/17,3/23/17,Possession Of Drugs
17-1235,3/23/17,3/23/17,Criminal Trespass
17-1234,3/22/17,3/22/17,Criminal Trespass
17-1233,3/22/17,3/22/17,Rape
17-1230,3/22/17,3/22/17,Administrative Information
17-1229,3/22/17,3/22/17,Possessing Drug Abuse Instruments
17-1228,3/22/17,3/22/17,Theft
17-1228,3/29/17,3/29/17,Supplement
17-1227,3/22/17,3/22/17,Theft
17-1226,3/21/17,3/21/17,Possessing Drug Abuse Instruments
17-1224,3/21/17,3/21/17,Ill Aided
17-1223,3/21/17,3/21/17,Administrative Information
17-1222,3/21/17,3/21/17,Traffic Crash-Property Damage-Hit Skip
17-1221,3/21/17,3/21/17,Theft
17-1220,3/21/17,3/21/17,No Operators License
17-1218,3/21/17,3/21/17,Criminal Trespass
17-1217,3/21/17,3/15/17,Theft
17-1215,3/21/17,3/21/17,Possession Of Drugs
17-1212,3/20/17,03/20/0002,Theft
17-1211,3/20/17,3/7/17,Administrative Information
17-121 0,3/20/17,03/20/0002,Administrative Information
17-1207,3/20/17,3/20/17,Assist Other Agency
17-12 00,3/19/17,03/19/0002,Possessing Drug Abuse Instruments
17-1199,3/18/17,03/18/0002,Possession Of Drugs
17-1197,3/18/17,03/18/0002,Possession Of Drugs
17-1195,3/18/17,03/18/0002,Traffic Crash-Property Damage
17-1194,3/18/17,03/17/0002,Theft
17-1193,3/18/17,03/18/0002,Disorderly Conduct
17-1190,3/18/17,03/18/0002,Theft
17-1189,3/18/17,3/18/17,Assist Other Agency
17-1185,3/17/17,12/27/16,Theft
17-1184,3/17/17,3/17/17,Assist Other Agency
17-1183,3/17/17,3/17/17,Possession Of Drugs
17-1182,3/17/17,3/17/17,Theft
17-1181,3/17/17,3/2/17,Theft
17-1177,3/17/17,3/17/17,Traffic Crash-Property Damage
17-1172,3/17/17,3/17/17,Possessing Drug Abuse Instruments
17-1156,3/16/17,3/16/17,Theft
17-1153,3/16/17,3/11/17,Criminal Damaging
17-1149,3/16/17,3/16/17,Possession Of Drugs
17-1148,3/16/17,03/16/0002,Assist Other Agency
17-1146,3/15/17,3/10/17,Theft
17-1141,4/6/17,4/6/17,Supplement
17-1140,3/15/17,3/14/17,Theft
17-1139,3/15/17,3/11/17,Administrative Information
17-1137,3/14/17,3/14/17,Possession Of Drugs
17-1135,3/14/17,3/14/17,Possession Of Drugs
17-1134,3/14/17,3/14/17,Theft
17-1133,3/14/17,3/14/17,Possession Of Drugs
17-1132,3/14/17,3/14/17,Theft
17-1128,3/14/17,3/14/17,Traffic Crash-Property Damage
17-1127,3/14/17,3/14/17,Theft
17-1125,3/14/17,3/14/17,Criminal Trespass
17-1124,3/14/17,3/14/17,Ill Aided
17-1123,3/13/17,3/13/17,Criminal Trespass
17-1122,3/13/17,3/12/17,Theft
17-1122,3/13/17,3/13/17,Supplement
17 -112 0,3/13/17,3/13/17,Criminal Trespass
17-1119,3/13/17,3/10/17,Traffic Crash-Property Damage-Hit Skip
17-1117,3/13/17,3/10/17,Theft
17-1116,3/13/17,3/12/17,Inducing Panic
17-1115,3/10/17,9/18/16,Rape
17-1114,3/12/17,3/12/17,Theft
17-1112,3/12/17,3/12/17,Possession Of Drugs
17-1111,3/14/17,3/14/17,Supplement
17-1111,3/12/17,3/12/17,Violation of Protection Order
17-1107,3/12/17,3/12/17,Assist Other Agency
17-1105,3/11/17,3/11/17,Criminal Damaging
17-1101,3/11/17,3/11/17,Traffic Crash-Property Damage
17-1100,3/11/17,3/11/17,Drug Paraphernalia
17-1099,3/11/17,3/11/17,Theft
17-1098,3/11/17,3/11/17,Prohibited Acts
17-1097,3/11/17,3/11/17,Drug Paraphernalia
17-1096,3/11/17,3/11/17,Theft
17-1096,3/18/17,3/18/17,Supplement
17-1095,3/11/17,3/10/17,Theft
17-1094,3/11/17,3/11/17,Criminal Trespass
17-1093,3/10/17,3/10/17,Possessing Drug Abuse Instruments
17-1092,3/10/17,3/10/17,Possession Of Drugs
17-1091,3/10/17,3/10/17,Assist Other Agency
17-1090,3/10/17,3/10/17,Assist Other Agency
17-1089,3/10/17,3/9/17,Theft
17-1088,3/10/17,3/10/17,Disorderly Conduct
17-1087,3/10/17,3/10/17,Theft
17-1086,3/10/17,3/10/17,Theft (From Auto)
17-1085,3/10/17,3/3/17,Theft
17-1084,3/10/17,3/10/17,Traffic Crash-Property Damage
17-1083,3/10/17,3/10/17,Administrative Information
17-1080,3/10/17,3/10/17,Theft
17-1079,3/10/17,3/10/17,Ill Aided
17-1076,3/10/17,3/10/17,Administrative Information
17-1075,3/10/17,3/10/17,Offenses involving underage persons
17-1073,3/10/17,3/10/17,Offenses involving underage persons
17-1072,3/10/17,3/10/17,Offenses involving underage persons
17-1071,3/10/17,3/10/17,Ill Aided
17-1070,3/10/17,3/10/17,Criminal Mischief
17-1069,3/9/17,3/9/17,Drug Paraphernalia
17-1068,3/9/17,3/9/17,Criminal Trespass
17-1061,3/9/17,3/9/17,Theft (From Auto)
17-1060,3/9/17,3/9/17,Assist Other Agency
17-1059,3/9/17,3/9/17,Disorderly Conduct
17-1058,3/9/17,3/9/17,Ill Aided
17-1056,3/9/17,3/9/17,Possession Of Drugs
17-1053,3/8/17,3/8/17,Theft
17-1052,3/8/17,3/8/17,Obstructing Official Business
17-1050,3/8/17,3/8/17,Possession Of Drugs
17-1049,3/8/17,3/7/17,Theft
17-1049,4/5/17,4/5/17,Supplement
17-1048,3/8/17,3/8/17,Public Indecency
17-1047,3/8/17,3/8/17,Administrative Information
17-1046,3/8/17,2/1/17,Theft
17-1044,3/8/17,3/8/17,Disorderly Conduct
17-1043,3/8/17,2/28/17,Theft
17-1042,3/8/17,2/27/17,Telecommunications Harassment
17-1037,3/7/17,3/7/17,Traffic Crash-Property Damage
17-1035,3/7/17,3/7/17,Administrative Information
17-1034,3/7/17,3/4/17,Theft
17-1033,3/7/17,3/7/17,Disorderly Conduct
17-1031,3/7/17,3/7/17,Telecommunications Harassment
17-1028,3/6/17,3/6/17,Ill Aided
17-1027,3/6/17,3/6/17,Possession Of Drugs
17-1025,3/6/17,3/6/17,Menacing By Stalking
17-1024,3/6/17,3/6/17,Assist Other Agency
17-1023,3/6/17,3/6/17,Theft
17-1021,3/6/17,3/6/17,Ill Aided
17-1019,3/6/17,3/6/17,Criminal Damaging
17-1018,3/6/17,2/27/17,Theft
17-1013,3/5/17,3/5/17,Administrative Information
17-1010,3/5/17,3/5/17,Theft
17-1009,3/5/17,3/5/17,Traffic Crash-Property Damage
17 1008,3/5/17,3/5/17,Driving Under Suspension
17-1007,3/5/17,3/5/17,Drug Paraphernalia
17-1006,3/5/17,3/5/17,Offenses involving underage persons
17-1005,3/5/17,3/5/17,Criminal Trespass
17-1002,3/5/17,3/5/17,Offenses involving underage persons
17-1001,3/5/17,3/5/17,Assault
17-1000,3/4/17,3/4/17,Ill Aided
17-0996,3/4/17,3/4/17,Theft
17-0994,3/4/17,3/4/17,Traffic Crash-Property Damage
17-0991,3/4/17,3/4/17,Administrative Information
17-0990,3/3/17,3/3/17,Offenses involving underage persons
17-0987,3/3/17,3/3/17,Possession Of Drugs
17-0986,3/3/17,3/3/17,Administrative Information
17-0985,3/3/17,3/3/17,Possession Of Drugs
17-0984,3/3/17,2/28/17,Theft
17-0982,3/3/17,3/3/17,Assist Other Agency
17-0981,3/3/17,3/3/17,Traffic Crash-Property Damage
17-0975,3/3/17,3/3/17,Assist Other Agency
17-0974,3/3/17,3/3/17,Offenses involving underage persons
17-0973,3/3/17,3/3/17,Offenses involving underage persons
17-0972,3/2/17,3/2/17,Possession Of Drugs
17-0969,3/2/17,3/2/17,Traffic Crash-Property Damage
17-0968,3/2/17,3/2/17,Traffic Crash-Property Damage-Hit Skip
17-0966,3/2/17,2/28/17,Administrative Information
17-0965,3/2/17,3/1/17,Criminal Damaging
17-D964,3/2/17,3/2/17,Theft
17-0959,3/2/17,3/1/17,Theft
17-0958,3/2/17,3/2/17,Traffic Crash-Property Damage-Hit Skip
17-0957,3/2/17,3/1/17,Theft
17-0955,3/1/17,3/1/17,Possession Of Drugs
17 0954,3/1/17,2/28/17,Rape
17-0951,3/1/17,3/1/17,Ill Aided
17-D948,3/1/17,3/1/17,Traffic Crash-Property Damage-Hit Skip
17-D947,3/1/17,3/1/17,Possession Of Drugs
17-D947,3/9/17,03/09/0002,Supplement
17-D946,3/1/17,3/1/17,Disorderly Conduct
17-D945,3/1/17,3/1/17,Ill Aided
17-0944,2/28/17,2/28/17,Traffic Crash-Injury
17-D943,2/28/17,2/28/17,Theft (From Auto)
17-D941,2/28/17,2/28/17,Possession Of Drugs
17-D940,2/28/17,2/28/17,Traffic Crash-Property Damage-Hit Skip
17-0939,2/28/17,2/28/17,Ill Aided
17-0938,2/28/17,2/28/17,Theft
17-0938,3/3/17,3/3/17,Supplement
17-0937,2/28/17,2/28/17,Traffic Crash-Property Damage-Hit Skip
17-0936,2/28/17,2/28/17,Criminal Trespass
17-0931,2/28/17,12/15/16,Theft
17-0929,2/28/17,2/28/17,Criminal Trespass
17-0928,2/28/17,2/28/17,Criminal Trespass
17-0927,2/28/17,2/28/17,Driving Under Suspension
17-0925,2/27/17,2/27/17,Traffic Crash-Property Damage
17-0924,2/27/17,2/27/17,Robbery
17-0923,2/27/17,2/27/17,Disorderly Conduct
17-0921,2/27/17,2/27/17,Robbery
17-0919,2/27/17,2/27/17,Traffic Crash-Property Damage
17-0918,2/27/17,2/27/17,Assault
17-0917,2/27/17,2/27/17,Death
17-0917,2/27/17,2/27/17,Death
17-0916,2/23/17,2/23/17,Administrative Information
17-0915,2/27/17,2/23/17,Telecommunications Harassment
17-0914,2/27/17,2/27/17,Possession Of Drugs
17-0910,2/27/17,2/27/17,Ill Aided
17-0909,2/27/17,2/27/17,Administrative Information
17-0908,2/26/17,2/26/17,Theft (From Auto)
17-0907,2/26/17,2/26/17,Possessing Drug Abuse Instruments
17-0906,2/26/17,2/26/17,Possession Of Drugs
17-0904,2/26/17,2/26/17,Possession Of Drugs
17-0902,2/26/17,2/26/17,Criminal Damaging
17-0901,2/26/17,2/26/17,Assist Other Agency
17-0901,2/27/17,2/27/17,Supplement
17-0900,2/26/17,2/26/17,Possession Of Drugs
17-0898,2/26/17,2/26/17,OVI
17-0897,2/26/17,2/26/17,Traffic Crash-Injury
17-0896,2/26/17,2/26/17,Criminal Mischief
17-0896,3/3/17,3/3/17,Supplement
17-0894,2/26/17,2/26/17,Offenses involving underage persons
17-0893,2/26/17,2/26/17,Offenses involving underage persons
17-0892,2/26/17,2/26/17,Offenses involving underage persons
17-0890,2/25/17,2/25/17,Ill Aided
17-0888,2/25/17,12/12/16,Administrative Information
17-0887,2/25/17,2/25/17,Theft
17-0886,2/25/17,2/25/17,Offenses involving underage persons
17-0S84,2/25/17,2/25/17,Offenses involving underage persons
17--0882,2/25/17,2/25/17,Possession Of Drugs
17-0S79,2/25/17,2/24/17,Criminal Damaging
17-0S78,2/24/17,2/24/17,Traffic Crash-Property Damage
17-0S76,2/24/17,2/24/17,Drug Paraphernalia
17-0S73,2/24/17,2/24/17,Offenses involving underage persons
17-0S71,2/24/17,2/24/17,Property Impound
17-o867,2/24/17,2/24/17,Administrative Information
17-o866,2/24/17,2/12/17,Theft
17-o862,2/24/17,2/24/17,Offenses involving underage persons
17-0S57,2/23/17,2/23/17,Criminal Simulation
17-0S56,2/23/17,2/23/17,Ill Aided
17-0S55,2/23/17,"02 22 2017
17:00",Telecommunications Harassment
17-0S51,2/23/17,2/23/17,Theft
17-0S50,2/23/17,2/23/17,Property Impound
17-0848,2/23/17,2/21/17,Theft
17-0847,2/23/17,2/22/17,Menacing
17-0846,2/23/17,2/23/17,Theft
17-0845,2/23/17,2/23/17,Theft
17-0845,2/27/17,2/23/17,Supplement
17-0845,10/4/17,10/4/17,Supplement
17-844,2/23/17,2/22/17,Traffic Crash-Property Damage-Hit Skip
17-0843,2/23/17,2/23/17,Traffic Crash-Property Damage-Hit Skip
17-0842,2/23/17,2/22/17,Theft (From Auto)
17-0841,2/23/17,2/23/17,Traffic Crash-Property Damage
17-0840,2/22/17,2/22/17,Prohibited Acts
17-0838,2/23/17,2/23/17,Offenses involving underage persons
17-0S36,2/22/17,2/21/17,Telecommunications Harassment
17-0S34,2/22/17,2/22/17,Administrative Information
17-0S33,2/22/17,2/21/17,Theft (Of Bicycle)
17-0S32,2/22/17,2/20/17,Theft
17-0S31,2/22/17,2/22/17,Disorderly Conduct
17-0S30,2/22/17,2/21/17,Theft (Of Bicycle)
17-0S29,2/22/17,2/22/17,Ill Aided
17-0S28,2/22/17,2/21/17,Theft (Of Bicycle)
17-0S27,2/22/17,2/22/17,Administrative Information
17-0S26,2/22/17,2/22/17,Traffic Crash-Property Damage
17-0S25,2/22/17,2/9/17,Theft
17-0S23,2/22/17,2/22/17,Assist Other Agency
17-0822,2/22/17,2/21/17,Burglary
17-0S21,2/22/17,2/5/17,Administrative Information
17-0S21,2/23/17,2/23/17,Supplement
17-0S20,2/22/17,2/21/17,Burglary
17-0S19,2/22/17,2/21/17,Burglary
17-0S18,2/21/17,2/21/17,Burglary
17-0S17,2/21/17,2/21/17,Theft (From Auto)
17-0S15,2/21/17,2/21/17,Possession Of Drugs
17-0S14,2/21/17,2/11/17,Assault
17-0S13,2/21/17,2/21/17,Administrative Information
17-0S12,2/21/17,2/21/17,Possession Of Drugs
17-0S10,2/21/17,2/21/17,Theft
17-0S10,2/25/17,2/25/17,Supplement
17-0S09,2/21/17,2/21/17,Theft
17-0808,2/21/17,2/21/17,Ill Aided
17-0807,2/21/17,2/21/17,Ill Aided
17-0806,2/21/17,2/21/17,Administrative Information
17-0805,2/21/17,2/21/17,Disorderly Conduct
17-0802,2/21/17,2/20/17,Criminal Damaging
17-0800,2/20/17,2/20/17,Possession Of Drugs
17-0796,2/20/17,2/20/17,Traffic Crash-Property Damage
17-0794,2/20/17,2/20/17,Possession Of Drugs
17-0789,2/20/17,2/17/17,Criminal Damaging
17-0786,2/19/17,2/19/17,Possessing Drug Abuse Instruments
17-0779,2/19/17,2/19/17,Ill Aided
17-0778,2/19/17,2/17/17,Theft (Of Bicycle)
17-0776,2/19/17,2/19/17,Criminal Trespass
17-0767,2/18/17,2/18/17,Theft
17-0764,2/18/17,2/18/17,Theft
17-0763,2/18/17,2/18/17,Administrative Information
17-0759,2/18/17,2/18/17,Criminal Trespass
17-0758,2/18/17,2/18/17,Administrative Information
17-0750,2/18/17,2/18/17,Open Container
17-0746,2/17/17,10/25/17,Criminal Mischief
17-0745,2/17/17,2/17/17,Possession Of Drugs
17-0742,2/17/17,2/16/17,Criminal Damaging
17-0740,2/17/17,2/17/17,Possession Of Drugs
17-0737,2/17/17,2/17/17,Administrative Information
17-0735,2/17/17,2/17/17,Criminal Trespass
17-0730,2/17/17,2/17/17,Traffic Crash-Property Damage
17-0717,2/16/17,2/16/17,Theft
17-0717,2/22/17,2/22/17,Supplement
17 -0714,2/16/17,02/16/0002,Theft
17-0713,2/16/17,02/14/0002,Theft
17-0712,2/15/17,2/15/17,Domestic Violence
17 -0707,2/15/17,2/15/17,Disorderly Conduct
17-0707,3/8/17,3/8/17,Supplement
17 -0705,2/15/17,2/15/17,Administrative Information
17 -0701,2/15/17,2/15/17,Traffic Crash-Property Damage
17 -070,2/15/17,2/15/17,Disorderly Conduct
17-0699,2/15/17,2/15/17,Administrative Information
17-0696,2/15/17,2/6/17,Theft
17-0695,2/15/17,1/22/17,Theft
17-0686,2/14/17,2/14/17,Theft (Of Auto)
17-0686,2/19/17,2/14/17,Supplement
17-0685,2/14/17,2/14/17,Administrative Information
17-0684,2/14/17,2/14/17,Theft (From Auto)
17-0681,2/14/17,2/14/17,Drug Paraphernalia
17-0679,3/8/17,3/8/17,Theft
17-0676,2/14/17,2/13/17,Criminal Damaging
17-0669,2/13/17,2/13/17,Ill Aided
17-0668,2/13/17,2/13/17,Theft
17-0666,2/13/17,2/10/17,Menacing
17-0664,2/13/17,2/13/17,Theft
17-0661,2/13/17,2/13/17,Theft
17-0660,2/13/17,2/13/17,Traffic Crash-Property Damage-Hit Skip
17-0658,2/13/17,2/11/17,Theft
17-0657,2/13/17,2/13/17,Ill Aided
17-0656,2/13/17,2/10/17,Disorderly Conduct
17-0656,2/14/17,2/14/17,Supplement
17-0655,2/16/17,2/16/17,Supplement
17-0655,2/13/17,2/10/17,Criminal Damaging
17-0653,2/13/17,2/13/17,Assault
17-0650,2/12/17,2/12/17,Drug Paraphernalia
17-0646,2/12/17,2/11/17,Theft
17-0645,2/12/17,2/11/17,Telecommunications Fraud
17-0644,2/12/17,2/12/17,Offenses involving underage persons
17-0642,2/12/17,2/12/17,Offenses involving underage persons
17-0639,2/12/17,2/12/17,Assist Other Agency
17-0638,2/11/17,2/11/17,Disorderly Conduct
17-0637,2/11/17,"02 11 2017
19:38",Possession Of Drugs
17-0636,2/11/17,2/11/17,Criminal Trespass
17-0634,2/11/17,2/10/17,Theft
17-0633,2/11/17,2/11/17,Criminal Trespass
17-0632,2/11/17,2/11/17,Drug Paraphernalia
17-0631,2/11/17,2/11/17,Offenses involving underage persons
17-0630,2/11/17,2/11/17,Offenses involving underage persons
17-0624,2/10/17,2/10/17,Possessing Drug Abuse Instruments
17-0621,2/10/17,2/9/17,Traffic Crash-Injury
17-0620,2/10/17,2/10/17,Ill Aided
17-0619,2/10/17,2/10/17,Theft
17-0618,2/10/17,2/9/17,Theft
17-0618,2/16/17,2/16/17,Supplement
17-0617,2/10/17,2/10/17,Theft
17-0615,2/10/17,2/8/17,Disorderly Conduct
17-0615,2/14/17,2/14/17,Supplement
17-0613,2/10/17,2/10/17,Offenses involving underage persons
17-0612,2/10/17,2/10/17,Drug Paraphernalia
17-0611,2/9/17,2/9/17,Drug Paraphernalia
17-0610,2/9/17,2/8/17,Rape
17-0610,2/9/17,2/8/17,Rape
17-0609,2/9/17,2/9/17,Possession Of Drugs
17-0608,2/9/17,2/9/17,Traffic Crash-Property Damage
17-0607,2/9/17,2/9/17,Possessing Drug Abuse Instruments
17-0606,2/9/17,2/8/17,Traffic Crash-Property Damage-Hit Skip
17-0605,2/9/17,02/09/0002,Ill Aided
17-0603,2/9/17,01/30/0002,Theft
17-0602,2/9/17,02/09/0002,Burglary
17-0602,2/10/17,2/10/17,Supplement
17-0601,2/9/17,02/09/0002,Traffic Crash-Property Damage
17-0600,2/9/17,02/09/0002,Disorderly Conduct
17-0599,2/9/17,02/04/0002,Harassment by Inmate
17-0599,2/12/17,2/12/17,Supplement
17-0597,2/9/17,11/1/16,Theft
17-0596,2/9/17,02/09/0002,Criminal Trespass
17-0590,2/9/17,02/09/0002,Driving Under Suspension
17-0590,2/16/17,2/16/17,Supplement
17-0589,2/9/17,2/9/17,Traffic Crash-Property Damage-Hit Skip
17-0587,2/8/17,2/8/17,Theft
17-0586,2/8/17,2/8/17,Disorderly Conduct
17-0585,2/8/17,2/8/17,Criminal Trespass
17-0584,2/8/17,2/7/17,Theft (From Auto)
17-0582,2/8/17,2/8/17,Theft (Of Bicycle)
17-0580,2/8/17,2/8/17,Theft (From Auto)
17-0579,2/8/17,2/4/17,Theft
17-0578,2/8/17,4/11/16,Telecommunications Harassment
17-0578,2/9/17,4/13/16,Supplement
17-0578,2/8/17,4/13/17,Pandering Obscenity
17-0577,2/8/17,2/7/17,Theft
17-0576,2/8/17,2/8/17,Criminal Trespass
17-0575,2/8/17,2/8/17,Drug Paraphernalia
17-0574,2/8/17,10/26/16,Telecommunications Harassment
17-0574,2/8/17,10/26/16,Telecommunications Harassment
17-0572,2/8/17,2/8/17,Ill Aided
17-0571,2/8/17,2/8/17,Possessing Drug Abuse Instruments
17-0570,2/7/17,2/7/17,Drug Paraphernalia
17-0569,2/7/17,2/7/17,Possession Of Drugs
17-0568,2/7/17,2/7/17,Disorderly Conduct
17-0567,2/7/17,2/7/17,Theft
17-0561,2/7/17,2/7/17,Ill Aided
17-0558,2/7/17,2/3/17,Theft
17-0557,2/7/17,1/31/17,Theft
17-0556,2/7/17,2/5/17,Administrative Information
17-0554,2/7/17,2/7/17,Carrying Concealed Weapon
17-0548,2/23/17,2/22/17,Theft
17-0545,2/6/17,2/6/17,Administrative Information
17-0544,2/6/17,"02 06 2017
12:25",Criminal Trespass
17-0543,2/6/17,2/6/17,Theft (Of Auto)
17-0536,2/6/17,2/6/17,Disorderly Conduct
17-0528,2/6/17,2/5/17,Theft
17-0528,2/5/17,2/5/17,Theft
17-0526,2/5/17,1/30/17,Theft
17-0523,2/5/17,2/5/17,Theft
17-0518,2/5/17,2/5/17,Ill Aided
17-0517,2/5/17,2/4/17,Theft (Of Auto)
17-0517,4/3/17,4/3/17,Supplement
17-0516,2/5/17,2/5/17,Offenses involving underage persons
17-0515,2/5/17,2/5/17,OVI
17-0513,2/5/17,2/5/17,Offenses involving underage persons
17-0512,2/5/17,2/5/17,Disorderly Conduct
17-0510,2/5/17,2/5/17,Administrative Information
17-0509,2/5/17,2/5/17,Offenses involving underage persons
17-0508,2/5/17,2/5/17,Offenses involving underage persons
17-0504,2/4/17,2/4/17,Theft
17-0503,2/4/17,2/4/17,Theft
17-0501,2/4/17,2/4/17,Possession Of Drugs
17-0496,2/4/17,2/4/17,Possessing Criminal Tools
17-0495,2/4/17,2/4/17,Traffic Crash-Property Damage
17-0493,2/4/17,2/4/17,Offenses involving underage persons
17-0492,2/4/17,2/4/17,Prohibited Acts
17-0489,2/4/17,2/4/17,Disorderly Conduct
17-0486,2/4/17,2/4/17,Ill Aided
17-0483,2/3/17,2/3/17,Offenses involving underage persons
17-0481,2/3/17,2/3/17,Ill Aided
17 -0480,2/3/17,2/3/17,Theft
17-0479,2/3/17,2/3/17,Traffic Crash-Property Damage
17 -0474,2/3/17,2/3/17,Theft
17 -0473,2/3/17,2/2/17,Theft (Of Auto)
17-0472,2/2/17,2/2/17,Disorderly Conduct
17-o469,2/2/17,2/2/17,Possession Of Drugs
17-o468,2/2/17,2/2/17,Drug Paraphernalia
17-o467,2/2/17,2/2/17,Theft
17-o465,2/2/17,12/1/16,Menacing By Stalking
17-0464,2/2/17,2/2/17,Traffic Crash-Property Damage
17-0463,2/2/17,2/2/17,Administrative Information
17-0462,2/13/17,2/2/17,Assault
17-0462,2/13/17,2/13/17,Supplement
17-0460,2/2/17,2/2/17,Disorderly Conduct
17-0458,2/2/17,2/2/17,Assist Other Agency
17-0453,2/1/17,2/1/17,Theft
17-0451,2/1/17,2/1/17,Traffic Crash-Property Damage
17-0447,2/6/17,1/31/17,Theft (Of Bicycle)
17-0446,2/1/17,12/5/16,Theft
17-0445,2/1/17,2/1/17,Ill Aided
17-0444,2/1/17,2/1/17,Drug Paraphernalia
17-0443,2/1/17,2/1/17,Theft
17-0442,2/1/17,1/31/17,Criminal Damaging
17-0442,2/3/17,2/3/17,Supplement
17-0440,2/1/17,1/31/17,Passing Bad Checks
17-0440,2/2/17,2/2/17,Supplement
17-0439,2/1/17,1/30/17,Theft
17-0438,2/1/17,2/1/17,Theft
17-0437,2/1/17,2/1/17,Possessing Drug Abuse Instruments
17-0436,2/2/17,2/2/17,Supplement
17-0436,2/1/17,1/31/17,Theft
17-0435,1/31/17,1/31/17,Prohibited Acts
17-0432,1/31/17,1/31/17,Domestic Violence
17-0431,1/31/17,1/31/17,Administrative Information
17-0428,1/31/17,1/31/17,Traffic Crash-Property Damage
17-0426,1/31/17,1/27/17,Theft
17-0425,1/31/17,1/31/17,Prohibited Acts
17-0424,1/31/17,1/29/17,Theft
17-0420,1/31/17,1/26/17,Criminal Damaging
17-0419,1/31/17,1/31/17,Ill Aided
17-0415,1/31/17,1/31/17,Assist Other Agency
17-0414,1/30/17,1/30/17,Public Accident
17-0413,1/30/17,1/30/17,Ill Aided
17-0412,1/30/17,1/30/17,Administrative Information
"17-
04112",12/30/17,12/22/17,Theft
17-0411,1/30/17,1/30/17,Administrative Information
17-0410,1/30/17,1/30/17,Theft
17-0409,1/30/17,1/26/17,Administrative Information
"17-
04087",12/28/17,12/21/17,Theft
"17-
04080",12/27/17,12/27/17,Theft
17-0408,1/30/17,1/30/17,Criminal Damaging
"17-
04075",12/27/17,12/8/17,Theft
17-0407,1/30/17,1/30/17,Possession Of Drugs
"17-
04062",12/25/17,12/24/17,Theft
17-0406,1/30/17,1/30/17,Domestic Violence
17-0405,1/30/17,1/30/17,Traffic Crash-Injury
"17-
04044",12/22/17,12/22/17,Theft
17-0403,1/30/17,1/30/17,Disorderly Conduct
17-0402,1/30/17,1/27/17,Disorderly Conduct
"17-
04012",12/19/17,12/12/17,Theft
17-0401,1/30/17,1/30/17,Administrative Information
17-0400,1/30/17,1/27/17,Theft
"17-
03995",12/18/17,12/18/17,Theft
17-0399,1/29/17,1/29/17,Theft
17-0398,1/29/17,1/29/17,Theft
"         
17-0395",1/29/17,1/29/17,Administrative Information
17-0394,1/29/17,1/29/17,Assault
"17-
03930",12/13/17,12/4/17,Theft
17-0393,1/29/17,1/29/17,Assist Other Agency
"17-
03929",12/13/17,12/12/17,Theft
"17-
03924",12/13/17,11/22/17,Theft
17-0392,1/29/17,1/29/17,Ill Aided
17-0391,1/31/17,1/31/17,Rape
17-0391,1/29/17,1/27/17,Administrative Information
17-0388,1/28/17,1/28/17,Possession Of Drugs
17-03874,12/13/17,12/13/17,Theft
17-0387,1/28/17,1/27/17,Theft
17-0387,2/8/17,2/8/17,Supplement
17-03851,2/6/17,12/6/17,Theft
17-03846,12/6/17,12/6/17,Theft
17-03841,12/5/17,12/4/17,Theft
17-0383,1/28/17,1/28/17,Traffic Crash-Property Damage
17-03816,12/4/17,11/21/17,Theft
17-03913,12/4/17,11/23/17,Theft
17-0381,1/28/17,1/28/17,Administrative Information
17-0380,1/28/17,1/28/17,Administrative Information
17-03788,12/1/17,11/23/17,Theft
17-0378,1/28/17,1/28/17,Ill Aided
"17-
03775",11/30/17,11/29/17,Theft
17-0377,1/28/17,1/28/17,Criminal Trespass
"17-
03730",11/27/17,11/24/17,Theft
"17-
03723",11/26/17,11/22/17,Theft
