case_number,date_reported,incident,date_occurred,time_occurred,location,university,time_reported
1801597,2018-05-06,"Simple Battery, Terroristic Threats",2018-05-06,15:00,"Highland Bakery, Goizueta School of Business, 1300 Clifton Rd, Atlanta 30322",Emory University,NA
1801589,2018-05-05,Identity Fraud (Possession or Use of Identifying Information); Stalking,2018-05-05,02:00,"Woodruff Library, 540 Asbury Cir, Atlanta 30322",Emory University,NA
1801557,2018-05-02,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-05-01,17:15,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801533,2018-04-30,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-04-23,20:00,"First Transit, 1381 Dalon Dr, Atlanta 30306",Emory University,NA
1801532,2018-04-30,Simple Assault,2018-04-30,00:51,"Emory Univ Hospital, Loading Dock, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801525,2018-04-28,"Arrest For Other Law Enforcement Agency (Fulton Co Sheriff's Office, Failure to Appear)",2018-04-28,19:52,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801521,2018-04-28,Entering an Auto,2018-04-27,21:00,"Emory Univ Hospital, Valet Parking, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801507,2018-04-27,"Theft by Taking (All Other, Value Over $500)",2018-04-27,13:30,"N Decatur Rd at Dowman Dr, Atlanta 30322",Emory University,NA
1801505,2018-04-27,"Arrest: Criminal Trespass, Individual (Entry After Notice Prohibiting)",2018-04-27,12:11,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801496,2018-04-26,"Criminal Trespass, Property Damage",2018-04-26,13:47,"Emory Conference Center Hotel, South Parking Deck, 1615 Clifton Rd, Atlanta  30322",Emory University,NA
1801490,2018-04-26,Harassing Communications,2018-04-26,15:10,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801482,2018-04-26,Terroristic Threats,NA,NA,"Emory Univ, 201 Dowman Dr, Atlanta 30322",Emory University,NA
1801473,2018-04-25,Entering an Auto,2018-04-25,14:17,"Emory Clinic A, Valet Parking, 1365-A Clifton Rd, Atlanta 30322",Emory University,NA
1801438,2018-04-24,"Criminal Trespass, Property Damage",2018-04-23,14:00,"Peavine Surface Lot, 29 Eagle Row, Atlanta 30322",Emory University,NA
1801433,2018-04-23,Theft of Lost or Mislaid Property (Value Over $500),2018-04-23,00:00,"Emory Univ Hospital Tower, 1365 Clifton Rd, Atlanta 30322",Emory University,NA
1801417,2018-04-21,Entering an Auto,2018-04-21,07:15,"Children's Healthcare of Atlanta-Egleston, Parking Deck, 1405 Clifton Rd, Atlanta 30329",Emory University,NA
1801405,2018-04-20,Arrest: Possession of Less Than One Ounce of Marijuana,2018-04-20,23:20,"Fraternity House, 10 Eagle Row, Atlanta 30322",Emory University,NA
1801384,2018-04-20,Arrest: Public Drunkenness,2018-04-20,03:07,"400 block Peavine Creek Dr, Atlanta 30322",Emory University,NA
1801378,2018-04-19,Simple Battery (Dating Violence),2017-10-13,00:00,"Turman Hall, 640 Means Dr, Atlanta 30322",Emory University,NA
1801375,2018-04-19,Theft by Conversion (Value Over $500),2018-03-05,10:12,"Barnes and Noble Bookstore, Oxford Road Bldg, 1390 Oxford Rd, Atlanta 30322",Emory University,NA
1801363,2018-04-19,Arrest: Disorderly Conduct,2018-04-19,04:51,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801351,2018-04-18,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-04-18,08:30,"Michael St, Atlanta 30322",Emory University,NA
1801350,2018-04-18,"Criminal Damage to Property, Second Degree",2018-04-18,10:39,"Emory Clinic, Valet Parking, 1365-A Clifton Rd, Atlanta 30322",Emory University,NA
1801349,2018-04-18,Computer Invasion of Privacy,NA,NA,"Claudia Nance Rollins School of Public Health, 401 Rollins Way, Atlanta 30322",Emory University,NA
1801347,2018-04-18,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-04-05,00:00,"Emory Univ Hospital Tower, 1365 Clifton Rd, Atlanta 30322",Emory University,NA
1801343,2018-04-18,Simple Battery,2018-04-18,09:00,"S Kilgo Cir, Atlanta 30322",Emory University,NA
1801328,2018-04-17,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-04-10,15:00,"Woodruff Library, 540 Asbury Cir, Atlanta 30322",Emory University,NA
1801316,2018-04-16,Terroristic Threats,2018-04-16,12:50,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801311,2018-04-16,Loitering or Prowling,2018-04-16,03:4,"Clifton Ridge Subdivision, Clifton Rd near Oxford, Atlanta 30307",Emory University,NA
1801291,2018-04-14,Simple Battery,2018-04-14,22:45,"McDonough Field, 616 Asbury Cir, Atlanta 30322",Emory University,NA
1801288,2018-04-14,"Criminal Trespass, Property Damage",2018-04-13,08:00,"Peavine I Parking Deck, 27 Eagle Row, Atlanta 30322",Emory University,NA
1801284,2018-04-14,"Theft by Taking (Other, Value $500 or Less)",2018-04-14,06:14,"Emory Univ Hospital, Valet Parking; 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801274,2018-04-13,Simple Assault (Domestic Violence),2018-04-13,22:45,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801261,2018-04-12,Computer Invasion of Privacy,2018-04-12,18:00,"Woodruff Residential Center, 1495 Clifton Rd, Atlanta 30322",Emory University,NA
1801258,2018-04-12,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-04-12,12:00,"Emory Children's Center, 2015 Uppergate Dr, Atlanta 30322",Emory University,NA
1801256,2018-04-12,Terroristic Threats,2018-04-12,15:12,"Luce Center, 825 Houston Mill Rd, Atlanta 30322",Emory University,NA
1801248,2018-04-12,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-04-12,03:00,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801244,2018-04-11,Simple Battery,2018-04-11,19:30,"Emory Univ Hospital, Valet Parking, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801241,2018-04-11,"Theft by Taking (From Bldg, Valued $500 or Less)",2017-11-01,00:00,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801233,2018-04-11,Harassing Communications,2018-04-11,04:30,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1801228,2018-04-10,Arrest: Unauthorized Persons Entering Vacant Buildings,2018-04-10,22:49,"Emory West, Bldg A, 1256-A Briarcliff Rd, Atlanta 30322",Emory University,NA
1801226,2018-04-10,Possession of Less Than One Ounce of Marijuana,2018-04-10,22:15,"Residence Halls Complex, 1310 Clifton Rd, Atlanta 30322",Emory University,NA
1801215,2018-04-10,"Criminal Trespass, Property Damage",2018-04-06,17:00,"Candler Field, 900 Peavine Creek Dr, Atlanta 30322",Emory University,NA
1801211,2018-04-09,"Criminal Trespass, Entry After Notice Prohibiting",2018-04-09,16:30,"Gables Emory Point, 855 Emory Point Dr, Atlanta 30329",Emory University,NA
1801209,2018-04-09,"Possession, Use, or Display of False Government-Issued ID Documents",2018-04-09,09:59,"White Hall, 301 Dowman Dr, Atlanta  30322",Emory University,NA
1801208,2018-04-09,Financial Transaction Card Fraud,NA,NA,"Emory Police Dept, 1784 N Decatur Rd, Atlanta 30322",Emory University,NA
1801203,2018-04-08,"Criminal Trespass, Property Damage",2018-04-08,19:11,"Lowergate West Parking Deck, 1785 Gambrell Dr, Atlanta 30322",Emory University,NA
1801180,2018-04-06,"Entering an Auto; Criminal Trespass, Property Damage",2018-04-05,10:00,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1801179,2018-04-06,Theft of Lost or Mislaid Property (Value Over $500),2018-04-06,15:30,"Goizueta Business School, 1300 Clifton Rd, Atlanta 30322",Emory University,NA
1801178,2018-04-06,"Theft by Taking (From Bldg, Valued Over $500)",2018-04-06,16:10,"Rollins Research Bldg, 1510 Clifton Rd, Atlanta 30322",Emory University,NA
1801170,2018-04-06,Entering an Auto,2018-04-06,07:00,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1801168,2018-04-06,"Entering an Auto; Criminal Trespass, Property Damage",2018-04-05,19:00,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1801167,2018-04-06,"Entering an Auto; Criminal Trespass, Property Damage",2018-04-05,17:45,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1801166,2018-04-06,"Entering an Auto; Criminal Trespass, Property Damage",2018-04-06,04:45,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1801139,2018-04-04,Possession and Use of Drug-Related Objects,2018-04-04,22:03,"Woodruff Residential Center, 1495 Clifton Rd, Atlanta 30322",Emory University,NA
1801135,2018-04-04,"Entering an Auto; Criminal Trespass, Property Damage",2018-04-04,14:30,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1801107,2018-04-02,Simple Battery,2018-04-02,20:20,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1801105,2018-04-02,Arrest: Possession of Less Than One Ounce of Marijuana; Underage Possession of Alcohol,2018-04-02,17:11,"Few Hall, 4 Eagle Row, Atlanta 30322",Emory University,NA
1801097,2018-04-01,Terroristic Threats,2018-04-01,17:55,"Woodruff Library, 540 Asbury Cir, Atlanta 30322",Emory University,NA
1801090,2018-04-01,Simple Assault,2018-04-01,03:00,"Evans Hall, 4 Eagle Row, Atlanta 30322",Emory University,NA
1801087,2018-04-01,"Simple Battery, Terroristic Threats",2018-04-01,02:45,"Evans Hall, 4 Eagle Row, Atlanta 30322",Emory University,NA
1801080,2018-03-31,"Criminal Trespass, Property Damage",2018-03-31,01:30,"Fraternity House Parking Lot, 20 Eagle Row, Atlanta 30322",Emory University,NA
1801079,2018-03-31,"Criminal Trespass, Property Damage",2018-03-31,01:30,"Fraternity House, 20 Eagle Row, Atlanta 30322",Emory University,NA
1801077,2018-03-31,Arrest: Disorderly Conduct Under the Influence of Alcohol,2018-03-31,03:08,"1579 Avenue Pl, Atlanta 30329",Emory University,NA
1801049,2018-03-29,Theft of Lost or Mislaid Property (Value Over $500),2018-03-29,10:31,"Emory Point, East Parking Deck, 1579 Avenue Pl, Atlanta 30329",Emory University,NA
1801042,2018-03-29,"Burglary, First Degree, Non-Forcible Entry",2018-03-29,10:00,"Dobbs Hall, 586 Asbury Cir, Atlanta 30322",Emory University,NA
1801041,2018-03-29,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-03-29,11:40,"Emory Clinic B, 1365-B Clifton Rd, Atlanta 30322",Emory University,NA
1801036,2018-03-29,"Theft by Taking (Bicycle, Value $500 or Less)",2018-03-26,19:00,"Evans Hall, 4 Eagle Row, Atlanta 30322",Emory University,NA
1801033,2018-03-29,Arrest: Possession of Less Than One Ounce of Marijuana; Underage Possession of Alcohol,2018-03-28,00:18,"Evans Hall, 4 Eagle Row, 30322",Emory University,NA
1801023,2018-03-28,Battery (Visible Bodily Harm to Another),2018-03-28,15:48,"Children's Healthcare of Atlanta - Egleston Hospital, 1405 Clifton Rd, Atlanta 30329",Emory University,NA
1801008,2018-03-27,Harassing Communications,2018-03-27,15:19,"Emory Univ. Hospital Tower, 1365 Clifton Rd, Atlanta 30322",Emory University,NA
1800997,2018-03-26,"Theft by Taking (From Bldg, Valued Over $500)",2018-02-15,17:00,"Atwood Hall, 1515 Dickey Dr, Atlanta 30322",Emory University,NA
1800996,2018-03-26,Theft of Lost or Mislaid Property (Value Over $500),2018-03-24,11:27,"855 Emory Point Dr, Atlanta 30329",Emory University,NA
1800989,2018-03-25,Simple Assault,2018-03-25,17:00,"Woodruff Physical Education Center, 26 Eagle Row, Atlanta 30322",Emory University,NA
1800988,2018-03-25,Unlawful Nude or Sexually Explicit Electronic Transmissions,2018-03-25,10:30,"Emory University, 201 Dowman Dr, Atlanta 30322",Emory University,NA
1800969,2018-03-23,Harassing Communications; Computer Invasion of Privacy,2018-03-23,19:16,"Hamilton Holmes Hall, 623 Pierce Promenade, Atlanta 30322",Emory University,NA
1800957,2018-03-22,Arrest: Disorderly Conduct,2018-03-22,06:15,"Woodruff Memorial Bldg, 101 Woodruff Cir, Atlanta 30322",Emory University,NA
1800950,2018-03-22,Battery (Visible Bodily Harm to Another),2018-03-22,19:21,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1800939,2018-03-22,"Criminal Damage to Property, Second Degree; Theft by Taking (From Coin-Operated Machines)",2018-03-21,15:00,"Raoul Hall, 2 Eagle Row, Atlanta 30322",Emory University,NA
1800931,2018-03-21,Entering an Auto,2018-03-21,11:36,"Emory Univ. Hospital Tower, Valet Parking, 1365 Clifton Rd, Atlanta 30322",Emory University,NA
1800930,2018-03-21,Identity Fraud (Possession or Use of Identifying Information); Harassing Communications,2018-02-24,00:00,"855 Emory Point Dr, Atlanta 30329",Emory University,NA
1800924,2018-03-21,"Theft by Taking (Motor Vehicle, Automobile)",2018-03-21,06:00,"Gambrell Deck, 1705 Gambrell Dr, Atlanta 30322",Emory University,NA
1800904,2018-03-19,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-03-18,19:00,"Woodruff Circle, Atlanta 30322",Emory University,NA
1800897,2018-03-16,Harassing Communications,2018-03-01,12:45,"Administration Bldg, 201 Dowman Dr, Atlanta 30322",Emory University,NA
1800892,2018-03-18,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-03-18,13:00,"Children's Healthcare of Atlanta - Egleston Hospital, 1405 Clifton Rd, Atlanta 30329",Emory University,NA
1800890,2018-03-17,"Simple Assault, Simple Battery",2018-03-17,20:30,"Clairmont CRC, Bldg F, 2445 Dooley Dr, Atlanta 30322",Emory University,NA
1800889,2018-03-17,"Burglary, First Degree, Non-Forcible Entry; Criminal Trespass, Property Damage; Harassing Communications",2018-03-17,16:20,"Clairmont CRC, Bldg F, 2445 Dooley Dr, Atlanta 30322",Emory University,NA
1800887,2018-03-17,Arrest: Unauthorized Persons Entering Vacant Buildings,2018-03-17,18:40,"Emory West, Bldg A, 1256-A Briarcliff Rd, Atlanta 30322",Emory University,NA
1800880,2018-03-16,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-03-15,16:15,"Woodruff Circle, Atlanta 30322",Emory University,NA
1800879,2018-03-16,"Criminal Trespass, Entry With Unlawful Purpose",2018-03-16,17:45,"Candler Mansion, 1260 Briarcliff Rd, Atlanta 30322",Emory University,NA
1800878,2018-03-16,"Abandoning Drugs, Poisons, or Controlled Substances",2018-03-16,15:30,"Campus Life Pavilion, 716 Peavine Creek Dr, Atlanta 30322",Emory University,NA
1800865,2018-03-15,"Theft by Taking (Motor Vehicle Parts/Accessories, Exterior)",2018-01-14,00:00,"Starvine Parking Deck, 1945 Starvine Way, Atlanta 30322",Emory University,NA
1800861,2018-03-14,Entering an Auto,2018-03-12,00:00,"URC Parking Deck, 2405 Dooley Dr, Atlanta 30322",Emory University,NA
1800860,2018-03-14,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-03-13,19:00,"Emory Univ. Hospital Tower, 1365 Clifton Rd, Atlanta 30322",Emory University,NA
1800856,2018-03-14,"Criminal Trespass, Property Damage",2018-03-13,23:30,"Emory West Campus, 1256 Briarcliff Rd, Atlanta 30322",Emory University,NA
1800846,2018-03-13,Simple Assault,2018-03-13,00:06,"Emory Univ. Hospital, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1800842,2018-03-12,Theft of Lost or Mislaid Property (Value Over $500),2018-03-09,19:30,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1800839,2018-03-12,"Theft by Taking (Motor Vehicle Parts/Accessories, Exterior)",2018-03-12,08:27,"Lowergate West Parking Deck, 1785 Gambrell Dr, Atlanta 30322",Emory University,NA
1800833,2018-03-11,"Theft by Taking (Bicycle, Value $500 or Less)",2018-02-26,13:20,"Raoul Hall, 2 Eagle Row, Atlanta 30322",Emory University,NA
1800819,2018-03-09,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-03-08,15:13,"Emory Univ. Hospital, 1364 Clifton Rd., Atlanta 30322",Emory University,NA
1800817,2018-03-09,"Forgery, First Degree",2018-03-09,10:30,"Longstreet-Means Hall, 646 Means Dr., Atlanta 30322",Emory University,NA
1800799,2018-03-08,Simple Battery,2018-03-08,12:00,"Winship Cancer Clinic, 1711 Uppergate Dr., Atlanta 30322",Emory University,NA
1800789,2018-03-07,Arrest: Unauthorized Persons Entering Vacant Buildings,2018-03-07,20:27,"Emory West, Bldg. A, 1256-A Briarcliff Rd, Atlanta 30322",Emory University,NA
1800782,2018-03-07,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-03-07,06:50,"Emory Univ. Hospital Tower, 1365 Clifton Rd, Atlanta 30322",Emory University,NA
1800775,2018-03-07,Simple Battery,2018-03-07,08:55,"Emory Conference Center Hotel, 1615 Clifton Rd, Atlanta 30322",Emory University,NA
1800764,2018-03-06,"Burglary, Second Degree, Non-Forcible Entry",2018-02-27,00:00,"Alumni Memorial University Center, 630 Means Dr, Atlanta 30322",Emory University,NA
1800763,2018-03-06,Stalking (Misdemeanor),2017-10-25,04:39,"Grace Crum Rollins School of Public Health, 1518 Clifton Rd, Atlanta 30322",Emory University,NA
1800756,2018-03-06,Harassing Communications,2018-03-05,20:42,"Whitehead Research Building, 615 Michael St, Atlanta 30322",Emory University,NA
1800754,2018-03-05,"Arrest: Criminal Trespass, Individual; Possession of Less Than One Ounce of Marijuana",2018-03-05,23:16,"Longstreet-Means Hall, 646 Means Dr, Atlanta 30322",Emory University,NA
1800751,2018-03-05,"Theft by Taking (From Bldg, Valued Over $500)",2018-03-05,13:00,"Few Hall, 4 Eagle Row, Atlanta 30322",Emory University,NA
1800748,2018-03-05,Harassing Communications,2018-02-02,00:00,"Wesley Woods Health Center, 1841 Clifton Rd, Atlanta 30322",Emory University,NA
1800720,2018-03-02,Arrest: No Insurance; Possession of Less Than One Ounce of Marijuana,2018-03-02,17:21,"Clifton Rd at Haygood Dr, Atlanta 30322",Emory University,NA
1800713,2018-03-02,"Theft by Taking (Bicycle, Value $500 or Less)",2018-02-27,09:30,"Cherry Emerson Center, 1521 Dickey Dr, Atlanta 30322",Emory University,NA
1800710,2018-03-02,Harassing Communications,2018-03-02,10:35,"Candler Library, 550 Asbury Cir, Atlanta 30322",Emory University,NA
1800707,2018-03-01,Simple Assault,2018-03-01,21:15,"A.G. Rhodes at Wesley Woods, 1819 Clifton Rd, Atlanta 30322",Emory University,NA
1800686,2018-02-28,Entering an Auto,2018-02-28,15:47,"Emory Univ. Hospital, Valet Parking, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1800678,2018-02-28,Simple Battery,2018-02-23,02:00,"Emory University, 201 Dowman Dr, 30322",Emory University,NA
1800668,2018-02-27,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-02-19,19:00,"Woodruff Physical Education Center, 26 Eagle Row, Atlanta 30322",Emory University,NA
1800664,2018-02-27,Harassing Communications,2018-02-24,09:45,"Emory Point Apts, 1540 Avenue Pl, Atlanta 30329",Emory University,NA
1800655,2018-02-26,Harassing Communications,2017-04-01,00:00,"Emory University, 201 Dowman Dr, Atlanta 30322",Emory University,NA
1800625,2018-02-22,"Theft by Taking (From Bldg, Valued Over $500)",2018-02-08,16:00,"Clairmont Tower, 2425 Dooley Dr, Atlanta 30322",Emory University,NA
1800622,2018-02-22,Rape,2018-02-10,00:00,"Fraternity House, 10 Eagle Row, Atlanta 30322",Emory University,NA
