CFS #,Case #,Date Reported,Date Occurred,Address,Incident,Disposition
CFS15-03-27-002751,UPD,3/27/15 15:38,,HDL LOT Common Name: PARKING LOT 154,TRAFFIC CRASH ,
CFS15-03-27-002758,UPD,3/27/15 19:04,,SOUTH GREEN Common Name: SOUTH GREEN,ALCOHOL OFFENSE,
CFS15-03-27-002759,UPD,3/27/15 19:22,,69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: ROOM 325,ALCOHOL OFFENSE,
CFS15-03-27-002760,UPD-150392,3/27/15 19:33,3/27/15 19:33,OXBOW TRAIL/DRIVE Common Name: OXBOW TRAIL/DRIVE Location Detail: OUTSIDE BAKER,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-27-002764,UPD,3/27/15 20:31,,RACE ST Common Name: RACE STREET Location Detail: AT CONSTRUCTION,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-27-002765,UPD-150393,3/27/15 21:00,3/27/15 21:00,35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: ROOM 208,MENACING OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-27-002767,UPD,3/27/15 21:50,,MCKINLEY AVE Common Name: MCKINLEY AVE,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-27-002768,UPD-150394,3/27/15 21:54,3/27/15 21:54,Common Name: MAIN CAMPUS/COLLEGE GREEN Location Detail: NEAR CHUBB HALL WATER FOUNTAIN,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-27-002769,UPD,3/27/15 22:12,,E.UNION ST. Common Name: MUSIC BUILDING,INTOXICATED PERSON,
CFS15-03-28-002776,UPD,3/28/15 0:41,,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT S GREEN DR,TRAFFIC MARKED LANES 4511.33A,
CFS15-03-28-002779,UPD,3/28/15 0:55,,UNION STREET Common Name: UNION STREET Location Detail: AND HIGH ST,DISORDERLY CONDUCT OFFENSES,
CFS15-03-28-002778,UPD-150397,3/28/15 0:55,3/28/15 1:04,123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE Location Detail: ROOM 140,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-28-002780,UPD-150395,3/28/15 1:00,3/28/15 1:00,69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: ROOM 407,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-28-002781,UPD-150396,3/28/15 1:12,3/28/15 1:12,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: 2ND FLOOR GIRLS SIDE,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-28-002784,UPD-150398,3/28/15 2:34,3/28/15 2:34,123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE Location Detail: IN FIRE LANE,OPERATING A VEHICLE UNDER THE INFLUENCE,CONVERSION OUPD CLOSED
CFS15-03-28-002791,UPD-150399,3/28/15 3:00,3/28/15 3:00,SOUTH GREEN DR. AT RICHLAND Common Name: WALTER LECTURE HALL,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-28-002795,UPD,3/28/15 4:17,,35 SOUTH CONGRESS Common Name: BROMLEY HALL,FIRE ALARM,
CFS15-03-28-002801,UPD,3/28/15 10:02,,LOWER SEIGFRED Common Name: PARKING LOT 40,PARKING COMPLAINT,
CFS15-03-28-002803,UPD-150401,3/28/15 11:07,3/27/15 16:00,SOUTH GREEN DR.- REAR PICKERING Common Name: PARKING LOT 51,THEFT OFFENSE,CONVERSION OUPD - OPEN
CFS15-03-28-002805,UPD-150400,3/28/15 12:13,3/28/15 12:13,130 SOUTH GREEN DRIVE Common Name: ATKINSON Location Detail: LOOP AREA,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-28-002807,UPD-150402,3/28/15 13:20,3/28/15 13:20,PALMER STREET Common Name: PALMER STREET,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-03-28-002808,UPD-150403,3/28/15 13:47,3/28/15 13:39,PALMER STREET Common Name: PALMER STREET Location Detail: 17 PALMER ST,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-28-002809,UPD-150404,3/28/15 13:56,3/28/15 13:52,PALMER STREET Common Name: PALMER STREET Location Detail: 17 PALMER STREET,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-28-002810,UPD,3/28/15 13:59,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT EMERITI PARK,CONVERSION_TRAFFIC OBST VIEW/CONTROL OF DRIVER - OPENING DOOR TRAFFIC 4511.70,
CFS15-03-28-002811,UPD-150405,3/28/15 14:42,3/28/15 14:40,OAK STREET Common Name: OAK STREET Location Detail: 14 OAK,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-28-002814,UPD-150406,3/28/15 14:52,3/28/15 14:30,STEWART ST. Common Name: STEWART STREET Location Detail: AT MILL,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-28-002815,UPD-150407,3/28/15 15:01,3/28/15 15:01,PALMER STREET Common Name: PALMER STREET,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-28-002816,UPD-150408,3/28/15 15:02,3/28/15 15:04,PALMER STREET Common Name: PALMER STREET Location Detail: 10 PALMER,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-28-002817,UPD-150409,3/28/15 15:07,1/1/00 0:00,OAK STREET Common Name: OAK STREET Location Detail: 14 OAK,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-28-002818,UPD-150410,3/28/15 15:12,3/28/15 15:13,PALMER STREET Common Name: PALMER STREET Location Detail: 10 PALMER,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-28-002819,UPD-150411,3/28/15 15:19,3/28/15 15:10,Common Name: Off Campus Fest,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-28-002820,UPD-150412,3/28/15 15:23,3/28/15 15:25,Common Name: Off Campus Fest Location Detail: 10 PALMER ST,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-28-002821,UPD-150413,3/28/15 15:29,3/28/15 15:20,Common Name: Off Campus Fest,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-28-002823,UPD-150414,3/28/15 15:45,3/28/15 15:40,Common Name: Off Campus Fest Location Detail: 7 1/2 PALMER ST,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-28-002824,UPD-150416,3/28/15 15:49,3/28/15 15:35,Common Name: Off Campus Fest,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-28-002825,UPD-150417,3/28/15 15:58,3/28/15 0:00,Common Name: Off Campus Fest Location Detail: 20 PALMER ST,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-28-002826,UPD-150418,3/28/15 16:01,3/28/15 15:45,PALMER STREET Common Name: PALMER STREET,CONVERSION_NUISANCE PARTY NUISANCE PARTY - FAILURE TO DISPERSE - GUEST 9.14.03,CONVERSION OUPD CLOSED
CFS15-03-28-002828,UPD-150419,3/28/15 17:20,3/27/15 17:00,CHURCH ST. Common Name: SEIGFRED Location Detail: LOWER WOODSHOP,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-28-002829,UPD-150420,3/28/15 17:44,3/28/15 17:44,,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-28-002834,UPD-150421,3/28/15 18:34,3/28/15 18:37,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-28-002840,UPD-150422,3/28/15 19:12,3/28/15 18:45,SOUTH GREEN DRIVE Common Name: PARKING LOT 87,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-28-002844,UPD,3/28/15 19:54,,STATE ROUTE 682 Common Name: STATE ROUTE 682 Location Detail: ROUNDABOUT,CONVRESION_OPERATIONS OUTSTANDING WARRANTS,
CFS15-03-28-002845,UPD,3/28/15 20:18,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-03-28-002846,UPD-150423,3/28/15 20:20,3/28/15 20:20,128 SOUTH GREEN DRIVE Common Name: WELD HOUSE Location Detail: 3RD FLOOR MOD A,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-28-002850,UPD,3/28/15 21:18,,UNION STREET Common Name: UNION STREET Location Detail: EAST UNION/EAST GREEN DRIVE,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-03-28-002849,UPD,3/28/15 21:22,,SOUTH GREEN Common Name: SOUTH GREEN Location Detail: SOUTH BEACH,DISORDERLY CONDUCT OFFENSES,
CFS15-03-28-002851,UPD,3/28/15 21:33,,CONGRESS STREET Common Name: CONGRESS STREET Location Detail: AND WEST UNION ST,TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,
CFS15-03-28-002852,UPD,3/28/15 21:50,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE,TRAFFIC MARKED LANES 4511.33A,
CFS15-03-28-002853,UPD,3/28/15 22:19,,CONGRESS STREET Common Name: CONGRESS STREET Location Detail: AT W UNION ST,TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,
CFS15-03-29-002856,UPD,3/28/15 23:58,,Common Name: CHURCH STREET Location Detail: COLLEGE,CONVERSION_TRAFFIC SIGNALING STOPS/TURNS 4511.39,
CFS15-03-29-002857,UPD,3/29/15 1:28,,PRESIDENT ST Common Name: PRESIDENT ST Location Detail: NEAR BENTLEY,DISORDERLY CONDUCT OFFENSES,
CFS15-03-29-002859,UPD-150424,3/29/15 1:35,3/29/15 1:35,STEWART STREET Common Name: PARKING LOT 104,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-29-002858,UPD,3/29/15 1:37,,HDL LOT Common Name: PARKING LOT 154,DISORDERLY CONDUCT OFFENSES,
CFS15-03-29-002860,UPD-150425,3/29/15 2:07,3/29/15 2:07,RICHLAND AVENUE Common Name: RICHLAND AVENUE,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-03-29-002861,UPD,3/29/15 2:25,,WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: AT COURT ST,CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION,
CFS15-03-29-002862,UPD,3/29/15 2:43,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT ADAMS HALL,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,
CFS15-03-29-002863,UPD,3/29/15 2:52,,EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: ROOM 140,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-03-29-002865,UPD,3/29/15 2:54,,MILL STREET Common Name: MILL STREET Location Detail: AT COURT ST,TRAFFIC MARKED LANES 4511.33A,
CFS15-03-29-002864,UPD,3/29/15 2:59,,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL,RECOVERED PROPERTY,
CFS15-03-29-002869,UPD,3/29/15 3:11,,BROUGH HOUSE LOT Common Name: PARKING LOT 53,THEFT OFFENSE,
CFS15-03-29-002874,UPD-150427,3/29/15 9:12,3/29/15 9:12,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT OXBOW,CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION,CONVERSION OUPD CLOSED
CFS15-03-29-002877,UPD-150428,3/29/15 10:42,3/28/15 16:30,Common Name: SOUTH GREEN GARAGE,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-29-002880,UPD,3/29/15 13:58,,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL,BURGLARY OFFENSES,
CFS15-03-29-002882,UPD,3/29/15 14:18,,100 RICHLAND AVE. Common Name: PEDEN STADIUM,ALCOHOL OFFENSE,
CFS15-03-29-002888,UPD-150429,3/29/15 18:38,3/27/15 15:30,49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: BIKE RACK,CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913,CONVERSION OUPD CLOSED
CFS15-03-30-002898,UPD-150430,3/30/15 0:21,3/29/15 12:45,N. MCKINLEY AVE. Common Name: NELSON DINING HALL Location Detail: COURT,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD CLOSED
CFS15-03-30-002907,UPD-150431,3/30/15 12:35,3/29/15 0:30,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: ROOM 404,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD - OPEN
CFS15-03-30-002918,UPD-150432,3/30/15 16:56,3/30/15 16:56,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: RIVER EDGE APARTMENT,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-03-30-002919,UPD-150433,3/30/15 17:54,3/28/15 20:00,WEST UNION STREET Common Name: HANING HALL Location Detail: BIKE RACK,CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913,CONVERSION OUPD CLOSED
CFS15-03-30-002921,UPD-150434,3/30/15 19:53,3/30/15 19:53,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: RIVERS EDGE APARTMENT,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-03-30-002925,UPD,3/30/15 21:19,,57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: ROOM #234,FIRE ALARM,
CFS15-03-30-002926,UPD-150435,3/30/15 22:09,3/30/15 22:09,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: ROOM 410,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-03-30-002927,UPD-150436,3/30/15 23:15,3/26/15 0:00,Common Name: GENERAL CAMPUS LOCATION,RAPE,CONVERSION OUPD CLOSED
CFS15-03-31-002931,UPD,3/31/15 0:43,,130 SOUTH GREEN DRIVE Common Name: ATKINSON,DISORDERLY CONDUCT OFFENSES,
CFS15-03-31-002932,UPD,3/31/15 2:37,,WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: COURT,TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13,
CFS15-03-31-002933,UPD,3/31/15 2:50,,WEST GREEN GULCH Common Name: PARKING LOT 114,CONVERSION_TRAFFIC SIGNALING STOPS/TURNS 4511.39,
CFS15-03-31-002936,UPD-150437,3/31/15 7:47,3/27/15 15:00,E.UNION ST. Common Name: MUSIC BUILDING,DESTRUCTION OF PROPERTY,CONVERSION OUPD - OPEN
CFS15-03-31-002945,UPD-150438,3/31/15 12:59,3/30/15 22:30,130 SOUTH GREEN DRIVE Common Name: ATKINSON,MENACING OFFENSES,CONVERSION OUPD - OPEN
CFS15-03-31-002948,UPD-150439,3/31/15 15:00,3/31/15 15:00,STEWART ST. Common Name: STEWART STREET Location Detail: INTO OU PARKING LOT 90,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-03-31-002951,UPD-150440,3/31/15 16:01,3/30/15 20:30,59 EAST GREEN DRIVE Common Name: SHIVELY HALL Location Detail: DINING HALL BICYCLE RACK,CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913,CONVERSION OUPD - OPEN
CFS15-03-31-002953,UPD,3/31/15 18:42,,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT KONNEKER ALUMNI,TRAFFIC FAIL YIELD-PED IN CROSSWALK 4511.46,
CFS15-03-31-002954,UPD,3/31/15 18:43,,MCCRACKEN REAR Common Name: PARKING LOT 43,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-03-31-002958,UPD,3/31/15 19:29,,128 SOUTH GREEN DRIVE Common Name: WELD HOUSE,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-03-31-002962,UPD-150442,3/31/15 22:34,3/31/15 22:34,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 263,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
Total Records: 782,,,,,,
