date_reported,time_reported,location,date_occurred,time_occurred,case_number,university,incident
2015-02-20,21:27,2502 Osage ST,2015-02-20,21:07,15-00180,Arkansas State University-Main Campus,Fire Alarm
2015-02-20,22:23,101 N Caraway RD,2015-02-20,20:20,15-00181,Arkansas State University-Main Campus,Found Article/Property
2015-02-21,14:12,320 University Loop CIR,2015-02-21,13:00,15-00182,Arkansas State University-Main Campus,Suspicious Person University Referral - Harassment
2015-02-21,20:16,General Campus,2015-02-11,12:26,15-00183,Arkansas State University-Main Campus,University Referral - Dishonesty University Referral - Disorderly Conduct
2015-02-21,23:34,1002 University Loop,2015-02-21,23:34,15-00184,Arkansas State University-Main Campus,University Referral -
2015-02-22,03:24,1115 University Loop East Building #4,2015-02-22,01:30,15-00185,Arkansas State University-Main Campus,Found Article/Property
2015-02-22,18:36,113 Dean ST,2015-02-22,03:00,15-00186,Arkansas State University-Main Campus,"THEFT  GREATER THAN $5,000 BUT LESS THAN $25,000 - FROM BUILDING University Referral - Residence Hall Violation"
2015-02-22,22:10,113 Dean ST,2015-02-22,15:00,15-00187,Arkansas State University-Main Campus,Accident - Hit and Run
2015-02-23,09:32,2509 .Arkansas Hall 421 & 435 RD,2015-02-23,09:02,15-00189,Arkansas State University-Main Campus,Fire Alarm University Referral - Fail To Comply
2015-02-23,09:32,333 Red Wolf BLVD,2015-02-23,07:56,15-00188,Arkansas State University-Main Campus,Burglary Alarm
2015-02-23,15:34,101 N Caraway RD,2015-02-23,15:34,15-00190,Arkansas State University-Main Campus,Found Article/Property
2015-02-23,16:20,1115 University Loop East Building #3,2015-02-23,16:20,15-00191,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2015-02-23,20:01,1115 University Loop East,2015-02-23,18:36,15-00192,Arkansas State University-Main Campus,Fire Alarm
2015-02-24,08:16,2712 Iroquois ST,2015-02-24,02:30,15-00193,Arkansas State University-Main Campus,"THEFT $5,000 OR LESS BUT GREATER THAN $1000 - FROM BUILDING"
2015-02-24,14:31,107 N Caraway Road,2015-02-24,14:00,15-00194,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-02-24,19:03,2331 U ST,2015-02-22,20:00,15-00195,Arkansas State University-Main Campus,"BURGLARY, RESIDENTIAL BREAKING OR ENTERING / ARTICLES FROM VEHICLE"
2015-02-24,23:00,2509 Aggie RD,2015-02-24,23:00,15-00196,Arkansas State University-Main Campus,Fire Alarm
2015-02-26,00:42,333 Red Wolf BLVD B,2015-02-26,00:42,15-00197,Arkansas State University-Main Campus,Burglary Alarm
2015-02-26,09:17,Marion Berry Parkway/Red Wolf Trail,2015-02-26,09:07,15-00198,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-02-26,13:35,125 Dean ST,2015-02-26,13:35,15-00199,Arkansas State University-Main Campus,University Referral - Harassment
2015-02-26,20:58,Johnson/Marion Berry Parkway,2015-02-26,17:49,15-00200,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE No Proof of Liability Insurance
2015-02-27,09:41,201 .Fowler Center For Performing Arts Rm 180 DR,2015-02-26,20:30,15-00201,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-02-27,14:47,113 Dean ST,2015-01-31,02:15,15-00202,Arkansas State University-Main Campus,PNG Issued on this person for the ASU Campus
2015-02-27,20:29,E. JOHNSON/MARION BERRY PKWY,2015-02-27,20:20,15-00203,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2015-02-28,16:00,Old Greensboro Rd & Hwy 351 / Peachtree Ave,2015-02-28,16:00,15-00211,Arkansas State University-Main Campus,Agency Assist - Actions or assistance to agencies outside jurisdictional boundaries
2015-02-28,23:51,121 N Caraway RD,2015-02-28,23:35,15-00204,Arkansas State University-Main Campus,CRIMINAL MISCHIEF - 2ND DEGREE / PURPOSELY TAMPERS
2015-03-01,12:05,2510 Aggie RD,2015-03-01,12:05,15-00205,Arkansas State University-Main Campus,Fire Alarm
2015-03-01,18:49,2410 Aggie RD,2015-03-01,18:49,15-00206,Arkansas State University-Main Campus,Sick or Injured person
2015-03-01,21:01,Aggie Rd / Melrose St,2015-03-01,21:01,15-00207,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE No Proof of Liability Insurance OBSTRUCTING GOVERNMENTAL OPERATIONS / REFUSES TO PROVIDE INFORMATION FOR A
2015-03-02,11:51,113 Dean ST,2015-02-25,08:00,15-00208,Arkansas State University-Main Campus,TERRORISTIC THREATENING - 1ST DEGREE / THREATENS PROPERTY DAMAGE University Referral - Harassment
2015-03-02,11:53,2505 Aggie RD,2015-01-19,17:00,15-00209,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - FROM BUILDING"
2015-03-02,12:17,2405 .Computer Science/Mathematics Building Rm 217,2015-03-02,11:00,15-00210,Arkansas State University-Main Campus,Sick or Injured person
2015-03-02,19:43,2214 E Johnson AVE,2015-03-02,19:00,15-00212,Arkansas State University-Main Campus,University Referral - Fail To Comply CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES
2015-03-03,02:10,1203 University Loop Bldg 3,2015-03-03,02:10,15-00213,Arkansas State University-Main Campus,University Referral - Harassment
2015-03-03,08:11,201 Olympic DR,2015-03-02,17:00,15-00214,Arkansas State University-Main Campus,Found Article/Property
2015-03-04,01:28,2509 Aggie RD,2015-03-03,23:50,15-00215,Arkansas State University-Main Campus,Fire Alarm University Referral - False Alarm
2015-03-04,05:53,NA,2015-03-04,05:53,15-00216,Arkansas State University-Main Campus,Found Article/Property
2015-03-04,06:30,101 N Caraway RD,2015-03-04,06:30,15-00232,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-03-05,07:23,Aggie/Marion Berry,2015-03-05,07:11,15-00217,Arkansas State University-Main Campus,Vehicle Tow
2015-03-05,10:30,125 Dean ST,2015-03-05,09:00,15-00218,Arkansas State University-Main Campus,University Referral - Residence Hall Violation CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES University Referral - Dishonesty PNG Issued on this person for the ASU Campus
2015-03-05,17:20,2509 Aggie RD,2015-03-05,17:20,15-00221,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2015-03-06,02:55,1212 University Loop,2015-03-06,20:34,15-00219,Arkansas State University-Main Campus,Fire Alarm
2015-03-06,03:17,NA,2015-03-06,03:17,15-00220,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-03-06,11:58,101 N Caraway RD,2015-03-07,16:00,15-00222,Arkansas State University-Main Campus,"HARASSING COMMUNICATIONS / TELEPHONE, TELEGRAPH, MAIL, OR ANY WRITTEN FORM"
2015-03-06,22:22,101 N Caraway RD,2015-03-06,21:55,15-00223,Arkansas State University-Main Campus,Found Article/Property
2015-03-06,22:34,1115 University Loop East Building #3,2015-03-06,22:14,15-00224,Arkansas State University-Main Campus,CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES
2015-03-06,22:35,113 Dean ST,2015-03-06,22:35,15-00225,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2015-03-07,00:17,113 Dean ST,2015-03-06,22:00,15-00226,Arkansas State University-Main Campus,Found Article/Property
2015-03-07,00:41,120 Dean ST,2015-03-07,00:10,15-00227,Arkansas State University-Main Campus,Sick or Injured person
2015-03-07,02:35,113 Dean ST,2015-03-07,02:35,15-00228,Arkansas State University-Main Campus,Welfare Concern University Referral - Alcohol Violation
2015-03-07,03:52,2509 Aggie RD,2015-03-07,03:20,15-00229,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2015-03-07,08:02,2605 A ST,2015-03-07,07:10,15-00230,Arkansas State University-Main Campus,Sick or Injured person
2015-03-08,15:40,Johnson at Jonesboro Fire Department,2015-03-08,15:24,15-00231,Arkansas State University-Main Campus,POSSESSION OF SCH IV OR V LT 28GM POSSESSING INSTRUMENTS OF CRIME University Referral - Drug Violation
2015-03-09,10:51,Danner St,2015-03-05,20:00,15-00233,Arkansas State University-Main Campus,"CRIMINAL MISCHIEF - 1ST DEGREE / PROPERTY OF ANOTHER W/VALUE OF $1,000 OR LESS"
2015-03-09,13:46,1115 University Loop East Building #1,2015-03-09,13:46,15-00234,Arkansas State University-Main Campus,Found Article/Property
2015-03-09,16:38,111 N Caraway RD,2015-03-09,16:38,15-00235,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-03-09,20:38,101 N Caraway RD,2015-03-09,19:44,15-00236,Arkansas State University-Main Campus,Fire Alarm
2015-03-09,20:53,101 N Caraway RD,2015-03-09,19:44,15-00238,Arkansas State University-Main Campus,Fire Alarm
2015-03-09,20:53,3207 E Johnson AVE,2014-08-01,12:00,15-00237,Arkansas State University-Main Campus,"THEFT $1,000 OR MORE AND LESS THAN $5,000 (BREAKING OR ENTERING / BUILDING OR STRUCTURE)"
2015-03-09,21:12,E Johnson Ave & St Hwy 91 / Melrose St,2015-03-09,17:14,15-00239,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE No Proof of Liability Insurance
2015-03-09,21:48,2405 Aggie WAY ITS,2015-03-09,19:36,15-00240,Arkansas State University-Main Campus,Burglary Alarm
2015-03-10,10:32,102 N Caraway Road,2015-03-10,10:32,15-00241,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009
2015-03-10,10:47,104 N Caraway RD,2015-03-10,10:47,15-00242,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009
2015-03-10,13:16,Aggie/Marion Berry,2015-03-10,13:10,15-00243,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009
2015-03-10,14:39,113 Dean ST,2015-03-10,14:10,15-00244,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-03-10,19:45,2407 Quapaw WAY,2015-03-10,10:45,15-00245,Arkansas State University-Main Campus,University Referral - Disorderly Conduct TERRORISTIC THREATENING - 2ND DEGREE/THREATENS PROPERTY DAMAGE
2015-03-10,19:59,1006 University Loop E,2015-02-26,23:00,15-00246,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - FROM BUILDING"
2015-03-10,20:48,101 N Caraway RD,2015-03-10,15:45,15-00247,Arkansas State University-Main Campus,Found Article/Property
2015-03-10,20:57,320 University Loop CIR,2015-03-10,14:57,15-00248,Arkansas State University-Main Campus,Burglary Alarm
2015-03-10,21:05,113 Dean ST,2015-03-10,19:39,15-00249,Arkansas State University-Main Campus,COMMUNICATING A FALSE ALARM / CAUSE ACTION BY AN OFFICIAL OR AGENCY Fire Alarm
2015-03-11,13:38,2509 Aggie Road,2015-03-10,22:00,15-00250,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - FROM VEHICLE"
2015-03-11,15:30,2517 Honors AVE,2015-03-11,15:30,15-00251,Arkansas State University-Main Campus,Found Article/Property
2015-03-11,15:57,101 N Caraway RD,2015-03-11,15:57,15-00252,Arkansas State University-Main Campus,Found Article/Property
2015-03-11,19:36,113 Dean ST,2015-03-11,19:36,15-00253,Arkansas State University-Main Campus,Fire Alarm
2015-03-12,02:36,1006 University Loop E,2015-01-29,01:36,15-00254,Arkansas State University-Main Campus,University Referral - Disorderly Conduct University Referral - Harassment
2015-03-12,08:40,Aggie/Marion Berry,2015-03-11,22:30,15-00255,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-03-12,09:27,102 N Caraway RD,2015-03-12,09:27,15-00256,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy University Referral - Dishonesty
2015-03-12,12:41,2819 Quapaw ST,2015-03-12,12:41,15-00257,Arkansas State University-Main Campus,University Referral - Trespass
2015-03-12,14:11,111 N Caraway RD,2015-03-12,14:00,15-00258,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-03-12,16:06,General Campus,2014-11-12,09:00,15-00259,Arkansas State University-Main Campus,HARASSMENT / CONDUCT THAT REPEATEDLY CAUSES ALARM OR SERIOUS ANNOYS ANOTHER
2015-03-12,16:17,2505 Aggie RD,2015-03-11,22:50,15-00260,Arkansas State University-Main Campus,Found Article/Property
2015-03-12,19:45,2405 Aggie WAY,2015-03-12,19:33,15-00261,Arkansas State University-Main Campus,Sick or Injured person
2015-03-12,21:26,2509 Aggie RD,2015-03-12,19:00,15-00262,Arkansas State University-Main Campus,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE"
2015-03-12,21:30,330 University Loop CIR,2015-03-12,18:30,15-00263,Arkansas State University-Main Campus,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE"
2015-03-13,04:52,2319 U  ST,2015-03-13,04:52,15-00264,Arkansas State University-Main Campus,BREAKING OR ENTERING / ARTICLES FROM VEHICLE
2015-03-13,05:17,2600 Alumni BLVD,2015-03-13,03:17,15-00265,Arkansas State University-Main Campus,Burglary Alarm
2015-03-13,09:08,Middle of Campus,2015-03-12,16:30,15-00266,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-03-13,10:22,Driver ST,2015-03-13,10:22,15-00267,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-03-13,10:24,2304 Shelton ST,2015-03-13,09:40,15-00268,Arkansas State University-Main Campus,CRIMINAL MISCHIEF - 1ST DEGREE  PROPERTY OF ANOTHER VALUE $500 OR LESS
2015-03-13,13:36,2007 .Business Building Rm 302 RD,2015-03-13,11:27,15-00269,Arkansas State University-Main Campus,Sick or Injured person
2015-03-13,15:48,2319 U  ST,2015-03-13,14:00,15-00270,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-03-13,17:35,1115 University Loop East Building #3,2015-03-13,17:20,15-00271,Arkansas State University-Main Campus,Fire Alarm
2015-03-13,19:48,2508 Aggie RD,2015-03-13,19:42,15-00272,Arkansas State University-Main Campus,Fire Alarm
2015-03-13,20:58,2508 Honors AVE,2015-03-13,20:00,15-00273,Arkansas State University-Main Campus,CRIMINAL MISCHIEF - 2ND DEGREE / PURPOSELY TAMPERS
2015-03-14,01:34,125 Dean ST,2015-03-14,01:34,15-00274,Arkansas State University-Main Campus,University Referral - Dishonesty The Arkansas Clean Air on Campus Act of 2009 University Referral - Fail To Comply Agency Assist - Actions or assistance to agencies outside jurisdictional boundaries
2015-03-14,09:56,2509 Aggie RD,2015-03-14,09:10,15-00275,Arkansas State University-Main Campus,University Referral - Residence Hall Violation LITTERING - PENALTIES
2015-03-14,10:10,2509 Aggie RD,2015-03-14,09:10,15-00276,Arkansas State University-Main Campus,University Referral - Residence Hall Violation LITTERING - PENALTIES
2015-03-14,12:50,501 Red Wolf Trail Road,2015-03-14,12:50,15-00277,Arkansas State University-Main Campus,University Referral - Trespass
2015-03-14,19:08,1115 University Loop East Building #1,2014-10-01,19:08,15-00278,Arkansas State University-Main Campus,"HARASSING COMMUNICATIONS / TELEPHONE, TELEGRAPH, MAIL, OR ANY WRITTEN FORM"
2015-03-14,21:21,Marion berry parkway/aggie rd,2015-03-14,21:21,15-00279,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-03-15,00:22,2825 Quapaw ST,2015-03-14,23:25,15-00280,Arkansas State University-Main Campus,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEHOLD MEMBER University Referral - Alcohol Violation University Referral - Assault
2015-03-15,10:19,2331 U ST,2015-03-15,10:00,15-00281,Arkansas State University-Main Campus,POSSESSION OF A CONTROLLED SUBSTANCE POSSESSION OF DRUG PARAPHERNALIA Abandoned Vehicle University Referral - Drug Violation University Referral - Smoke Free Campus Policy
2015-03-15,15:29,Aggie/Marion Berry Parkway,2015-03-15,15:29,15-00282,Arkansas State University-Main Campus,Abandoned Vehicle
2015-03-15,16:06,2509 Aggie Road,2015-03-15,12:00,15-00283,Arkansas State University-Main Campus,Accident - Hit and Run
2015-03-16,11:09,Cherokee ST,2015-03-16,11:09,15-00284,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-03-16,13:51,114 Cooley  DR,2015-03-16,13:51,15-00285,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-03-16,17:35,2600 Alumni BLVD,2015-03-15,20:33,15-00286,Arkansas State University-Main Campus,Burglary Alarm
2015-03-16,19:15,2515 Danner Building 1 ST 1102A,2015-03-16,18:25,15-00287,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-03-16,21:34,2505 Danner Bldg 4 AVE,2015-03-16,18:30,15-00288,Arkansas State University-Main Campus,Fire Alarm
2015-03-16,22:52,113 S Caraway Road,2015-03-16,22:52,15-00289,Arkansas State University-Main Campus,Damaged Property not criminal in nature
2015-03-17,08:33,120 Dean ST,2015-03-18,14:19,15-00290,Arkansas State University-Main Campus,Fire Alarm
2015-03-17,10:46,2410 Aggie RD,2015-03-01,18:00,15-00291,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2015-03-17,14:52,2301 U ST,2015-03-17,14:47,15-00292,Arkansas State University-Main Campus,Accident - Hit and Run
2015-03-17,23:44,125 Dean ST,2015-03-17,23:44,15-00293,Arkansas State University-Main Campus,Accident - Hit and Run
2015-03-18,00:24,500 N Caraway RD 314,2015-03-18,00:24,15-00294,Arkansas State University-Main Campus,University Referral - Drug Violation University Referral - Excessive Noise
2015-03-18,07:30,Driver ST,2015-03-25,12:02,15-00295,Arkansas State University-Main Campus,Found Article/Property
2015-03-18,22:55,2720 A ST,2015-03-18,17:20,15-00296,Arkansas State University-Main Campus,Accident - Hit and Run
2015-03-19,11:26,2405 Aggie WAY ITS,2014-12-09,08:00,15-00297,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2015-03-19,13:41,330 University Loop West,2015-03-19,10:45,15-00298,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-03-20,00:14,1115 University Loop East Building #1,2015-03-19,22:30,15-00299,Arkansas State University-Main Campus,CRIMINAL MISCHIEF - 1ST DEGREE  PROPERTY OF ANOTHER VALUE $500 OR LESS University Referral - Fail To Comply
2015-03-20,12:02,Aggie/Marion Berry,2015-03-20,12:02,15-00300,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-03-20,16:42,General Campus,2014-03-13,08:50,15-00301,Arkansas State University-Main Campus,"COMPUTER TRESPASS - CAUSING DAMAGE LESS THAN $2,500 Financial Identity Fraud-Non Financial Identity Fraud"
2015-03-21,10:17,125 Dean ST,2015-03-21,10:15,15-00302,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2015-03-21,16:38,Eldridge/Marion Berry Parkway,2015-03-21,16:38,15-00303,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
