date_occurred,time_occurred,date_reported,case_number,incident,location,time_reported,university
2016-12-06,NA,2016-12-06,1631104,Theft‐Under $500,College Inn,NA,Texas State University
2016-12-06,NA,2016-12-06,1631110,"Failure toComply/StrikingUnattended Vehicle",State Street,NA,Texas State University
2016-12-05,NA,2016-12-05,1631020,Harassment,Sterry Hall,NA,Texas State University
2016-12-05,NA,2016-12-05,1630970,"Failure toComply/StrikingUnattended Vehicle",Peques Lot,NA,Texas State University
2016-12-05,NA,2016-12-05,1631019,"Possession of DrugParaphernalia",Blanco Hall,NA,Texas State University
2016-12-05,NA,2016-12-05,1630996,"Possession of DrugParaphernalia",Fredericksburg Street,NA,Texas State University
2016-12-05,NA,2016-12-05,1631025,"Driving WhileIntoxicated",River House,NA,Texas State University
2016-12-04,NA,2016-12-04,1630873,Theft‐Under $500,Bobcat Stadium,NA,Texas State University
2016-12-04,NA,2016-12-04,1630818,MIC‐Alcohol,Wood Street Parking Garage,NA,Texas State University
2016-12-04,NA,2016-12-04,1630890,"Possession of DrugParaphernalia",Brogdon Hall,NA,Texas State University
2016-12-04,NA,2016-12-04,1630841,MIP‐Alcohol,Edward Gary Street,NA,Texas State University
2016-12-02,NA,2016-12-02,1630635,"Assault ‐ Causes BodilyInjury",Jackson Hall,NA,Texas State University
2016-12-02,NA,2016-12-02,1630705,"Driving WhileIntoxicated",Charles Austin Drive,NA,Texas State University
2016-12-02,NA,2016-12-02,1630701,"Possession ofMarijuana",Hopkins Street,NA,Texas State University
2016-12-02,NA,2016-12-02,1630699,Warning,Lantana Hall,NA,Texas State University
2016-12-02,NA,2016-12-02,1630678,"Possession of DrugParaphernalia",College Inn,NA,Texas State University
2016-12-02,NA,2016-12-02,1630644,MIP‐Alcohol,San Marcos Hall Parking Garage,NA,Texas State University
2016-12-02,NA,2016-12-02,1630636,Public Intoxication,LBJ Street,NA,Texas State University
2016-11-30,NA,2016-11-30,1630514,"Possession ofMarijuana",San Marcos Hall,NA,Texas State University
2016-11-30,NA,2016-11-30,1630486,Theft‐Under $50,LBJ Student & Visitor Center,NA,Texas State University
2016-11-29,NA,2016-11-29,1630404,Burglary ‐ Habitation,Smith Hall 2,NA,Texas State University
2016-11-29,NA,2016-11-29,1630370,"Failure toComply/StrikingUnattended Vehicle",Russell Circle,NA,Texas State University
2016-11-28,NA,2016-11-28,1630184,"Possession ofMarijuana",Glade Outdoor Theatre,NA,Texas State University
2016-11-28,NA,2016-11-28,1630250,"Possession of DrugParaphernalia",Bobcat Village Apartments,NA,Texas State University
2016-11-28,NA,2016-11-28,1630222,"Improper Photographyor Visual Recording",LBJ Student & Visitor Center,NA,Texas State University
2016-11-28,NA,2016-11-28,1630279,"Possession ofMarijuana",San Marcos Hall Parking Garage,NA,Texas State University
2016-11-27,NA,2016-11-27,1630147,"Theft ‐ Property>=$100<$750",Sewell Park Outdoor Center,NA,Texas State University
2016-11-23,NA,2016-11-23,1629873,Warning,Other,NA,Texas State University
2016-11-22,NA,2016-11-22,1629778,"Failure toComply/StrikingUnattended Vehicle","Bobcat Village CommuterParking Lot",NA,Texas State University
2016-11-22,NA,2016-11-22,1629779,Theft‐Under $50,Taylor‐Murphy History Bldg,NA,Texas State University
2016-11-22,NA,2016-11-22,1629818,"Possession ofMarijuana",Lantana Hall,NA,Texas State University
2016-11-21,NA,2016-11-21,1629690,"Failure toComply/StrikingUnattended Vehicle",Russell Circle,NA,Texas State University
2016-11-21,NA,2016-11-21,1629701,"Theft ‐ Property>=$750>$2,500",Laurel Hall,NA,Texas State University
2016-11-21,NA,2016-11-21,1629651,"Possession ofMarijuana",Bobcat Village Apartments,NA,Texas State University
2016-11-20,NA,2016-11-20,1629567,"Possession of DrugParaphernalia",Brogdon Hall,NA,Texas State University
2016-11-20,NA,2016-11-20,1629614,"Possession of DrugParaphernalia",Bobcat Village Apartments,NA,Texas State University
2016-11-19,NA,2016-11-19,1629539,"Possession ofMarijuana",Elliott Hall A,NA,Texas State University
2016-11-19,NA,2016-11-19,1629528,"Possession ofMarijuana",Bobcat Village Apartments,NA,Texas State University
2016-11-19,NA,2016-11-19,1629520,"Duty to GiveInformation andRender Aid",Charles Austin Drive,NA,Texas State University
2016-11-19,NA,2016-11-19,1629513,"Theft Property>=$2500<$30K",Jackson Hall,NA,Texas State University
2016-11-19,NA,2016-11-19,1629480,"Possession of DrugParaphernalia",Bobcat Village Apartments,NA,Texas State University
2016-11-19,NA,2016-11-19,1629442,"Driving WhileIntoxicated",LBJ Street,NA,Texas State University
2016-11-19,NA,2016-11-19,1629431,"Driving WhileIntoxicated",Aquarena Springs Drive,NA,Texas State University
2016-11-18,NA,2016-11-18,1629367,"Graffiti ‐School/HigherEducation",Taylor‐Murphy History Bldg,NA,Texas State University
2016-11-18,NA,2016-11-18,1629397,"Possession of DrugParaphernalia",College Inn,NA,Texas State University
2016-11-18,NA,2016-11-18,1629393,"Theft ‐ Property>=$100<$750",Harris Dining Hall,NA,Texas State University
2016-11-18,NA,2016-11-18,1629390,"Theft ‐ Property>=$750>$2,500","Jerome & Catherine SuppleScience Bldg",NA,Texas State University
2016-11-18,NA,2016-11-18,1629380,Harassment,Post Road,NA,Texas State University
2016-11-17,NA,2016-11-17,1629292,"Theft ‐ Property>=$100<$750",Student Recreation Center,NA,Texas State University
2016-11-17,NA,2016-11-17,1629290,Public Intoxication,Baptist Student Center,NA,Texas State University
2016-11-16,NA,2016-11-16,1629141,"Theft ‐ Property>=$100<$750",Fall Sayers Housing Complex,NA,Texas State University
2016-11-16,NA,2016-11-16,1629159,"Criminal Mischief ‐under $50",Taylor‐Murphy History Bldg,NA,Texas State University
2016-11-15,NA,2016-11-15,1629009,Warrant Service,Bobcat Stadium,NA,Texas State University
2016-11-14,NA,2016-11-14,1628909,Arson,LBJ Street,NA,Texas State University
2016-11-14,NA,2016-11-14,1628916,"Theft ‐ Property>=$100<$750",Moore Street,NA,Texas State University
2016-11-14,NA,2016-11-14,1628945,"Theft ‐ Property>=$750>$2,500",LBJ Student & Visitor Center,NA,Texas State University
2016-11-14,NA,2016-11-14,1628949,"Failure toComply/StrikingUnattended Vehicle",Wood Street,NA,Texas State University
2016-11-12,NA,2016-11-12,1628760,"Unlawful Possession ofFirearm",Edward Gary Street,NA,Texas State University
2016-11-12,NA,2016-11-12,1628823,"Possession of DrugParaphernalia",Blanco Parking Garage,NA,Texas State University
2016-11-12,NA,2016-11-12,1628767,Warrant Service,Post Road,NA,Texas State University
2016-11-12,NA,2016-11-12,1628765,Public Intoxication,Other,NA,Texas State University
2016-11-12,NA,2016-11-12,1628750,"Possession ofMarijuana",Vista Street,NA,Texas State University
2016-11-11,NA,2016-11-11,1628692,"Failure toComply/StrikingUnattended Vehicle",The Tower Parking Garage,NA,Texas State University
2016-11-11,NA,2016-11-11,1628642,"Criminal Mischief ‐Under $50",Jones Dining Complex,NA,Texas State University
2016-11-11,NA,2016-11-11,1628663,"Open Container inMotor Vehicle",Other,NA,Texas State University
2016-11-11,NA,2016-11-11,1628726,"Possession ofMarijuana",Lantana Hall,NA,Texas State University
2016-11-10,NA,2016-11-10,1628589,"Graffiti ‐School/HigherEducation",Centennial Hall,NA,Texas State University
2016-11-10,NA,2016-11-10,1628617,"Theft ‐ Property>=$100<$750",Speck Parking Lot,NA,Texas State University
2016-11-10,NA,2016-11-10,1628561,"Possession of DrugParaphernalia","Angelina San Gabriel HousingComplex",NA,Texas State University
2016-11-10,NA,2016-11-10,1628574,"Driving WhileIntoxicated",Guadalupe Street,NA,Texas State University
2016-11-10,NA,2016-11-10,1628572,Warning,Moore Street,NA,Texas State University
2016-11-09,NA,2016-11-09,1628423,"Possession ofMarijuana",Holland Street,NA,Texas State University
2016-11-09,NA,2016-11-09,1628547,"Theft ‐ Property>=$100<$750",Education Building,NA,Texas State University
2016-11-09,NA,2016-11-09,1628529,"Possession of DrugParaphernalia",San Jacinto Hall Parking Garage,NA,Texas State University
2016-11-09,NA,2016-11-09,1628428,"Possession of DrugParaphernalia",College Inn,NA,Texas State University
2016-11-07,NA,2016-11-07,1628255,Warning,Pickard Street,NA,Texas State University
2016-11-07,NA,2016-11-07,1628297,"Assault ‐ Causes BodilyInjury",Bobcat Village Apartments,NA,Texas State University
2016-11-07,NA,2016-11-07,1628322,Warrant Service,Blanco Parking Garage,NA,Texas State University
2016-11-07,NA,2016-11-07,1628208,"Possession of DrugParaphernalia",Bobcat Village Apartments,NA,Texas State University
2016-11-06,NA,2016-11-06,1628184,"Possession of DrugParaphernalia",Fall Sayers Housing Complex,NA,Texas State University
2016-11-06,NA,2016-11-06,1628167,"CriminalMischief>=$100<$750",Bobcat Village Parking Lot,NA,Texas State University
2016-11-05,NA,2016-11-05,1628027,Reckless Driving,Speck Parking Lot,NA,Texas State University
2016-11-05,NA,2016-11-05,1628021,"Open Container inMotor Vehicle",Hopkins Street,NA,Texas State University
2016-11-05,NA,2016-11-05,1628025,Public Intoxication,RR12,NA,Texas State University
2016-11-04,NA,2016-11-04,1627951,"Theft Property>=$2500<$30K",Wood Street,NA,Texas State University
2016-11-04,NA,2016-11-04,1627943,Warrant Service,LBJ Street,NA,Texas State University
2016-11-04,NA,2016-11-04,1627944,Warning,Other,NA,Texas State University
2016-11-04,NA,2016-11-04,1627946,"Possession ofMarijuana",Blanco Parking Garage,NA,Texas State University
2016-11-03,NA,2016-11-03,1627809,"Driving WhileIntoxicated",Academy Street,NA,Texas State University
2016-11-03,NA,2016-11-03,1627860,"Theft ‐ Property>=$750>$2,500",Alkek Library,NA,Texas State University
2016-11-03,NA,2016-11-03,1627912,"Criminal Mischief ‐under $50",Matthew Street Garage,NA,Texas State University
2016-11-02,NA,2016-11-02,1627727,"Theft of Service ‐Under $100",LBJ Parking Garage,NA,Texas State University
2016-11-02,NA,2016-11-02,1627793,"Possession ofMarijuana",Holland Street,NA,Texas State University
2016-11-02,NA,2016-11-02,1627638,"Possession of DrugParaphernalia",Bobcat Village Apartments,NA,Texas State University
2016-11-01,NA,2016-11-01,1627631,"Theft ‐ Property>=$750>$2,500","Angelina San Gabriel HousingComplex",NA,Texas State University
2016-11-01,NA,2016-11-01,1627549,"Possession of DrugParaphernalia",San Marcos Hall Parking Garage,NA,Texas State University
2016-11-01,NA,2016-11-01,1627563,MIC‐Alcohol,San Marcos Hall Parking Garage,NA,Texas State University
2016-10-31,NA,2016-10-31,1627490,"Possession of DrugParaphernalia",Aquarena Springs Drive,NA,Texas State University
2016-10-31,NA,2016-10-31,1627466,Theft‐Under $500,Math Computer Science Bldg,NA,Texas State University
2016-10-31,NA,2016-10-31,1627477,"Failure toComply/StrikingUnattended Vehicle",San Marcos Hall Parking Garage,NA,Texas State University
2016-10-31,NA,2016-10-31,1627506,Theft‐Under $500,Chautauqua,NA,Texas State University
2016-10-31,NA,2016-10-31,1627491,"Failure toComply/StrikingUnattended Vehicle",Coliseum Parking Lot,NA,Texas State University
2016-10-30,NA,2016-10-30,1627378,Burglary of Vehicle,"University Event Center ParkingLot",NA,Texas State University
2016-10-30,NA,2016-10-30,1627385,"Possession of DrugParaphernalia",Chautauqua,NA,Texas State University
2016-10-29,NA,2016-10-29,1627191,"Criminal MischiefDamage/destrWorship/school",San Marcos Hall,NA,Texas State University
2016-10-29,NA,2016-10-29,1627263,MIP‐Alcohol,San Marcos Hall Parking Garage,NA,Texas State University
2016-10-28,NA,2016-10-28,1627125,POCS Group 1,Comanche Street,NA,Texas State University
2016-10-28,NA,2016-10-28,1627115,"Possession ofMarijuana",Comanche Street,NA,Texas State University
2016-10-28,NA,2016-10-28,1627130,"Possession ofMarijuana",Pat Garrison Street,NA,Texas State University
2016-10-27,NA,2016-10-27,1627035,Burglary of Vehicle,Jowers Access,NA,Texas State University
2016-10-27,NA,2016-10-27,1627010,Warrant Service,Bobcat Village Apartments,NA,Texas State University
2016-10-27,NA,2016-10-27,1626997,Warning,San Marcos Hall Parking Garage,NA,Texas State University
2016-10-27,NA,2016-10-27,1627100,"Possession of DrugParaphernalia",Chautauqua,NA,Texas State University
2016-10-27,NA,2016-10-27,1627088,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2016-10-27,NA,2016-10-27,1627086,Sexual Assault,"Angelina San Gabriel HousingComplex",NA,Texas State University
2016-10-27,NA,2016-10-27,1627049,"Criminal Mischief‐under $500",Peques Lot,NA,Texas State University
2016-10-27,NA,2016-10-27,1627045,Theft‐Under $50,The Tower Hall,NA,Texas State University
2016-10-27,NA,2016-10-27,1627038,"Criminal Mischief>=$750<$2500",Peques Lot,NA,Texas State University
2016-10-27,NA,2016-10-27,1627029,Burglary of Vehicle,Blanco Parking Garage,NA,Texas State University
2016-10-26,NA,2016-10-26,1626984,"Theft ‐ Property>=$100<$750",Wood Street,NA,Texas State University
2016-10-26,NA,2016-10-26,1626886,"Driving WhileIntoxicated",Comanche Street,NA,Texas State University
2016-10-26,NA,2016-10-26,1626982,"Possession of DrugParaphernalia",Brogdon Hall,NA,Texas State University
2016-10-26,NA,2016-10-26,1626976,Indecent Exposure,Alkek Library,NA,Texas State University
2016-10-25,NA,2016-10-25,1626719,MIP‐Alcohol,Mill Street,NA,Texas State University
2016-10-25,NA,2016-10-25,1626846,"Possession ofMarijuana",Elliott Hall A,NA,Texas State University
2016-10-25,NA,2016-10-25,1626832,"Possession of DrugParaphernalia",Blanco Hall,NA,Texas State University
2016-10-25,NA,2016-10-25,1626726,"Possession ofMarijuana",Hopkins Street,NA,Texas State University
2016-10-24,NA,2016-10-24,1626675,"Failure toComply/StrikingUnattended Vehicle",Edward Gary Street,NA,Texas State University
2016-10-24,NA,2016-10-24,1626627,"Deadly ConductDischarge Firearm",Bobcat Village Apartments,NA,Texas State University
2016-10-23,NA,2016-10-23,1626541,Public Intoxication,LBJ Street,NA,Texas State University
2016-10-23,NA,2016-10-23,1626535,"Driving WhileIntoxicated",Holland Street,NA,Texas State University
2016-10-22,NA,2016-10-22,1626460,Public Intoxication,Aquarena Springs Drive,NA,Texas State University
2016-10-22,NA,2016-10-22,1626505,"Possession ofMarijuana",Charles Austin Drive,NA,Texas State University
2016-10-22,NA,2016-10-22,1626494,Public Intoxication,Aquarena Springs Drive,NA,Texas State University
2016-10-22,NA,2016-10-22,1626378,"Possession ofMarijuana",Pat Garrison Street,NA,Texas State University
2016-10-22,NA,2016-10-22,1626425,MIP‐Alcohol,Charles Austin Drive,NA,Texas State University
2016-10-22,NA,2016-10-22,1626460,MIC‐Alcohol,Charles Austin Drive,NA,Texas State University
2016-10-22,NA,2016-10-22,1626464,"Possession of DrugParaphernalia",Charles Austin Drive,NA,Texas State University
2016-10-22,NA,2016-10-22,1626412,MIP‐Alcohol,Charles Austin Drive,NA,Texas State University
2016-10-22,NA,2016-10-22,1626455,MIP‐Alcohol,Bobcat Village Apartments,NA,Texas State University
2016-10-22,NA,2016-10-22,1626425,MIP‐Alcohol,Charles Austin Drive,NA,Texas State University
2016-10-22,NA,2016-10-22,1626492,"Possession of DrugParaphernalia",Talbot Street,NA,Texas State University
2016-10-21,NA,2016-10-21,1626268,Public Intoxication,Edward Gary Street,NA,Texas State University
2016-10-20,NA,2016-10-20,1626181,"Failure toComply/StrikingUnattended Vehicle",College Inn Parking Lot,NA,Texas State University
2016-10-20,NA,2016-10-20,1626233,"Possession of DrugParaphernalia",Mathew St.,NA,Texas State University
2016-10-20,NA,2016-10-20,1626233,"Possession of DrugParaphernalia",Mathew St.,NA,Texas State University
2016-10-20,NA,2016-10-20,1626222,"Possession of DrugParaphernalia",Academy Street,NA,Texas State University
2016-10-20,NA,2016-10-20,1626222,"Possession of DrugParaphernalia",San Marcos Hall Parking Garage,NA,Texas State University
2016-10-20,NA,2016-10-20,1626159,"CriminalMischief>=$100<$750","University Event Center ParkingLot",NA,Texas State University
2016-10-20,NA,2016-10-20,1626177,"Failure toComply/StrikingUnattended Vehicle",Alkek Parking Garage,NA,Texas State University
2016-10-20,NA,2016-10-20,1626189,"Theft ‐ Property>=$100<$750",LBJ Student & Visitor Center,NA,Texas State University
2016-10-19,NA,2016-10-19,1626078,"Possession of DrugParaphernalia",Mill Street,NA,Texas State University
2016-10-19,NA,2016-10-19,1626008,"Possession ofMarijuana",Aquarena Springs Drive,NA,Texas State University
2016-10-19,NA,2016-10-19,1626015,"Possession ofMarijuana",Mill Street,NA,Texas State University
2016-10-19,NA,2016-10-19,1626038,Terroristic Threat,Fall Sayers Housing Complex,NA,Texas State University
2016-10-19,NA,2016-10-19,1626061,"Criminal MischiefDamage/destrWorship/school",Evans Liberal Arts Building,NA,Texas State University
2016-10-19,NA,2016-10-19,1626108,"Possession ofMarijuana",San Marcos Hall,NA,Texas State University
2016-10-19,NA,2016-10-19,1626120,"Possession of DrugParaphernalia",Bobcat Village Apartments,NA,Texas State University
2016-10-19,NA,2016-10-19,1626117,"CriminalMischief>=$100<$750",Lueders Street,NA,Texas State University
2016-10-19,NA,2016-10-19,1626108,"Possession ofMarijuana",Academy Street,NA,Texas State University
2016-10-19,NA,2016-10-19,1626120,"Possession of DrugParaphernalia",Bobcat Village Apartments,NA,Texas State University
