case_number,date_occurred,date_reported,incident,location,university,time_occurred,time_reported
U14‐05092,2014-03-13,2014-03-13,THEFT: LOST‐MISLAID PROPERTY,1445 JAYHAWK,University of Kansas,NA,NA
U14‐05227,2014-03-15,2014-03-15,KU MEDICAL EMERGENCY,11TH,University of Kansas,NA,NA
U14‐05557,2014-03-20,2014-03-21,KU MISCELLANEOUS (INFO),1501 IRVING HILL,University of Kansas,NA,NA
U14‐05626,2014-03-22,2014-03-22,KU MEDICAL EMERGENCY,1200 SCHWEGLER,University of Kansas,NA,NA
U14‐05748,2014-03-24,2014-03-24,THEFT: LOST‐MISLAID PROPERTY,1301 JAYHAWK,University of Kansas,NA,NA
U14‐05359,2014-03-18,2014-03-18,KU MISCELLANEOUS (INFO),1501 CRESTLINE,University of Kansas,NA,NA
U14‐05401,2014-03-18,2014-03-18,KU MISCELLANEOUS (INFO),1800 ENGEL,University of Kansas,NA,NA
U14‐05632,2014-03-14,2014-03-22,CRIMINAL DAMAGE TO PROPERTY; WIT ,34 ENGEL,University of Kansas,NA,NA
U14‐05770,2014-03-24,2014-03-24,KU MEDICAL EMERGENCY,1251 WESCOE HALL,University of Kansas,NA,NA
U14‐05808,2014-03-25,2014-03-25,CRIMINAL DAMAGE TO PROPERTY: MIS ,00 STEWART,University of Kansas,NA,NA
U14‐05711,2014-02-26,2014-03-24,THEFT: LOSS <$,00; INTENT TO PERMA 1815 NAISMITH,University of Kansas,NA,NA
U14‐05794,2014-03-24,2014-03-25,KU LOST/FOUND PROPERTY,1122 WEST CAMPUS,University of Kansas,NA,NA
U14‐05795,2014-03-23,2014-03-25,CRIMINAL TRESPASS,500 11TH,University of Kansas,NA,NA
U14‐02608,2014-02-10,2014-02-10,KU MISCELLANEOUS (INFO),1740 WATKINS CENTER,University of Kansas,NA,NA
U14‐03792,2014-02-18,2014-02-25,CRIMINAL USE OF A FINANCIAL CARD; W ,00 ENGEL,University of Kansas,NA,NA
U14‐03792,2014-02-18,2014-02-25,CRIMINAL USE OF A FINANCIAL CARD; W ,00 ENGEL,University of Kansas,NA,NA
U14‐03367,2014-02-19,2014-02-19,CRIMINAL DAMAGE TO PROPERTY: MIS ,0 11TH,University of Kansas,NA,NA
U14‐03376,2014-02-20,2014-02-20,POSSESSION OF MARIJUANA AND THC,1300 SUNNYSIDE,University of Kansas,NA,NA
U14‐03386,2014-02-20,2014-02-20,BOB BILLINGS,NA,University of Kansas,NA,NA
U14‐03407,2014-02-20,2014-02-20,KU MEDICAL EMERGENCY,1450 JAYHAWK,University of Kansas,NA,NA
U14‐03421,2014-02-20,2014-02-20,KU MISCELLANEOUS (INFO),1815 NAISMITH,University of Kansas,NA,NA
U14‐03532,2014-02-22,2014-02-22,POSSESSION OF MARIJUANA AND THC ,30 ENGEL,University of Kansas,NA,NA
U14‐03537,2014-02-22,2014-02-22,KU MEDICAL EMERGENCY,1301 JAYHAWK,University of Kansas,NA,NA
U14‐03545,2014-02-22,2014-02-22,KU MISCELLANEOUS (INFO),1800 ENGEL,University of Kansas,NA,NA
U14‐03863,2014-02-26,2014-02-26,KU MEDICAL EMERGENCY,1605 IRVING HILL,University of Kansas,NA,NA
U14‐03767,2014-02-25,2014-02-25,KU MEDICAL EMERGENCY,1501 IRVING HILL,University of Kansas,NA,NA
U14‐03763,2014-02-25,2014-02-25,KU ATTEMPTED SUICIDE,1515 ENGEL,University of Kansas,NA,NA
U14‐03818,2014-02-25,2014-02-25,KU MENTAL,1515 ENGEL,University of Kansas,NA,NA
U14‐03832,2014-02-25,2014-02-25,POSSESSION OF DRUG PARAPHERNALIA ,00 ENGEL,University of Kansas,NA,NA
U14‐02977,2014-02-15,2014-02-15,KU MEDICAL EMERGENCY,1266 OREAD,University of Kansas,NA,NA
U14‐03205,2014-02-18,2014-02-18,Possession of certain s mulants,1632 ENGEL,University of Kansas,NA,NA
U14‐03460,2014-02-21,2014-02-21,KU INVESTIGATIVE,1530 ENGEL,University of Kansas,NA,NA
U14‐03548,2014-02-22,2014-02-22,BATTERY,1603 15TH,University of Kansas,NA,NA
U14‐03550,2014-02-22,2014-02-22,POSSESSION OF DRUG PARAPHERNALIA ,00 ENGEL,University of Kansas,NA,NA
U14‐03558,2014-02-22,2014-02-22,KU MISCELLANEOUS (INFO),1400 LILAC,University of Kansas,NA,NA
U14‐03634,2014-02-23,2014-02-23,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U14‐03036,2014-02-16,2014-02-16,AGGRAVATED BURGLARY,1632 ENGEL,University of Kansas,NA,NA
U14‐02580,2014-02-10,2014-02-10,KU MISCELLANEOUS (INFO),1445 JAYHAWK,University of Kansas,NA,NA
U14‐03068,2014-02-16,2014-02-16,KU MEDICAL EMERGENCY,1600 STEWART,University of Kansas,NA,NA
U14‐03024,2014-02-15,2014-02-15,KU MISCELLANEOUS (INFO),1312 LOUISIANA,University of Kansas,NA,NA
U14‐03730,2014-02-24,2014-02-24,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U14‐03762,2014-02-24,2014-02-25,THEFT: MISDEMEANOR,NAISMITH,University of Kansas,NA,NA
U14‐03858,2014-02-26,2014-02-26,CRIMINAL DAMAGE TO PROPERTY; WIT ,15 NAISMITH,University of Kansas,NA,NA
U14‐03905,2014-02-26,2014-02-26,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U14‐03904,2014-02-26,2014-02-26,POSSESSION OF FAKE DL,1800 ENGEL,University of Kansas,NA,NA
U14‐03906,2014-02-26,2014-02-26,POSSESSION OF MARIJUANA AND THC ,00 ENGEL,University of Kansas,NA,NA
U14‐03964,2014-02-22,2014-02-27,THEFT OF PROPERTY OR SERVICES; VALU ,30 15TH,University of Kansas,NA,NA
U14‐03964,2014-02-22,2014-02-27,THEFT OF PROPERTY OR SERVICES; VALU ,30 15TH,University of Kansas,NA,NA
U14‐03897,2014-02-26,2014-02-26,THEFT: MISDEMEANOR,1740 WATKINS CENTER,University of Kansas,NA,NA
U14‐04023,2014-02-26,2014-02-28,THEFT: MISDEMEANOR,1651 NAISMITH,University of Kansas,NA,NA
U14‐04042,2014-02-28,2014-02-28,CRIMINAL TRESPASS,500 11TH,University of Kansas,NA,NA
U14‐04090,2014-03-01,2014-03-01,POSSESSION OF MARIJUANA AND THC,500 11TH,University of Kansas,NA,NA
U14‐04098,2014-03-01,2014-03-01,KU MISCELLANEOUS (INFO),1345 JAYHAWK,University of Kansas,NA,NA
U14‐04093,2014-03-01,2014-03-01,KU INVESTIGATIVE,1632 ENGEL,University of Kansas,NA,NA
U14‐03999,2014-02-28,2014-02-27,KU ATTEMPTED SUICIDE,1800 ENGEL,University of Kansas,NA,NA
U14‐04005,2014-02-28,2014-02-28,KU MISCELLANEOUS (INFO),1301 JAYHAWK,University of Kansas,NA,NA
U14‐04025,2014-02-11,2014-02-28,THEFT: MISDEMEANOR,1530 15TH,University of Kansas,NA,NA
U14‐04172,2014-03-02,2014-03-02,POSSESSION OF MARIJUANA AND THC ,30 ENGEL,University of Kansas,NA,NA
U14‐04175,2014-03-02,2014-03-02,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U14‐04184,2014-03-02,2014-03-02,DUI (ARREST),2200 IOWA,University of Kansas,NA,NA
U14‐04134,2014-02-25,2014-03-01,CRIMINAL DAMAGE TO PROPERTY: MIS ,00 ENGEL,University of Kansas,NA,NA
U14‐04177,2014-03-01,2014-03-02,CRIMINAL DAMAGE TO PROPERTY: MIS ,0 11TH,University of Kansas,NA,NA
U14‐04271,2014-03-03,2014-03-03,KU MEDICAL EMERGENCY,1445 JAYHAWK,University of Kansas,NA,NA
U14‐04021,2014-02-28,2014-02-28,KU LOST/FOUND PROPERTY,14TH,University of Kansas,NA,NA
U14‐04392,2014-02-15,2014-03-05,KU LOST/FOUND PROPERTY,1800 ENGEL,University of Kansas,NA,NA
U14‐04305,2014-03-03,NA,OF DRIVER TO REPORT ACCIDENT ,00 OUSDAHL,University of Kansas,NA,NA
U14‐04519,2014-03-06,2014-03-06,POSSESSION OF FAKE DL,1800 ENGEL,University of Kansas,NA,NA
U14‐04180,2014-03-02,2014-03-02,POSSESSION OF FAKE DL,1734 ENGEL,University of Kansas,NA,NA
U14‐04178,2014-03-02,2014-03-02,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U14‐04196,2014-03-02,2014-03-02,DISTRIBUTE MARIJUANA; < , GRAMS 1530 ENGEL,University of Kansas,NA,NA
U14‐02440,2014-02-08,2014-02-08,KU ATTEMPTED SUICIDE,1815 NAISMITH,University of Kansas,NA,NA
U14‐02433,2014-02-08,2014-02-08,DUI (ARREST),CLINTON,University of Kansas,NA,NA
U14‐02432,2014-02-08,2014-02-08,DUI (ARREST),1800 NAISMITH,University of Kansas,NA,NA
U14‐02395,2014-02-07,2014-02-07,KU MEDICAL EMERGENCY,1122 JRP HALL,University of Kansas,NA,NA
U14‐02170,2014-02-03,2014-02-03,KU MEDICAL EMERGENCY,1146 FAMBROUGH,University of Kansas,NA,NA
U14‐02410,2014-02-07,2014-02-07,POSSESSION OF MARIJUANA AND THC,1815 NAISMITH,University of Kansas,NA,NA
U14‐02425,2014-02-07,2014-02-07,POSSESSION OF FAKE DL,1530 NAISMITH,University of Kansas,NA,NA
U14‐02436,2014-02-08,2014-02-08,POSSESSION OF FAKE DL,420 11TH,University of Kansas,NA,NA
U14‐02514,2014-02-09,2014-02-09,KU MEDICAL EMERGENCY,1603 15TH,University of Kansas,NA,NA
U14‐02515,2014-02-09,2014-02-09,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U14‐02428,2014-02-08,2014-02-08,POSSESSION OF MARIJUANA AND THC ,0 11TH,University of Kansas,NA,NA
U14‐02485,2014-02-08,2014-02-08,POSSESSION OF MARIJUANA AND THC ,34 ENGEL,University of Kansas,NA,NA
U14‐02498,2014-02-08,2014-02-08,KU MISCELLANEOUS (INFO),1800 NAISMITH,University of Kansas,NA,NA
U14‐02588,2014-02-10,2014-02-10,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U14‐02673,2014-02-10,2014-02-11,BURGLARY; UNKNOWN CIRCUMSTANCE ,15 NAISMITH,University of Kansas,NA,NA
U14‐02673,2014-02-10,2014-02-11,ATTEMPTED BURGLARY; UNKNOWN CIR ,15 NAISMITH,University of Kansas,NA,NA
U14‐02673,2014-02-10,2014-02-11,CONSPIRACY BURGLARY; UNKNOWN CI ,15 NAISMITH,University of Kansas,NA,NA
U14‐02673,2014-02-10,2014-02-11,SOLICITATION BURGLARY; UNKNOWN C ,15 NAISMITH,University of Kansas,NA,NA
U14‐02705,2014-02-11,2014-02-11,POSSESSION OF MARIJUANA AND THC ,03 15TH,University of Kansas,NA,NA
U14‐02479,2014-02-08,2014-02-08,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U14‐02541,2014-02-09,2014-02-09,DOMESTIC BATTERY; KNOWING RUDE P ,0 11TH,University of Kansas,NA,NA
U14‐02617,2014-02-10,2014-02-10,KU MEDICAL EMERGENCY,1530 ENGEL,University of Kansas,NA,NA
U14‐02265,2014-02-05,2014-02-05,KU ACCIDENT (VEHICLE) ‐ NON REPORTA ,00 ENGEL,University of Kansas,NA,NA
U14‐02764,2014-02-12,2014-02-12,"STALKING; MISD, FELONY OR UNKNOW ",32 ENGEL,University of Kansas,NA,NA
U14‐02783,2014-02-13,2014-02-13,CRIMINAL DAMAGE TO PROPERTY: MIS,500 11TH,University of Kansas,NA,NA
U14‐02728,2014-02-12,2014-02-12,KU MEDICAL EMERGENCY,1445 JAYHAWK,University of Kansas,NA,NA
U14‐02722,2014-02-11,2014-02-12,CRIMINAL DAMAGE TO PROPERTY: MIS ,67 JAYHAWK,University of Kansas,NA,NA
U14‐02806,2014-02-13,2014-02-13,Possess opiates/opium/narc drug and c ,03 15TH,University of Kansas,NA,NA
U14‐03091,2014-02-16,2014-02-16,POSSESSION OF FALSE DL,420 11TH,University of Kansas,NA,NA
U14‐03087,2014-02-16,2014-02-16,KU MEDICAL EMERGENCY,1740 WATKINS CENTER,University of Kansas,NA,NA
U14‐03431,2014-02-20,2014-02-20,POSSESSION OF MARIJUANA AND THC,1800 ENGEL,University of Kansas,NA,NA
U14‐03745,2014-02-24,2014-02-24,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U14‐02778,2014-02-13,2014-02-13,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U14‐03206,2014-02-18,2014-02-18,KU ACCIDENT (VEHICLE) ‐ NON REPORTA ,0 11TH,University of Kansas,NA,NA
U14‐03643,2014-02-23,2014-02-23,URINATING‐DEFACATING IN PUBLIC,1301 JAYHAWK,University of Kansas,NA,NA
U14‐03735,2014-02-23,2014-02-24,THEFT OF PROPERTY OR SERVICES; VALU ,32 ENGEL,University of Kansas,NA,NA
U14‐03735,2014-02-23,2014-02-24,THEFT OF PROPERTY OR SERVICES; VALU ,32 ENGEL,University of Kansas,NA,NA
U14‐04191,2014-03-02,2014-03-02,KU MISCELLANEOUS (INFO),2034 BECKER,University of Kansas,NA,NA
U14‐04403,2014-02-24,2014-03-05,KU MISCELLANEOUS (INFO),1742 ANNA,University of Kansas,NA,NA
U14‐02153,2014-02-03,2014-02-03,KU MISCELLANEOUS (INFO),1800 NAISMITH,University of Kansas,NA,NA
U14‐02803,2014-02-12,2014-02-13,DISORDERLY CONDUCT,1603 15TH,University of Kansas,NA,NA
U14‐02831,2014-02-13,2014-02-13,KU MISCELLANEOUS (INFO),1734 ENGEL,University of Kansas,NA,NA
U14‐02871,2014-02-14,2014-02-14,KU MEDICAL EMERGENCY,1445 JAYHAWK,University of Kansas,NA,NA
U14‐02887,2014-02-14,2014-02-14,KU OTHER AGENCY ASSIST,1318 LOUISIANA,University of Kansas,NA,NA
U14‐02901,2014-02-14,2014-02-14,KU MEDICAL EMERGENCY,1600 STEWART,University of Kansas,NA,NA
U14‐03035,2014-02-16,2014-02-16,CRIMINAL DAMAGE TO PROPERTY; VAL,1632 ENGEL,University of Kansas,NA,NA
U14‐03035,2014-02-16,2014-02-16,CRIMINAL DAMAGE TO PROPERTY; MIS,1632 ENGEL,University of Kansas,NA,NA
U14‐03035,2014-02-16,2014-02-16,ATTEMPTED CRIMINAL DAMAGE TO PR,1632 ENGEL,University of Kansas,NA,NA
U14‐03035,2014-02-16,2014-02-16,CONSPIRACY CRIMINAL DAMAGE TO PR,1632 ENGEL,University of Kansas,NA,NA
U14‐03035,2014-02-16,2014-02-16,SOLICITATION CRIMINAL DAMAGE TO P,1632 ENGEL,University of Kansas,NA,NA
U14‐03249,2014-02-18,2014-02-18,KU MISCELLANEOUS (INFO),1450 JAYHAWK,University of Kansas,NA,NA
U14‐03275,2014-02-19,2014-02-19,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U14‐03294,2014-02-19,2014-02-19,KU FIRES,1301 JAYHAWK,University of Kansas,NA,NA
U14‐03335,2014-02-19,2014-02-19,KU MISCELLANEOUS (INFO),1545 LILAC,University of Kansas,NA,NA
U14‐03351,2014-02-19,2014-02-19,KU MEDICAL EMERGENCY,1603 15TH,University of Kansas,NA,NA
U14‐03012,2014-02-15,2014-02-15,KU MISCELLANEOUS (INFO),1530 ENGEL,University of Kansas,NA,NA
U14‐03300,2014-02-07,2014-02-19,KU MEDICAL EMERGENCY,2030 BECKER,University of Kansas,NA,NA
U14‐03476,2014-02-21,2014-02-21,KU MEDICAL EMERGENCY,1535 15TH,University of Kansas,NA,NA
U14‐03625,2014-02-23,2014-02-23,STOP SIGN; FAIL TO STOP,NAISMITH,University of Kansas,NA,NA
U14‐03622,2014-02-23,2014-02-23,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U14‐00984,2014-01-18,2014-01-18,DUI (ARREST),2000 IOWA,University of Kansas,NA,NA
U14‐01049,2014-01-18,2014-01-18,THEFT: LOSS <$,00; INTENT TO PERMA 1800 ENGEL,University of Kansas,NA,NA
U14‐01059,2014-01-19,2014-01-19,Pedestrians under influence of alcohol,13TH,University of Kansas,NA,NA
U14‐01034,2014-01-16,2014-01-18,KU MISCELLANEOUS (INFO),420 11TH,University of Kansas,NA,NA
U14‐01011,2014-01-18,2014-01-18,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U14‐01136,2014-01-20,2014-01-20,POSSESSION OF FAKE DL,14TH,University of Kansas,NA,NA
U14‐01141,2014-01-20,2014-01-20,POSSESSION OF FAKE DL,420 11TH,University of Kansas,NA,NA
U14‐01248,2014-01-21,2014-01-21,KU MISCELLANEOUS (INFO),1300 SUNNYSIDE,University of Kansas,NA,NA
U14‐01280,2014-01-21,2014-01-21,THEFT: MISDEMEANOR,1740 WATKINS CENTER,University of Kansas,NA,NA
U14‐01439,2014-01-24,2014-01-24,KU FIRES,1603 15TH,University of Kansas,NA,NA
U14‐01458,2014-01-25,2014-01-25,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U14‐01466,2014-01-25,2014-01-25,KU MEDICAL EMERGENCY,1603 15TH,University of Kansas,NA,NA
U14‐01441,2014-01-24,2014-01-24,KU VEHICLE TOWS,1800 ENGEL,University of Kansas,NA,NA
U14‐01657,2014-01-02,2014-01-27,THEFT: MISDEMEANOR,1021 MISSOURI,University of Kansas,NA,NA
U14‐01681,2014-01-27,2014-01-27,KU MEDICAL EMERGENCY,1530 15TH,University of Kansas,NA,NA
U14‐01345,2014-01-23,2014-01-23,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U14‐01858,2014-01-30,2014-01-30,KU FIRES,1800 ENGEL,University of Kansas,NA,NA
U14‐01872,2014-01-30,2014-01-30,KU FIRES,500 WEST 11TH,University of Kansas,NA,NA
U14‐01454,2014-01-24,2014-01-24,MIP: CMB‐ALCOHOL,15TH,University of Kansas,NA,NA
U14‐01662,2014-01-27,2014-01-27,KU MISCELLANEOUS (INFO),1734 ENGEL,University of Kansas,NA,NA
U14‐01828,2014-01-29,2014-01-29,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U14‐01884,2014-01-30,2014-01-30,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U14‐01973,2014-01-31,2014-01-31,POSSESSION OF MARIJUANA AND THC ,32 ENGEL,University of Kansas,NA,NA
U14‐02064,2014-02-02,2014-02-02,POSSESSION OF FALSE DL,1800 ENGEL,University of Kansas,NA,NA
U14‐02256,2014-02-05,2014-02-05,KU MISCELLANEOUS (INFO),1815 NAISMITH,University of Kansas,NA,NA
U14‐01547,2014-01-25,2014-01-25,CONSUMING IN PUBLIC: CMB,1100 INDIANA,University of Kansas,NA,NA
U14‐01563,2014-01-26,2014-01-26,DUI (ARREST),SUNFLOWER,University of Kansas,NA,NA
U14‐01612,2014-01-26,2014-01-26,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U14‐01928,2014-01-29,2014-01-31,The of property or services; Value less ,02 IOWA,University of Kansas,NA,NA
U14‐01963,2014-01-31,2014-01-31,KU MEDICAL EMERGENCY,1740 WATKINS CENTER,University of Kansas,NA,NA
U14‐02066,2014-02-02,2014-02-02,KU MISCELLANEOUS (INFO),1603 15TH,University of Kansas,NA,NA
U14‐02171,2014-01-30,2014-02-03,KU MISCELLANEOUS (INFO),1501 CRESTLINE,University of Kansas,NA,NA
U14‐01740,2014-01-28,2014-01-28,THEFT: LOST‐MISLAID PROPERTY,2010 BECKER,University of Kansas,NA,NA
U14‐01769,2014-01-28,2014-01-28,BURGLARY; UNKNOWN CIRCUMSTANCE ,03 15TH,University of Kansas,NA,NA
U14‐01769,2014-01-28,2014-01-28,ATTEMPTED BURGLARY; UNKNOWN CIR ,03 15TH,University of Kansas,NA,NA
U14‐01769,2014-01-28,2014-01-28,CONSPIRACY BURGLARY; UNKNOWN CI,1603 15TH,University of Kansas,NA,NA
U14‐01769,2014-01-28,2014-01-28,SOLICITATION BURGLARY; UNKNOWN C ,03 15TH,University of Kansas,NA,NA
U14‐01799,2014-01-29,2014-01-29,KU MEDICAL EMERGENCY,1445 JAYHAWK,University of Kansas,NA,NA
U14‐01479,2014-01-25,2014-01-25,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U14‐01844,2014-01-30,2014-01-30,KU MEDICAL EMERGENCY,1530 ENGEL,University of Kansas,NA,NA
U14‐02176,2014-02-03,2014-02-03,Possess opiates/opium/narc drug and c ,34 ENGEL,University of Kansas,NA,NA
U14‐02199,2014-02-03,2014-02-03,POSSESSION OF MARIJUANA AND THC ,34 ENGEL,University of Kansas,NA,NA
U14‐00690,2014-01-10,2014-01-13,BURGLARY; UNKNOWN CIRCUMSTANCE ,01 IRVING HILL,University of Kansas,NA,NA
U14‐00690,2014-01-10,2014-01-13,ATTEMPTED BURGLARY; UNKNOWN CIR ,01 IRVING HILL,University of Kansas,NA,NA
U14‐00690,2014-01-10,2014-01-13,CONSPIRACY BURGLARY; UNKNOWN CI,1601 IRVING HILL,University of Kansas,NA,NA
U14‐00690,2014-01-10,2014-01-13,SOLICITATION BURGLARY; UNKNOWN C,1601 IRVING HILL,University of Kansas,NA,NA
U14‐01823,2014-01-29,2014-01-29,KU MISCELLANEOUS (INFO),1501 IRVING HILL,University of Kansas,NA,NA
U14‐02183,2014-02-03,2014-02-03,THEFT: LOST‐MISLAID PROPERTY,1740 WATKINS CENTER,University of Kansas,NA,NA
U14‐02204,2014-02-04,2014-02-04,KU MEDICAL EMERGENCY,1345 LOUISIANA,University of Kansas,NA,NA
U14‐02223,2014-02-04,2014-02-04,KU MEDICAL EMERGENCY,1815 BAGLEY,University of Kansas,NA,NA
U14‐02227,2014-02-04,2014-02-04,KU MISCELLANEOUS (INFO),500 11TH,University of Kansas,NA,NA
U14‐02217,2014-02-04,2014-02-04,KU MISCELLANEOUS (INFO),1632 ENGEL,University of Kansas,NA,NA
U14‐02275,2014-02-04,2014-02-05,KU INVESTIGATIVE,1815 NAISMITH,University of Kansas,NA,NA
U14‐02305,2014-02-06,2014-02-06,DUI (ARREST),13TH,University of Kansas,NA,NA
U14‐02326,2014-02-03,2014-02-06,THEFT: LOST‐MISLAID PROPERTY,1800 NAISMITH,University of Kansas,NA,NA
U14‐02341,2014-02-06,2014-02-06,POSSESSION OF DRUG PARAPHERNALIA ,03 15TH,University of Kansas,NA,NA
U14‐02389,2014-02-07,2014-02-07,POSSESSION OF DRUG PARAPHERNALIA ,15 NAISMITH,University of Kansas,NA,NA
U14‐00083,2014-01-03,2014-01-03,KU MEDICAL EMERGENCY,1735 WESTBROOKE,University of Kansas,NA,NA
U14‐00159,2014-01-04,2014-01-04,KU MEDICAL EMERGENCY,1740 WATKINS CENTER,University of Kansas,NA,NA
U14‐00336,2014-01-02,2014-01-07,KU MISCELLANEOUS (INFO),1530 15TH,University of Kansas,NA,NA
U14‐00487,2014-01-09,2014-01-10,CRIMINAL DAMAGE TO PROPERTY: MIS ,30 15TH,University of Kansas,NA,NA
U14‐00530,2014-01-11,2014-01-11,DUI (ARREST),19TH,University of Kansas,NA,NA
U14‐00616,2014-01-12,2014-01-12,KU LOST/FOUND PROPERTY,1475 JAYHAWK,University of Kansas,NA,NA
U14‐00657,2014-01-12,2014-01-12,KU MEDICAL EMERGENCY,1575 IRVING HILL,University of Kansas,NA,NA
U14‐01295,2014-01-21,2014-01-22,KU MISCELLANEOUS (INFO),SUNNYSIDE,University of Kansas,NA,NA
U14‐01472,2014-01-25,2014-01-25,KU MEDICAL EMERGENCY,1734 ENGEL,University of Kansas,NA,NA
U14‐01531,2014-01-25,2014-01-25,THEFT: MISDEMEANOR,1530 ENGEL,University of Kansas,NA,NA
U14‐01556,2014-01-26,2014-01-26,POSSESSION OF FAKE DL,420 11TH,University of Kansas,NA,NA
U14‐01552,2014-01-26,2014-01-26,POSSESSION OF FAKE DL,420 11TH,University of Kansas,NA,NA
U14‐00218,2014-01-05,2014-01-05,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U14‐00880,2014-01-16,2014-01-16,DUI (ARREST),SUNFLOWER,University of Kansas,NA,NA
U14‐00899,2014-01-16,2014-01-16,Possession of certain depressants,1135 FAMBROUGH,University of Kansas,NA,NA
U14‐01077,2014-01-19,2014-01-19,KU MISCELLANEOUS (INFO),1603 15TH,University of Kansas,NA,NA
U14‐01194,2014-01-20,2014-01-20,DUI (ARREST),NAISMITH,University of Kansas,NA,NA
U14‐02253,2014-02-05,2014-02-05,,34 ENGEL,University of Kansas,NA,NA
U14‐01924,2014-01-31,2014-01-31,KU MEDICAL EMERGENCY,1465 JAYHAWK,University of Kansas,NA,NA
U14‐02321,2014-02-06,2014-02-06,KU ACCIDENT (NON‐VEHICULAR),500 11TH,University of Kansas,NA,NA
U14‐02343,2014-02-06,2014-02-06,KU MISCELLANEOUS (INFO),1800 NAISMITH,University of Kansas,NA,NA
U14‐06609,2014-04-06,2014-04-06,CRIMINAL TRESPASS,1734 ENGEL,University of Kansas,NA,NA
U14‐06487,2014-04-04,2014-04-04,POSSESSION OF MARIJUANA AND THC ,00 STEWART,University of Kansas,NA,NA
U14‐06494,2014-04-05,2014-04-05,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U14‐06524,2014-04-05,2014-04-05,KU WELFARE CHECK,1815 NAISMITH,University of Kansas,NA,NA
U14‐06523,2014-04-05,2014-04-05,KU MEDICAL EMERGENCY,1632 ENGEL,University of Kansas,NA,NA
U14‐06574,2014-04-05,2014-04-05,POSSESSION OF MARIJUANA AND THC ,34 ENGEL,University of Kansas,NA,NA
U14‐06586,2014-04-06,2014-04-06,KU MEDICAL EMERGENCY,1734 ENGEL,University of Kansas,NA,NA
U14‐06738,2014-04-07,2014-04-08,BURGLARY; NON‐DWELLING TO COMM ,03 SUNFLOWER,University of Kansas,NA,NA
U14‐06805,2014-04-08,2014-04-08,KU MEDICAL EMERGENCY,2100 CLINTON,University of Kansas,NA,NA
U14‐06814,2014-04-08,2014-04-08,BATTERY,1815 NAISMITH,University of Kansas,NA,NA
U14‐06817,2014-04-08,2014-04-08,,0 11TH,University of Kansas,NA,NA
U14‐07131,2014-04-13,2014-04-13,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U14‐07245,2014-04-15,2014-04-15,KU MISCELLANEOUS (INFO),1301 HOCH AUDITORIA,University of Kansas,NA,NA
U14‐07301,2014-04-15,2014-04-15,KU MISCELLANEOUS (INFO),1740 WATKINS CENTER,University of Kansas,NA,NA
U14‐06840,2014-04-09,2014-04-09,KU MEDICAL EMERGENCY,1301 HOCH AUDITORIA,University of Kansas,NA,NA
U14‐06855,2014-04-09,2014-04-09,KU MEDICAL EMERGENCY,1425 JAYHAWK,University of Kansas,NA,NA
U14‐06909,2014-04-10,2014-04-10,URINATING‐DEFACATING IN PUBLIC,1450 JAYHAWK,University of Kansas,NA,NA
U14‐06870,2014-04-08,2014-04-09,THEFT: LOST‐MISLAID PROPERTY,1465 JAYHAWK,University of Kansas,NA,NA
U14‐07362,2014-04-01,2014-04-16,THEFT: MISDEMEANOR,1426 ALUMNI,University of Kansas,NA,NA
U14‐07391,2014-04-17,2014-04-17,KU MISCELLANEOUS (INFO),1400 JAYHAWK,University of Kansas,NA,NA
U14‐05981,2014-03-23,2014-03-28,Harassment by telecom device; TRANSM ,50 PETEFISH,University of Kansas,NA,NA
U14‐06011,2014-03-27,2014-03-28,THEFT: LOST‐MISLAID PROPERTY,1440 JAYHAWK,University of Kansas,NA,NA
