location,case_number,date_occurred,time_occurred,date_reported,time_reported,university,incident
1302 E ADAMS ST,15-191949,2015-03-12,12:45,2015-03-12,13:10,Syracuse University,PDAA-Prop. Damage Auto Accident
1302 E ADAMS ST,15-357154,2015-07-07,17:38,2015-07-07,17:42,Syracuse University,ROBB-Robbery
1302 E ADAMS ST,15-445848,2015-09-05,23:39,2015-09-05,23:39,Syracuse University,DOMV- Domestic Verbal
1302 E ADAMS ST,15-494701,2015-10-09,11:40,2015-10-09,11:47,Syracuse University,PDAA-Prop. Damage Auto Accident
1302 E ADAMS ST,15-509640,2015-10-20,11:15,2015-10-20,12:22,Syracuse University,Motor Vehicle Accident
1302 E ADAMS ST,17-130240,NA,NA,NA,NA,Syracuse University,HARR-Harassment
1302 E ADAMS ST,17-261911,NA,NA,NA,NA,Syracuse University,Motor Vehicle Accident
1302 E ADAMS ST,19-471204,2019-09-25,10:30,2019-09-25,16:08,Syracuse University,CMIS- Criminal Mischief
1303 E ADAMS ST,14-422846,2014-08-24,00:01,2014-08-24,00:01,Syracuse University,City Ordin Viol-Noise
1303 E ADAMS ST,15-117110,2015-01-14,00:30,2015-01-14,00:47,Syracuse University,INFO-Police Information
1305 E ADAMS ST,14-469086,2014-09-26,00:43,2014-09-26,00:43,Syracuse University,City Ordin Viol-Nuisance
1305 E ADAMS ST,19-445393,2019-09-06,03:00,2019-09-07,11:38,Syracuse University,DOMP- Domestic Physical
1305 E ADAMS ST,19-542797,2019-11-19,15:44,2019-11-19,19:22,Syracuse University,INFO-Police Information
1307 e adams st,00043796,NA,03:51,NA,03:51,Syracuse University,intx-intoxicated person       intx-intoxicated person       intx-intoxicated person      
1309 E ADAMS ST,15471754,2015-09-23,10:38,2015-09-23,10:38,Syracuse University,SUSI-Suspicious Event/Incident
1309 E ADAMS ST,19-318815,2019-06-08,22:12,2019-06-08,22:42,Syracuse University,BURG-Burglary
131 college pl,00001392,NA,05:42,NA,05:42,Syracuse University,pdam-property damage              
131 college pl,00034816,NA,02:00,NA,02:00,Syracuse University,motor vehicle accident      
131 COLLEGE PL,15-241689,2015-04-18,03:00,2015-04-18,13:29,Syracuse University,LARC-Larceny
131 COLLEGE PL,15-272721,2015-05-10,20:00,2015-05-11,05:38,Syracuse University,BURG-Burglary BURG-Burglary
131 COLLEGE PL,15-455210,2015-09-12,02:45,2015-09-12,02:45,Syracuse University,City Ordin Viol-Open Cont
131 COLLEGE PL,19-117522,2019-01-13,14:20,2019-01-13,14:20,Syracuse University,DRUG-CSC Sanction Only
131 COLLEGE PL,19-451240,2019-09-04,15:20,2019-09-11,15:27,Syracuse University,MENT- Emot. Disturbed Person
131 COLLEGE PL,19-468368,2019-09-23,15:30,2019-09-23,15:56,Syracuse University,MENT- Emot. Disturbed Person
131 COLLEGE PL,19-541759,2019-11-19,00:54,2019-11-19,00:54,Syracuse University,SUSI-Suspicious Event/Incident
131 COLLEGE PL,Dr# 14-497750,2014-10-17,12:30,2014-10-17,12:46,Syracuse University,DISP- Verbal Dispute DISP- Verbal Dispute
131 crouse dr,00003493,NA,04:00,NA,08:58,Syracuse University,found property           
131 crouse dr,00007752,NA,04:18,NA,04:18,Syracuse University,info-police information     
131 crouse dr,00020577,NA,05:30,NA,05:36,Syracuse University,ment- emot. disturbed person    
131 crouse dr,00023042,NA,00:30,NA,00:32,Syracuse University,info-police information      
131 crouse dr,00036918,NA,02:35,NA,02:35,Syracuse University,tres-trespassing          
131 crouse dr,00043256,NA,06:31,NA,06:52,Syracuse University,found property          
131 crouse dr,00056492,2016-11-02,01:00,2016-11-02,05:31,Syracuse University,cmis- criminal mischief      
131 CROUSE DR,14-187568,2014-03-06,09:50,2014-03-06,09:51,Syracuse University,PINJ-Personal Injury/Injury
131 CROUSE DR,14-250850,2013-11-15,13:20,2014-04-23,13:07,Syracuse University,INFO-Police Information INFO-Police Information INFO-Police Information INFO-Police Information
131 CROUSE DR,14-253836,2014-04-25,17:45,2014-04-25,17:45,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
131 CROUSE DR,14-425707,2014-08-25,06:10,2014-08-26,06:56,Syracuse University,SUSI-Suspicious Event/Incident
131 CROUSE DR,14-444067,2014-09-05,08:00,2014-09-08,08:33,Syracuse University,PDAA-Prop. Damage Auto Accident
131 CROUSE DR,15-375649,2015-07-20,11:15,2015-07-20,11:33,Syracuse University,PINJ-Personal Injury/Injury
131 CROUSE DR,15-539852,2015-11-11,13:30,2015-11-11,14:00,Syracuse University,PINJ-Personal Injury/Injury
131 CROUSE DR,19-392701,2019-07-31,09:30,2019-07-31,10:35,Syracuse University,SUSI-Suspicious Event/Incident
131 CROUSE DR,19-442415,2019-09-05,12:12,2019-09-05,12:49,Syracuse University,SUSI-Suspicious Event/Incident
131 CROUSE DR,19-451053,2019-09-11,13:40,2019-09-11,13:50,Syracuse University,PINJ-Personal Injury/Injury
131 farm acre rd,00020541,NA,01:05,NA,01:05,Syracuse University,tres-trespassing          
131 FARM ACRE RD,14-141175,2014-02-01,23:00,2014-02-02,11:12,Syracuse University,PDAA-Prop. Damage Auto Accident
131 FARM ACRE RD,14-368416,2014-07-15,09:15,2014-07-15,09:44,Syracuse University,PDAM-Property Damage
131 FARM ACRE RD,15-130068,2015-01-24,00:40,2015-01-24,00:42,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
131 FARM ACRE RD,17-210931,NA,NA,NA,NA,Syracuse University,BURG-Burglary BURG-Burglary
131 FARM ACRE RD,19-185321,2019-03-05,13:21,2019-03-05,13:21,Syracuse University,DRUG-CSC Sanction Only
131 FARM ACRE RD,19-513176,2019-10-16,12:00,2019-10-27,17:58,Syracuse University,INFO-Police Information
131 slocum dr,00050303,2016-10-07,09:20,2016-10-07,09:23,Syracuse University,drug-csc sanction only        
131 SLOCUM DR,15-506592,2015-10-18,03:12,2015-10-18,03:12,Syracuse University,DOMV- Domestic Verbal
131 SLOCUM DR,19-279071,2019-05-12,03:30,2019-05-12,03:35,Syracuse University,DOMP- Domestic Physical
131 SLOCUM DR,19-549935,2019-11-25,11:43,2019-11-25,11:43,Syracuse University,PDAM-Property Damage
131 SMALL RD,14-245424,2014-04-19,00:47,2014-04-19,00:47,Syracuse University,INFO-Police Information INFO-Police Information INFO-Police Information
131 SMALL RD,14-523194,2014-11-05,18:15,2014-11-05,18:36,Syracuse University,HARR-Harassment
131 SMALL RD,17-143828,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
131 winding ridge rd,00063599,2016-12-07,03:20,2016-12-07,03:19,Syracuse University,drug-csc sanction only        drug-csc sanction only        drug-csc sanction only       
131 WINDING RIDGE RD,15-137893,2015-01-30,03:25,2015-01-30,03:25,Syracuse University,INTX-Intoxicated Person
131 WINDING RIDGE RD,19-285032,2019-05-16,16:56,2019-05-16,16:56,Syracuse University,SUSI-Suspicious Event/Incident
1311 E COLVIN ST,14-235995,2014-04-12,10:45,2014-04-12,10:51,Syracuse University,PINJ-Personal Injury/Injury
1311 E COLVIN ST,14-471985,2014-09-28,03:28,2014-09-28,03:28,Syracuse University,TRES-Trespassing TRES-Trespassing TRES-Trespassing TRES-Trespassing
1311 E COLVIN ST,15-354818,2015-07-06,09:35,2015-07-06,09:35,Syracuse University,Motor Vehicle Accident
1311 E COLVIN ST,19-265023,2019-05-02,10:28,2019-05-02,10:28,Syracuse University,Motor Vehicle Accident
1315 e colvin st,00016641,NA,08:35,NA,08:35,Syracuse University,pinj-personal injury/injury   
1315 E COLVIN ST,17-180076,NA,NA,NA,NA,Syracuse University,Motor Vehicle Accident
1315 E COLVIN ST,19-161570,2019-02-15,10:50,2019-02-15,10:52,Syracuse University,PDAA-Prop. Damage Auto Accident
1315 E COLVIN ST,19-275952,2019-05-09,22:46,2019-05-09,22:46,Syracuse University,TRES-Trespassing
1315 E COLVIN ST,19-374642,2019-07-18,10:30,2019-07-18,13:44,Syracuse University,LARC-Larceny
1315 E COLVIN ST,19-408542,2019-08-11,17:23,2019-08-11,19:23,Syracuse University,PDAM-Property Damage
1315 E COLVIN ST,19-555495,2019-11-30,06:30,2019-11-30,07:17,Syracuse University,TRES-Trespassing
132 REMINGTON AVE,15-454816,2015-09-11,20:40,2015-09-11,20:57,Syracuse University,LARC-Larceny
1320 JAMESVILLE AVE,14-331214,2014-06-19,11:30,2014-06-19,14:21,Syracuse University,LARC-Larceny
1320 JAMESVILLE AVE,17-106683,NA,NA,NA,NA,Syracuse University,LARC-Larceny
1320 JAMESVILLE AVE,17-109394,NA,NA,NA,NA,Syracuse University,INFO-Police Information
1320 JAMESVILLE AVE,17-205510,NA,NA,NA,NA,Syracuse University,Motor Vehicle Accident
1320 JAMESVILLE AVE,19-375709,2019-07-19,09:09,2019-07-19,09:09,Syracuse University,PDAM-Property Damage
1320 JAMESVILLE AVE,19-560524,2019-12-04,10:30,2019-12-04,10:53,Syracuse University,MENT- Emot. Disturbed Person
1322 e genesee st,00003625,NA,09:47,NA,00:14,Syracuse University,burg-burglary            
1330 jamesville ave,00058193,2016-11-10,02:23,2016-11-10,02:23,Syracuse University,susi-suspicious event/incident  
1337 MADISON ST,19-541620,2019-11-18,22:56,2019-11-18,22:56,Syracuse University,FSTR-Fire/Structure
135 HIXSON AVE,14-141878,2014-02-03,00:33,2014-02-03,04:11,Syracuse University,MENT- Emot. Disturbed Person
135 redfield pl,00062931,2016-12-04,07:00,2016-12-04,07:35,Syracuse University,info-police information     
135 REDFIELD PL,14-433719,2014-09-01,00:45,2014-09-01,00:48,Syracuse University,City Ordin Viol-Nuisance
136 403 UV RW,15-509164,2015-10-20,00:01,2015-10-20,00:37,Syracuse University,DOMV- Domestic Verbal
136 SIMS DR,14-420140,2014-08-21,23:48,2014-08-21,23:58,Syracuse University,PINJ-Personal Injury/Injury
137 MARSHALL ST,19-560072,2019-12-04,01:48,2019-12-04,01:48,Syracuse University,CMIS- Criminal Mischief
139 ED WAVERLY NW RW,14-263554,2014-05-03,01:59,2014-05-03,01:59,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
140 CROUSE DR,19-454758,2019-09-13,22:10,2019-09-13,22:10,Syracuse University,PDAM-Property Damage
140 CROUSE DR,19-537599,2019-10-31,12:00,2019-11-15,14:14,Syracuse University,Graffiti
140 lambreth ln,00001832,NA,09:21,NA,09:21,Syracuse University,pinj-personal injury/injury   
140 lambreth ln,00056907,2016-11-04,00:12,2016-11-04,01:35,Syracuse University,drug-csc sanction only        
140 LAMBRETH LN,14-567686,2014-12-11,09:33,2014-12-11,09:35,Syracuse University,PDAA-Prop. Damage Auto Accident
140 LAMBRETH LN,15-125437,2015-01-20,13:30,2015-01-20,14:08,Syracuse University,Motor Vehicle Accident
140 LAMBRETH LN,15-229764,2015-04-10,09:37,2015-04-10,09:37,Syracuse University,DRUG Law Violation-UPM DRUG Law Violation-UPM
140 LAMBRETH LN,15-534788,2015-11-07,00:30,2015-11-07,10:36,Syracuse University,BURG-Burglary
140 LAMBRETH LN,15-534808,2015-11-07,00:30,2015-11-07,11:53,Syracuse University,BURG-Burglary
140 small rd,00037962,NA,06:05,NA,06:09,Syracuse University,anml-animal complaint        
140 small rd,00041018,NA,07:00,NA,07:47,Syracuse University,pdam-property damage          
140 SMALL RD,17-176859,NA,NA,NA,NA,Syracuse University,CMIS- Criminal Mischief
140 SMALL RD,17-259425,NA,NA,NA,NA,Syracuse University,PDAM-Property Damage
140 SMALL RD,19-144575,2019-02-02,23:41,2019-02-02,23:41,Syracuse University,PINJ-Personal Injury/Injury
140 winding ridge rd,00004491,NA,02:30,NA,06:15,Syracuse University,pdam-property damage         
140 winding ridge rd,00007533,NA,04:00,NA,03:42,Syracuse University,forg-forgery             forg-forgery            
140 WINDING RIDGE RD,14-218140,2014-03-30,01:45,2014-03-30,01:45,Syracuse University,Motor Vehicle Accident
140 WINDING RIDGE RD,17-164442,NA,NA,NA,NA,Syracuse University,DOMP- Domestic Physical
1400 E GENESEE ST,19-494206,2019-10-13,02:06,2019-10-13,02:21,Syracuse University,MENT- Emot. Disturbed Person
1400 MIDLAND AVE,14-465694,2014-09-22,18:36,2014-09-24,11:11,Syracuse University,INFO-Police Information
1401 ERIE BLVD E,14-564751,2014-10-22,09:30,2014-12-09,10:11,Syracuse University,LARC-Larceny
141 AVONDALE PL,15-456257,2015-09-12,21:53,2015-09-12,21:53,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
141 comstock pl,00003093,NA,00:09,NA,00:09,Syracuse University,ment- emot. disturbed person   
141 crouse dr,00014304,NA,06:00,NA,09:20,Syracuse University,burg-burglary             burg-burglary             burg-burglary            
141 crouse dr,00037318,NA,01:59,NA,01:59,Syracuse University,pinj-personal injury/injury   
141 crouse dr,00056369,2016-11-01,03:43,2016-11-01,03:43,Syracuse University,larc-larceny            
141 CROUSE DR,14-301755,2014-05-30,09:40,2014-05-30,09:44,Syracuse University,INFO-Police Information
141 CROUSE DR,14-382032,2014-07-25,01:36,2014-07-25,01:36,Syracuse University,PINJ-Personal Injury/Injury
141 CROUSE DR,15-164214,2015-02-19,13:00,2015-02-19,13:44,Syracuse University,PINJ-Personal Injury/Injury
141 CROUSE DR,17-123484,NA,NA,NA,NA,Syracuse University,LARC-Larceny
141 CROUSE DR,17-154988,NA,NA,NA,NA,Syracuse University,Motor Vehicle Accident
141 CROUSE DR,17-344855,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
141 CROUSE DR,19-421506,2019-08-21,02:40,2019-08-21,02:40,Syracuse University,INTX-Intoxicated Person
141 CROUSE DR,19-544804,2019-11-21,10:30,2019-11-21,10:34,Syracuse University,PINJ-Personal Injury/Injury
141 CROUSE DR,19-559489,2019-12-03,14:40,2019-12-03,14:45,Syracuse University,HAZD-Hazardous Situation
141 farm acre rd,00019710,NA,01:24,NA,01:24,Syracuse University,burg-burglary         burg-burglary        
141 farm acre rd,2016,NA,01:24,NA,01:24,Syracuse University,00019710          burg-burglary            
141 FARM ACRE RD,14-386229,2014-07-28,09:52,2014-07-28,09:52,Syracuse University,CSC Violation CSC Violation
141 FARM ACRE RD,14-523825,2014-11-06,09:52,2014-11-06,09:52,Syracuse University,DRUG-CSC Sanction Only DRUG-CSC Sanction Only
141 FARM ACRE RD,15-486474,2015-09-29,15:30,2015-10-03,15:22,Syracuse University,PDAM-Property Damage
141 lambreth ln,00053043,2016-10-18,00:19,2016-10-18,00:19,Syracuse University,drug-csc sanction only         drug-csc sanction only         drug-csc sanction only        
141 WINDING RIDGE RD,14-506779,2014-10-24,11:11,2014-10-24,11:11,Syracuse University,DRUG-CSC Sanction Only
141 WINDING RIDGE RD,15-471341,2015-09-23,01:56,2015-09-23,01:56,Syracuse University,INTX-Intoxicated Person
141 WINDING RIDGE RD,19-204279,2019-03-19,14:00,2019-03-19,15:13,Syracuse University,DRUG-CSC Sanction Only
1414 E GENESEE ST,15-583401,2015-12-13,21:00,2015-12-14,13:46,Syracuse University,HARA-Aggravated Harrassment
1418 e genesee st,00056827,2016-11-04,04:02,2016-11-04,04:02,Syracuse University,ment- emot. disturbed person    
143 MARSHALL ST,17-128322,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
145 small rd,00049573,2016-10-04,01:16,2016-10-04,01:16,Syracuse University,drug-csc sanction only         drug-csc sanction only         drug-csc sanction only        
145 SMALL RD,14-467686,2014-09-25,00:30,2014-09-25,00:33,Syracuse University,Motor Vehicle Accident
145 SMALL RD,19-479128,2019-10-01,14:30,2019-10-01,14:34,Syracuse University,DRUG-CSC Sanction Only
145 SMALL RD,19-564753,2019-12-07,16:42,2019-12-07,16:42,Syracuse University,DISP- Verbal Dispute
147 marshall st,00050570,2016-10-08,01:55,2016-10-08,02:58,Syracuse University,city ordinance violation    
148 REDFIELD PL,14-255055,2014-04-26,19:11,2014-04-26,19:11,Syracuse University,City Ordin Viol-Nuisance City Ordin Viol-Nuisance
148 REDFIELD PL,15-487163,2015-10-04,01:20,2015-10-04,01:23,Syracuse University,INTX-Intoxicated Person
149 marshall st,00045530,NA,02:58,NA,02:58,Syracuse University,intx-intoxicated person       intx-intoxicated person       intx-intoxicated person      
150 crouse dr,00001526,NA,02:10,NA,02:26,Syracuse University,burg-burglary                  burg-burglary                 
150 crouse dr,00006588,NA,08:54,NA,08:57,Syracuse University,found property          
150 crouse dr,00016374,NA,00:52,NA,00:52,Syracuse University,found property           
150 crouse dr,00023289,NA,03:30,NA,03:32,Syracuse University,cmis- criminal mischief      
150 crouse dr,00027135,NA,08:50,NA,08:20,Syracuse University,found property           
150 crouse dr,00037107,NA,03:30,NA,04:54,Syracuse University,burg-burglary            
150 crouse dr,00039293,NA,03:00,NA,03:45,Syracuse University,larc-larceny            
150 crouse dr,00040958,NA,00:00,NA,01:50,Syracuse University,larc-larceny             
150 crouse dr,00043213,NA,02:11,NA,02:11,Syracuse University,csc violation          
150 crouse dr,00043239,NA,05:20,NA,05:22,Syracuse University,found property          
150 crouse dr,00046739,NA,01:52,NA,01:52,Syracuse University,susp-suspicious person        
150 crouse dr,00053829,2016-10-21,04:17,2016-10-21,04:17,Syracuse University,pinj-personal injury/injury  
150 crouse dr,00059603,2016-11-17,07:45,2016-11-17,08:13,Syracuse University,cmis- criminal mischief      
150 crouse dr,00064629,2016-12-12,05:49,2016-12-12,05:49,Syracuse University,info-police information      
150 CROUSE DR,14-142089,2014-01-31,17:00,2014-02-03,08:09,Syracuse University,BURG-Burglary
150 CROUSE DR,14-159400,2014-02-14,15:30,2014-02-17,08:28,Syracuse University,Burglary - Attempt
150 CROUSE DR,14-234563,2014-04-11,09:31,2014-04-11,09:31,Syracuse University,INFO-Police Information
150 CROUSE DR,14-303065,2014-06-01,09:00,2014-06-01,13:25,Syracuse University,Motor Vehicle Accident
150 CROUSE DR,15-156289,2015-01-23,16:30,2015-02-13,14:12,Syracuse University,LARC-Larceny
150 CROUSE DR,15-252101,2015-04-26,02:55,2015-04-26,02:55,Syracuse University,INTX-Intoxicated Person
150 CROUSE DR,15-358243,2015-07-08,12:05,2015-07-08,12:33,Syracuse University,HARR-Harassment
150 CROUSE DR,15-458057,2015-08-31,09:00,2015-09-14,15:57,Syracuse University,LARC-Larceny
150 CROUSE DR,15-530791,2015-11-04,16:10,2015-11-04,16:18,Syracuse University,INTX-Intoxicated Person
150 CROUSE DR,15-550882,2015-11-18,07:30,2015-11-19,15:04,Syracuse University,LARC-Larceny
150 CROUSE DR,17-276660,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
150 CROUSE DR,17-290536,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
150 CROUSE DR,17-294758,NA,NA,NA,NA,Syracuse University,LARC-Larceny
150 CROUSE DR,19- 222625,2019-04-02,07:45,2019-04-02,07:47,Syracuse University,SUSI-Suspicious Event/Incident
150 CROUSE DR,19-236570,2019-04-12,02:24,2019-04-12,02:24,Syracuse University,PINJ-Personal Injury/Injury
150 CROUSE DR,19-282525,2019-05-14,23:00,2019-05-14,23:03,Syracuse University,TRES-Trespassing
150 CROUSE DR,19-373531,2019-07-17,14:00,2019-07-17,17:38,Syracuse University,LARC-Larceny
150 CROUSE DR,19-424318,2019-08-22,00:50,2019-08-22,23:51,Syracuse University,MENT- Emot. Disturbed Person
150 CROUSE DR,19-523644,2019-11-04,11:30,2019-11-04,12:31,Syracuse University,PINJ-Personal Injury/Injury
150 CROUSE DR,19-582266,2019-12-21,17:00,2019-12-21,20:55,Syracuse University,Motor Vehicle Accident
150 CROUSE DR,DR#15-500492,2015-10-12,18:45,2015-10-13,16:54,Syracuse University,HARR-Harassment
150 E FAYETTE ST,19-167369,2019-02-19,15:24,2019-02-19,15:24,Syracuse University,Check Welfare
150 henry st,00002837,NA,03:30,NA,04:11,Syracuse University,forg-forgery            
150 henry st,00013457,NA,03:28,NA,03:28,Syracuse University,domp- domestic physical       
150 henry st,00015041,NA,01:32,NA,01:30,Syracuse University,domv- domestic verbal         
150 henry st,00016738,NA,00:17,NA,00:17,Syracuse University,tres-trespassing          
150 henry st,00024485,NA,00:42,NA,00:42,Syracuse University,info-police information      
150 henry st,00051023,2016-10-10,07:30,2016-10-10,07:45,Syracuse University,cmis- criminal mischief     
150 henry st,00053775,2016-10-19,06:03,2016-10-21,00:19,Syracuse University,motor vehicle accident      
150 henry st,00058867,2016-11-13,05:00,2016-11-13,05:04,Syracuse University,larc-larceny            
150 henry st,00062586,2016-11-27,08:28,2016-12-02,08:24,Syracuse University,flup-followup           
