incident,case_number,date_reported,date_occurred,time_occurred,location,university,time_reported
B&E Other than a dwelling,C16-0001953.A22,2016-02-08,2016-02-08,17:02,Jenkins Hall,Marshall University,NA
Larceny from Building,C16-0001976.A22,2016-02-08,2016-02-08,23:15,Recreation Center,Marshall University,NA
Grand Larceny of Vehicle,C16-0002179.A30,2016-02-12,2016-01-31,23:45,6th Avenue Parking Lot,Marshall University,NA
Petit Larceny,C16-0002183.A27,2016-02-12,2016-02-04,14:28,6th Avenue Parking Lot,Marshall University,NA
Fleeing w/ Vehicle,C16-0002185.A10,2016-02-12,2016-02-12,15:22,Maple Ave / 20th Street,Marshall University,NA
Possession of Heroin,C16-0002317.A10,2016-02-16,2016-02-16,14:30,1900 Block / Buffington Ave,Marshall University,NA
Possession of Controlled Substance,C16-0002370.A27,2016-02-17,2016-02-27,14:15,1900 Block / Maple Ave,Marshall University,NA
Possession of Marijuana,C16-0002511.A35,2016-02-19,2016-02-19,21:28,Morrow Library,Marshall University,NA
Petit Larceny,C16-0002715.A27,2016-02-24,2016-02-22,12:49,Stadium Lot,Marshall University,NA
Petit Larceny,C16-0002718.A27,2016-02-24,2016-02-24,15:01,Stadium Lot,Marshall University,NA
Possession of Marijuana,C16-0002801.A35,2016-02-26,2016-02-26,16:45,Twin Towers West,Marshall University,NA
Larceny,C16-0002826.A27,2016-02-27,2016-02-26,09:03,Fine Arts Parking Lot,Marshall University,NA
Unlawful Drinking Under 21,C16-0002851.A33,2016-02-28,2016-02-28,02:04,South Residence Hall,Marshall University,NA
Failure to Give Info/Render Aid,C16-0002995.A27,2016-03-02,2016-03-01,08:45,Commerce Ave/Engineering Lot,Marshall University,NA
Possession w/ Intent to Deliver,C16-0003182.A31,2016-03-07,2016-03-07,12:45,South Residence Hall,Marshall University,NA
Petit Larceny,C16-0003285.A27,2016-03-10,2016-03-09,11:22,Twin Towers East,Marshall University,NA
Possession of Controlled Substance,C16-0003343.A10,2016-03-10,2016-03-10,14:43,1900 Block / 7th Avenue,Marshall University,NA
Underage Consumption of Alcohol,C16-0003418.A35,2016-03-11,2016-03-11,22:11,South Residence Hall,Marshall University,NA
Entry of Building other than a Dwelling,C16-0003474.A27,2016-03-13,2016-03-13,08:26,Shewey Building,Marshall University,NA
Property Damage,C16-0003476.A23,2016-03-13,2016-03-13,13:16,Student Lot,Marshall University,NA
Destruction of Property,C16-0003493.A17,2016-03-14,2016-03-14,05:19,Smith Hall,Marshall University,NA
Battery,C16-0003554.A16,2016-03-15,2016-03-13,13:30,Willis Hall,Marshall University,NA
Petit Larceny,C16-0003564.A35,2016-03-15,2015-03-14,16:49,Henderson Center,Marshall University,NA
Underage Consumption of Alcohol,C16-0003697.A24,2016-03-17,2016-03-17,22:58,Twin Towers West,Marshall University,NA
Fugitive From Justice,C16-0003673.A27,2016-03-17,2016-03-17,15:00,1300 Block / 3rd Ave,Marshall University,NA
Petit Larceny,C16-0003721.A27,2016-03-18,2016-03-18,13:02,3rd Ave Parking Garage,Marshall University,NA
Petit Larceny,C16-0003730.A24,2016-03-18,2016-03-18,16:53,Twin Towers East,Marshall University,NA
Reckless Driving,C16-0003768.A24,2016-03-19,2016-03-19,17:05,1800 Block / 5th Ave,Marshall University,NA
B&E other than a dwelling,C16-0003819.A23,2016-03-21,2016-03-21,11:29,1249 15th Street,Marshall University,NA
Larceny from Building,C16-0003824.A15,2016-03-21,2016-03-19,16:07,South Residence Hall,Marshall University,NA
Stolen Auto Recovery,C16-0004099.A16,2016-03-29,2016-03-29,11:05,1001 10th Avenue,Marshall University,NA
Forgery / Uttering,C16-0004101.A16,2016-03-29,2016-03-15,12:20,South Residence Hall,Marshall University,NA
Execute Warrant,C16-0004148.A27,2016-03-30,2016-03-30,09:15,500 Block / 20th Street,Marshall University,NA
Burglary,C16-0004171.A26,2016-03-31,2016-03-30,18:28,Henderson Center,Marshall University,NA
Petit Larceny,C16-0004205.A35,2016-03-31,2016-03-30,16:19,Twin Towers West,Marshall University,NA
Petit Larceny,C16-0004257.A31,2016-04-01,2016-03-28,14:16,Memorial Student Center,Marshall University,NA
Petit Larceny,C16-0004261.A31,2016-04-01,2016-03-31,14:44,Recreation Center,Marshall University,NA
Possession of Controlled Substance,C16-0004407.A16,2016-04-05,2016-04-05,11:46,300 Block / 20th Street,Marshall University,NA
Contraband/Paraphernalia,C16-0004469.A27,2016-04-06,2016-04-06,13:28,1900 Block / 7th Ave,Marshall University,NA
Destruction of Property,C16-0004536.A35,2016-04-07,2016-04-07,17:38,Gullickson Hall,Marshall University,NA
Property Damage,C16-0004578.A27,2016-04-08,2016-04-07,11:35,1600 Block / 3rd Ave,Marshall University,NA
Sexual Abuse,C16-0004601.A33,2016-04-09,2016-04-09,01:35,Memorial Student Center,Marshall University,NA
Petit Larceny,C16-0004650.A30,2016-04-10,2016-04-10,03:13,South Residence Hall,Marshall University,NA
Petit Larceny,C16-0004704.A31,2016-04-11,2016-04-06,13:09,3rd Avenue Parking Garage,Marshall University,NA
Damage Property,C16-0004707.A31,2016-04-11,2016-04-03,13:20,3rd Avenue Parking Garage,Marshall University,NA
Damage Property,C16-0004760.A22,2016-04-12,2016-04-12,16:07,East Student Parking Lot,Marshall University,NA
Unassigned Incident,C16-0004821.A27,2016-04-13,2016-04-12,13:41,1600 Block / 3rd Ave,Marshall University,NA
Petit Larceny,C16-0004938.A27,2016-04-15,2016-04-14,08:50,Harless Dining Hall,Marshall University,NA
Battery,C16-0005033.A16,2016-04-17,2016-04-17,12:32,Twin Towers East,Marshall University,NA
Possession w/ Intent to Deliver,C16-0005047.A27,2016-04-17,2016-04-17,20:07,Twin Towers East,Marshall University,NA
Possession of Controlled Substance,C16-0005141.A26,2016-04-20,2016-04-20,16:38,Buskirk,Marshall University,NA
Destruction of Property,C16-0005221.A33,2016-04-22,2016-04-21,05:42,Smith Hall,Marshall University,NA
Petit Larceny,C16-0005241.A31,2016-04-22,2016-04-18,14:35,Stadium Locker Room,Marshall University,NA
Possession of Marijuana,C16-0005339.A10,2016-04-25,2016-04-25,12:53,1900 Block / Maple Ave,Marshall University,NA
Larceny,C16-0005387.A23,2016-04-26,2016-04-25,10:09,Career Center Lot,Marshall University,NA
B&E,C16-0005426.A22,2016-04-26,2016-04-26,21:56,Gullickson Hall,Marshall University,NA
Grand Larceny from Building,C16-0005448.A23,2016-04-27,2016-03-19,08:57,Drinko Library,Marshall University,NA
Larceny,C16-0005449.A16,2016-04-27,2016-04-27,08:46,Prichard Hall,Marshall University,NA
Petit Larceny,C16-0005659.A33,2016-05-01,2016-04-29,07:38,Twin Towers East,Marshall University,NA
Shoplifting,C16-0005669.A26,2016-05-01,2016-05-01,16:57,Harless Dining Hall,Marshall University,NA
Battery w/o Serious Injury,C16-0005770.A35,2016-05-03,2016-05-03,17:46,Student Parking Lot Maple Ave,Marshall University,NA
Unlawful Drinking Under 21,C16-0005798.A26,2016-05-03,2016-05-03,23:15,North Residence Hall,Marshall University,NA
Unlawful Drinking Under 21,C16-0005916.A33,2016-05-06,2016-05-06,01:52,Twin Towers West,Marshall University,NA
Unassigned Incident,C16-0006312.A31,2016-05-16,2016-05-11,08:45,Marshall University,Marshall University,NA
Petit Larceny,C16-0006389.A16,2016-05-12,2016-05-10,13:30,Visual Arts Center,Marshall University,NA
Destruction of Property,C16-0006552.A16,2016-05-22,2016-05-22,08:00,1800 Block / 5th Avenue,Marshall University,NA
Destruction of Property,C16-0006558.A16,2016-05-22,2016-05-22,14:38,1900 Block / Maple Ave,Marshall University,NA
Petit Larceny,C16-0007325.A35,2016-06-08,2016-06-06,16:35,INTO,Marshall University,NA
Duty Upon Striking Unattended Vehicle,C16-0007352.A35,2016-06-09,2016-06-09,17:22,Engineering Parking Lot,Marshall University,NA
Contraband/Parapehernalia,C16-0007375.A27,2016-06-10,2016-06-10,12:29,1600 Block / 6th Ave,Marshall University,NA
Destruction of Property,C16-0007445.A16,2016-06-13,2016-06-10,14:30,Harris Hall,Marshall University,NA
Breaking & Entering,C16-0007461.A30,2016-06-14,2016-06-13,02:12,Prichard Hall,Marshall University,NA
Duty Upon Striking Unattended Vehicle,C16-0007569.A24,2016-06-16,2016-06-16,16:49,6th Ave Parking Garage,Marshall University,NA
Unlawful Drinking Under 21,C16-0007597.A30,2016-06-17,2016-06-17,01:49,400 Block / John Marshall,Marshall University,NA
Larceny,C16-0007619.A27,2016-06-17,2016-06-15,12:25,Buskirk,Marshall University,NA
Possession w/intent to Deliver,C16-0007625.A27,2016-06-17,2016-06-17,14:43,1900 Block / 7th Avenue,Marshall University,NA
Destruction of Property,C16-0007715.A24,2016-06-17,2016-06-17,18:30,Stadium,Marshall University,NA
Larceny from Building,C16-0007964.A27,2016-06-24,2016-06-24,13:32,Myers Hall,Marshall University,NA
Larceny from Vehicle,C16-0007980.A24,2016-06-24,2016-06-24,20:15,17th Street / 5th Ave,Marshall University,NA
Damage Property,C16-0008357.A35,2016-07-02,2016-07-01,17:33,Memorial Student Center,Marshall University,NA
Destruction of Property,C16-0008669.A29,2016-07-08,2016-07-08,21:40,Smith Hall,Marshall University,NA
Petit Larceny,C16-0008671.A29,2016-07-08,2016-07-07,22:25,Harris Hall,Marshall University,NA
Destruction of Property,C16-0008923.A28,2016-07-14,2016-07-13,13:34,Harris Hall,Marshall University,NA
DUI Under 21,C16-0009053.A33,2016-07-17,2016-07-17,04:23,1600 Block / 4th Avenue,Marshall University,NA
Petit Larceny,C16-0009118.A25,2016-07-18,2016-07-14,11:57,Bio-Tech Center,Marshall University,NA
B & E of Vehicle,C16-0009260.A24,2016-07-20,2016-07-20,18:49,Employee Lot / Engineering,Marshall University,NA
Unassigned Incident,C16-0009275.A33,2016-07-21,2016-07-21,02:42,Employee C Lot,Marshall University,NA
Grand Larceny,C16-0009244.A24,2016-07-20,2016-07-20,16:46,3rd Ave Parking Garage,Marshall University,NA
Execute Warrant,C16-0009347.A25,2016-07-22,2016-07-22,12:00,1801 5th Avenue,Marshall University,NA
Driving While Revoked for DUI,C16-0009424.A27,2016-07-23,2016-07-23,16:21,2000 Block / 3rd Avenue,Marshall University,NA
Larceny from Vehicle,C16-0009568.A29,2016-07-26,2016-07-20,09:39,Elm Street East Lot,Marshall University,NA
Child Abuse,C16-0009632.A27,2016-07-27,2016-07-27,14:39,3rd Ave Parking Garage,Marshall University,NA
Capias,C16-0009456.A27,2016-07-29,2016-07-29,11:41,2100 Block / 5th Avenue,Marshall University,NA
Assault by Threats,C16-0009758.A35,2016-07-29,2016-07-29,16:00,Joan Edwards Medical Center,Marshall University,NA
Petit Larceny,C16-0001198.A35,2016-08-06,2016-08-02,20:35,Buskirk Hall,Marshall University,NA
Driving while Revoked X2,C16-0010351.A20,2016-08-09,2016-08-09,14:15,300 Block / 20th Street,Marshall University,NA
Driving on Revoked Drivers License,C16-0010514.A33,2016-08-11,2016-08-11,21:27,18th Street / 5th Avenue,Marshall University,NA
Grand Larceny,C16-0010550.A18,2016-08-12,2016-08-12,17:30,Twin Towers West,Marshall University,NA
Unassigned Incident,C16-0010739.A26,2016-08-15,2016-08-15,20:13,Soccer Complex,Marshall University,NA
Unassigned Incident,C16-0010773.A23,2016-08-16,2016-08-15,11:18,Marshall University,Marshall University,NA
DUI 1st Offense,C16-0010921.A34,2016-08-18,2016-08-18,03:41,1800 Block / 6th Avenue,Marshall University,NA
Larceny from Vending Machine,C16-0010922.A29,2016-08-18,2016-08-07,07:05,Corbly Hall,Marshall University,NA
Unassigned Incident,C16-0011112.A24,2016-08-20,2016-08-19,19:00,South Residence Hall,Marshall University,NA
Underage Consumption,C16-0011058.A20,2016-08-19,2016-08-19,21:00,MU Campus,Marshall University,NA
Unassigned Incident,C16-0011098.A20,2016-08-20,2016-08-20,13:00,Holderby Hall,Marshall University,NA
Execute Warrant,C16-0011138.A34,2016-08-21,2016-08-21,04:12,MUPD,Marshall University,NA
Petit Larceny,C16-0011324.A26,2016-08-23,2016-08-23,16:13,Science Building,Marshall University,NA
Petit Larceny,C16-0011325.A35,2016-08-23,2016-08-23,16:30,Gibson Hall,Marshall University,NA
Shoplifting,C16-0011387.A27,2016-08-24,2016-08-22,13:43,Bookstore,Marshall University,NA
Paraphernalia,C16-0011388.A27,2016-08-24,2016-08-24,15:00,Stadium Parking Lot,Marshall University,NA
Petit Larceny,C16-0011396.A24,2016-08-24,2016-08-24,16:23,Holderby Hall,Marshall University,NA
Petit Larceny,C16-0011466.A27,2016-08-25,2016-08-25,12:11,Physical Therapy,Marshall University,NA
Petit Larceny,C16-0011503.A18,2016-08-25,2016-08-23,18:38,Holderby Hall,Marshall University,NA
Harassing Phone Calls,C16-0011549.A25,2016-08-25,2016-08-25,15:00,Physical Plant,Marshall University,NA
Petit Larceny,C16-0011559.A27,2016-08-26,2016-08-26,14:24,Gibson Hall,Marshall University,NA
Petit Larceny,C16-0011566.A27,2016-08-26,2016-08-19,15:18,Towers Parking Lot,Marshall University,NA
Petit Larceny,C16-0011634.A20,2016-08-27,2016-08-27,15:17,Twin Towers East,Marshall University,NA
Sexual Assault,C16-0011679.A33,2016-08-28,2016-08-28,03:51,South Residence Hall,Marshall University,NA
Unlawful Drinking Under 21,C16-0011680.A33,2016-08-28,2016-08-28,04:36,South Residence Hall,Marshall University,NA
Possession of Marijuana,C16-0011721.A28,2016-08-28,2016-08-28,21:55,Twin Towers West,Marshall University,NA
Harassment,C16-0011800.A26,2016-08-29,2016-08-29,18:53,South Residence Hall,Marshall University,NA
Possession of Heroin,C16-0011812.A30,2016-08-30,2016-08-30,00:29,Gibson Lot,Marshall University,NA
Petit Larceny,C16-0011880.A18,2016-08-30,2016-08-30,20:59,Gullickson Hall,Marshall University,NA
Petit Larceny,C16-0011929.A25,2016-08-31,2016-08-31,10:26,Towers West,Marshall University,NA
Petit Larceny,C16-0012021.A22,2016-09-01,2016-09-01,17:00,Smith Hall Bridge,Marshall University,NA
Petit Larceny,C16-0012007.A23,2016-09-01,2016-08-31,08:44,Science Building,Marshall University,NA
Unassigned Incident,C16-0012182.A20,2016-09-04,2016-09-03,14:32,Freshman Dorms,Marshall University,NA
Larceny from Vehicle,C16-0012333.A23,2016-09-06,2016-09-06,11:05,Corbly Pay Lot,Marshall University,NA
Petit Larceny,C16-0012345.A27,2016-09-06,2016-09-06,17:22,North Residence Hall,Marshall University,NA
Petit Larceny,C16-0012375.A18,2016-09-06,2016-09-06,10:38,Haymaker Hall,Marshall University,NA
Underage Drinking,C16-0012544.A28,2016-09-08,2016-09-08,21:00,MU Campus,Marshall University,NA
Unlawful Drinking Under 21,C16-0012555.A34,2016-09-09,2016-09-09,14:55,1800 Block / 5th Ave,Marshall University,NA
Larceny,C16-0012584.A20,2016-09-09,2016-09-09,15:11,Bio-Tech Center,Marshall University,NA
Petit Larceny,C16-0012587.A35,2016-09-09,2016-09-09,16:31,Memorial Student Center,Marshall University,NA
Petit Larceny,C16-0012600.A18,2016-09-09,2016-09-09,22:14,Bio-Tech Center,Marshall University,NA
Underage Consumption,C16-0012665.A30,2016-09-11,2016-09-11,02:42,Old Main,Marshall University,NA
Petit Larceny,C16-0012802.A26,2016-09-12,2016-09-12,17:27,Jenkins Hall,Marshall University,NA
Assault and Battery,C16-0012807.A28,2016-09-12,2016-09-10,17:51,Football Stadium,Marshall University,NA
Petit Larceny,C16-0012815.A28,2016-09-12,2016-09-12,18:21,Science Building,Marshall University,NA
Petit Larceny,C16-0012828.A32,2016-09-13,2016-09-13,01:05,Erma Byrd Center,Marshall University,NA
Petit Larceny,C16-0012903.A32,2016-09-14,2016-09-14,02:21,Smith Hall Bridge,Marshall University,NA
Petit Larceny,C16-0012927.A16,2016-09-14,2016-09-14,10:10,Jenkins Hall,Marshall University,NA
Failure to Give Info / Render Aid,C16-0012939.A27,2016-09-13,2016-09-13,15:19,Stadium Parking Lot,Marshall University,NA
Suspicious Activity,C16-0012949.A22,2016-09-14,2016-09-14,16:30,North Residence Hall,Marshall University,NA
Traffic Accident,C16-0012951.A24,2016-09-14,2016-09-14,17:08,John Marshall Drive,Marshall University,NA
Battery,C16-0013058.A24,2016-09-15,2016-09-15,20:49,Twin Towers East,Marshall University,NA
Unlawful Drinking Under 21,C16-0013140.A32,2016-09-17,2016-09-17,02:03,North Residence Hall,Marshall University,NA
Possession of Controlled Substance,C16-0013168.A28,2016-09-17,2016-09-17,11:23,Elm Street Student Parking,Marshall University,NA
Petit Larceny,C16-0013170.A24,2016-09-18,2016-09-18,15:49,Drinko Library,Marshall University,NA
Unlawful Drinking Under 21,C16-0013193.A33,2016-09-18,2016-09-18,02:55,16th Street / 4th Ave,Marshall University,NA
"Obscene, Harassing Phone Calls",C16-0013315.A27,2016-09-19,2016-09-18,13:05,MU Campus,Marshall University,NA
Possession of Controlled Substance,C16-0013319.A27,2016-09-19,2016-09-19,14:15,1600 Block / Commerce Ave,Marshall University,NA
Execute Search Warrant,C16-0013328.A20,2016-09-19,2016-09-19,16:00,Twin Towers West,Marshall University,NA
Assault by Threats,C16-0013386.A16,2016-09-20,2016-09-18,08:15,North Residence Hall,Marshall University,NA
Public Intoxication,C16-0013403.A20,2016-09-20,2016-09-20,11:39,John Marshall Drive,Marshall University,NA
Petit Larceny,C16-0013414.A18,2016-09-20,2016-09-19,15:56,South Residence Hall,Marshall University,NA
Stalking,C16-0013441.A18,2016-09-20,2016-09-20,22:41,Campus,Marshall University,NA
Possession of Marijuana,C16-0013442.A28,2016-09-20,2016-09-20,23:12,3rd Ave / Engineering Building,Marshall University,NA
Possession w/ Intent to Deliver,C16-0013564.A27,2016-09-22,2016-09-22,15:08,Twin Towers West,Marshall University,NA
Destruction of Property,C16-0013631.A20,2016-09-23,2016-09-21,13:47,1900 Block / 5th Avenue,Marshall University,NA
Battery on Police Officers,C16-0013719.A14,2016-09-24,2016-09-24,20:43,Football Stadium,Marshall University,NA
Striking Unattended Vehicle,C16-0013828.A16,2016-09-26,2016-09-20,11:26,500 Block / John Marshall Dr,Marshall University,NA
Petit Larceny,C16-0013836.A22,2016-09-26,2016-09-26,16:00,Stadium,Marshall University,NA
Entry of Building other than Dwelling,C16-0013893.A20,2016-09-27,2016-09-27,10:02,Drinko Library,Marshall University,NA
Harassment,C16-0013973.A25,2016-09-28,2016-09-28,11:00,South Residence Hall,Marshall University,NA
Petit Larceny,C16-0014057.A18,2016-09-29,2016-09-29,17:30,Twin Towers East,Marshall University,NA
Petit Larceny,C16-0014281.A20,2016-10-02,2016-10-02,10:55,North Residence Hall,Marshall University,NA
Property Damage,C16-0014357.A23,2016-10-04,2016-10-03,14:11,6th Ave Parking Lot,Marshall University,NA
Obstruction,C16-0014419.A25,2016-10-05,2016-10-05,09:24,Buskirk Hall,Marshall University,NA
Property Damage,C16-0014503.A27,2016-10-06,2016-10-04,15:28,6th Ave Parking Garage,Marshall University,NA
Unlawful Drinking Under 21,C16-0014860.A33,2016-10-13,2016-10-13,02:38,Twin Towers West,Marshall University,NA
DUI 1st Offense,C16-0014891.A33,2016-10-14,2016-10-14,01:59,5th Ave / 20th Street,Marshall University,NA
Petit Larceny,C16-0014990.A34,2016-10-15,2016-10-15,23:40,Henderson Center,Marshall University,NA
Burning of Other Building or Structures,C16-0015022.A29,2016-10-17,2016-10-17,00:06,Stadium,Marshall University,NA
Destruction of Property,C16-0014960.A20,2016-10-15,2016-10-15,10:20,Art Warehouse,Marshall University,NA
DUI 1st Offense,C16-0014978.A33,2016-10-15,2016-10-15,23:30,3rd Ave / 20th Street,Marshall University,NA
Domestic Battery,C16-0015027.A34,2016-10-17,2016-10-17,01:49,Twin Towers East,Marshall University,NA
Grand Larceny,C16-0015098.A27,2016-10-18,2016-10-16,15:00,Student Parking,Marshall University,NA
Assault,C16-0015185.A26,2016-10-19,2016-10-19,18:05,Twin Towers East,Marshall University,NA
Stalking,C16-0015309.A20,2016-10-21,2016-10-21,10:45,17th Street / 6th Ave,Marshall University,NA
Assault by Threats,C16-0015328.A35,2016-10-21,2016-10-21,18:49,Holderby Hall,Marshall University,NA
Assault Battery,C16-0015530.A35,2016-10-25,2016-10-20,16:00,Memorial Student Center,Marshall University,NA
Sexual Assault,C16-0015674.A25,2016-10-27,2016-10-19,14:03,Holderby Hall,Marshall University,NA
Unlawful Drinking Under 21,C16-0015812.A33,2016-10-30,2016-10-30,15:02,North Residence Hall,Marshall University,NA
Petit Larceny,C16-0015869.A26,2016-10-30,2016-10-28,20:12,South Residence Hall,Marshall University,NA
Larceny,C16-0016023.A23,2016-11-02,2016-11-02,11:05,Harris Hall,Marshall University,NA
Robbery,C16-0016046.A29,2016-11-03,2016-11-03,03:50,Student Parking Lot,Marshall University,NA
Assault,C16-0016065.A25,2016-11-03,2016-11-01,09:45,Stadium,Marshall University,NA
Petit Larceny,C16-0016074.A25,2016-11-03,2016-11-02,14:05,Holderby Hall,Marshall University,NA
Suicidal Threats,C16-0016076.A25,2016-11-03,2016-11-03,14:59,Willis Hall,Marshall University,NA
Unassigned Incident,C16-0016232.A24,2016-11-06,2016-11-06,18:14,Visual Arts Center,Marshall University,NA
Possession Of Controlled Substance,C16-0016127.A20,2016-11-04,2016-11-04,14:20,Twin Towers East,Marshall University,NA
Destruction of Property,C16-0016247.A29,2016-11-07,2016-11-04,06:47,Douglas Building,Marshall University,NA
Possession Of Controlled Substance,C16-0016536.A26,2016-11-12,2016-11-12,19:01,Sheetz Parking Lot,Marshall University,NA
Possession of Marijuana,C16-0016542.A29,2016-11-13,2016-11-13,01:39,Holderby Hall,Marshall University,NA
Larceny,C16-0016614.A23,2016-11-14,2016-11-08,13:51,Twin Towers East,Marshall University,NA
Larceny,C16-0016695.A26,2016-11-15,2016-11-15,18:17,North Residence Hall,Marshall University,NA
Unassigned Incident,C16-0016708.A35,2016-11-15,2016-11-15,22:18,Holderby Hall,Marshall University,NA
Petit Larceny,C16-0016750.A25,2016-11-16,2016-11-16,15:00,Erma Byrd Center,Marshall University,NA
Public Intoxication,C16-0016795.A29,2016-11-17,2016-11-17,01:55,Drinko Library,Marshall University,NA
Petit Larceny,C16-0016851.A24,2016-11-17,2016-11-17,21:41,Recreation Center,Marshall University,NA
Duty Upon Striking Unattended Vehicle,C16-0016907.A28,2016-11-18,2016-11-18,19:14,Gullickson Parking Lot,Marshall University,NA
Petit Larceny,C16-0017041.A26,2016-11-21,2016-11-21,18:18,Shewey Building,Marshall University,NA
Sexual Abuse 3rd Degree,C16-0017285.A20,2016-11-26,2016-11-20,22:13,Stadium,Marshall University,NA
Assault,C16-0017375.A29,2016-11-29,2016-11-29,05:52,Smith Hall,Marshall University,NA
Leaving the Scene,C16-0017472.A25,2016-11-30,2016-11-30,15:36,3rd Ave Parking Garage,Marshall University,NA
Possession of Marijuana,C16-0017496.A29,2016-12-01,2016-12-01,01:39,3rd Avenue Parking Garage,Marshall University,NA
Larceny,C16-0017583.A25,2016-12-02,2016-12-02,10:37,Drinko Library,Marshall University,NA
Larceny From Building,C16-0017737.A22,2016-12-05,2016-12-05,18:18,Memorial Student Center,Marshall University,NA
Warrant,C16-0017890.A27,2016-12-08,2016-12-08,09:21,Twin Towers West,Marshall University,NA
Robbery-Armed-First Degree,C16-0017934.A34,2016-12-09,2016-12-09,01:23,400 Block / 16th Street,Marshall University,NA
Unlawful Drinking Under 21 years of age,C16-0017933.A34,2016-12-09,2016-12-09,01:00,Twin Towers East,Marshall University,NA
Unarmed Robbery,C16-0017978.A33,2016-12-10,2016-12-10,03:40,1600 Block / 5th Ave,Marshall University,NA
Accident Involving Damage to Vehicle,C16-0017987.A25,2016-12-10,2016-12-10,14:33,Corbly Hall Parking Lot,Marshall University,NA
Duty Upon Striking Unattended Vehicle,C16-0018217.A35,2016-12-16,2016-12-13,18:51,5th Ave / 19th Street,Marshall University,NA
Battery,C16-0018304.A27,2016-12-16,2016-12-16,11:25,Medical Center,Marshall University,NA
Destruction of Property,C16-0018357.A27,2016-12-17,2016-12-15,10:56,Haymaker Hall,Marshall University,NA
Possession of a Controlled Substance,C16-0018505.A14,2016-12-21,2016-12-21,14:39,Twin Towers West,Marshall University,NA
Battery,C19-0000821.A20,2019-01-14,2019-01-14,10:30,Jenkins Hall,Marshall University,NA
Warrant,C19-0000943.A18,2019-01-16,2019-01-16,16:02,Physical Plant,Marshall University,NA
Destruction of Property,C19-0001068.A22,2019-01-18,2019-12-09,21:19,Gibson Hall,Marshall University,NA
Assault,C19-0001096.A17,2019-01-19,2019-01-19,02:33,1417 5th Ave,Marshall University,NA
Possession of a Controlled Substance,C19-0001149.A34,2019-01-20,2019-01-20,03:18,6th Ave South Commuter Lot,Marshall University,NA
Domestic Battery,C19-0001385.A20,2019-01-24,2019-01-24,14:21,1900 Block / 5th Ave,Marshall University,NA
Destruction of Property,C19-0001465.A36,2019-01-25,2019-01-25,23:20,Harris Hall,Marshall University,NA
Possession of a Controlled Substance,C19-0001546.A34,2019-01-27,2019-01-27,03:17,16th Street / 5th Ave,Marshall University,NA
Striking Unattended Vehicle,C19-00001925.16,2019-02-02,2019-01-30,12:45,1800 Block / 6th Ave Lot,Marshall University,NA
Possession of Marijuana,C19-0002123.A28,2019-02-06,2019-02-06,01:10,North Residence Hall,Marshall University,NA
DUI 1st Offense,C19-0002326.A28,2019-02-09,2019-02-09,01:52,2000 Block / 5th Ave,Marshall University,NA
Harassment,C19-0002504.A26,2019-02-11,2019-02-11,16:30,2460 Collis Ave,Marshall University,NA
Petit Larceny,C19-0002508.A36,2019-02-11,2019-02-11,18:47,Recreation Center,Marshall University,NA
B & E Other than a Dwelling,C19-0002561.A20,2019-02-12,2019-02-01,13:47,Smith Hall,Marshall University,NA
Trespassing,C19-0002570.A22,2019-02-12,2019-02-12,16:45,Twin Towers East,Marshall University,NA
Possession of Marijuana,C19-0002628.A35,2019-02-13,2019-02-13,10:54,Holderby Hall,Marshall University,NA
Possession of Marijuana,C19-0002668.A30,2019-02-14,2019-02-14,01:37,1800 Block / Maple Ave,Marshall University,NA
Fraud or Related Activity in Connection w/ Access Device,C19-0002700.A20,2019-02-14,2019-02-12,10:14,Memorial Student Center,Marshall University,NA
Capias,C19-0002708.A26,2018-02-14,2019-02-14,13:54,5th Ave / 17th Street,Marshall University,NA
Possession of Marijuana,C19-0002740.A17,2019-02-15,2019-02-15,01:36,Willis Hall,Marshall University,NA
Unassigned Incident,C19-0002848.A27,2019-02-16,2019-02-26,12:05,5th Ave / 21st Street,Marshall University,NA
Possession of Marijuana,C19-0002948.A30,2019-02-18,2019-02-18,01:19,1800 Block / Maple Ave,Marshall University,NA
Unlawful Taking of Vehicle,C19-0003060.A25,2019-02-19,2019-02-19,13:38,1130 14th Street,Marshall University,NA
Striking Unattended Vehicle,C19-0003061.A17,2019-02-19,2019-02-19,13:46,Corbly Pay Lot,Marshall University,NA
Trespassing,C19-0003183.A23,2019-02-21,2019-02-21,01:19,17th Street / 5th Ave,Marshall University,NA
Petit Larceny,C19-0003217.A39,2019-02-21,2019-02-18,10:57,INTO Building,Marshall University,NA
DUI 1st Offense,C19-0003393.A34,2019-02-24,2019-02-24,02:49,1700 Block / 5th Ave,Marshall University,NA
DUI 1st Offense,C19-0003394.A34,2019-02-24,2019-02-24,05:08,1800 Block / 3rd Ave,Marshall University,NA
Fraudulent Schemes,C19-0003446.A30,2019-02-25,2019-02-25,01:33,Twin Towers West,Marshall University,NA
Entering without Breaking,C19-0003464.A37,2019-02-25,2019-02-12,09:19,INTO Building,Marshall University,NA
Entering without Breaking,C19-0003538.A37,2019-02-26,2019-02-22,08:14,Corbly Hall,Marshall University,NA
Petit Larceny,C19-0003550.A39,2019-02-26,2019-02-19,15:30,Gullickson Hall,Marshall University,NA
DUI 1st Offense,C19-0003590.A28,2019-02-27,2019-02-27,02:28,2500 Block / 5th Ave,Marshall University,NA
