case_number,incident,date_reported,location,date_occurred,time_occurred,time_reported,university
1900092,Battery; Financial Transaction Card Theft; Criminal Damage to Property in the Second Degree,2019-01-09,"Emory Univ Hospital Tower, 1365 Clifton Rd, Atlanta 30322",2019-01-09,18:36,NA,Emory University
1900090,"Theft by Taking (From Bldg, Valued Over $1500)",2019-01-09,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2019-01-07,15:00,NA,Emory University
1900080,"Theft by Taking (From Bldg, Valued $1500 or Less)",2019-01-08,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2019-01-08,14:00,NA,Emory University
1900078,"Theft by Taking (From Bldg, Valued $1500 or Less)",2019-01-08,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2019-01-07,16:00,NA,Emory University
1900069,"Theft by Taking (Motor Vehicle Parts/Accessories, Exterior)",2019-01-07,"Woodruff Health Sciences Administration Bldg, Parking Lot, 1440 Clifton Rd, Atlanta 30322",2018-12-13,15:30,NA,Emory University
1900060,"Criminal Trespass, Property Damage",2019-01-06,"Oxford Road Parking Deck, 1390 Oxford Rd, Atlanta 30322",NA,NA,NA,Emory University
1900041,Arrest: Public Indecency,2019-01-04,"Clifton Ridge Subdivision, 1164 Clifton Rd, Atlanta 30307",2019-01-04,21:41,NA,Emory University
1900029,"Theft by Taking (From Bldg, Valued $1500 or Less); Financial Transaction Card Theft",2019-01-03,"Atwood Hall, 1515 Dickey Dr, Atlanta 30322",2019-01-03,15:00,NA,Emory University
1900028,"Theft by Taking (From Bldg, Valued Over $1500)",2019-01-03,"Atwood Hall, 1515 Dickey Dr, Atlanta 30322",2019-01-03,15:00,NA,Emory University
1900027,"Theft by Taking (From Bldg, Valued Over $1500)",2019-01-03,"Atwood Hall, 1515 Dickey Dr, Atlanta 30322",2019-01-03,15:00,NA,Emory University
1900022,Entering an Auto,2019-01-03,"Emory Univ Hospital Tower, Valet Parking, 1365-J Clifton Rd, Atlanta 30322",2019-01-03,09:58,NA,Emory University
1900013,Criminal Trespass - Entry After Notice Prohibiting,2019-01-02,"CVS Pharmacy, 1520 Avenue Pl, suite B100, Atlanta 30329",2019-01-02,14:25,NA,Emory University
1900009,Harassing Communications,2019-01-02,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2019-01-01,10:00,NA,Emory University
1900007,Simple Battery,2019-01-01,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2019-01-01,14:57,NA,Emory University
1804735,Main Campus Drug Law Referrals X 21,2018-12-31,"Emory University, 201 Dowman Dr, Atlanta 30322",2018-01-01,00:00,NA,Emory University
1804733,Main Campus Liquor Law Referrals X 165,2018-12-31,"Emory University, 201 Dowman Dr, Atlanta 30322",2018-12-01,00:00,NA,Emory University
1804727,"Theft by Taking (From Bldg, Valued $1500 or Less); Financial Transaction Card Theft",2018-12-31,"Budd Terrace, 1833 Clifton Rd, Atlanta 30322",2018-12-19,12:00,NA,Emory University
1804721,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-12-29,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-12-29,14:30,NA,Emory University
1804714,"Theft by Taking (From Bldg, Valued $1500 or Less); Financial Transaction Card Theft",2018-12-27,"Emory Clinic A, 1365-A Clifton Rd, Atlanta 30322",2018-12-27,14:00,NA,Emory University
1804709,Battery,2018-12-24,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-12-24,21:30,NA,Emory University
1804689,Simple Battery,2018-12-21,"Wesley Woods Hospital, 1821 Clifton Rd, Atlanta 30322",2018-12-21,10:00,NA,Emory University
1804684,Sexual Battery (Victim Under 16 Years Old),2018-12-20,"Lullwater Preserve, 1463 Clifton Rd, Atlanta 30322",2018-12-18,15:30,NA,Emory University
1804680,"Abandoning Drugs, Poisons, or Controlled Substances",2018-12-20,"Clairmont Tower, 2425 Dooley Dr, Atlanta 30322",2018-12-20,12:49,NA,Emory University
1804679,Arrest: Possession of Less Than One Ounce of Marijuana; Possession and Use of Drug-Related Objects,2018-12-20,"Woodruff Residential Center, 1495 Clifton Rd, Atlanta 30322",2018-12-20,11:30,NA,Emory University
1804678,"Theft by Taking (Other, Value $1500 or Less)",2018-12-20,"Woodruff Physical Education Center, East Driveway, 26 Eagle Row, Atlanta 30322",2018-12-20,09:30,NA,Emory University
1804668,"Criminal Trespass, Property Damage",2018-12-19,"Fraternity House, 18 Eagle Row, Atlanta 30322",2018-12-18,05:00,NA,Emory University
1804660,Entering an Auto,2018-12-18,"Peavine South Parking Deck, 27 Eagle Row, Atlanta 30322",2018-12-17,11:00,NA,Emory University
1804659,"Theft by Taking (Bicycle, Valued $1500 or Less)",2018-12-18,"Longstreet-Means Parking Deck, 646 Means Dr, Atlanta 30322",2018-11-15,00:01,NA,Emory University
1804646,Assist DeKalb County Police Dept (Criminal Attempt - Robbery),2018-12-16,"Chipotle Mexican Grill, 1401-B Oxford Rd, Atlanta 30307",2018-12-16,21:26,NA,Emory University
1804645,Entering an Auto,2018-12-16,"Emory Univ Hospital, Valet Parking, 1364 Clifton Rd, Atlanta 30322",2018-12-15,18:00,NA,Emory University
1804636,Financial Transaction Card Theft,2018-12-15,"Emory Univ Hospital Tower, 1365 Clifton Rd, Atlanta 30322",2018-12-13,13:30,NA,Emory University
1804632,Rape,2018-12-15,"1944 Ridgewood Dr, Atlanta 30307",2018-12-15,02:00,NA,Emory University
1804628,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-12-14,"Student Athletic and Academic Center, 1946 Starvine Way, Atlanta 30322",2018-12-13,00:00,NA,Emory University
1804627,"Theft by Taking (From Bldg, Valued $1500 or Less); Financial Transaction Card Theft",2018-12-14,"Harris Hall, 1340 Clifton Rd, Atlanta 30322",2018-12-13,11:45,NA,Emory University
1804621,"Criminal Trespass, Property Damage",2018-12-14,"Tower Bldg, Emory Point, 1520 Avenue Pl, Atlanta GA 30329",2018-12-14,02:16,NA,Emory University
1804620,Loitering,2018-12-14,"Chocolate Coffee, 2094 N Decatur Rd, Atlanta 30307",2018-12-14,02:20,NA,Emory University
1804612,"Theft by Taking (From Bldg, Valued $1500 or Less); Financial Transaction Card Theft; Exploitation of Elder Adult",2018-12-13,"A.G. Rhodes at Wesley Woods, 1819 Clifton Rd, Atlanta  30322",2018-12-12,23:00,NA,Emory University
1804610,Criminal Attempt - Theft by Extortion,2018-12-13,"Strippaggio, 855 Emory Point Dr, Atlanta 30329",2018-12-13,14:04,NA,Emory University
1804607,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-12-13,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-12-13,05:30,NA,Emory University
1804598,Theft of Lost or Mislaid Property (Valued $1500 or Less); Financial Transaction Card Theft,2018-12-12,"A.G. Rhodes at Wesley Woods, 1819 Clifton Rd, Atlanta 30322",2018-12-12,18:30,NA,Emory University
1804596,"Theft by Taking (Motor Vehicle Parts/Accessories, Exterior)",2018-12-12,"Emory Univ Hospital Tower, Valet Parking, 1365 Clifton Rd, Atlanta 30322",2018-12-12,12:00,NA,Emory University
1804589,Battery,2018-12-12,"Wesley Woods Hospital, 1821 Clifton Rd, Atlanta 30322",2018-12-12,07:37,NA,Emory University
1804588,Possession of Less Than One Ounce of Marijuana,2018-12-12,"Tower Bldg, Emory Point, 1520 Avenue Pl, Atlanta GA 30329",2018-12-12,01:45,NA,Emory University
1804583,Theft of Lost or Mislaid Property (Valued $1500 or Less),2018-12-11,"Callaway Center, 537 Kilgo Cir, Atlanta 30322",2018-12-11,12:30,NA,Emory University
1804572,"Entering an Auto; Criminal Damage to Property, Second Degree",2018-12-11,"Emory Clinic, Valet Parking, 1365-A Clifton Rd, Atlanta 30322",2018-12-10,07:20,NA,Emory University
1804561,Entering an Auto,2018-12-10,"Peavine Surface Parking Lot, 29 Eagle Row, Atlanta 30322",2018-12-10,07:16,NA,Emory University
1804550,"Theft by Taking (From Bldg, Valued $1500 or Less); Financial Transaction Card Fraud",2018-12-09,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-12-09,17:20,NA,Emory University
1804531,"Possession, Display, or Use of False Government ID Document; Person Down-Alcohol, Underage Possession",2018-12-08,"Raoul Hall, 2 Eagle Row, Atlanta 30322",2018-12-08,01:04,NA,Emory University
1804524,"Eavesdropping, Surveillance, or Invasion of Privacy",2018-12-07,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-12-07,21:25,NA,Emory University
1804517,Entering an Auto,2018-12-07,"Emory Univ Hospital Tower, Valet Parking, 1365 Clifton Rd, Atlanta 30322",2018-12-07,12:00,NA,Emory University
1804514,Theft of Lost or Mislaid Property (Valued $1500 or Less),2018-12-07,"Fishburne Parking Deck, 1670 N Decatur Rd, Atlanta 30322",2018-12-07,04:30,NA,Emory University
1804508,"Burglary, Second Degree, Non-Forcible Entry",2018-12-07,"The General Muir, 1540 Avenue Pl, Atlanta  30329",2018-12-07,01:44,NA,Emory University
1804506,Arrest: Public Drunkenness,2018-12-07,"Longstreet-Means Hall, 646 Means Dr, Atlanta 30322",2013-12-07,00:13,NA,Emory University
1804500,Theft of Lost or Mislaid Property (Valued $1500 or Less),2018-12-06,"Woodruff Library, 540 Asbury Cir, Atlanta 30322",2018-11-25,00:00,NA,Emory University
1804497,Rape; Dating Violence,2018-12-06,"Rich Bldg, 1602 Fishburne Dr, Atlanta 30322",2015-06-30,00:01,NA,Emory University
1804481,Theft of Lost or Mislaid Property (Valued $1500 or Less),2018-12-05,"Emory University, 201 Dowman Dr, Atlanta 30322",2018-12-05,17:30,NA,Emory University
1804480,Identity Fraud (Possession or Use of Information),2018-12-05,"Emory University, 201 Dowman Dr, Atlanta 30322",2018-12-03,12:00,NA,Emory University
1804477,Entering an Auto,2018-12-05,"Emory Univ Hospital Tower, Valet Parking, 1365 Clifton Rd, Atlanta 30322",2018-11-25,00:00,NA,Emory University
1804476,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-12-05,"Smith Hall, 1310 Clifton Rd, Atlanta 30322",2018-12-05,01:00,NA,Emory University
1804453,"Theft by Taking (Other, Value $1500 or Less); Financial Transaction Card Theft",2018-12-04,"Emory University, 201 Dowman Dr, 30322",2019-11-25,19:00,NA,Emory University
1804443,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-12-03,"Longstreet-Means Hall, 646 Means Dr, Atlanta 30322",2018-12-02,10:00,NA,Emory University
1804439,Theft of Lost or Mislaid Property (Valued $1500 or Less),2018-12-03,"Cox Hall, 569 Asbury Cir, Atlanta 30322",2018-12-03,14:00,NA,Emory University
1804412,Rape,2018-12-01,"Emory Clinic A, 1365-A Clifton Rd, Atlanta 30322",2018-02-28,13:30,NA,Emory University
1804397,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-30,"Emory Univ Hospital Tower, 1365 Clifton Rd, Atlanta 30322",2018-11-30,08:30,NA,Emory University
1804390,Possession and Use of Drug-Related Objects,2018-11-29,"Hamilton Holmes Hall, 623 Pierce Promenade, Atlanta 30322",2018-11-29,20:50,NA,Emory University
1804383,Criminal Trespass - Entry After Notice Prohibiting,2018-11-29,"Candler School of Theology, 1531 Dickey Dr, Atlanta 30322",2018-11-29,13:00,NA,Emory University
1804373,"Theft by Taking (Motor Vehicle, Automobile)",2018-11-28,"Children's Healthcare of Atlanta - Egleston, Parking Deck, 1405 Clifton Rd, Atlanta 30329",2018-11-28,05:30,NA,Emory University
1804356,Identity Fraud (Possession or Use of Information),2018-11-27,"Emory University, 201 Dowman Dr, Atlanta 30322",2018-11-17,00:00,NA,Emory University
1804354,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-27,"Children's Healthcare of Atlanta - Egleston, 1405 Clifton Rd, Atlanta 30329",2018-11-26,13:30,NA,Emory University
1804351,Terroristic Threats,2018-11-26,"Eagle Row at Dickey Dr, Atlanta 30322",2018-11-26,16:45,NA,Emory University
1804341,Simple Battery,2018-11-25,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-11-25,16:17,NA,Emory University
1804339,"Arrest: Giving False Name, Address, or Date of Birth",2018-11-24,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-11-24,18:00,NA,Emory University
1804330,Simple Battery,2018-11-23,"Wesley Woods Hospital, 1821 Clifton Rd, Atlanta 30322",2018-11-23,00:15,NA,Emory University
1804329,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-22,"Emory Univ Hospital Tower, 1365 Clifton Rd, Atlanta 30322",2018-11-20,18:25,NA,Emory University
1804319,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-21,"Math-Science Center, 400 Dowman Dr, Atlanta 30322",2018-11-15,08:00,NA,Emory University
1804313,Entering an Auto,2018-11-21,"Starvine Parking Deck, 1945 Starvine Way, Atlanta 30322",2018-11-20,21:40,NA,Emory University
1804312,Arrest: Possession of Less Than One Ounce of Marijuana,2018-11-20,"Raoul Hall, 2 Eagle Row, Atlanta 30322",2018-11-20,23:35,NA,Emory University
1804309,"Criminal Damage to Property, Second Degree",2018-11-20,"CRC Parking Deck, 2445 Dooley Dr, Atlanta 30322",2018-11-20,12:00,NA,Emory University
1804308,"Entering an Auto; Criminal Trespass, Property Damage",2018-11-20,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-11-20,09:06,NA,Emory University
1804307,"Entering an Auto; Criminal Trespass, Property Damage",2018-11-20,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-11-20,08:48,NA,Emory University
1804306,"Entering an Auto; Criminal Trespass, Property Damage",2018-11-20,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-11-20,09:26,NA,Emory University
1804304,"Entering an Auto; Criminal Trespass, Property Damage",2018-11-20,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-11-20,10:50,NA,Emory University
1804294,Criminal Attempt - Theft by Extortion,2018-11-19,"Emory Clinic, Decatur Plaza, 101 W Ponce de Leon Ave, Decatur 30032",2018-11-17,11:26,NA,Emory University
1804283,Criminal Trespass - Entry With Unlawful Purpose,2018-11-18,"Campus Life Center Construction Site, 605 Asbury Cir, Atlanta 30322",2018-11-18,02:45,NA,Emory University
1804274,Arrest: Possession of Controlled Substances,2018-11-17,"Children's Healthcare of Atlanta - Egleston, 1405 Clifton Rd, Atlanta 30329",2018-11-17,16:00,NA,Emory University
1804254,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-16,"Goizueta Business School, 1300 Clifton Rd, Atlanta 30322",2018-11-12,17:30,NA,Emory University
1804251,Criminal Attempt - Theft by Deception,2018-11-16,"Nell Hodgson Woodruff School of Nursing, 1520 Clifton Rd, Atlanta 30322",2018-11-16,14:57,NA,Emory University
1804232,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-15,"Emory Univ Hospital Tower, 1365 Clifton Rd, Atlanta 30322",2018-11-08,18:33,NA,Emory University
1804230,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-15,"MacMillan Law Library, 1301 Clifton Rd, Atlanta 30322",2018-11-10,12:30,NA,Emory University
1804227,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-15,"Claudia Nance Rollins School of Public Health, 401 Rollins Way, Atlanta 30322",2018-11-13,09:00,NA,Emory University
1804220,Arrest: Possession of Less Than One Ounce of Marijuana; Possession of a Firearm by a Convicted Felon,2018-11-15,"Gambrell Dr at Lowergate West Parking Deck, Atlanta 30322",2018-11-15,03:47,NA,Emory University
1804202,Stalking,2018-11-14,"Library and Information Technology Services, 1762 Clifton Rd, Atlanta 30322",2018-11-14,06:00,NA,Emory University
1804195,"Burglary, First Degree, Non-Forcible Entry",2018-11-13,"1579 Avenue Pl, Atlanta 30329",2014-11-13,10:00,NA,Emory University
1804185,"Burglary, First Degree, Non-Forcible Entry",2018-11-13,"Hopkins Hall, 1310 Clifton Rd, Atlanta 30322",2018-11-13,11:30,NA,Emory University
1804155,Entering an Auto,2018-11-10,"Emory Univ Hospital Tower, Valet Parking, 1365 Clifton Rd, Atlanta 30322",2018-11-10,17:59,NA,Emory University
1804152,Financial Transaction Card Theft,2018-11-10,"Winship Cancer Clinic, 1711 Uppergate Dr, Atlanta 30322",2018-11-09,12:30,NA,Emory University
1804149,Rape,2018-11-10,"Clairmont Campus, Atlanta 30322",2018-11-09,00:00,NA,Emory University
1804148,Entering an Auto,2018-11-10,"Emory Univ Hospital Tower, Valet Parking, 1365 Clifton Rd, Atlanta 30322",2018-11-09,13:14,NA,Emory University
1804141,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-09,"Clairmont CRC, Bldg F, 2445 Dooley Dr, Atlanta 30322",2018-10-01,09:00,NA,Emory University
1804139,Theft of Lost or Mislaid Property (Valued $1500 or Less),2018-11-09,"Candler Library, 550 Asbury Cir, Atlanta 30322",2018-11-08,14:00,NA,Emory University
1804136,"Theft by Taking (Bicycle, Value Over $1500)",2018-11-09,"Claudia Nance Rollins School of Public Health, 401 Rollins Way, Atlanta 30322",2018-11-09,08:00,NA,Emory University
1804124,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-08,"Woodruff Residential Center, 1495 Clifton Rd, Atlanta  30322",2018-11-02,17:00,NA,Emory University
1804120,Terroristic Threats,2018-11-08,"Faculty-Staff Assistance Program, 1762 Clifton Rd, Atlanta 30322",2018-11-08,12:26,NA,Emory University
1804118,Theft by Deception ($1500 or Less),2018-11-08,"Emory Univ Hospital Tower, 1365 Clifton Rd, Atlanta 30322",2018-11-08,14:00,NA,Emory University
1804108,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-08,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-11-07,18:30,NA,Emory University
1804100,Harassing Communications,2018-11-07,"White Hall, 301 Dowman Dr, Atlanta 30322",2018-10-24,19:30,NA,Emory University
1804099,Theft of Lost or Mislaid Property (Valued $1500 or Less),2018-11-07,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-11-07,08:00,NA,Emory University
1804051,Stalking; Terroristic Threats; Harassing Communications,2018-11-04,"Raoul Hall, 2 Eagle Row, Atlanta 30322",2018-09-01,00:00,NA,Emory University
1804035,Aggravated Stalking,2018-11-03,"Children's Healthcare of Atlanta - Egleston, 1405 Clifton Rd, Atlanta 30329",2018-11-03,01:00,NA,Emory University
1804033,Affray,2018-11-03,"Children's Healthcare of Atlanta - Egleston, 1405 Clifton Rd, Atlanta 30329",2018-11-03,00:57,NA,Emory University
1804029,"Criminal Trespass, Property Damage",2018-11-02,"Asbury Cir at Fishburne Dr, Atlanta 30322",2018-11-02,22:00,NA,Emory University
1804028,Possession of Less Than One Ounce of Marijuana,2018-11-02,"Woodruff Residential Center, 1495 Clifton Rd, Atlanta 30322",2018-11-02,10:00,NA,Emory University
1804027,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-02,"Emory Rehabilitation Hospital, 1441 Clifton Rd, Atlanta 30322",2018-11-02,20:00,NA,Emory University
1804021,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-02,"Gambrell Hall, 1301 Clifton Rd, Atlanta 30322",2018-11-02,10:00,NA,Emory University
1804017,Entering an Auto,2018-11-02,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-11-02,08:15,NA,Emory University
1804014,"Theft by Taking (From Bldg, Valued Over $1500)",2018-11-02,"Turman Hall, 640 Means Dr, Atlanta 30322",2018-10-31,08:00,NA,Emory University
1804002,"Theft by Taking (From Bldg, Valued $1500 or Less)",2018-11-01,"Woodruff Memorial Bldg, 101 Woodruff Cir, Atlanta 30322",NA,NA,NA,Emory University
