case_number,date_reported,time_reported,date_occurred,time_occurred,location,incident,university
CFS14-04-27-003756,2014-04-27,03:38,NA,NA,STATE STREET Common Name: EAST STATE STREET Location Detail: 57 E STATE ST/SAE FRATERNITY,NOISE COMPLAINT,Ohio University
CFS14-04-27-003758,2014-04-27,05:41,NA,NA,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE,TRAFFIC DETAIL,Ohio University
CFS14-04-27-003763,2014-04-27,10:16,NA,NA,RACE ST Common Name: RACE STREET Location Detail: AT POPLAR ST,TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,Ohio University
CFS14-04-27-003769,2014-04-27,13:07,2014-04-27,13:07,RIDGES Common Name: WATER TOWER DRIVE,TRAFFIC CRASH,Ohio University
CFS14-04-27-003771,2014-04-27,13:57,NA,NA,49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: ROOM 362,RECOVERED PROPERTY,Ohio University
CFS14-04-27-003772,2014-04-27,14:08,2014-04-27,14:08,WEST GREEN GULCH Common Name: PARKING LOT 114,TRAFFIC CRASH,Ohio University
CFS14-04-27-003780,2014-04-27,18:07,NA,NA,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL,FIRE ALARM,Ohio University
CFS14-04-27-003782,2014-04-27,19:26,NA,NA,35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: STAFF OFFICE,ANIMAL COMPLAINT,Ohio University
CFS14-04-28-003793,2014-04-28,03:00,2014-04-28,03:00,135 SOUTH GREEN DRIVE Common Name: EWING HOUSE Location Detail: CATWALK STEPS,DESTRUCTION OF PROPERTY,Ohio University
CFS14-04-28-003794,2014-04-28,04:17,NA,NA,SOUTH GREEN Common Name: SOUTH GREEN Location Detail: BY NEW FIELD,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS14-04-28-003805,2014-04-28,14:35,2014-04-28,14:35,SOUTH COURT STREET Common Name: LINDLEY HALL Location Detail: ALLEY,DESTRUCTION OF PROPERTY,Ohio University
CFS14-04-29-003821,2014-04-29,02:47,2014-04-29,02:47,SOUTH GREEN DRIVE - WALTER HALL Common Name: PARKING LOT 134 Location Detail: PARKING METERS,LARCENY-THEFT THEFT FROM ANY COIN-OPERATED MACHINES 2911,Ohio University
CFS14-04-29-003827,2014-04-29,10:07,2014-04-29,10:07,PEDEN STADIUM Common Name: PARKING LOT 132,TRAFFIC UNATTENDED MOTOR VEHICLE 4511.661,Ohio University
CFS14-04-29-003831,2014-04-29,13:59,NA,NA,RACE ST Common Name: RACE STREET Location Detail: AT MORTON HALL,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS14-04-29-003834,2014-04-29,15:19,2014-04-28,15:30,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL,TRAFFIC CRASH,Ohio University
CFS14-04-30-003842,2014-04-30,00:10,NA,NA,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: ROOM #434,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-04-30-003853,2014-04-30,09:52,NA,NA,20 S. COURT ST. Common Name: ATHENA CINEMA,FIRE ALARM,Ohio University
CFS14-04-30-003860,2014-04-30,17:10,2014-04-30,17:00,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-04-30-003865,2014-04-30,22:50,2014-04-30,22:50,S.GREEN DR Common Name: PARKING LOT 57,TRAFFIC CRASH,Ohio University
CFS14-05-01-003869,2014-05-01,01:04,NA,NA,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: SUMMIT,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS14-05-01-003877,2014-05-01,09:41,2014-05-01,09:41,UNION STREET Common Name: UNION STREET,TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1),Ohio University
CFS14-05-01-003881,2014-05-01,13:57,2014-04-30,07:00,129 SOUTH GREEN DRIVE Common Name: ARMBRUSTER,DESTRUCTION OF PROPERTY,Ohio University
CFS14-05-01-003886,2014-05-01,17:00,NA,NA,97 WEST GREEN DRIVE Common Name: JAMES HALL,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-05-01-003887,2014-05-01,17:21,NA,NA,FACTORY STREET Common Name: FACTORY STREET Location Detail: AT HR BLDG,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS14-05-01-003889,2014-05-01,19:07,2014-04-29,14:00,100 RICHLAND AVE. Common Name: PEDEN STADIUM,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-05-01-003890,2014-05-01,22:29,NA,NA,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-05-02-003894,2014-05-02,00:14,NA,NA,128 SOUTH GREEN DRIVE Common Name: WELD HOUSE,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-05-02-003896,2014-05-02,02:47,NA,NA,Common Name: PALMER STREET Location Detail: 110 PALMER PLACE,NOISE COMPLAINT,Ohio University
CFS14-05-02-003901,2014-05-02,08:04,2014-05-02,08:04,99 WEST GREEN DRIVE Common Name: TREUDLEY HALL Location Detail: RECYCLE BIN,DESTRUCTION OF PROPERTY,Ohio University
CFS14-05-02-003902,2014-05-02,08:26,2014-05-02,08:26,STEWART STREET Common Name: PARKING LOT 104,DESTRUCTION OF PROPERTY,Ohio University
CFS14-05-02-003907,2014-05-02,11:48,2014-05-02,11:48,49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: ROOM 360,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-05-02-003917,2014-05-02,16:48,2014-05-02,16:48,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: BY LAUNDRY ROM,TRAFFIC CRASH,Ohio University
CFS14-05-02-003919,2014-05-02,17:24,2014-05-02,17:24,48 EAST GREEN STREET Common Name: READ HALL Location Detail: ROOM #123,POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS14-05-02-003922,2014-05-02,19:59,NA,NA,132 SOUTH GREEN DRIVE Common Name: TRUE HOUSE Location Detail: DUMPSTER AREA,TRESPASSING OFFENSES,Ohio University
CFS14-05-02-003923,2014-05-02,20:25,2014-05-02,20:25,46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: #244,POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS14-05-02-003924,2014-05-02,20:43,NA,NA,132 SOUTH GREEN DRIVE Common Name: TRUE HOUSE Location Detail: DUMPSTER AREA,TRESPASSING OFFENSES,Ohio University
CFS14-05-02-003927,2014-05-02,21:01,NA,NA,69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: DUMPSTER AREA,TRESPASSING OFFENSES,Ohio University
CFS14-05-03-003932,2014-05-03,01:28,NA,NA,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @ WGDR,PARKING COMPLAINT,Ohio University
CFS14-05-03-003934,2014-05-03,02:14,NA,NA,50 EAST GREEN STREET Common Name: BUSH Location Detail: BACKSIDE NEAR GAM VENDING,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-05-03-003935,2014-05-03,02:32,NA,NA,COURT STREET Common Name: COURT STREET Location Detail: J BAR,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-05-03-003936,2014-05-03,03:46,2014-05-03,03:46,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: 3RD FLOOR MEN'S ROOM,INTOXICATED PERSON,Ohio University
CFS14-05-03-003938,2014-05-03,04:44,2014-05-03,04:44,51 EAST GREEN STREET Common Name: BIDDLE Location Detail: 3RD FLOOR,ARSON OFFENSE,Ohio University
CFS14-05-03-003944,2014-05-03,11:27,2014-05-03,11:27,WEST GREEN DRIVE Common Name: WEST GREEN DRIVE Location Detail: AT GROSVENOR HALL,TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS14-05-03-003950,2014-05-03,13:38,NA,NA,Common Name: CONVO GARAGE,ALCOHOL OFFENSE,Ohio University
CFS14-05-03-003952,2014-05-03,14:17,NA,NA,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: NORTHSIDE OF BUILDING,TRESPASSING OFFENSES,Ohio University
CFS14-05-03-003965,2014-05-03,18:15,2014-05-03,18:15,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 142,POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS14-05-03-003966,2014-05-03,19:35,2014-04-28,12:00,324 SOUTH GREEN DRIVE Common Name: MARTZOLFF HOUSE Location Detail: ROOM,LARCENY-THEFT THEFT - ALL OTHER 2913,Ohio University
CFS14-05-03-003970,2014-05-03,23:33,NA,NA,BETWEEN DEPOT ST. AND OXBOW DR. Common Name: LIFE SCIENCE BLDG. Location Detail: ROOM 108B,FIRE ALARM,Ohio University
CFS14-05-04-003971,2014-05-04,00:09,2014-05-04,00:09,EAST UNION STREET Common Name: PILCHER HOUSE,ALCOHOL OFFENSE,Ohio University
CFS14-05-04-003977,2014-05-04,09:39,2014-05-04,09:39,STEWART STREET Common Name: PARKING LOT 104,TRAFFIC CRASH,Ohio University
CFS14-05-04-003978,2014-05-04,10:36,NA,NA,WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: @ COLLEGE,TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13,Ohio University
CFS14-05-04-003979,2014-05-04,14:18,2014-05-04,14:18,22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: ROOM 229,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-05-05-003989,2014-05-05,10:17,2014-01-01,00:00,NA,MENACING OFFENSES,Ohio University
CFS14-05-05-003990,2014-05-05,11:01,2014-05-01,17:00,VAN VORHEES & RACE Common Name: MORTON HALL Location Detail: ROOM #321,BURGLARY OFFENSES,Ohio University
CFS14-05-05-003999,2014-05-05,16:38,2014-05-05,16:38,101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: ROOM # 421,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-05-06-004009,2014-05-06,13:26,NA,NA,COURT STREET Common Name: COURT STREET Location Detail: AT CARPENTER,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS14-05-06-004010,2014-05-06,13:27,2014-05-06,13:42,123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE,POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS14-05-06-004011,2014-05-06,14:05,2014-04-30,01:22,Common Name: GENERAL CAMPUS LOCATION,THEFT OFFENSE,Ohio University
CFS14-05-07-004024,2014-05-07,08:03,2014-05-07,08:03,Common Name: HOCKING STREET,TRAFFIC OBSTRUCTED VIEW 4511.70B,Ohio University
CFS14-05-07-004027,2014-05-07,09:31,2014-05-06,23:15,S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER,COMPUTER CRIMES,Ohio University
CFS14-05-07-004030,2014-05-07,10:19,2014-05-07,10:19,129 SOUTH GREEN DRIVE Common Name: ARMBRUSTER,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-05-07-004036,2014-05-07,15:10,2014-05-03,09:00,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: LAUNDRY ROOM,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-05-07-004039,2014-05-07,19:23,NA,NA,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL,FIRE ALARM,Ohio University
CFS14-05-07-004043,2014-05-07,21:44,2000-01-01,00:00,E.UNION ST. Common Name: MUSIC BUILDING Location Detail: TOP OF GLIDDEN,LITTERING,Ohio University
CFS14-05-08-004052,2014-05-08,09:53,NA,NA,EAST GREEN Common Name: EAST GREEN,TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13,Ohio University
CFS14-05-09-004068,2014-05-09,04:24,NA,NA,SOUTH COURT STREET Common Name: CHUBB HALL,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-05-09-004073,2014-05-09,11:15,2014-05-09,11:15,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT ADAMS HALL,TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1),Ohio University
CFS14-05-09-004075,2014-05-09,12:42,NA,NA,60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: ROOM 350,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-05-10-004102,2014-05-10,19:05,NA,NA,1 PARK PLACE Common Name: BAKER STUDENT CENTER,FIRE ALARM,Ohio University
CFS14-05-10-004106,2014-05-10,22:55,NA,NA,RICHLAND AVENUE Common Name: GROVER CENTER,FIRE ALARM,Ohio University
CFS14-05-11-004112,2014-05-11,01:36,2014-05-11,01:36,POPLAR ST (SCOTT QUAD ALLEY) Common Name: POPLAR STREET Location Detail: RACE,OPERATING A VEHICLE UNDER THE INFLUENCE,Ohio University
CFS14-05-11-004122,2014-05-11,18:42,NA,NA,VAN VORHEES & RACE Common Name: MORTON HALL,TRAFFIC DRIVING ON CLOSED ROADWAY 4511.71,Ohio University
CFS14-05-12-004127,2014-05-12,01:16,NA,NA,WEST GREEN DRIVE Common Name: PARKS HALL,FIRE ALARM,Ohio University
CFS14-05-12-004134,2014-05-12,07:38,NA,NA,WEST GREEN DRIVE Common Name: PARKS HALL,FIRE ALARM,Ohio University
CFS14-05-12-004138,2014-05-12,14:34,NA,NA,OXBOW TRAIL Common Name: STOCKER HALL,FIRE ALARM,Ohio University
CFS14-05-12-004140,2014-05-12,14:42,2014-05-12,14:00,Common Name: GENERAL CAMPUS LOCATION,THREAT ASSESSMENT,Ohio University
CFS14-05-12-004149,2014-05-12,18:21,NA,NA,SOUTH GREEN DRIVE Common Name: ADAMS HALL,FIRE ALARM,Ohio University
CFS14-05-12-004152,2014-05-12,21:06,NA,NA,PARK PLACE Common Name: PARK PLACE Location Detail: WALTER INTERNATIONAL CENTER,FIRE ALARM,Ohio University
CFS14-05-13-004169,2014-05-13,17:45,NA,NA,Common Name: ACADEMIC RESEARCH CENTER,FIRE ALARM,Ohio University
CFS14-05-14-004180,2014-05-14,08:50,2014-04-23,09:00,UNIVERSITY TERRACE Common Name: CLIPPINGER HALL Location Detail: BICYCLE RACK,LARCENY-THEFT THEFT - BICYCLES 2913,Ohio University
CFS14-05-14-004181,2014-05-14,09:49,2014-04-14,00:00,135 SOUTH GREEN DRIVE Common Name: EWING HOUSE Location Detail: ATTIC AREA,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-05-14-004186,2014-05-14,14:05,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: AT STEWART STREET,TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,Ohio University
CFS14-05-14-004191,2014-05-14,17:19,2014-05-14,00:00,PEDEN STADIUM Common Name: PARKING LOT 132,TRAFFIC CRASH,Ohio University
CFS14-05-15-004197,2014-05-15,01:14,NA,NA,PARK PLACE Common Name: GORDY HALL,DESTRUCTION OF PROPERTY,Ohio University
CFS14-05-15-004198,2014-05-15,02:01,2014-05-15,02:01,MILL STREET Common Name: MILL STREET Location Detail: ACROOS FROM 55 MILL STREET,DESTRUCTION OF PROPERTY,Ohio University
CFS14-05-15-004204,2014-05-15,08:17,2014-05-12,18:30,WEST UNION STREET Common Name: HDL CENTER,LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02,Ohio University
CFS14-05-15-004208,2014-05-15,14:32,2014-05-15,10:30,PARK PLACE Common Name: ALDEN LIBRARY,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-05-15-004213,2014-05-15,15:37,2014-05-15,15:37,59 EAST GREEN DRIVE Common Name: SHIVELY HALL Location Detail: BETWEEN SHIVELY/PERKINS,TRAFFIC CRASH,Ohio University
CFS14-05-16-004222,2014-05-16,08:12,2014-05-15,13:30,127 SOUTH GREEN DRIVE Common Name: MARTZOLFF HOUSE Location Detail: MOD 3A,DESTRUCTION OF PROPERTY,Ohio University
CFS14-05-16-004223,2014-05-16,08:32,NA,NA,RIDGES PROPERTY Common Name: RIDGES,LITTERING,Ohio University
CFS14-05-16-004227,2014-05-16,11:23,NA,NA,COLLEGE STREET Common Name: COLLEGE STREET Location Detail: AT SCHOONOVER BUILDING,TRAFFIC FAILURE TO YIELD - DRIVEWAY OR LOT 4511.44,Ohio University
CFS14-05-16-004240,2014-05-16,20:27,NA,NA,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 221,FIRE ALARM,Ohio University
CFS14-05-17-004245,2014-05-17,01:27,NA,NA,MILL STREET Common Name: MILL STREET Location Detail: LOT 153,TRAFFIC BRAKE LIGHTS 4513.071,Ohio University
CFS14-05-17-004247,2014-05-17,03:47,NA,NA,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: 99 COLUMBIA AVE,DELIQUENT/UNRULY CHILD,Ohio University
CFS14-05-17-004257,2014-05-17,19:19,2014-05-17,19:19,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: BY OU INN,TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13,Ohio University
CFS14-05-18-004262,2014-05-18,00:05,2014-05-18,00:05,MILL STREET Common Name: MILL STREET Location Detail: 93 MILL ST,INTOXICATED PERSON,Ohio University
CFS14-05-18-004264,2014-05-18,01:47,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: @ COURT,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-05-18-004265,2014-05-18,02:20,2014-05-18,02:20,UNIVERSITY TERRACE Common Name: PARKING LOT 84,ALCOHOL OFFENSE,Ohio University
CFS14-05-18-004267,2014-05-18,03:24,NA,NA,COURT STREET Common Name: COURT STREET Location Detail: FRONT OF 28 COURT,TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13,Ohio University
CFS14-05-18-004272,2014-05-18,08:45,NA,NA,VAN VORHEES & RACE Common Name: MORTON HALL,FIRE FIRE OUTSIDE (NO STRUCTURE INVOLVED),Ohio University
CFS14-05-18-004273,2014-05-18,08:53,NA,NA,16 WEST GREEN DRIVE Common Name: GROSVENOR HALL,FIRE ALARM,Ohio University
CFS14-05-18-004285,2014-05-18,21:12,NA,NA,UNIVERSITY TERRACE Common Name: BROWN HOUSE,FIRE ALARM,Ohio University
CFS14-05-19-004289,2014-05-19,01:06,NA,NA,COLLEGE STREET Common Name: COLLEGE STREET,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS14-05-19-004306,2014-05-19,17:07,2014-05-18,00:00,Common Name: BIKE PATH,DESTRUCTION OF PROPERTY,Ohio University
CFS14-05-20-004311,2014-05-20,00:35,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: THE UNION BAR,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-05-20-004313,2014-05-20,02:36,NA,NA,PRESIDENT ST Common Name: PRESIDENT ST Location Detail: BY BENTLEY,INTOXICATED PERSON,Ohio University
CFS14-05-20-004317,2014-05-20,09:41,2014-05-20,09:41,SCOTT QUAD UPPER Common Name: PARKING LOT 6,TRAFFIC CRASH,Ohio University
CFS14-05-20-004319,2014-05-20,10:41,NA,NA,35 SOUTH CONGRESS Common Name: BROMLEY HALL,FIRE ALARM,Ohio University
CFS14-05-20-004321,2014-05-20,13:50,NA,NA,MCKINLEY AVE Common Name: MCKINLEY AVE Location Detail: 34 MCKINLEY AVENUE,TRAFFIC BRAKE LIGHTS 4513.071,Ohio University
CFS14-05-20-004330,2014-05-20,22:13,NA,NA,57 EAST GREEN DRIVE Common Name: PERKINS HALL,ANIMAL COMPLAINT,Ohio University
CFS14-05-21-004340,2014-05-21,09:43,2014-05-21,08:30,WEST GREEN DRIVE Common Name: PARKS HALL Location Detail: 2ND FLOOR,CHILD ABUSE ENDANGERING CHILDREN 2919.22,Ohio University
CFS14-05-21-004342,2014-05-21,11:27,NA,NA,SOUTH GREEN DRIVE Common Name: ADAMS HALL,FIRE ALARM,Ohio University
CFS14-05-21-004349,2014-05-21,13:29,NA,NA,Common Name: ACADEMIC RESEARCH CENTER,FIRE ALARM,Ohio University
CFS14-05-21-004361,2014-05-21,19:24,NA,NA,CENTRAL FOOD FACILITY Common Name: CENTRAL FOOD FACILITY,FIRE ALARM,Ohio University
CFS14-05-21-004366,2014-05-21,23:47,2014-05-20,00:00,EAST UNION STREET Common Name: MCCRACKEN HALL,DESTRUCTION OF PROPERTY,Ohio University
CFS14-05-22-004371,2014-05-22,07:21,2014-05-22,07:21,125 SOUTH GREEN DRIVE Common Name: FOSTER HOUSE Location Detail: ROOM 323,DRUG OFFENSES,Ohio University
CFS14-05-22-004374,2014-05-22,08:21,2014-05-22,08:21,130 SOUTH GREEN DRIVE Common Name: ATKINSON Location Detail: ROOM 255,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-05-22-004382,2014-05-22,12:10,NA,NA,16 WEST GREEN DRIVE Common Name: GROSVENOR HALL,FIRE ALARM,Ohio University
CFS14-05-22-004386,2014-05-22,16:57,2014-05-22,16:57,WEST SIDE OF CONVO Common Name: PARKING LOT 127,TRAFFIC CRASH,Ohio University
CFS14-05-23-004395,2014-05-23,02:18,NA,NA,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: JACKIE O'S,DESTRUCTION OF PROPERTY,Ohio University
CFS14-05-23-004398,2014-05-23,02:46,NA,NA,31 Common Name: 31 South Court Street,FIRE ALARM,Ohio University
CFS14-05-23-004402,2014-05-23,08:59,2014-05-19,11:45,OXBOW DRIVE - BIRD Common Name: PARKING LOT 120,TRAFFIC CRASH,Ohio University
CFS14-05-23-004407,2014-05-23,14:17,2014-05-23,14:17,OXBOW DRIVE - BIRD Common Name: PARKING LOT 120,TRAFFIC CRASH,Ohio University
CFS14-05-24-004420,2014-05-24,01:40,NA,NA,COURT STREET Common Name: COURT STREET Location Detail: CI BAR,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-05-25-004447,2014-05-25,17:22,2014-05-25,16:15,OXBOW DRIVE Common Name: AQUATIC CENTER,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-05-26-004450,2014-05-26,01:22,NA,NA,SHAFER STREET Common Name: SHAFER STREET Location Detail: @ OUCU,TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS14-05-26-004451,2014-05-26,02:33,NA,NA,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: TRAFFIC CIRCLE,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS14-05-26-004452,2014-05-26,02:58,NA,NA,STATE ROUTE 682 Common Name: STATE ROUTE 682 Location Detail: EAST OF TRAFFIC CIRCLE,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS14-05-26-004457,2014-05-26,14:44,NA,NA,Common Name: BIKE PATH,RECKLESS DRIVER,Ohio University
CFS14-05-26-004463,2014-05-26,21:36,NA,NA,CHURCH ST. Common Name: SEIGFRED,FIRE ALARM,Ohio University
CFS14-05-27-004467,2014-05-27,00:33,NA,NA,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: MCDONALD'S,TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS14-05-27-004470,2014-05-27,10:50,NA,NA,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS14-05-27-004472,2014-05-27,12:25,NA,NA,98 WEST GREEN DRIVE Common Name: SARGENT HALL,FIRE ALARM,Ohio University
CFS14-05-27-004473,2014-05-27,12:41,NA,NA,OXBOW TRAIL/DRIVE Common Name: OXBOW TRAIL/DRIVE Location Detail: AT EMERITI PARK,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS14-05-27-004474,2014-05-27,13:17,NA,NA,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT SOUTH GREEN DRIVE,TRAFFIC SPEED 4511.21,Ohio University
CFS14-05-27-004475,2014-05-27,13:41,2014-05-23,15:30,Common Name: MCGUFFEY HALL,DESTRUCTION OF PROPERTY,Ohio University
CFS14-05-27-004478,2014-05-27,15:00,2014-05-27,15:08,RICHLAND AVENUE Common Name: PORTER HALL Location Detail: IN FRONT AT METERS,TRAFFIC CRASH,Ohio University
CFS14-05-28-004493,2014-05-28,11:04,NA,NA,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,FIRE ALARM,Ohio University
CFS14-05-28-004497,2014-05-28,13:12,NA,NA,57 EAST GREEN DRIVE Common Name: PERKINS HALL,FIRE ALARM,Ohio University
CFS14-05-28-004499,2014-05-28,14:22,NA,NA,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,FIRE ALARM,Ohio University
CFS14-05-29-004512,2014-05-29,01:05,2014-05-29,01:05,SOUTH COURT STREET Common Name: COPELAND,INTOXICATED PERSON,Ohio University
CFS14-05-29-004513,2014-05-29,02:35,NA,NA,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: BINGHAM,TRAFFIC LANES OF TRAVEL 4511.25,Ohio University
CFS14-05-29-004526,2014-05-29,09:29,NA,NA,88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 163,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-05-29-004527,2014-05-29,09:41,2014-05-23,13:00,"E. CIRCLE DR, THE RIDGES Common Name: BUILDING 9 - SURPLUS Location Detail: SURPLUS",THEFT OFFENSE,Ohio University
CFS14-05-29-004529,2014-05-29,10:52,NA,NA,DAIRY LANE Common Name: DAIRY LANE Location Detail: AT SOUTH PARK DRIVE,WILDLIFE FISHING W/O LICENSE 1533.32,Ohio University
CFS14-05-29-004530,2014-05-29,11:49,NA,NA,MORTON HALL LOT Common Name: PARKING LOT 90,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS14-05-30-004555,2014-05-30,08:36,2014-05-30,08:35,UNIVERSITY TERRACE Common Name: PARKING LOT 84,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS14-05-30-004561,2014-05-30,13:30,NA,NA,S. COLLEGE STREET Common Name: RADIO-TELEVISION,TELECOMMUNICATIONS HARASSMENT,Ohio University
CFS14-05-30-004568,2014-05-30,17:12,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: NEAR PEDEN,TRAFFIC DETAIL,Ohio University
