case_number,date_reported,time_reported,incident,location,university,date_occurred,time_occurred
142530107,2014-09-10,12:36,Larceny from a building,EAST HALL,University of Michigan-Ann Arbor,NA,NA
142530108,2014-09-10,12:37,Larceny (other),SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142530120,2014-09-10,14:37,Traffic accident (hit & run),NA,University of Michigan-Ann Arbor,NA,NA
142530122,2014-09-10,14:46,Traffic Accident (off roadway),M-18 P2 NORTH SIDE,University of Michigan-Ann Arbor,NA,NA
142530124,2014-09-10,14:58,Property damage (accidental),NQ RESIDENTIAL & ACADEMIC,University of Michigan-Ann Arbor,NA,NA
142530131,2014-09-10,15:56,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
142530135,2014-09-10,16:12,Personal injury (non-traffic),SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142530145,2014-09-10,17:02,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
142530149,2014-09-10,17:15,Traffic Accident (off roadway),LOT M-15,University of Michigan-Ann Arbor,NA,NA
142530166,2014-09-10,18:21,Larceny (other),NORTHWOOD IV,University of Michigan-Ann Arbor,NA,NA
142530176,2014-09-10,19:15,Assist other agency,NA,University of Michigan-Ann Arbor,NA,NA
142530178,2014-09-10,19:38,Suspicious circumstances,NORTHWOOD IV,University of Michigan-Ann Arbor,NA,NA
142530179,2014-09-10,19:39,Larceny (other),NORTHWOOD IV,University of Michigan-Ann Arbor,NA,NA
142550087,2014-09-12,11:56,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
142550093,2014-09-12,12:29,Ambulance request,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142550102,2014-09-12,13:43,Ambulance request,PERRY BUILDING,University of Michigan-Ann Arbor,NA,NA
142550105,2014-09-12,13:48,Larceny (other),DEXTER FAMILY PRACTICE,University of Michigan-Ann Arbor,NA,NA
142550109,2014-09-12,14:09,Assist other agency,NA,University of Michigan-Ann Arbor,NA,NA
142550114,2014-09-12,14:25,Larceny (other),UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
142550127,2014-09-12,15:29,Chemical spill / leak,G.G. BROWN,University of Michigan-Ann Arbor,NA,NA
142550131,2014-09-12,15:56,Ambulance request,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142550139,2014-09-12,16:56,Property damage (accidental),CAMPUS SAFETY SERVICES,University of Michigan-Ann Arbor,NA,NA
142550142,2014-09-12,17:15,Property damage (accidental),ELBEL FIELD,University of Michigan-Ann Arbor,NA,NA
142550147,2014-09-12,17:41,Larceny from a building,VICTOR C VAUGHN HOUSE,University of Michigan-Ann Arbor,NA,NA
142550149,2014-09-12,17:46,Larceny from a building,MOSHER-JORDAN HALL,University of Michigan-Ann Arbor,NA,NA
142550151,2014-09-12,17:53,Personal injury (non-traffic),LOT SC-5,University of Michigan-Ann Arbor,NA,NA
142550152,2014-09-12,17:55,Larceny from a building,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142550154,2014-09-12,17:57,Larceny (other),NA,University of Michigan-Ann Arbor,NA,NA
142550158,2014-09-12,18:10,Missing person,NEUROSCIENCE HOSPITAL UNIT 1,University of Michigan-Ann Arbor,NA,NA
142550170,2014-09-12,21:09,Ambulance request,NORTHWOOD III,University of Michigan-Ann Arbor,NA,NA
142550173,2014-09-12,21:37,Violation of controlled substances,NORTHWOOD III,University of Michigan-Ann Arbor,NA,NA
142550180,2014-09-12,22:39,Minors in possession of alcohol,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
142550182,2014-09-12,22:52,Minors in possession of alcohol,MOSHER-JORDAN HALL,University of Michigan-Ann Arbor,NA,NA
142550185,2014-09-12,23:32,Disorder person(s),DIAGONAL,University of Michigan-Ann Arbor,NA,NA
142560002,2014-09-13,00:15,Disorder person(s),LOT SC-34,University of Michigan-Ann Arbor,NA,NA
142560005,2014-09-13,00:32,Ambulance request,SEELEY HOUSE,University of Michigan-Ann Arbor,NA,NA
142560009,2014-09-13,01:04,Minors in possession of alcohol,LOT NW-21,University of Michigan-Ann Arbor,NA,NA
142560010,2014-09-13,01:04,Minors in possession of alcohol,STOCKWELL HALL,University of Michigan-Ann Arbor,NA,NA
142560011,2014-09-13,01:09,Minors in possession of alcohol,SEELEY HOUSE,University of Michigan-Ann Arbor,NA,NA
142560013,2014-09-13,01:18,Minors in possession of alcohol,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142560014,2014-09-13,01:23,Ambulance request,NA,University of Michigan-Ann Arbor,NA,NA
142560016,2014-09-13,01:29,Ambulance request,NA,University of Michigan-Ann Arbor,NA,NA
142560019,2014-09-13,02:11,Ambulance request,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142560028,2014-09-13,03:03,Trespassing,THAYER CARPORT,University of Michigan-Ann Arbor,NA,NA
142560029,2014-09-13,03:10,Minors in possession of alcohol,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
142560052,2014-09-13,09:24,C.S.C. 4th degree,DIAGONAL,University of Michigan-Ann Arbor,NA,NA
142560064,2014-09-13,11:18,Suspicious circumstances,SHAPIRO UNDERGRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
142570059,2014-09-14,12:17,Ambulance request,TURNER SENIOR RESOURCE **,University of Michigan-Ann Arbor,NA,NA
142570067,2014-09-14,13:58,Suspicious circumstances,NORTHWOOD 5,University of Michigan-Ann Arbor,NA,NA
142570083,2014-09-14,16:07,Personal injury (non-traffic),NA,University of Michigan-Ann Arbor,NA,NA
142570086,2014-09-14,17:06,Ambulance request,VERA BAITS II COMAN HOUSE,University of Michigan-Ann Arbor,NA,NA
142570088,2014-09-14,17:27,Larceny from a building,HATCHER GRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
142570091,2014-09-14,17:31,Suspicious circumstances,NICHOLS ARBORETUM,University of Michigan-Ann Arbor,NA,NA
142570094,2014-09-14,18:37,Civil Dispute,NORTHWOOD V,University of Michigan-Ann Arbor,NA,NA
142570095,2014-09-14,18:50,Violation of controlled substances,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142570100,2014-09-14,20:05,Ambulance request,MOSHER-JORDAN HALL,University of Michigan-Ann Arbor,NA,NA
142570105,2014-09-14,21:44,Assist other agency,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
142570107,2014-09-14,22:01,Violation of controlled substances,NORTHWOOD II,University of Michigan-Ann Arbor,NA,NA
142570108,2014-09-14,22:19,Suspicious circumstances,DIAGONAL,University of Michigan-Ann Arbor,NA,NA
142570111,2014-09-14,22:35,Violation of controlled substances,VERA BAITS II,University of Michigan-Ann Arbor,NA,NA
142570114,2014-09-14,22:52,Larceny (other),NORTHWOOD IV,University of Michigan-Ann Arbor,NA,NA
142570121,2014-09-14,23:14,Ordinance - Arboretum Hours,NICHOLS ARBORETUM,University of Michigan-Ann Arbor,NA,NA
142570122,2014-09-14,23:26,Traffic accident (hit & run),NA,University of Michigan-Ann Arbor,NA,NA
142580001,2014-09-15,00:07,Suicide attempt,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142580034,2014-09-15,07:35,Trespassing,WEST HALL,University of Michigan-Ann Arbor,NA,NA
142580054,2014-09-15,09:33,Obstructing Justice,CAMPUS SAFETY SERVICES,University of Michigan-Ann Arbor,NA,NA
142580098,2014-09-15,13:37,Ambulance request,SEELEY HOUSE,University of Michigan-Ann Arbor,NA,NA
142580104,2014-09-15,14:01,Larceny from a building,SCHOOL OF DENTISTRY,University of Michigan-Ann Arbor,NA,NA
142580118,2014-09-15,16:04,Larceny from a building,G.G. BROWN,University of Michigan-Ann Arbor,NA,NA
142580129,2014-09-15,17:07,"Smoke, smell of",DUDERSTADT BLDG,University of Michigan-Ann Arbor,NA,NA
142580135,2014-09-15,18:01,Violation of controlled substances,VERA BAITS II,University of Michigan-Ann Arbor,NA,NA
142580139,2014-09-15,18:27,Ambulance request,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
142580147,2014-09-15,19:35,Traffic Accident (off roadway),SC20,University of Michigan-Ann Arbor,NA,NA
142580154,2014-09-15,20:18,Larceny (other),NORTHWOOD IV,University of Michigan-Ann Arbor,NA,NA
142580166,2014-09-15,22:08,Larceny from a building,MOSHER-JORDAN HALL,University of Michigan-Ann Arbor,NA,NA
142580167,2014-09-15,22:39,Personal injury (non-traffic),PIERPONT  COMMONS,University of Michigan-Ann Arbor,NA,NA
142580179,2014-09-15,23:33,Personal injury (non-traffic),INTRAMURAL SPORTS BUILDING,University of Michigan-Ann Arbor,NA,NA
142590019,2014-09-16,02:28,Minors in possession of alcohol,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142590071,2014-09-16,08:37,Traffic Accident (off roadway),GLEN CARPORT,University of Michigan-Ann Arbor,NA,NA
142590075,2014-09-16,09:03,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
142590079,2014-09-16,09:40,Traffic Accident (off roadway),THOMPSON CARPORT,University of Michigan-Ann Arbor,NA,NA
142590081,2014-09-16,09:45,Traffic accident (hit & run),M-22 CARPORT,University of Michigan-Ann Arbor,NA,NA
142590091,2014-09-16,10:44,Ambulance request,SCHOOL OF DENTISTRY,University of Michigan-Ann Arbor,NA,NA
142590101,2014-09-16,11:33,Assist other agency,CANTON,University of Michigan-Ann Arbor,NA,NA
142590108,2014-09-16,12:46,Disorder person(s),DIAGONAL,University of Michigan-Ann Arbor,NA,NA
142590113,2014-09-16,13:06,Larceny from a veh. (parts),LOT M-79,University of Michigan-Ann Arbor,NA,NA
142590130,2014-09-16,14:36,Larceny from a building,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
142590131,2014-09-16,14:41,Larceny (other),M-18 P2 NORTH SIDE,University of Michigan-Ann Arbor,NA,NA
142590139,2014-09-16,16:03,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
142590143,2014-09-16,16:22,Suspicious circumstances,PALMER DR PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
142590145,2014-09-16,16:44,Property damage (accidental),NORTHWOOD III,University of Michigan-Ann Arbor,NA,NA
142590148,2014-09-16,17:03,Suicide (attempt),SCHOOL OF DENTISTRY,University of Michigan-Ann Arbor,NA,NA
142590156,2014-09-16,18:49,Traffic Accident (off roadway),LOT M-10,University of Michigan-Ann Arbor,NA,NA
142590162,2014-09-16,20:15,Larceny from a building,PIERPONT  COMMONS,University of Michigan-Ann Arbor,NA,NA
142600003,2014-09-17,00:18,Assist other agency,NA,University of Michigan-Ann Arbor,NA,NA
142600009,2014-09-17,01:04,Minors in possession of alcohol,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
142600061,2014-09-17,07:18,Larceny (other),NA,University of Michigan-Ann Arbor,NA,NA
142600084,2014-09-17,09:29,Ambulance request,PALMER DRIVE COMMONS,University of Michigan-Ann Arbor,NA,NA
142600091,2014-09-17,09:44,Larceny from a building,CANCER CENTER,University of Michigan-Ann Arbor,NA,NA
142600097,2014-09-17,10:07,Traffic Accident (off roadway),GLEN CARPORT,University of Michigan-Ann Arbor,NA,NA
142600112,2014-09-17,11:24,Traffic Accident (off roadway),LOT NC-86 BY NCRC BLDG 550,University of Michigan-Ann Arbor,NA,NA
142600122,2014-09-17,13:04,Disorder person(s),MOTT CHILD VON VOIGTLANDER WMN,University of Michigan-Ann Arbor,NA,NA
142600135,2014-09-17,15:08,Larceny from a building,WALGREEN DRAMA CENTER,University of Michigan-Ann Arbor,NA,NA
142600136,2014-09-17,15:11,Obstructing Justice,CAMPUS SAFETY SERVICES,University of Michigan-Ann Arbor,NA,NA
142600142,2014-09-17,17:14,Disorder person(s),EARL V MOORE BUILDING,University of Michigan-Ann Arbor,NA,NA
142600144,2014-09-17,17:26,Traffic Accident (off roadway),LOT SC-17,University of Michigan-Ann Arbor,NA,NA
142600145,2014-09-17,17:28,Larceny from a building,ART AND ARCHITECTURE,University of Michigan-Ann Arbor,NA,NA
142600150,2014-09-17,18:14,Personal injury (non-traffic),NA,University of Michigan-Ann Arbor,NA,NA
142600166,2014-09-17,20:58,Indecent exposure,INTRAMURAL SPORTS BUILDING,University of Michigan-Ann Arbor,NA,NA
142600174,2014-09-17,22:29,Ambulance request,LITERATURE SCIENCE AND ARTS,University of Michigan-Ann Arbor,NA,NA
142600175,2014-09-17,22:43,Violation of controlled substances,NICHOLS ARBORETUM,University of Michigan-Ann Arbor,NA,NA
142600178,2014-09-17,22:50,Traffic violation (criminal),NA,University of Michigan-Ann Arbor,NA,NA
142610003,2014-09-18,00:21,Minors in possession of alcohol,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
142610024,2014-09-18,02:57,Minors in possession of alcohol,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142610055,2014-09-18,08:01,Assist other agency,NA,University of Michigan-Ann Arbor,NA,NA
142610066,2014-09-18,08:49,Larceny from a building,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
142610067,2014-09-18,08:56,Suspicious circumstances,NA,University of Michigan-Ann Arbor,NA,NA
142610072,2014-09-18,09:39,Ordinance - Soliciting in Buildings,MODERN LANGUAGES BUILDING,University of Michigan-Ann Arbor,NA,NA
142610075,2014-09-18,09:46,Obstructing Justice,CAMPUS SAFETY SERVICES,University of Michigan-Ann Arbor,NA,NA
142610083,2014-09-18,10:41,Larceny from a building,KELLOGG EYE CENTER,University of Michigan-Ann Arbor,NA,NA
142610109,2014-09-18,13:52,Traffic Accident (off roadway),THOMPSON CARPORT,University of Michigan-Ann Arbor,NA,NA
142610113,2014-09-18,14:21,Disorder person(s),DIAGONAL,University of Michigan-Ann Arbor,NA,NA
142610129,2014-09-18,16:51,Traffic Accident (off roadway),NA,University of Michigan-Ann Arbor,NA,NA
142610137,2014-09-18,18:25,"Fire, accidental",MOTT CHILD VON VOIGTLANDER WMN,University of Michigan-Ann Arbor,NA,NA
142610151,2014-09-18,20:24,Ambulance request,BIOMEDICAL SCI RESEARCH BLDG,University of Michigan-Ann Arbor,NA,NA
142610155,2014-09-18,20:54,Ambulance request,BURSLEY HALL,University of Michigan-Ann Arbor,NA,NA
142610156,2014-09-18,20:58,Traffic violation (criminal),NA,University of Michigan-Ann Arbor,NA,NA
142610162,2014-09-18,21:52,Personal injury (non-traffic),NQ RESIDENTIAL & ACADEMIC,University of Michigan-Ann Arbor,NA,NA
142610165,2014-09-18,22:12,Violation of controlled substances,VERA BAITS II COMAN HOUSE,University of Michigan-Ann Arbor,NA,NA
142620013,2014-09-19,01:27,Minors in possession of alcohol,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
142620016,2014-09-19,01:45,Minors in possession of alcohol,NA,University of Michigan-Ann Arbor,NA,NA
142620017,2014-09-19,02:03,Minors in possession of alcohol,BURSLEY HALL,University of Michigan-Ann Arbor,NA,NA
142620038,2014-09-19,06:04,Sexual assault,THOMPSON CARPORT,University of Michigan-Ann Arbor,NA,NA
142620097,2014-09-19,11:31,Larceny from a building,SCHOOL OF EDUCATION,University of Michigan-Ann Arbor,NA,NA
142620098,2014-09-19,11:39,Traffic accident (hit & run),GLEN CARPORT,University of Michigan-Ann Arbor,NA,NA
142620101,2014-09-19,11:52,Larceny from a building,BREHM TOWER,University of Michigan-Ann Arbor,NA,NA
142620109,2014-09-19,12:46,"Smoke, smell of",NCRC #36 WEST BUILDING,University of Michigan-Ann Arbor,NA,NA
142620131,2014-09-19,15:39,Larceny (other),NA,University of Michigan-Ann Arbor,NA,NA
142620136,2014-09-19,16:28,Larceny (other),NA,University of Michigan-Ann Arbor,NA,NA
142620148,2014-09-19,18:35,Violation of controlled substances,NA,University of Michigan-Ann Arbor,NA,NA
142620161,2014-09-19,20:48,Minors in possession of alcohol,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142620178,2014-09-19,23:42,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
142630002,2014-09-20,00:21,Minors in possession of alcohol,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142630005,2014-09-20,00:44,Ambulance request,BUS SHELTER #8/GEDDES AVE,University of Michigan-Ann Arbor,NA,NA
142630006,2014-09-20,00:52,Civil Dispute,LOT NC-32,University of Michigan-Ann Arbor,NA,NA
142630012,2014-09-20,02:02,Assist other agency,NA,University of Michigan-Ann Arbor,NA,NA
142630014,2014-09-20,02:11,Ambulance request,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142630015,2014-09-20,02:27,Assist other agency,NA,University of Michigan-Ann Arbor,NA,NA
142630016,2014-09-20,02:41,Minors in possession of alcohol,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142630017,2014-09-20,02:51,Violation of controlled substances,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
142630036,2014-09-20,07:36,Trespassing,HARRISON RANDALL LABORATORY,University of Michigan-Ann Arbor,NA,NA
142630056,2014-09-20,11:36,Property damage (accidental),NORTHWOOD IV,University of Michigan-Ann Arbor,NA,NA
142630065,2014-09-20,12:21,Ordinance - Soliciting on Grounds,MICHIGAN UNION,University of Michigan-Ann Arbor,NA,NA
142630077,2014-09-20,14:08,Personal injury (non-traffic),STADIUM GATE 10,University of Michigan-Ann Arbor,NA,NA
142630078,2014-09-20,14:25,Ordinance - Alcohol Stadium/Arena,STADIUM GATE 2,University of Michigan-Ann Arbor,NA,NA
142630082,2014-09-20,14:44,Ambulance request,STADIUM GATE 2,University of Michigan-Ann Arbor,NA,NA
142630083,2014-09-20,15:02,Missing person,STADIUM GATE 10,University of Michigan-Ann Arbor,NA,NA
142630085,2014-09-20,15:08,Ambulance request,ANN ARBOR GOLF AND OUTING,University of Michigan-Ann Arbor,NA,NA
142630087,2014-09-20,15:16,Ordinance - Alcohol Stadium/Arena,STADIUM GATE 2,University of Michigan-Ann Arbor,NA,NA
142630088,2014-09-20,15:16,Ordinance - Alcohol Stadium/Arena,STADIUM GATE 2,University of Michigan-Ann Arbor,NA,NA
142630089,2014-09-20,15:22,Ordinance - Alcohol Stadium/Arena,STADIUM GATE 10,University of Michigan-Ann Arbor,NA,NA
142630090,2014-09-20,15:24,Minors in possession of alcohol,STADIUM GATE 10,University of Michigan-Ann Arbor,NA,NA
142630093,2014-09-20,15:33,Minors in possession of alcohol,STADIUM GATE 10,University of Michigan-Ann Arbor,NA,NA
142630095,2014-09-20,15:35,Disorder person(s),MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
142630096,2014-09-20,15:35,Ordinance - Alcohol Stadium/Arena,STADIUM GATE 2,University of Michigan-Ann Arbor,NA,NA
142630098,2014-09-20,15:36,Ambulance request,ANN ARBOR GOLF AND OUTING,University of Michigan-Ann Arbor,NA,NA
142630099,2014-09-20,15:38,Ambulance request,FACILITIES SERVICES BLDG  A,University of Michigan-Ann Arbor,NA,NA
142630100,2014-09-20,15:42,Ambulance request,STADIUM GATE 10,University of Michigan-Ann Arbor,NA,NA
142630102,2014-09-20,15:43,Traffic violation (criminal),WASHTENAW AVE OVERPASS,University of Michigan-Ann Arbor,NA,NA
142630103,2014-09-20,15:44,Minors in possession of alcohol,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
142630104,2014-09-20,15:45,Personal injury (non-traffic),BURSLEY HALL,University of Michigan-Ann Arbor,NA,NA
142630105,2014-09-20,15:51,Ordinance - Fraudulent I.D. Card,STADIUM GATE 10,University of Michigan-Ann Arbor,NA,NA
142630107,2014-09-20,16:00,Ambulance request,FACILITIES SERVICES BLDG  A,University of Michigan-Ann Arbor,NA,NA
142630109,2014-09-20,16:08,"Assault, non-aggravated",U HOSPITAL EMERGENCY ROOM,University of Michigan-Ann Arbor,NA,NA
142630110,2014-09-20,16:09,Minors in possession of alcohol,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
142630111,2014-09-20,16:12,Larceny (other),STADIUM SECTION 27,University of Michigan-Ann Arbor,NA,NA
142630112,2014-09-20,16:14,Ordinance - Alcohol Stadium/Arena,STADIUM GATE 10,University of Michigan-Ann Arbor,NA,NA
142630113,2014-09-20,16:16,Disorder person(s),STADIUM SECTION 44,University of Michigan-Ann Arbor,NA,NA
142630116,2014-09-20,16:37,Assist other agency,ANN ARBOR GOLF AND OUTING,University of Michigan-Ann Arbor,NA,NA
142630118,2014-09-20,16:43,Ambulance request,STADIUM SECTION 19,University of Michigan-Ann Arbor,NA,NA
142630120,2014-09-20,16:46,Disorder person(s),MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
142630123,2014-09-20,16:49,Ambulance request,STADIUM GATE 2,University of Michigan-Ann Arbor,NA,NA
