case_number,date_reported,time_reported,date_occurred,time_occurred,location,university,incident
"OCA
2015-0539",2015-04-30,16:00,2015-04-30,15:15,Student Recreational Center,East Carolina University,Counterfeit Currency
"OCA
2015-0540",2015-04-30,19:20,2015-04-30,14:30,Aycock Hall,East Carolina University,Larceny from Building
"OCA
2015-0542",2015-05-01,02:45,2015-05-01,02:45,"Reade Street
Bus Stop",East Carolina University,Assault
"OCA
2015-0543",2015-04-28,16:04,2015-04-03,09:00,"College Hille
Suites",East Carolina University,Larceny
"OCA
2015-0546",2015-05-01,17:12,2015-05-01,08:45,"College Hill
Suites",East Carolina University,Larceny
"OCA
2015-0547",2015-05-01,17:37,2015-05-01,12:00,Scott Hall,East Carolina University,"Larceny/ Damage to
Property"
"OCA
2015-0549",2015-05-02,14:53,2015-05-02,14:18,Student Recreation Center,East Carolina University,Larceny
"OCA
2015-0550",2015-05-02,16:04,2015-05-02,15:04,Student Recreation Center,East Carolina University,Larceny
"OCA
2015-0551",2015-05-02,23:22,2015-05-02,23:15,Scott Hall,East Carolina University,Possession of Marijuana/ Underage Consumption
"OCA
2015-0552",2015-05-03,14:53,2015-05-03,14:18,E. 10th & Reade Street,East Carolina University,DWI/ Providional DWI/ Failure to Burn Headlamps
"OCA
2015-0553",2015-05-03,05:03,2015-05-03,05:03,"E. 5th & Reade
Street",East Carolina University,"Poss. Fraudulent ID/ Underage Poss. of Alcohol
Intoxicated & Disruptive
Resist/Delay or Obstruct"
"OCA
2015-0555",2015-05-03,20:52,2015-05-03,01:00,"College Hill
Drive",East Carolina University,"Larceny from Motor
Vehicle
Breaking or Entering
Vehicle"
"OCA
2015-0556",2015-05-04,00:53,2015-05-04,00:53,E. 1st St. & Warren St.,East Carolina University,Driving While Impaired
"OCA
2015-0558",2015-05-04,12:00,2015-04-25,22:00,"College Hill
Drive",East Carolina University,Injury to Personal Property
"OCA
2015-0560",2015-05-04,00:00,2015-05-04,00:00,"Dowdy
Student Stores",East Carolina University,"Misdemeanor Larceny
Obtain Property by False
Pretense
Conspire to Obtain
Property by False Pretense"
"OCA
2015-0561",2015-05-04,08:10,2015-05-04,15:30,Fletcher Hall,East Carolina University,Larceny
"OCA
2015-0563",2015-05-05,11:55,2015-05-05,18:30,Joyner Library,East Carolina University,Larceny
"OCA
2015-0565",2015-05-05,21:22,2015-05-05,21:22,Cotten Hall,East Carolina University,"Underage Consumption of
Alcohol"
"OCA
2015-0570",2015-05-07,09:30,2015-05-06,09:30,Steam Plant,East Carolina University,Larceny
"OCA
2015-0571",2015-05-07,10:15,2015-05-05,11:55,Steam Plant,East Carolina University,Larceny
"OCA
2015-0572",2015-05-07,12:38,2015-04-26,02:00,White Hall,East Carolina University,Assault
"OCA
2015-0576",2015-05-08,02:56,2015-05-08,02:56,14th St. & Haskett Way,East Carolina University,"Warrant Service Other
Agency"
"OCA
2015-0581",2015-05-08,21:54,2015-05-08,21:54,5th and Founder's Drive,East Carolina University,Injury to Personal Property
"OCA
2015-0582",2015-05-08,03:01,2015-05-08,03:01,Wright Circle,East Carolina University,Underage Consumption
"OCA
2015-0583",2015-05-09,02:16,2015-05-09,02:16,White Hall,East Carolina University,"Assault
Intoxicated and Disruptive"
"OCA
2015-0585",2015-05-09,15:00,2015-05-08,21:00,Jenkins Art,East Carolina University,Larceny
"OCA
2015-0587",2015-05-11,17:47,NA,07:30,Fletcher Hall,East Carolina University,Larceny
"OCA
2015-0589",2015-05-11,21:45,NA,21:45,Harris Teeter,East Carolina University,"Warrant Service other
Agency- Failure to Appear"
"OCA
2015-0590",2015-05-11,23:35,NA,23:35,"Charles
Blvd./Sulgrave",East Carolina University,Underage Consumption/Consumption in Public
"OCA
2015-0596",2015-05-15,11:20,NA,11:20,"4th and
Brownlea",East Carolina University,Poss. Drug Paraphernalia
"OCA
2015-0597",2015-05-15,15:05,NA,11:57,Ross Hall PVA,East Carolina University,"Hit and Run-Property
Damage"
"OCA
2015-0601",2015-05-16,14:42,NA,14:42,"10th and
Charles Blvd.",East Carolina University,"Warrant Service Other
Agency"
"OCA
2015-0602",2015-05-16,18:07,NA,18:07,Dowdy- Ficklen Stadium,East Carolina University,Larceny/ Unauthorized Use of MV/ Injury to Personal Property
"OCA
2015-0605",2015-05-18,15:16,NA,15:16,"ECU Heart
Institute",East Carolina University,Counterfeiting-Using
"OCA
2015-0607",2015-05-18,20:58,NA,09:00,"bicycle Rack
Rivers Bldg.",East Carolina University,Larceny of Bicycle
"OCA
2015-0608",2015-05-19,00:18,NA,00:18,"5th Street and
Reade Street",East Carolina University,"Careless & Reckless
Driving"
"OCA
2015-0612",2015-05-19,11:30,NA,17:00,ECU Campus,East Carolina University,"Obtaining Porperty by
False Pretense"
"OCA
2015-0613",2015-05-20,10:58,2015-05-18,05:00,Brody PVA,East Carolina University,Larceny
"OCA
2015-0617",2015-05-22,22:51,2015-05-22,22:51,"East of Garrett
Hall",East Carolina University,"Possess Marijuana/Possess
Drug Paraphernalia
Driving While License Revoked/ Resisting Public Officer
2nd Degree Trespass
Warrant Service Other Agency (FTA-Drug Paraphernalia)"
"OCA
2015-0618",2015-05-25,19:56,2015-05-24,22:18,Fletcher Hall,East Carolina University,Larceny
"OCA
2015-0620",2015-05-26,10:40,2015-05-24,22:43,Umstead Hall,East Carolina University,"Larceny/ Injury to Personal
Property"
"OCA
2015-0623",2015-05-22,16:00,2015-05-22,16:00,Curry Court,East Carolina University,Damage to Property
"OCA
2015-0624",2015-05-28,20:45,2015-05-28,20:45,"East 10th and
Ernul Street",East Carolina University,"Simple Possess Marijuana/Possess Paraphernailia
Resist/Obstruct/Delay
Officer"
"OCA
2015-0632",2015-06-01,10:22,2015-06-01,10:22,Bicycle Rack Christenbury Gym,East Carolina University,Larceny
"OCA
2015-0635",2015-05-31,18:02,2015-05-31,18:02,3rd and Memorial Blvd.,East Carolina University,Possess. < 1/2 oz. Marijuana/ DWLR
"OCA
2015-0635",2015-06-02,02:24,2015-06-02,02:24,10th St. & Greene St.,East Carolina University,No Operator's License
"OCA
2015-0637",2015-06-03,01:39,2015-06-03,01:39,5th Street & Reade Street,East Carolina University,"Resist, Delay, Obstruct"
"OCA
2015-0638",2015-06-03,09:33,2015-06-03,23:00,Speight,East Carolina University,Larceny
"OCA
2015-0639",2015-06-03,08:43,2015-06-03,18:40,Student Recreation Center,East Carolina University,"Larceny, Financial
Transaction Card Fraud"
"OCA
2015-0642",2015-06-07,02:01,2015-06-07,12:01,"4th Street and
Reade Street",East Carolina University,"Provisional DWI/ No
Headlights"
"OCA
2015-0643",2015-06-07,16:13,2015-06-07,16:13,Berkley Road and 14th Street,East Carolina University,"Driving While License Revoked Resist, Delay and Obstruct Officer"
"OCA
2015-0645",2015-06-09,19:15,2015-06-09,19:15,"Copper Beach
Apartments",East Carolina University,Poss. Marijuana/ Maintain Dwelling/Poss. Paraphernalia
"OCA
2015-0646",2015-06-10,09:58,2015-06-10,09:58,East 10th & Charles Street,East Carolina University,"Failure to Appear/Warrant
Service Other Agency"
"OCA
2015-0647",2015-06-10,16:58,2015-06-10,16:58,Student Recreation Center,East Carolina University,2nd Degree Tresspassing
"OCA
2015-0648",2015-06-10,21:30,2015-06-10,21:30,"Memorial Dr.
& Staton Rd.",East Carolina University,"Poss. Less than 1/2 Oz. Marijuana
Warrant Service Other
Agency"
"OCA
2015-0649",2015-06-11,12:59,2015-06-11,12:59,"Arlington Blvd. & MacGregor
Downs Road",East Carolina University,"Driving While License
Revoked
Assault on Female (Warrant Service Other Agency)"
"OCA
2015-0654",2015-06-13,23:49,2015-06-13,23:49,10th. Street,East Carolina University,Carry Concealed Gun x2/Alter Gun Serial Number
"OCA
2015-0655",2015-06-13,01:32,2015-06-13,01:32,10th. Street,East Carolina University,"Warrant Service Other
Agency DWLR x3"
"OCA
2015-0657",2015-06-13,23:22,2015-06-13,23:22,10th. Street,East Carolina University,"Possess. Drug
Paraphernalia"
"OCA
2015-0658",2015-06-14,13:09,2015-06-14,02:26,Mendenhall,East Carolina University,Breaking and Entering
"OCA
2015-0659",2015-06-15,00:26,2015-06-15,00:26,College Hill,East Carolina University,"Warrant Service Other
Agency/FTA"
"OCA
2015-0664",2015-06-17,04:06,2015-06-17,04:06,VOA,East Carolina University,"Poss. Marijuana up to 1/2
Oz.
Poss. Drug Paraphernalia"
"OCA
2015-0666",2015-06-17,10:00,2015-06-17,10:00,Minges,East Carolina University,Larceny
"OCA
2015-0676",2015-06-22,12:10,2015-06-22,12:10,"Christenbury
Gym",East Carolina University,Larceny of Bicycle
"OCA
2015-0679",2015-06-23,11:32,2015-06-23,11:32,"214 N. Eastern
Street",East Carolina University,Warrant Service Other Agency/Underage Alco/Larceny
"OCA
2015-0682",2015-06-24,09:00,2015-06-24,17:30,"Old Cafeteria
Parking Lot",East Carolina University,"Hit & Run Property
Damage"
"OCA
2015-0685",2015-06-25,14:11,2015-06-25,NA,"College Hill
Staff Lot",East Carolina University,Damage to Property
"OCA
2015-0687",2015-06-26,11:15,2015-06-23,18:00,Reade Street,East Carolina University,"Injury to Personal
Property"
"OCA
2015-0693",2015-06-28,02:41,2015-06-28,02:41,E. 5th & Maple St.,East Carolina University,Transporting Open Container/Underage Consumption
"OCA
2015-0695",2015-06-29,10:33,2015-06-29,10:33,"VOA Building
(WC)",East Carolina University,Larceny
"OCA
2015-0698",2015-06-29,13:42,2015-06-29,13:42,Charles Blvd.,East Carolina University,Sell&Deliver Sched. IV/Maintain Dwelling
"OCA
2015-0704",2015-07-03,07:14,2015-07-02,18:50,Leo Jenkins CC Parking Lot,East Carolina University,"Breaking and Entering
Motor Vehicle"
"OCA
2015-0705",2015-07-03,23:56,2015-07-03,23:56,Reade Street and 4th Street,East Carolina University,"Warrant Service Other
Agency/comm. Threats"
"OCA
2015-0707",2015-07-04,21:22,2015-07-04,21:22,Leo Jenkins CC Parking Lot,East Carolina University,"Attempted B&E of
Motor Vehicle
Warrant Service Other
Agency"
"OCA
2015-0708",2015-07-05,02:47,2015-07-05,02:47,10th & Elm St.,East Carolina University,"Warrant Service Other
Agency/Show Cause"
"OCA
2015-0711",2015-07-07,16:06,2015-05-27,08:00,"Mendenhall
Courtyard",East Carolina University,"Damage to Real
Property"
"OCA
2015-0712",2015-07-07,16:24,2015-07-07,16:24,Reade Street and 4th Street,East Carolina University,"Warrant Service Other
Agency"
"OCA
2015-0713",2015-07-07,18:08,2015-07-07,14:05,Student Rec. Bicycle Rack,East Carolina University,Larceny of Bicycle
"OCA
2015-0716",2015-07-08,12:21,2015-07-08,12:21,"10th St. and
Charles St.",East Carolina University,"Warrant Service Other
Agency/DWLR"
"OCA
2015-0720",2015-07-15,06:47,2015-07-15,06:47,"ECU Heart
Institute",East Carolina University,Damage to Property
"OCA
2015-0721",2015-07-15,10:43,2015-07-15,10:43,"Reade Street
PVA",East Carolina University,Larceny
"OCA
2015-0725",2015-07-15,18:14,2015-07-15,13:30,"1507 E. 6th
Street",East Carolina University,Simple Assault
"OCA
2015-0728",2015-07-18,02:24,2015-07-18,02:22,"600 East 5th
Street",East Carolina University,"Consume Alc. under
21"
"OCA
2015-0731",2015-07-20,18:41,2015-07-19,18:41,Fleming Hall,East Carolina University,"Injury to Personal
Porperty"
"OCA
2015-0733",2015-07-21,19:17,2015-07-21,19:17,Croatan,East Carolina University,Injury to Real Property
"OCA
2015-0734",2015-07-21,15:00,2015-07-21,12:00,Jenkins Art,East Carolina University,Injury to Real Property
"OCA
2015-0735",2015-07-22,18:10,2015-07-22,16:50,Joyner Library,East Carolina University,Larceny
"OCA
2015-0738",2015-07-24,19:10,2015-07-22,19:10,Ross Place PVA,East Carolina University,DWI
"OCA
2015-0739",2015-07-24,13:46,2015-07-24,13:46,Laupus Lake,East Carolina University,Larceny
"OCA
2015-0741",2015-07-25,10:25,2015-07-25,10:25,E. 10th Street,East Carolina University,Provisional Dwi
"OCA
2015-0743",2015-07-26,22:30,2015-07-26,22:30,"Human
Resources",East Carolina University,Injury to Real Property
"OCA
2015-0747",2015-07-27,15:54,2015-07-27,15:13,"ECU Physicians
Rehab",East Carolina University,Larceny
"OCA
2015-0752",2015-07-29,13:38,2015-07-27,13:38,Brody CVI,East Carolina University,Larceny
"OCA
2015-0755",2015-07-31,10:35,2015-07-31,10:35,Brody Lakeside,East Carolina University,"Warrant Service/Other
Agency
Indecent Exposure"
"OCA
2015-0757",2015-07-31,10:40,2015-07-30,21:00,Ficklen Stadium,East Carolina University,Damage to Property
"OCA
2015-0758",2015-08-01,13:22,2015-08-01,13:22,"Tenth & Elm
Sts",East Carolina University,"Warrant Service/Other
Agency"
"OCA
2015-0763",2015-08-04,12:15,2015-08-04,12:15,"Howell
Science",East Carolina University,Larceny
"OCA
2015-0765",2015-08-05,01:10,2015-08-05,01:05,"Fifth & Meade
Sts.",East Carolina University,DWI
"OCA
2015-0771",2015-08-06,16:25,2015-08-06,13:26,Mendenhall South Park. Lot,East Carolina University,Hit & Run
"OCA
2015-0772",2015-08-06,18:38,2015-08-06,18:38,Brody,East Carolina University,"Warrant Service (Other
Agency)"
"OCA
2015-0773",2015-08-07,01:46,2015-08-07,01:46,"5th & Green
Springs Drive",East Carolina University,"Underage Possession of
Alcohol"
"OCA
2015-0785",2015-08-12,20:30,2015-08-12,15:45,"Pediatric
Outpatients",East Carolina University,Larceny
"OCA
2015-0786",2015-08-13,02:52,2015-08-13,02:52,"Messick
Theatre Arts",East Carolina University,Trespassing (First Degree)
"OCA
2015-0790",2015-08-13,23:28,2015-08-13,02:32,Fifth & Eastern Sts.,East Carolina University,Possession with Intent to Sell & Deliver Mar. Felony Possession of Marijuana
"OCA
2015-0791",2015-08-14,12:19,2015-08-14,15:00,"Umstead
Bicycle Rack",East Carolina University,Larceny of Bicycle
"OCA
2015-0793",2015-08-14,20:33,2015-08-14,20:33,Clement Hall,East Carolina University,Damage to Property
"OCA
2015-0794",2015-08-14,21:21,2015-08-14,21:21,"Tenth & Clark
Sts.",East Carolina University,"Possession of Marijuana
<1/2 oz"
"OCA
2015-0797",2015-08-17,18:45,2015-08-17,18:45,Evans Street,East Carolina University,"Sell & Deliver Schedule
IV
Maintain Vehicle"
"OCA
2015-0798",2015-08-18,02:02,2015-08-18,02:02,Fifth Street,East Carolina University,PDWI
"OCA
2015-0799",2015-08-18,01:42,2015-08-18,01:42,Holly Street,East Carolina University,DWI
"OCA
2015-0801",2015-08-18,15:44,2015-08-17,12:30,Student Rec. Center,East Carolina University,Larceny
"OCA
2015-0803",2015-08-19,00:57,2015-08-19,00:57,"Reade & Fifth
Sts.",East Carolina University,Underage Drinking
"OCA
2015-0804",2015-08-19,01:30,2015-08-19,01:30,Fifth St. PVA Stop Shop,East Carolina University,"PWDI
Underage Drinking
Fraudulent Identification"
"OCA
2015-0807",2015-08-20,18:44,2015-08-20,18:44,Jones Hall,East Carolina University,Possession <1/2 oz Marijuana Possession of Drug Paraphenalia
"OCA
2015-0808",2015-08-21,01:41,2015-08-21,01:41,S Elm & E. Fourth Sts.,East Carolina University,"SUBJECT NO 1
Possession with intent to sell Heroin
Possession with intent to sell Cocaine
Identify Theft
Possession of a Controlled
Substance @ Jail Flee to Elude Arrest Possession of Drug Paraphenalia
Posses Open Container of
Alcohol
SUBJECT 2
Simple Possession
Marijuana
Under Age Alcohol
Consumption
Under Age Possession of
Alcohol"
"OCA
2015-0808",2015-08-21,01:41,2015-08-21,01:41,S. Elm & E Fourth Sts.,East Carolina University,"Mtg Veh. for Sale of Cont. Substances
Warrant Service for Other
Agency"
"OCA
2015-0809",2015-08-21,18:32,2015-08-21,18:32,Aycock Hall,East Carolina University,Possession <1/2 oz Marijuana (2) Possession of Drug Paraphenalia
"OCA
2015-0810",2015-08-21,23:08,2015-08-21,23:08,E. 10th & Greene Sts,East Carolina University,"DWI
Provisional DWI Underage Consumption"
"OCA
2015-0813",2015-08-22,15:26,2015-08-22,15:26,Clement Hall,East Carolina University,Possession <1/2 Marijuana Possession of Drug Paraphenalia
"OCA
2015-0814",2015-08-22,17:56,2015-08-22,17:56,Garrett Hall,East Carolina University,"Underage Possession of
Alcohol"
"OCA
2015-0815",2015-08-22,21:51,2015-08-22,21:51,Aycock Hall,East Carolina University,Underage Consumption
"OCA
2015-0816",2015-08-22,22:39,2015-08-22,22:39,E Sixth & S Elm Sts.,East Carolina University,DWI
"OCA
2015-0817",2015-08-23,04:11,2015-08-23,00:41,Clement Hall,East Carolina University,"Possession 1/2 oz
Marijuana"
"OCA
2015-0818",2015-08-23,00:59,2015-08-23,00:59,SSsummit & E Fifth Sts.,East Carolina University,"DWI (1)
Aid & Abet DWI (1)"
"OCA
2015-0819",2015-08-23,01:28,2015-08-23,01:28,"College Hill
Drive",East Carolina University,"Underage Consumption
(7)"
"OCA
2015-0820",2015-08-23,20:10,2015-08-22,21:01,Cotten Hall,East Carolina University,Underage Consumption
"OCA
2015-0821",2015-08-23,02:19,2015-08-23,02:19,E. Fifth & Harding Sts.,East Carolina University,DWI
"OCA
2015-0822",2015-08-23,07:00,2015-08-23,00:20,Facilities Ground Comples,East Carolina University,Damage to Real Property
"OCA
2015-0823",2015-08-23,16:38,2015-08-23,16:08,Student Rec. Center,East Carolina University,Larceny from Building
"OCA
2015-0824",2015-08-23,21:33,2015-08-23,21:33,"Charles Blvd.
& Ficklen Dr.",East Carolina University,"DWI
Possession of Drug
Paraphenalia"
"OCA
2015-0827",2015-08-24,15:35,2015-08-24,16:51,Jenkins Art,East Carolina University,Larceny
"OCA
2015-0831",2015-08-24,16:51,2015-08-24,00:29,Clement Hall,East Carolina University,"Financial Transaction
Fraud"
"OCA
2015-0833",2015-08-24,NA,2015-08-24,NA,"College Hill
Drive",East Carolina University,Warrant Service
"OCA
2015-0834",2015-08-25,01:13,2015-08-25,01:13,Umstead,East Carolina University,Possession 0f Drug Paraphenalia Misdeameanor Possession of Marijuana
"OCA
2015-0840",2015-08-25,17:39,2015-08-25,17:39,Student Rec. Center,East Carolina University,Fraud
"OCA
2015-0841",2015-08-26,02:07,2015-08-26,02:07,Cotanche & Reade Sts.,East Carolina University,Poss. <1/2 oz of Marijuana Warrant Sevice/Other Agency
"OCA
2015-0842",2015-08-26,07:48,2015-08-26,07:48,Student Rec. Center,East Carolina University,"Possession of Drug
Paraphenalia"
"OCA
2015-0844",2015-08-26,17:10,2015-08-26,17:10,Garrett Hall,East Carolina University,"Possession of Drug Paraphenalia Possession of < 1/2
Marijuana"
"OCA
2015-0846",2015-08-27,01:30,2015-08-27,01:30,Fourth & Cotanche Sts.,East Carolina University,DWI
"OCA
2015-0850",2015-08-27,21:52,2015-08-27,21:52,Aycock Hall,East Carolina University,"Possession of Drug
Paraphenalia
Possession of Marijuana Possession of Schedule SCH IV CS"
"OCA
2015-0852",2015-08-28,02:52,2015-08-28,02:52,Cotton Hall,East Carolina University,"Possession of Drug Paraphenalia PWIMSD SCH IV CS
Maintaining a Dwelling
CS (f)
Felony Possession of
Schedule IV"
"OCA
2015-0853",2015-08-28,14:02,2015-08-28,NA,"Dowdy
Student Stores",East Carolina University,Larceny
"OCA
2015-0857",2015-08-29,14:45,2015-08-29,14:45,College Hill Staff Lot @ Tenth Sts.,East Carolina University,Damage to Property
"OCA
2015-0859",2015-08-30,00:17,2015-08-30,00:17,Cotten Hall,East Carolina University,Underage Consumption
"OCA
2015-0860",2015-08-30,00:11,2015-08-30,00:11,Forlines & Reedy Branch Rd,East Carolina University,DWI
"OCA
2015-0861",2015-08-30,05:25,2015-08-30,05:25,Fifth & Cotanche St.,East Carolina University,"Posseession of <1/2 oz of
Marijuana (2)"
"OCA
2015-0865",2015-09-01,15:38,2015-09-01,07:00,Curry Court,East Carolina University,"Larceny From Motor
Vehicle"
"OCA
2015-0866",2015-09-01,16:17,2015-08-25,08:45,Garrett Hall,East Carolina University,Larceny
