case_number,date_reported,time_reported,date_occurred,time_occurred,incident,location,university
2015-00003032,2015-01-26,21:27,2015-01-26,21:20,All Other Offenses (Except Traffic),800  RICHMOND Columbia MO 65201,University of Missouri-Columbia
2015-00003032,2015-01-26,21:27,2015-01-26,21:20,All Other Offenses (Except Traffic),800  RICHMOND Columbia MO 65201,University of Missouri-Columbia
2015-00003149,2015-01-27,12:27,2015-01-22,20:00,All Other Offenses (Except Traffic),1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00003183,2015-01-27,17:26,2015-01-27,16:20,"Possession Marijuana, Hashish, etc.",3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00003258,2015-01-28,08:35,2015-01-27,17:00,Vandalism,900  UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2015-00003258,2015-01-28,08:35,2015-01-27,17:00,Vandalism,900  UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2015-00003268,2015-01-28,08:39,2015-01-23,15:00,Vandalism,1300  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00003268,2015-01-28,08:39,2015-01-23,15:00,Vandalism,1300  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00003282,2015-01-28,10:45,2015-01-28,10:30,All Other Offenses (Except Traffic),901  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00003282,2015-01-28,10:45,2015-01-28,10:30,All Other Offenses (Except Traffic),901  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00003327,2015-01-28,17:02,2015-01-28,08:00,All Other Offenses (Except Traffic),1004  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00003327,2015-01-28,17:02,2015-01-28,08:00,All Other Offenses (Except Traffic),1004  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00003340,2015-01-28,21:06,2015-01-28,21:06,"Possession Marijuana, Hashish, etc.",904  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00003340,2015-01-28,21:06,2015-01-28,21:06,"Possession Marijuana, Hashish, etc.",904  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00003354,2015-01-28,22:40,2015-01-28,22:35,"Possession Marijuana, Hashish, etc.",1400  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00003370,2015-01-29,01:11,2015-01-29,01:11,Liquor Laws,901  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00003436,2015-01-29,09:19,2014-12-26,14:00,Theft Non-Motor Vehicle,101  PARK DE VILLE Columbia MO 65203,University of Missouri-Columbia
2015-00003436,2015-01-29,09:19,2014-12-26,14:00,Theft Non-Motor Vehicle,101  PARK DE VILLE Columbia MO 65203,University of Missouri-Columbia
2015-00003484,2015-01-29,15:17,2015-01-29,15:17,Not Counted For UCR,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00003484,2015-01-29,15:17,2015-01-29,15:17,Not Counted For UCR,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00003519,2015-01-29,23:59,2015-01-29,23:59,All Other Offenses (Except Traffic),S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00003519,2015-01-29,23:59,2015-01-29,23:59,Liquor Laws,S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00003519,2015-01-29,23:59,2015-01-29,23:59,Not Counted For UCR,S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00003519,2015-01-29,23:59,2015-01-29,23:59,Not Counted For UCR,S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00003544,2015-01-30,02:23,2015-01-30,02:23,Driving Under The Influence,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00003544,2015-01-30,02:23,2015-01-30,02:23,Driving Under The Influence,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00003544,2015-01-30,02:23,2015-01-30,02:23,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00003544,2015-01-30,02:23,2015-01-30,02:23,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00003623,2015-01-31,00:02,2015-01-31,00:02,Driving Under The Influence,1103 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00003623,2015-01-31,00:02,2015-01-31,00:02,Not Counted For UCR,1103 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00003623,2015-01-31,00:02,2015-01-31,00:02,Not Counted For UCR,1103 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00003630,2015-01-31,01:10,2015-01-31,01:10,Driving Under The Influence,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00003630,2015-01-31,01:10,2015-01-31,01:10,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00003632,2015-01-31,01:59,2015-01-31,01:59,Driving Under The Influence,VIRGINIA AVE / MONK DR Columbia MO,University of Missouri-Columbia
2015-00003632,2015-01-31,01:59,2015-01-31,01:59,Not Counted For UCR,VIRGINIA AVE / MONK DR Columbia MO,University of Missouri-Columbia
2015-00003660,2015-01-31,11:52,2015-01-30,07:30,All Other Offenses (Except Traffic),15  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00003660,2015-01-31,11:52,2015-01-30,07:30,All Other Offenses (Except Traffic),15  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00003666,2015-01-31,13:13,2015-01-30,08:45,All Other Offenses (Except Traffic),601  TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00003715,2015-02-01,00:13,2015-02-01,00:13,Driving Under The Influence,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00003715,2015-02-01,00:13,2015-02-01,00:13,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00003715,2015-02-01,00:13,2015-02-01,00:13,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00003725,2015-02-01,01:22,2015-02-01,01:22,Driving Under The Influence,TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00003725,2015-02-01,01:22,2015-02-01,01:22,Not Counted For UCR,TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00003745,2015-02-01,09:44,2015-02-01,09:44,All Other Offenses (Except Traffic),1100  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00003800,2015-02-02,01:00,2015-02-02,01:00,Liquor Laws,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00003800,2015-02-02,01:00,2015-02-02,01:00,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00003800,2015-02-02,01:00,2015-02-02,01:00,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00003960,2015-02-03,06:08,2015-02-03,06:08,Not Counted For UCR,1500 FELLOW PLACE Columbia MO,University of Missouri-Columbia
2015-00004064,2015-02-03,15:14,2015-01-23,17:00,All Other Offenses (Except Traffic),601  TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00004064,2015-02-03,15:14,2015-01-23,17:00,All Other Offenses (Except Traffic),601  TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00004139,2015-02-04,01:16,2015-02-04,01:16,"Poss/Opium, Cocaine, Heroin, etc.",MONK Columbia MO 65201,University of Missouri-Columbia
2015-00004139,2015-02-04,01:16,2015-02-04,01:16,All Other Offenses (Except Traffic),MONK Columbia MO 65201,University of Missouri-Columbia
2015-00004139,2015-02-04,01:16,2015-02-04,01:16,Not Counted For UCR,MONK Columbia MO 65201,University of Missouri-Columbia
2015-00004139,2015-02-04,01:16,2015-02-04,01:16,Not Counted For UCR,MONK Columbia MO 65201,University of Missouri-Columbia
2015-00004139,2015-02-04,01:16,2015-02-04,01:16,Not Counted For UCR,MONK Columbia MO 65201,University of Missouri-Columbia
2015-00004139,2015-02-04,01:16,2015-02-04,01:16,Poss/Synthetic Manufactured-Drugs,MONK Columbia MO 65201,University of Missouri-Columbia
2015-00004139,2015-02-04,01:16,2015-02-04,01:16,"Possession Marijuana, Hashish, etc.",MONK Columbia MO 65201,University of Missouri-Columbia
2015-00004235,2015-02-04,12:21,2015-02-04,06:30,Vandalism,801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00004235,2015-02-04,12:21,2015-02-04,06:30,Vandalism,801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00004259,2015-02-04,17:27,2015-02-04,17:27,Liquor Laws,1202  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004260,2015-02-04,17:29,2015-01-23,20:00,Vandalism,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004260,2015-02-04,17:29,2015-01-23,20:00,Vandalism,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004262,2015-02-04,18:38,2015-01-17,01:00,Theft Non-Motor Vehicle,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004262,2015-02-04,18:38,2015-01-17,01:00,Theft Non-Motor Vehicle,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004263,2015-02-04,18:39,2015-01-19,20:00,Vandalism,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004263,2015-02-04,18:39,2015-01-19,20:00,Vandalism,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004264,2015-02-04,18:39,2015-01-23,01:00,Vandalism,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004264,2015-02-04,18:39,2015-01-23,01:00,Vandalism,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004265,2015-02-04,18:39,2015-01-25,23:00,Vandalism,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004265,2015-02-04,18:39,2015-01-25,23:00,Vandalism,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004267,2015-02-04,19:00,2015-02-04,17:30,Theft Non-Motor Vehicle,2003 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00004267,2015-02-04,19:00,2015-02-04,17:30,Theft Non-Motor Vehicle,2003 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00004267,2015-02-04,19:00,2015-02-04,17:30,Forgery and Counterfeiting,2003 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00004267,2015-02-04,19:00,2015-02-04,17:30,Forgery and Counterfeiting,2003 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00004267,2015-02-04,19:00,2015-02-04,17:30,Theft Non-Motor Vehicle,2003 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00004267,2015-02-04,19:00,2015-02-04,17:30,Theft Non-Motor Vehicle,2003 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00004267,2015-02-04,19:00,2015-02-04,17:30,Vandalism,2003 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00004267,2015-02-04,19:00,2015-02-04,17:30,Vandalism,2003 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00004273,2015-02-04,22:32,2015-02-04,22:30,Vandalism,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00004384,2015-02-05,11:05,2015-02-04,12:00,All Other Offenses (Except Traffic),1600  RESEARCH PARK Columbia MO 65201,University of Missouri-Columbia
2015-00004384,2015-02-05,11:05,2015-02-04,12:00,All Other Offenses (Except Traffic),1600  RESEARCH PARK Columbia MO 65201,University of Missouri-Columbia
2015-00004447,2015-02-06,00:54,2015-02-06,00:54,"Possession Marijuana, Hashish, etc.",1300  ROCK QUARRY Columbia MO 65201,University of Missouri-Columbia
2015-00004447,2015-02-06,00:54,2015-02-06,00:54,"Possession Marijuana, Hashish, etc.",1300  ROCK QUARRY Columbia MO 65201,University of Missouri-Columbia
2015-00004449,2015-02-06,01:07,2015-02-06,01:07,Liquor Laws,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00004449,2015-02-06,01:07,2015-02-06,01:07,Driving Under The Influence,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00004449,2015-02-06,01:07,2015-02-06,01:07,Forgery and Counterfeiting,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00004449,2015-02-06,01:07,2015-02-06,01:07,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00004449,2015-02-06,01:07,2015-02-06,01:07,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00004450,2015-02-06,01:23,2015-02-06,01:23,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00004450,2015-02-06,01:23,2015-02-06,01:23,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00004450,2015-02-06,01:23,2015-02-06,01:23,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00004569,2015-02-07,00:48,2015-02-07,00:40,Vandalism,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00004569,2015-02-07,00:48,2015-02-07,00:40,Vandalism,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00004571,2015-02-07,00:54,2015-02-07,00:54,Driving Under The Influence,LOCUST Columbia MO 65201,University of Missouri-Columbia
2015-00004571,2015-02-07,00:54,2015-02-07,00:54,Not Counted For UCR,LOCUST Columbia MO 65201,University of Missouri-Columbia
2015-00004573,2015-02-07,01:14,2015-02-07,01:14,Driving Under The Influence,LOCUST Columbia MO 65201,University of Missouri-Columbia
2015-00004573,2015-02-07,01:14,2015-02-07,01:14,Not Counted For UCR,LOCUST Columbia MO 65201,University of Missouri-Columbia
2015-00004577,2015-02-07,02:14,2015-02-07,02:14,Driving Under The Influence,FELLOWS Columbia MO 65201,University of Missouri-Columbia
2015-00004577,2015-02-07,02:14,2015-02-07,02:14,Not Counted For UCR,FELLOWS Columbia MO 65201,University of Missouri-Columbia
2015-00004577,2015-02-07,02:14,2015-02-07,02:14,"Possession Marijuana, Hashish, etc.",FELLOWS Columbia MO 65201,University of Missouri-Columbia
2015-00004581,2015-02-07,07:54,2015-02-06,07:00,Theft Non-Motor Vehicle,1004  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00004581,2015-02-07,07:54,2015-02-06,07:00,Theft Non-Motor Vehicle,1004  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00004636,2015-02-07,15:28,2015-02-07,15:28,Simple Assault,610  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00004636,2015-02-07,15:28,2015-02-07,15:28,Simple Assault,610  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00004690,2015-02-08,00:14,2015-02-08,00:14,Not Counted For UCR,901  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00004690,2015-02-08,00:14,2015-02-08,00:14,Not Counted For UCR,901  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00004690,2015-02-08,00:14,2015-02-08,00:14,"Possession Marijuana, Hashish, etc.",901  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00004690,2015-02-08,00:14,2015-02-08,00:14,"Possession Marijuana, Hashish, etc.",901  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00004694,2015-02-08,01:09,2015-02-08,01:09,Driving Under The Influence,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00004694,2015-02-08,01:09,2015-02-08,01:09,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00004694,2015-02-08,01:09,2015-02-08,01:09,"Possession Marijuana, Hashish, etc.",S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00004696,2015-02-08,01:40,2015-02-08,01:40,Sex Offenses,801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00004696,2015-02-08,01:40,2015-02-08,01:40,Fraud,801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00004696,2015-02-08,01:40,2015-02-08,01:40,Liquor Laws,801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00004697,2015-02-08,02:08,2015-02-07,22:00,Vandalism,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00004697,2015-02-08,02:08,2015-02-07,22:00,Vandalism,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00004701,2015-02-08,04:19,2015-02-08,04:19,Driving Under The Influence,LOCUST / MO 763 Columbia MO,University of Missouri-Columbia
2015-00004701,2015-02-08,04:19,2015-02-08,04:19,Not Counted For UCR,LOCUST / MO 763 Columbia MO,University of Missouri-Columbia
2015-00004779,2015-02-09,00:49,2015-02-09,00:49,"Possession Marijuana, Hashish, etc.",1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2015-00004779,2015-02-09,00:49,2015-02-09,00:49,"Possession Marijuana, Hashish, etc.",1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2015-00004904,2015-02-09,18:54,2015-02-09,18:30,Theft Non-Motor Vehicle,505  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00004904,2015-02-09,18:54,2015-02-09,18:30,Theft Non-Motor Vehicle,505  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00004904,2015-02-09,18:54,2015-02-09,18:30,Theft Non-Motor Vehicle,505  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00004905,2015-02-09,19:18,2015-02-09,19:15,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00004910,2015-02-09,22:04,2015-02-09,22:00,"Possession Marijuana, Hashish, etc.",1612  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004910,2015-02-09,22:04,2015-02-09,22:00,"Possession Marijuana, Hashish, etc.",1612  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00004941,2015-02-10,02:02,2015-02-10,02:02,Driving Under The Influence,ROCK QUARRY/GRINDSTONE Columbia MO,University of Missouri-Columbia
2015-00004941,2015-02-10,02:02,2015-02-10,02:02,Not Counted For UCR,ROCK QUARRY/GRINDSTONE Columbia MO,University of Missouri-Columbia
2015-00004941,2015-02-10,02:02,2015-02-10,02:02,Not Counted For UCR,ROCK QUARRY/GRINDSTONE Columbia MO,University of Missouri-Columbia
2015-00004941,2015-02-10,02:02,2015-02-10,02:02,Not Counted For UCR,ROCK QUARRY/GRINDSTONE Columbia MO,University of Missouri-Columbia
2015-00004953,2015-02-10,08:21,2015-02-10,08:15,Simple Assault,3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00004953,2015-02-10,08:21,2015-02-10,08:15,Simple Assault,3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00004975,2015-02-10,10:03,2015-02-05,07:00,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00004975,2015-02-10,10:03,2015-02-05,07:00,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00004979,2015-02-10,10:20,2015-02-10,07:30,Theft Non-Motor Vehicle,1005  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00004995,2015-02-10,13:39,2015-02-10,09:00,"Poss/Non-Narcotic/Barbituates, etc.",3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00004995,2015-02-10,13:39,2015-02-10,09:00,"Poss/Non-Narcotic/Barbituates, etc.",3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00005008,2015-02-10,16:12,2014-08-01,00:00,All Other Offenses (Except Traffic),301 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00005008,2015-02-10,16:12,2014-08-01,00:00,All Other Offenses (Except Traffic),301 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00005018,2015-02-10,18:50,2015-02-06,18:45,Fraud,900  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
