Classification,Incident Number,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Agency Assist,18UV002612,04/20/2018,2023,04/20/2018,2023,Swift St / Spear St,Closed; Assist to SBPD
Drugs,18UV002619,04/20/2018,2311,04/20/2018,2311,Davis Rd Wooded Area,Closed;  Report to CSC
Drugs,18UV002621,04/20/2018,2329,04/20/2018,2329,Davis Rd Wooded Area,Closed;  Report to CSC
Drugs,18UV002624,04/20/2018,2359,04/20/2018,2359,Living and Learning Outside,Closed;  Report to CSC
Intrusion Alarm,18UV002627,04/21/2018,0044,04/21/2018,0044,Southwick,Closed
Medical Assist,18UV002628,04/21/2018,0121,04/21/2018,0121,McAuley,Closed; UVM Rescue transported to UVM MC
Intoxication / Medical Assist,18UV002631,04/21/2018,0151,04/21/2018,0151,CWP,Closed; UVM Rescue transported to UVM MC; Report to CSC
Traffic / DUI,18UV002632,04/21/2018,0214,04/21/2018,0214,I89 / Exit 15,Closed; Non affiliate cited into court for DUI
Medical Assist,18UV002634,04/21/2018,1244,04/21/2018,1244,Patrick Gym,Closed; UVM Rescue evaluated on scene
Accident  - Property Damage,18UV002635,04/21/2018,1352,04/21/2018,1352,Marsh Austin Tupper Lot,Closed
Threats/Harassment,18UV002636,04/21/2018,1622,04/21/2018,1622,Simpson Dining Hall outside,Closed; report to CSC
Simple Assault,18UV002637,04/21/2018,1747,03/2018,Unk,CCRH Outside,Open
Accident,18UV002638,04/21/2018,1812,04/21/2018,1812,"University Hgts / Main St, Burlington",Closed
Larceny  - Bicycle,18UV002639,04/21/2018,1904,Unk,Unk,Williams Hall Outside,Open
Animal Problem,18UV002641,04/21/2018,1948,Unk,Unk,Living and Learning,Open
Fire Alarm,18UV002642,04/21/2018,2013,04/21/2018,2013,Old Mill Annex,Closed
Property Damage,18UV002646,04/21/2018,2235,04/21/2018,2235,Patrick Gym Outside,Closed
Agency Assist / Noise,18UV002652,04/21/2018,2353,04/21/2018,2353,"291 Colchester Ave, Burlington",Closed; assist to Burlington Police
Noise,18UV002653,04/22/2018,0023,04/22/2018,0023,Mercy Hall Outside,Closed
Noise,18UV002656,04/22/2018,0043,04/22/2018,0043,Redstone Lofts North,Closed; report to CSC
Alcohol Offense,18UV002658,04/22/2018,0132,04/22/2018,0132,Patrick Gym Outside,Closed; report to CSC
Suspicious Event / Agency Assist,18UV002663,04/22/2018,0316,04/22/2018,0316,"240 Pearl St, Burlington",Closed; assist to Burlington Police; report to CSC
Suspicious Event / Threat Assessment,18UV002692,04/23/2018,1040,04/23/2018,1040,UVM Main Campus,Closed
Suspicious Event,18UV002694,04/23/2018,1107,04/20 - 04/23/2018,1700-0700,Living & Learning Mosaic Center,Open
Accident / Property Damage,18UV002702,04/23/2018,1805,04/23/2018,1805,Wing Lot,Closed
Intrusion Alarm,18UV002703,04/23/2018,1808,04/23/2018,1808,Waterman,Closed
Suspicious Event,18UV002704,04/23/2018,1812,04/23/2018,1812,Rowell,Closed
Welfare Check,18UV002706,04/23/2018,2247,04/23/2018,2247,Redstone Campus,Closed; affiliate located
Agency Assist / Traffic Stop,18UV002712,04/24/2018,0306,04/24/2018,0306,"Williston Rd, South Burlington",Closed; assist to South Burlington Police
Intrusion Alarm,18UV002717,04/24/2018,0752,04/24/2018,0752,460 S Prospect St,Closed
Medical Assist,18UV002723,04/24/2018,1219,04/24/2018,1219,Southwick / Music Building,Closed; UVM Rescue evaluated affiliate on scene.
Suspicious Event / Larceny,18UV002732,04/24/2018,1549,04/24/2018,1549,Bailey Howe Library,Open
Welfare Check / Medical Assist,18UV002733,04/24/2018,1835,04/24/2018,1835,Living and Learning,Closed; affiliate transported to UVM MC by UVM Rescue; referred to CARES
Elevator Alarm,18UV002734,04/24/2018,1945,04/24/2018,1945,Living and Learning,Closed
Medical Assist / Blue Light Alarm,18UV002735,04/24/2018,2050,04/24/2018,2050,Given Building Outside,Closed; affiliiate transported to UVM MC by UVM Rescue
Drugs / Alcohol,18UV002736,04/24/2018,2128,04/24/2018,2128,Mercy Hall,Closed; report to CSC
Drugs / UVM Policy Violation,18UV002738,04/24/2018,2219,04/24/2018,2219,Mercy Hall Outside,Closed
Unsecure Premise,18UV002740,04/24/2018,2320,04/24/2018,2320,Patrick Gym,Closed
Medical Assist,18UV002741,04/24/2018,2324,04/24/2018,2324,CCRH,Closed; UVM Rescue evaluated affiliate on scene
Medical Assist,18UV002743,04/25/2018,0004,04/25/2018,0004,CCRH,Closed; affiliate transported to UVM MC by UVM Rescue; referred to CARES
Suspicious Event,18UV002749,04/25/2018,1536,04/25/2018,1536,Bailey Howe Library,Closed; non affiliate trespassed from Bailey Howe Library
Fire Alarm,18UV002750,04/25/2018,1853,04/25/2018,1853,Hunt Hall,Closed
Welfare Check / Safety Escort,18UV002753,04/25/2018,1925,04/25/2018,1925,Marsh Austin Tupper Outside,Closed
Accident / Property Damage,18UV002754,04/25/2018,1948,04/25/2018,1948,Patrick Gym Lot,Closed
Medical Assist / Welfare Check,18UV002760,04/25/2018,2340,04/25/2018,2340,CCRH,Closed; affiliate transported to UVM MC by UVM Rescue; referred to CARES
Medical Assist / Drugs,18UV002761,04/26/2018,0006,04/26/2018,0006,Millis Hall,Closed; affiliate transported to UVM MC by UVM Rescue; report to CSC
Suspicious Event,18UV002763,04/26/2018,0039,04/26/2018,0039,Bailey Howe Library,Closed
Larceny - Bicycle,18UV002767,04/26/2018,1553,04/26/2018,1553,Hamilton Outside,Closed; unfounded
Larceny,18UV002768,04/26/2018,1613,04/26/2018,1613,Jeffords Building,Closed
Medical Assist,18UV002769,04/26/2018,1741,04/26/2018,1741,Patterson Hall,Closed; affiliate transported to UVM MC by UVM Rescue
Intrusion Alarm,18UV002770,04/26/2018,1755,04/26/2018,1755,460 S Prospect St,Closed
Drugs,18UV002780,04/26/2018,2312,04/26/2018,2312,Millis Hall,Closed; Report to CSC
Unsecure Premise,18UV002782,04/26/2018,2328,04/26/2018,2328,Patrick Gym Tennis Courts,Closed
Suspicious Event,18UV002784,04/26/2018,2339,04/26/2018,2339,Collidge Hall outside,Closed
Disturbance  / Welfare Check,18UV002787,04/27/2018,0009,04/27/2018,0009,Jeanne Mance Lot,Closed
Citizen Assist / Welfare Check,18UV002792,04/27/2018,0046,04/27/2018,0046,Waterman Building Outside,Closed
Agency Assist / Attempt to Locate,18UV002798,04/27/2018,0322,04/27/2018,0322,"Maple St / S Willard St, Burlington",Closed; assist to Burlington Police Department
Fire Alarm,18UV002803,04/27/2018,1448,04/27/2018,1448,Mercy Hall,Closed
Noise / Parking Complaint,18UV002804,04/27/2018,1518,04/27/2018,1518,Redstone Lofts South Outside,Closed
Welfare Check,18UV002807,04/27/2018,1546,04/27/2018,1546,Southwick Building Outside,Closed; referred to CARES
Assist Citizen,18UV002808,04/27/2018,1554,04/19/2018,Unk,Unknown,Open
Late Reported Sexual Assault / Domestic Violence,18UV002809,04/27/2018,1557,08-12/2017,Unk,Unknown Residential Location,Closed; report to Title IX
Welfare Check,18UV002810,04/27/2018,1559,04/27/2018,1559,Harris Millis,Closed; referred to CARES
Late Reported Sexual Assault,18UV002811,04/27/2018,1611,01/13/2018 - 01/14/2018,Unk,Unknown Off-campus Location,Closed; report to Title IX
Intrusion Alarm,18UV002812,04/27/2018,1711,04/27/2018,1711,322 S Prospect St,Closed
Agency Assist,18UV002814,04/27/2018,1826,04/27/2018,Unk,Unknown Location,Open; assist to Burlington Police
Suspicious Event / Intoxication,18UV002820,04/27/2018,2037,04/27/2018,2037,Davis Center,Closed
Intoxication / Medical Assist,18UV002823,04/27/2018,2143,04/27/2018,2143,Davis Center,Closed; affiliate transported to UVM MC by UVM Rescue
Noise,18UV002826,04/27/2018,2309,04/27/2018,2309,Redstone Apartments,Closed
Welfare Check,18UV002828,04/27/2018,2357,04/27/2018,2357,Jeanne Mance Hall,Closed; report to CARES
Noise,18UV002831,04/28/2018,0054,04/28/2018,0054,Jeanne Mance Hall,Closed
Noise / Drugs / Alcohol Offense,18UV002832,04/28/2018,0055,04/28/2018,0055,Jeanne Mance Hall,Closed; report to CSC
Traffic / Driving License Suspended,18UV002834,04/28/2018,0237,04/28/2018,0237,"Shelburne Rd, Burlington",Closed; non affiliate cited to appear in court for Driving License Suspended
911 Hangup,18UV002835,04/28/2018,0418,04/28/2018,0418,Wilks Hall,Closed
911 Hangup,18UV002836,04/28/2018,0519,04/28/2018,0519,Wilks Hall,Closed
Suspicious Event,18UV002837,04/28/2018,0540,04/28/2018,0540,Davis Hall,Open
Mental Health Issue / Welfare Check,18UV002842,04/28/2018,1402,04/28/2018,1402,Coolidge Hall,Closed; referred to CARES
Simple Assault / Disturbance,18UV002844,04/28/2018,1615,04/28/2018,1615,Jeffords Outside / Springfest Event,Closed; report to CSC
Intoxication / Drugs,18UV002845,04/28/2018,1623,04/28/2018,1623,Jeffords Outside / Springfest Event,Closed; affiliate transported to UVM MC by UVM Rescue; report to CSC
Lewd & Lascivious Conduct,18UV002846,04/28/2018,1656,04/28/2018,1656,Jeffords Outside / Springfest Event,Open
Fire Alarm,18UV002851,04/28/2018,2040,04/28/2018,2040,Richardson Hall,Closed
Traffic / Driving License Suspended / Drugs,18UV002859,04/28/2018,2243,04/28/2018,2243,"Main St / University Hgts, Burlington",Closed; non affiliate cited to appear in court for Driving License Suspended and Violation of Conditions of Release
Intoxication,18UV002860,04/28/2018,2255,04/28/2018,2255,Harris Millis Outside,Closed; affiliate transported to UVM MC by UVM Rescue; report to CSC
Citizen Assist,18UV002864,04/28/2018,2358,04/28/2018,2358,Redstone Apartments,Closed
Suspicious Event / UVM Policy Violation,18UV002866,04/29/2018,0038,04/29/2018,0038,475-479 Main St,Closed; report to CSC
Traffic,18UV002868,04/29/2018,0241,04/29/2018,0241,"124 College Parkway, Colchester",Closed
Assault,18UV002870,04/29/2018,1222,04/28/2018,1300 - 1700,Jeffords Outside / Springfest Event,Open
Larceny - Bicycle,18UV002872,04/29/2018,1347,04/28 - 04/29/2018,Unk,Marsh Austin Tupper Outside,Closed
Agency Assist,18UV002873,04/29/2018,1551,04/29/2018,1551,UVM Police Services,Closed; assist to Burlington Police
Disorderly Conduct / Trespass,18UV002874,04/29/2018,2207,04/29/2018,2207,Coolidge Hall,Open
Medical Assist,18UV002875,04/29/2018,2320,04/29/2018,2320,University Heights South,Closed; affiliate transported to UVM MC by UVM Rescue
Welfare Check,18UV002878,04/30/2018,0210,04/30/2018,0210,"Grove St, Burlington",Closed
Welfare Check,18UV002880,04/30/2018,0317,04/30/2018,0317,Coolidge Hall Outside,Closed
Fire Alarm,18UV002881,04/30/2018,0322,04/30/2018,0322,Patrick Gym,Closed
Fire Alarm,18UV002883,04/30/2018,0834,04/30/2018,0834,University Heights South,Closed
Fire Alarm,18UV002884,04/30/2018,0852,04/30/2018,0852,University Heights South,Closed
Citizen Assist / Accident,18UV002885,04/30/2018,0926,04/30/2018,0926,"Colchester Ave / University Pl, Burlington",Closed
Late Reported Larceny from Building,18UV002886,04/30/2018,1157,04/25 - 04/26/2018,Unk,Bailey Howe Library,Open
Agency Assist / Accident,18UV002887,04/30/2018,1530,04/30/2018,1530,"633 Main St, Burlington",Closed; assist to Burlington Police
Agency Assist / Medical Assist,18UV002888,04/30/2018,1704,04/30/2018,1704,University Health Center,Closed; non affiliate transported to UVM MC by UVM Rescue
Suspicious Event / Fraud,18UV002889,04/30/2018,2100,04/30/2018,2100,Coolidge Hall,Closed; report to CSC
Medical Assist / Drugs / Welfare Check,18UV002890,04/30/2018,2228,04/30/2018,2228,CCRH,Closed; affiliate transported to UVM MC by UVM Rescue; referred to CARES
Fire Alarm,18UV002899,05/01/2018,1016,05/01/2018,1016,Stafford Building,Closed
Agency Assist / Welfare Check,18UV002901,05/01/2018,1229,05/01/2018,1229,UVM Police Services,Closed; assist to Burlington Police; referred to CARES
Medical Assist,18UV002904,05/01/2018,1359,05/01/2018,1359,Lafayette Building,Closed; affiliate transported to UVM MC by UVM Rescue
Late Reported Sexual Assault,18UV002906,05/01/2018,1636,Unk,Unk,Redstone Campus,Closed; report to Title IX
Late Reported Domestic Assault,18UV002907,05/01/2018,1640,Unk,Unk,"College St / S Williams St, Burlington",Closed; report to Title IX
Agency Assist / Late Reported Sexual Assault,18UV002908,05/01/2018,2009,09/2016,Unk,"S Willard St / Champlain College, Burlington",Closed; Assist to Burlington Police and Champlain College Public Safety
Suspicious Behavior,18UV002909,05/01/2018,2033,05/01/2018,2033,Bailey Howe Library,Closed
Welfare Check,18UV002910,05/01/2018,2054,05/01/2018,2054,Redstone Apartments,Closed; non affiliate located
Agency Assist,18UV002918,05/02/2018,0931,05/02/2018,0931,Jeffords Hall,Closed; assist to Burlington Police
Citizen Assist,18UV002923,05/02/2018,1122,05/02/2019,1122,UVM Police Services,Closed
Larceny,18UV002925,05/02/2018,1152,05/02/2018,0000-1150,CCRH,Open incident
Property Damage,18UV002928,05/02/2018,1455,Unk,Unk,Gutterson Garage,Closed
Larceny,18UV002929,05/02/2018,1534,04/02/2018 - 05/02/2018,Unk,University Heights South,Open incident
Vandalism,18UV002930,05/02/2018,1544,05/02/2018,0000-1544,Davis Center,Open incident
Late Reported Anonymous Sexual Assault,18UV002931,05/02/2018,1621,04/28/2018,Unk,Unknown Off Campus Location,Closed; referred to Title IX coordinator
Intrusion Alarm / Unsecured Premise,18UV002932,05/02/2018,1817,05/02/2018,1817,Southwick,Closed
Welfare Check,18UV002940,05/02/2018,2152,05/02/2018,2152,UVM Main Green,Closed
Drugs,18UV002943,05/02/2018,2211,05/02/2018,2211,Redstone Lofts Outside,Closed; report to CSC
Noise,18UV002945,05/02/2018,2229,05/02/2018,2229,Redstone Pines,Closed; noise warning issued
Fire Alarm / Drugs / Tampering with Safety  Devices,18UV002946,05/02/2018,2324,05/02/2018,2324,Trinity Campus Cottage 252,Closed; report to CSC
Blue Light Alarm,18UV002947,05/02/2018,2350,05/02/2018,2350,UVM Main Green,Closed
Medical Assist,18UV002956,05/03/2018,1640,05/03/2018,1640,Living and Learning,Closed; affiliate transported to UVM MC by UVM Rescue
Suspicious Behavior / Welfare Check,18UV002959,05/03/2018,1759,05/03/2018,1759,"Catamount Dr / East Ave, Burlington",Closed
Larceny - Bicycle,18UV002960,05/03/2018,1921,04/30 - 05/03/2018,Unk,Harris Millis Outside,Closed
Agency Assist / Homicide,18UV002962,05/03/2018,2046,05/03/2018,2046,"10 Southview Dr, South Burlington",Closed; assist to South Burlington Police
Noise,18UV002964,05/03/2018,2130,05/03/2018,2130,Redstone Apartments,Closed; report to CSC
Agency Assist / Motorist Assist,18UV002965,05/03/2018,2144,05/03/2018,2144,"I 89 Exit 14 Ramp, South Burlington",Closed; assist to VT State Police
Suspicious Event,18UV002984,05/04/2018,0318,05/04/2018,0318,"N Prospect St / Loomis St, Burlington",Closed
Threats / Harassment,18UV002988,05/04/2018,1320,05/03/2018,2322,CCRH,Open incident
Fraud,18UV002990,05/04/2018,1427,04/30/2018,1700,"S. Williams St & Sanford, Florida",Open incident
Fire Alarm,18UV002991,05/04/2018,1456,05/04/2018,1456,Trinity Campus Villa,Closed
Agency Assist,18UV002992,05/04/2018,1524,05/04/2018,1524,UVM Police Services,Closed; assist to Burlington Police
Trespassing,18UV002993,05/04/2018,1525,05/04/2018,1525,Centennial Field,Closed
Fire Alarm / Drugs,18UV002994,05/04/2018,1543,05/04/2018,1543,Trinity Campus Cottage 252,Closed
Medical Assist,18UV002995,05/04/2018,1638,05/04/2018,1638,Harris Millis Outside,Closed; affiliate referred to UVM Rescue
Accident - Property Damage,18UV002997,05/04/2018,1718,05/04/2018,1718,Carrigan Dr / East Ave,Closed
Motorist Assist,18UV002998,05/04/2018,1742,05/04/2018,1742,UVM Police Services Parking Lot,Closed
Agency Assist,18UV003002,05/04/2018,1816,05/04/2018,1816,"Shelburne Rd, So. Burlington",Closed; assist to So. Burlington Police
Agency Assist,18UV003004,05/04/2018,1905,05/04/2018,1905,Living & Learning,Closed; assist to So. Burlington Police
Fire Alarm,18UV003005,05/04/2018,1913,05/04/2018,1913,Jeanne Mance,Closed
Fire / CO Alarm,18UV003009,05/04/2018,2052,05/04/2018,2052,University Hgts North 2,Closed
Noise,18UV003014,05/05/2018,0005,05/05/2018,0005,Mercy Hall Outside,Closed
Welfare Check,18UV003015,05/05/2018,0108,05/05/2018,0108,Redstone Lofts Outside,Closed
Suspicious Behavior,18UV003016,05/05/2018,0211,05/05/2018,0211,University Hgts North 1,Open incident
Medical Assist,18UV003017,05/05/2018,0226,05/05/2018,0226,University Hgts South 2,Closed; affiliate transported to UVM MC ER
Welfare Check,18UV003018,05/05/2018,0230,05/05/2018,0230,McAuley Hall,Closed; affiliate located and referred to UVM Cares
Agency Assist / Welfare Check,18UV003020,05/05/2018,0354,05/05/2018,0354,Mansfield Ave / Colchester Ave,Closed; assist to Burlington Police locating non affiliate for Medical Services
Parking Violation,18UV003022,05/05/2018,0551,05/05/2018,0551,CCRH Outside,Closed; parking violations issued
Property Damage,18UV003023,05/05/2018,0807,Unk,Unk,Main Campus Construction Area,Open incident
Agency Assist,18UV003028,05/05/2018,1651,05/05/2018,1651,UVM Police Services,Closed; assist to So. Burlington Police; report to CSC
Agency Assist / Welfare Check,18UV003032,05/05/2018,2154,05/05/2018,2154,Harris Hall,Closed; affiliate located
Alcohol Offense,18UV003035,05/05/2018,2217,05/05/2018,2217,Redstone Pines,Closed; report to CSC
Motor Vehicle Complaint,18UV003038,05/05/2018,2306,05/05/2018,2306,Beaumont Ave & Main Campus,Closed; non substantiated
Suspicious Behavior,18UV003040,05/06/0218,0031,05/06/2018,0031,CCRH Outside,Closed; non substantiated
Agency Assist / Noise,18UV003043,05/06/2018,0118,05/06/2018,0118,"Spear St, So. Burlington",Closed; assist to So. Burlington Police
Intoxication,18UV003045,05/06/2018,0134,05/06/2018,0134,Main St / S Williams St,Closed; non affiliate detoxed at ACT 1
Vandalism,18UV003051,05/06/2018,0344,Unk,Unk,CCRH,Open incident
Property Damage,18UV003023,05/05/2018,0807,Unk,Unk,Main Campus Construction Area,Open incident
Agency Assist,18UV003028,05/05/2018,1651,05/05/2018,1651,UVM Police Services,Closed; assist to So. Burlington Police
Agency Assist / Welfare Check,18UV003032,05/05/2018,2154,05/05/2018,2154,Harris Hall,Closed; affiliate located
Alcohol Offense,18UV003035,05/05/2018,2217,05/05/2018,2217,Redstone Pines,Closed; report to CSC
Motor Vehicle Complaint,18UV003038,05/05/2018,2306,05/05/2018,2306,Beaumont Ave & Main Campus,Closed; non substantiated
Suspicious Behavior,18UV003040,05/06/0218,0031,05/06/2018,0031,CCRH Outside,Closed; non substantiated
Agency Assist / Noise,18UV003043,05/06/2018,0118,05/06/2018,0118,"Spear St, So. Burlington",Closed; assist to So. Burlington Police
Intoxication,18UV003045,05/06/2018,0134,05/06/2018,0134,Main St / S Williams St,Closed; non affiliate detoxed at ACT 1
Vandalism,18UV003051,05/06/2018,0344,Unk,Unk,CCRH,Open incident
Medical Assist,18UV003057,05/06/2018,1308,05/06/2018,1308,Patrick Gym,Closed; non affiliate transported to UVM MC ER
Larceny,18UV003058,05/06/2018,1323,05/05/2018,1850-1910,Bailey Howe Library,Open incident
Welfare Check,18UV003059,05/06/2018,1325,05/06/2018,1325,CCRH,Closed; affiliate located
Agency Assist,18UV003062,05/06/2018,1549,05/06/2018,1549,UVM Police Services,"Closed; assist to Rochester, NH Police"
Suspicious Activity / UVM Policy Violation,18UV003069,05/06/2018,2358,05/06/2018,2358,Austin Hall,Closed; referred to UVM Residential Life
Suspicious Event,18UV003070,05/07/2018,0020,05/06/2018,1730,Jeanne Mance,Closed
Citizen Assist,18UV003071,05/07/2018,0123,05/07/2018,0123,CCRH,Closed
Theft of Service,18UV003073,05/07/2018,0929,05/07/2018,0929,University Heights South Lot,Closed; report to CSC
Larceny - building,18UV003076,05/07/2018,1533,05/07/2018,1300,Patrick Gym,Closed
Fire Alarm,18UV003077,05/07/2018,1559,05/07/2018,1559,University Heights South,Closed
Late Reported Sexual Assault,18UV003078,05/07/2018,1637,09/17 - 05/18,Unk,Unknown,Closed; report to Title IX
