"Thursday, January 21, 2021"	0.569571759													
Master ID	Date/Time Reported	Day of Week	Date/Time Occurred	MPD Case #	Nature of Calls	Address/Location	Comments	Disposition	Clery Geography	Clery Offense	Clery Count	Clery	Not on Campus	Name Log
483	04/05/18 @11:32	Thursday	Same	18-M02937	Harassment	342 Taylor Ave; 3	Unfounded	CLO				NO		
484	04/05/18 @16:32	Thursday	Same	18-M02947	Traffic Offense	Moscow	"Report of driver without a license, UTL"	CLO				NO		
485	04/05/18 @17:39	Thursday	Same	18-M02948	Alarm; Elevator	1001 Paradise Creek ST; Ele	Accidental activation	CLO				NO		
486	04/05/18 @18:31	Thursday	Same	18-M02954	Fire Other	728 Elm St;	Down power line	CLO				NO		
487	04/06/18 @11:35	Friday	Same	18-M02965	Fraud	492 Taylor Ave; 6	"IRS scam, nothing given to suspect"	CLO				NO		
488	04/06/18 @13:17	Friday	Same	18-M02969	Alarm; Fire	875 Campus Dr; UI Albertsons	False alarm	CLO				NO		
489	04/06/18 @13:26	Friday	Same	18-M02971	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
490	04/06/18 @13:33	Friday	Same	18-M02972	Communications	1080 W 6th ST; Wallace Complex	911 hang up / code 4	CLO				NO		
491	04/06/18 @15:49	Friday	Same	18-M02976	Welfare Check	415 College Ave; 12	Person was code 4 and at another work site	CLO				NO		
492	04/06/18 @17:24	Friday	Same	18-M02980	Accident; Non-Injury	E 6th ST; Going into Pittman	Information exchange	CAC				NO		
493	04/06/18 @18:10	Friday	Same	18-M02982	Found Property	901 Paradise Creek St; LLC	Found bicycle	CLO				NO		
494	04/06/18 @18:31	Friday	Same	18-M02983	Drugs	Deakin Ave & W 6th ST	"1 - 18 YOM, cited for marijuana and paraphernalia"	CAC	OC	Drug - Arrest	1	YES		
495	04/06/18 @23:41	Friday	Same	18-M02992	Alcohol Offense	718 Elm ST; Sigma Nu; Alley	1 - cited for MIP	CAC	OC	Alcohol - Arrest	1	YES		
496	04/06/18 @23:58	Friday	Same	18-M02993	Alcohol Offense	Deakin Ave; Near the Pittman Ctr	1 - cited for MIP	CAC	PP	Alcohol - Arrest	1	YES		
497	04/07/18 @00:15	Saturday	Same	18-M02994	Drugs	1080 W 6th ST; Wallace;	"Odor of marijuana, UTL"	UTL				NO		
498	04/07/18 @00:20	Saturday	Same	18-M02995	Noise Complaint	415 College Ave; Area	UTL source of noise	UTL				NO		
499	04/07/18 @02:20	Saturday	Same	18-M02999	Seizures	901 Paradise Creek St; LLC	"Subject having seizure at LLC 5, EMT's on scene"	CLO				NO		
500	04/07/18 @03:39	Saturday	Same	18-M03000	Alarm; Elevator	901 Paradise Creek ST; Elev	Accidental activation	CLO				NO		
501	04/07/18 @08:23	Saturday	Same	18-M03004	Malicious Mischief	920 Deakin Ave;	UTL on person driving on grass at SAE	CLO				NO		
502	04/07/18 @21:29	Saturday	Same	18-M03025	Alcohol Offense	1080 W 6th St; Wallace; Gooding	Six students cited for MIP	CAC	OC OCH	Alcohol - Arrest	6	YES		
503	04/07/18 @22:14	Saturday	Same	18-M03026	Communications	1000 Stadium Dr; Kibbie Dome	Accidental 911	CLO				NO		
504	04/07/18 @22:42	Saturday	Same	18-M03027	Noise Complaint	1080 W 6th ST; Wallace; Gooding; 121	Six students cited for MIP	CAC	OC OCH	Alcohol - Arrest	6	YES		
505	04/08/18 @01:57	Sunday	Same	18-M03033	Drugs	Elm ST & University Ave	UTL odor of marijuana	UTL				NO		
506	04/08/18 @04:52	Sunday	Same	18-M03035	Traffic Offense	Paradise Creek ST;	1 - cited for DWP & Possession	CAC	OC	Drug - Arrest	1	YES		
507	04/08/18 @16:44	Sunday	Same	Active 911# 121468661	Alarm; Fire	718 Elm St; Sigma Nu	False alarm					NO		
508	04/08/18 @20:35	Sunday	Same	Active 911# 121486035	Alarm; Fire	718 Elm ST; Sigma Nu	False alarm					NO		
509	04/08/18 @21:34	Sunday	Same	Active 911# 121489150	Alarm; Fire	620 Idaho Ave; Phi Kappa Tau	False alarm					NO		
510	04/09/18 @08:33	Monday	04/06/18	18-M03055	Harassment	Sweet Ave & S Main ST	"Older female alleged a younger man approached her, complimented her on her figure and asked to have sex. She walked away."	CLO				NO		
511	04/06/18 @23:16	Friday	Same	No MPD	Alcohol Offense	Wallace; Willey; 206	Contacted 4 Subject - 3 under the age of 21.		OC OCH	Alcohol - Referral	3	YES		
512	04/09/18 @09:49	Monday	Same	18-M03059	Civil	Moscow	Not on campus or related	CLO				NO	x	
513	04/09/18 @12:06	Monday	Same	18-M03066	Accident; Hit Run	804 Elm ST; In front of	"Non-reportable, info exchanged"	CLO				NO		
514	04/09/18 @12:39	Monday	Same	18-M03067	Alarm; Fire	620 Elm ST; Theta Chi	False alarm	CLO				NO		
515	04/09/18 @12:43	Monday	Same	18-M03068	Order Violation	Moscow	Unfounded	CLO				NO		
516	04/09/18 @12:49	Monday	Same	18-M03069	Civil	Moscow	Not on campus or related	CLO				NO	x	
517	04/09/18 @14:36	Monday	Same	18-M03073	Accident; Hit Run	Elm ST	Duplicate of 3066 above	CLO				NO		
518	04/09/18 @14:41	Monday	Same	18-M03074	Found Property	1006 Railroad St;	Found bicycle	CLO				NO		
519	04/09/18 @15:53	Monday	Same	18-M03078	Theft; Other	770 University Ave; Life Science	Stolen bicycle	CLO				NO		
520	04/09/18 @19:54	Monday	Same	18-M03088	Alarm; Elevator	1001 Paradise Creek St;	Accidental activation	CLO				NO		
521	04/10/18 @08:21	Tuesday	Same	18-M03101	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
522	04/10/18 @13:33	Tuesday	Same	18-M03110	Drugs	Moscow	Not on campus or related	ACT				NO	x	
523	04/10/18 @15:25	Tuesday	Same	18-M03113	Suspicious	507 Idaho Ave; Pi Beta Phi	"Someone placed the severed foot of a rodent, possibly a beaver, on the hood of RP's car, no suspects."	CLO				NO		
524	04/10/18 @20:13	Tuesday	Same	18-M03123	Traffic Offense	Nez Perce r; Heading Towards	UTL on erratic driver	CLO				NO		
525	04/10/18 @23:06	Tuesday	Same	18-M03128	Harassment	Moscow	Not on campus or related	CLO				NO	x	
526	04/10/18 @23:23	Tuesday	Same	18-M03129	Welfare Check	Moscow	Not on campus or related	CLO				NO	x	
527	04/11/18 @15:36	Wednesday	Same	18-M03145	Accident; Non-Injury	903 Perimeter Dr; UI Surplus	"Non-reportable, info exchanged"	CLO				NO		
528	04/11/18 @13:35	Wednesday	Same	Active 911 # 121763827	Seizures	606 Rayburn St; Ag Sci; 106	Seizure					NO		
529	04/11/18 @19:06	Wednesday	Same	18-M03148	Vehicle Prowl	1080 W 6th ST; Wallace;	"Report of a male who looked in the bed of pickup, UTL and nothing missing"	CLO				NO		
531	04/12/18 @11:49	Thursday	Same	18-M03163	Drugs	Moscow	Not on campus or related	CLO				NO	x	
532	04/12/18 @12:00	Thursday	Same	18-M03164	Found Property	Moscow	Not on campus or related	CLO				NO	x	
533	04/12/18 @12:26	Thursday	Same	18-M03165	Disabled Vehicle	Perimeter DR & W Pullman RD	Diasbled vehicle on the road	CLO				NO		
534	04/12/18 @13:58	Thursday	Same	18-M03170	Seizures	1080 W 6th ST; Wallace	Patient transported to GMC	CLO				NO		
535	04/13/18 @11:07	Friday	Same	18-M03192	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
536	04/13/18 @13:16	Friday	Same	18-M03196	Domestic Dispute	Taylor Ave & S Main ST	UTL on couple arguing / fighting	UTL				NO		
537	04/13/18 @14:33	Friday	Same	18-M03200	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
538	04/13/18 @17:38	Friday	Same	18-M03206	Heart Problem	1000 Paradise Creek ST;	Patient refused transport	CLO				NO		
539	04/13/18 @18:36	Friday	Same	18-M03207	Extra Patrol	UI Campus; Beef Barns	Extra vehicle and foot patrols on campus	CLO				NO		
540	04/14/18 @04:03	Saturday	Same	18-M03215	Alarm; Elevator	901 Paradise Creek St; Ele	Accidental activation	CLO				NO		
541	04/14/18 @05:03	Saturday	Same	18-M03216	Utility Problem	Sweet Ave & S Main ST	Broken hose spraying water	CLO				NO		
542	04/14/18 @07:30	Saturday	Same	18-M03217	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
543	04/14/18 @11:51	Saturday	Same	18-M03220	Theft; Other	514 Sweet Ave; Kappa Delta	Report of sorority sister stealing from other sisters	CLO				NO		
544	04/14/18 @15:58	Saturday	Same	18-M03226	Accident; Hit Run	1000 Stadium Dr; Kibbie Dome	"Car damaged in West Dome lot, no suspects"	CLO				NO		
545	04/14/18 @16:29	Saturday	Same	18-M03227	Gun Check	861 Perimeter DR; UI Security	Gun check	CLO				NO		
546	04/14/18 @23:40	Saturday	Same	18-M03236	Suicidal Person	Moscow	Subject was code 4					NO		
547	04/15/18 @14:55	Sunday	Same	18-M03251	Animal; Stray	1200 W Palouse River Dr;	"Stray labradoodle, returned to owner"	CLO				NO		
548	04/15/18 @15:57	Sunday	Same	18-M03252	Alarm; Elevator	901 Paradise Creek St;	Accidental activation	CLO				NO		
549	04/16/18 @10:05	Monday	Same	18-M03265	Alarm; Elevator	921 Campus Dr;	Accidental activation	CLO				NO		
550	04/16/18 @18:27	Monday	Same	18-M03282	Custodial Int.	Moscow	Not on campus or related	CLO				NO	x	
551	04/16/18 @19:37	Monday	Same	18-M03286	Animal; Stray	735 Nez Perce Dr; Sigma Chi	Dog was returned to owner	CLO				NO		
552	04/17/18 @08:12	Tuesday	Same	18-M03293	Traffic Offense	Idaho Ave & Deakin Ave;	1 -  cited for DWP	CAC				NO		
553	04/17/18 @09:45	Tuesday	Same	18-M03294	Parking Problem	Blake Ave & Nez Perce Dr;	Complaint of a tractor truck parked in traffic lane unloading	CLO				NO		
554	04/17/18 @10:22	Tuesday	Same	18-M03295	Public Program	1001 University Ave; 109	Public Program at women's center	CLO		Public Program		NO		
555	04/17/18 @16:37	Tuesday	Same	Active 911# 122437352	Seizures	1000 Paradise Creek ST; SRC	Person had a seizure					NO		
556	04/17/18 @16:44	Tuesday	Same	18-M03306	Accident; Non-Injury	1080 W 6th St; Wallace Complex	Driver left a note on victim's car 	CLO				NO		
557	04/17/18 @17:42	Tuesday	Same	18-M03309	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO		
558	04/18/18 @11:15	Wednesday	Same	18-M03330	Seizures	840 W 7th ST; Jansen Engr	Male student transported to GMC	CLO				NO		
559	04/18/18 @11:30	Wednesday	Same	18-M03331	Parking Problem	Taylor Ave & S Main ST	"Parked in no parking zone, moved"	CLO				NO		
560	04/18/18 @11:51	Wednesday	Same	18-M03333	Alarm; Elevator	966 University Ave; TLC	Accidental activation	CLO				NO		
561	04/18/18 @11:57	Wednesday	Same	18-M03334	Accident; Non-Injury	Rayburn St; Between Tennis Courts	Accidental activation	CLO				NO		
562	04/18/18 @12:20	Wednesday	Same	18-M03335	Theft; Other	1080 W 6th St; Wallace	Stolen bicycle	CLO				NO		
563	04/18/18 @14:49	Wednesday	Same	18-M03338	Other Calls	Moscow	"Off campus, man saw a flag in a pickup, picturing an AK47 and it made him feel unsafe "	UTL				NO	x	
564	04/18/18 @15:39	Wednesday	Same	18-M03340	Noise Complaint	620 Idaho Ave; Phi Kappa Tau	1 - warned for lousd music	WRN				NO		
565	04/18/18 @15:58	Wednesday	Same	18-M03341	Accident; Non-Injury	Perimeter Dr; Across from	Non injury crash	CAC				NO		
566	04/18/18 @17:45	Wednesday	Same	18-M03347	Other Calls	Moscow	MHS walk-out	CLO				NO	x	
567	04/19/18 @01:23	Thursday	Same	18-M03355	Welfare Check	Moscow	Not on campus or related	CLO				NO	x	
568	04/18/18 @13:24	Wednesday	Same	Active 911# 122525605	Alarm; Fire	549 Vet Science Ln; UI Haz Mat	Accidental activation					NO		
569	04/13/18 @20:10	Friday	Same	No MPD	Alcohol Offense	McConnell Hall; Stariway	1 Subject underage asked to dump out two bottles of alcohol		OC OCH	Alcohol - Referral	1	YES		
570	04/13/18 @16:14	Friday	Same	No MPD	Alcohol Offense	1080 W 6th St; Wallace; Ballard; 127	Alcohol Referral x4 - 4 underage students		OC OCH	Alcohol - Referral	4	YES		
571	04/19/18 @20:13	Thursday	Same	Active 911 - 122669605	Alarm; Fire	720 Deakin Ave; Lambda Chi Alpha	Accidental activation					NO		
572	04/20/18 @04:03	Friday	Same	Active 911#122689034	Alarm; Fire	901 Paradise Creek St; LLC #2	Accidental activation					NO		
573	04/22/18 @01:19	Sunday	Same	Active 911# 122901741	Alarm; Fire	620 Elm ST; Theta Chi	Accidental activation					NO		
574	04/23/18 @00:33	Monday	Same	Active 911# 122995696	Alarm; Fire	1001 Paradise Creek St; Theophilus Tower; 5th Floor						NO		
575	04/19/18 @15:18	Thursday	Same	18-M03367	Alarm; Elevator	921 Campus Dr; 133; Education Bldg	Accidental activation	CLO				NO		
576	04/19/18 @22:05	Thursday	Same	18-M03379	Noise Complaint	609 Elm ST; DDD	1 - warned for nosie	WRN				NO		
577	04/19/18 @22:26	Thursday	Same	18-M03380	Alarm; Elevator	901 Paradise Creek St; Upham	Accidental activation	CLO				NO		
578	04/19/18 @22:53	Thursday	Same	18-M03382	Alarm; Fire	727 Elm ST; Beta Theta Pi	Accidental activation druing a party	CLO				NO		
579	04/20/18 @11:38	Friday	Same	18-M03394	Gun Check	861 Perimeter Dr; Ui Security	Gun Check	CLO				NO		
580	04/20/18 @15:26	Friday	Same	18-M03406	Alarm; Elevator	921 Campus Dr; College of	Accidental activation	CLO				NO		
581	04/20/18 @22:56	Friday	Same	18-M03422	Alcohol Offense	Deakin Ave & College Ave	1 - cited for MIP / open beer - On College St just South of Deakin Ave.	CAC	PP	Alcohol - Arrest	1	YES		
582	04/21/18 @10:28	Saturday	Same	18-M03432	Parking Problem	804 Elm ST; Phi Delta Theta	"Cars on ELM that was blocked off for turtle derby, nr"	CLO				NO		
583	04/21/18 @19:03	Saturday	Same	18-M03443	Alarm; Elevator	1001 Paradise Creek St;	Accidental activation	CLO				NO		
584	04/21/18 @23:37	Saturday	Same	18-M03452	Drugs	1080 W 6th ST; Wallace	"Odor of marijauan, UTL"	CLO				NO		
585	04/22/18 @00:22	Sunday	Same	18-M03455	Drugs	720 Idaho Ave; Delta Tau Delta	President of Fraternity kicked out guests he thought were using drugs	CLO				NO		
586	04/22/18 @09:14	Sunday	Same	18-M03462	Alarm; Fire	600 University Ave; Pi Gamma	False alarm	CLO				NO		
587	04/22/18 @12:48	Sunday	Same	18-M03470	Alarm; Burglary	415 W 6th ST; Wells Fargo	False alarm	CLO				NO		
588	04/22/18 @13:38	Sunday	Same	18-M03472	Extra Patrol	415 W 6th ST; Wells Fargo	Extra patrol for ATM that is malfunctioning	CLO				NO		
589	04/23/18 @08:52	Monday	Same	18-M03484	Malicious Mischief	920 Deakin Ave; SAE		CLO				NEED MORE		
590	04/23/18 @14:33	Monday	Same	18-M03495	Suspicious	Taylor Ave & S Main ST		CLO				NEED MORE		
591	04/23/18 @15:59	Monday	Same	18-M03499	Gun Check	861 Perimeter Dr; UI Security		CLO				NO		
592	04/23/18 @17:21	Monday	Same	18-M03502	Animal; Vicious	Moscow		CLO				NEED MORE		
593	04/23/18 @19:45	Monday	Same	18-M03508	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
594	04/23/18 @22:11	Monday	Same	Active 911# 123098991	Alarm; Fire	918 Blake Ave; Kappa Sigma	False alarm					NO		
595	04/24/18 @09:17	Tuesday	Same	18-M03520	Public Program	975 S Line St; UI Commons	Public program in regard to sexual assault investigations	CLO				NO		
596	04/24/18 @14:00	Tuesday	Same	18-M03537	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
597	04/24/18 @16:49	Tuesday	Same	18-M03545	Fraud	Moscow	"Attempted craigslist scam, not on campus"	CLO				NO	x	
598	04/24/18 @21:33	Tuesday	Same	Active 911# 123204521	Injured Person	1000 Stadium Dr; Kibbie Dome; Turf Field	Injured person on sprint turf					NO		
599	04/25/18 @08:05	Wednesday	Same	18-M03556	Alarm; Elevator	860 Idaho Ave; Food Research	Accidental activation	CLO				NO		
600	04/25/18 @08:41	Wednesday	Same	18-M03557	Animal; Stray	Sweet Ave & Blake Ave;	Dog transported to LCHS	CLO				NO		
601	04/25/18 @09:08	Wednesday	Same	18-M03559	Found Property	1300 W 6th ST; Guy Wicks Field	Items booked into MPD property	CLO				NO		
602	04/25/18 @10:42	Wednesday	Same	Active 911# 123252404	Sickness	606 Rayburn St; Ag Science	Sick person					NO		
603	04/25/18 @16:19	Wednesday	Same	18-M03575	Suspicious	861 Perimeter Dr; Vandal Security	"Strange email, probably in regard to Jahrie Level incident 5 years ago, NR"	CLO				NO		
604	04/25/18 @22:14	Wednesday	Same	18-M03582	Welfare Check	706 Elm St; Delta Zeta	Female crying after breakup	CLO				NO		
605	04/26/18 @09:57	Thursday	Same	18-M03595	Theft; Other	Blake Ave; Lot 46	Unfounded report of auto theft	ACT				NO		
606	04/26/18 @11:16	Thursday	Same	18-M03596	Sex Offense	Moscow	Not on campus	ACT				NO	x	
607	04/26/18 @15:55	Thursday	Same	18-M03607	Harassment	918 Blake Ave; Kappa Sigma	Fraternity boys cat-callling females from balcony					NO		
608	04/26/18 @15:59	Thursday	Same	18-M03608	Accident; Hit Run	530 S Asbury	Hit and run	UNF				NO		
609	04/26/18 @16:14	Thursday	Same	18-M03611	Alarm; Elevator	921 Campus Dr;	Accidental activation	CLO				NO		
610	04/26/18 @18:36	Thursday	Same	18-M03619	Drugs	Moscow	Not on campus or related	CLO				NO	x	
611	04/26/18 @23:27	Thursday	same	18-M03635	Malicious Mischief	S Line St & W 6th ST	"Not mal misch, contruction sign knocked over and moved from its original position"	CLO				NO		
612	04/28/2018 @18:50	Saturday	Same	No MPD	Alcohol Offense	Wallace; Gooding; 206	This is not on MPD's List. Advocate Report Only 		OC OCH	Alcohol - Referral	5	YES		
613	04/27/18 @14:22	Friday	Same	18-M03659	Accident; Hit Run	Lot 35	Dings in the side of victim's car	CLO				NO		
614	04/27/18 @15:02	Friday	Same	18-M03663	Civil	Moscow	Drug house off campus 	CLO				NO	x	
615	04/27/18 @17:43	Friday	Same	18-M03676	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
616	04/27/18 @20:06	Friday	Same	18-M03681	Noise Complaint	Deakin Ave & College Ave	Loud noise	CLO				NO		
617	04/27/18 @22:50	Friday	Same	18-M03686	Alcohol Offense	709 Elm ST; Gamma Phi Beta; Parking Lot BEHIND	"1 -  19 YOF, cited for alcohol -"	CAC	OC	Alcohol - Arrest	1	YES		
618	04/27/18 @20:16	Friday	Same	Active 911# 123525498	Alarm; Fire	718 Elm ST; Sigma Nu	False alarm					NO		
619	04/28/18 @17:24	Saturday	Same	18-M03703	Event	1 UI Campus; UI Campus	2018 Finals Fest 	CLO				NO		
620	04/28/18 @18:49	Saturday	Same	18-M03704	Alarm; Elevator	1080 W 6th ST; Elev North	Accidental activation	CLO				NO		
621	04/28/18 @19:37	Saturday	Same	18-M03705	Noise Complaint	415 College Ave; Apt 25	Accidental activation	WRN				NO		
622	04/28/18 @22:49	Saturday	Same	18-M03710	Found Property	1000 Stadium Dr; Kibbie Dome	Found Idaho DL	CLO				NO		
623	04/29/18 @00:39	Sunday	Same	18-M03715	Traffic Offense	W 6th St & Perimeter DR	Non-student cited for DWP	CAC				NO		
624	04/29/18 @19:22	Sunday	Same	18-M03730	Accident; Hit Run	727 Elm St; Beta Theta Pi	"$500 damage to pickup, no suspects"	CLO				NO		
625	04/29/18 @19:33	Sunday	Same	18-M03731	Civil	514 Sweet Ave	Trespass food delivery guy from fraternities	CLO				NO		
626	04/29/18 @19:46	Sunday	Same	18-M03732	Harassment	Moscow	Not on campus or related	CLO				NO	x	
627	04/29/18 @20:04	Sunday	Same	18-M3733	Agency Assist	Moscow	"LCSO looking for pickup, UTL"	CLO				NO		
628	04/29/18 @20:21	Sunday	Same	18-M03734	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
629	04/29/18 @21:34	Sunday	Same	18-M03735	Alarm; Elevator	901 Paradise Creek St;	Accidental activation	CLO				NO		
630	04/30/18 @09:15	Monday	Same	18-M03749	Found Property	1006 Railroad St; UI Transit	Found bicycle	CLO				NO		
631	04/30/18 @10:55	Monday	Same	18-M03753	Alarm; Elevator	1080 W 6th ST; Elev South	Accidental activation	CLO				NO		
632	04/30/18 @12:53	Monday	Same	18-M03760	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO		
633	04/30/18 @12:56	Monday	Same	18-M03761	Lost Property	1000 Stadium Dr; Kibbie Dome	Lost iPhone	CLO				NO		
634	04/30/18 @14;17	Monday	Same	18-M03763	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
635	04/30/18 @15:29	Monday	Same	18-M03767	Traffic Offense	Sweet Ave & S Main ST	Unfounded	CLO				NO		
636	04/30/18 @18:19	Monday	Same	18-M03771	Suspicious	1028 W 6th St;	"No crime, report of person looking at him weird"	CLO				NO		
637	04/30/18 @19:32	Monday	Same	18-M03773	Theft; Other	1000 Paradise Creek St; SRC	"Stolen purse, no suspects"	CLO				NO		
638	04/30/18 @19:59	Monday	Same	18-M03774	Drugs	1080 W 6th St; Theophilus Tower	1 - cited for marijuana paraphernalia	CAC	OC OCH	Drug - Arrest	1	YES		
639	05/01/18 @00:20	Tuesday	Same	18-M03777	Alarm; Elevator	921 Campus Dr; Ele 133	Accidental activation	CLO				NO		
640	05/01/18 @03:12	Tuesday	Same	18-M03780	Drugs	1001 Paradise Crek St; Theophilus Tower	"Odor of marijuana, unfounded"	CLO				NO		
641	05/01/18 @08:28	Tuesday	Same	18-M03785	Vagrancy	1000 Paradise Crek St;	"Homeless male walking around cussing,  UTL"	CLO				NO		
642	05/01/18 @09:22	Tuesday	Same	18-M03788	Accident; Hit Run	727 Nez Perce Dr; Alpha Gamma	"Side swipe hit and run, no suspects"	CLO				NO		
643	05/01/18 @17:22	Tuesday	Same	18-M03810	Weapons Offense	1200 W Palouse River Dr	UTL two people shooting bb guns	CLO				NO		
644	05/01/18 @18:18	Tuesday	Same	18-M03812	Noise Complaint	720 Deakin Ave; Lambda Chi	1 - warned for loud music	WRN				NO		
645	05/01/18 @19:08	Tuesday	Same	18-M03813	Other Calls	Moscow	Prank caller	CLO				NO		
646	05/02/18 @00:39	Wednesday	Same	18-M03821	Alarm; Elevator	901 Paradise Creek ST	Accidental activation	CLO				NO		
