month,year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad,date,closure_1_rounded,closure_2_rounded,closure_1_end_rounded,closure_2_end_rounded,treatment_1,treatment_2,treatment_plus_1,treatment_plus_2,treatment_plus_3,treatment_plus_4,treatment_plus_5,treatment_plus_6,treatment_minus_1,treatment_minus_2,treatment_minus_3,treatment_minus_4,treatment_minus_5,treatment_minus_6
11,2019,East Carolina University,0,5,30,15,1,5,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-11-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2019,East Carolina University,1,1,19,10,1,1,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-12-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-01-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
2,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-02-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
3,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-03-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
4,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-04-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
5,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-05-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
6,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-06-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,0
7,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-07-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,0,0,0,0,1,0,0
8,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-08-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,0,0,0,1,0,0,0
9,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-09-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,0,0,1,0,0,0,0
10,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-10-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
11,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-11-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0
12,2014,Emory University,NA,NA,NA,NA,NA,NA,NA,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6880,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,14769,1474,2281,8349,6420,3424,4405,715,1605,551,1415,1747,6635,7732,3375,4357,7829,2014-12-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0
1,2015,Emory University,0,3,8,26,2,3,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-01-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0
2,2015,Emory University,1,5,8,31,3,5,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-02-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,1,0,0,0,0,0,0,0,0,0,0
3,2015,Emory University,0,2,0,24,3,2,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-03-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,0
4,2015,Emory University,1,4,2,25,6,4,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-04-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0
5,2015,Emory University,0,1,1,36,0,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-05-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0
6,2015,Emory University,8,2,3,22,1,2,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-06-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2015,Emory University,0,0,0,18,1,0,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-07-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2015,Emory University,2,4,3,31,1,4,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-08-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2015,Emory University,1,4,4,32,1,4,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-09-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2015,Emory University,1,1,0,24,0,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-10-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2015,Emory University,8,3,2,31,2,3,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-11-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2015,Emory University,2,1,2,19,0,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,89,6867,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325782,33.798836,NA,13788,1410,1968,7937,5851,2876,3991,637,1295,545,1170,1592,6147,6751,2825,3926,6867,2015-12-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2016,Emory University,0,2,2,19,2,2,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-01-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2016,Emory University,1,1,1,25,5,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-02-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2016,Emory University,1,2,2,31,0,2,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-03-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2016,Emory University,0,1,1,30,4,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-04-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2016,Emory University,2,0,1,18,1,0,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-05-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2016,Emory University,0,0,0,13,3,0,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-06-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2016,Emory University,1,1,0,21,2,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-07-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2016,Emory University,5,3,0,22,4,3,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-08-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2016,Emory University,0,3,2,34,1,3,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-09-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2016,Emory University,1,2,2,29,7,2,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-10-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2016,Emory University,1,2,1,23,3,2,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-11-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2016,Emory University,1,1,1,25,1,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6861,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14067,1390,2010,8176,5891,2814,4047,588,1254,585,1153,1683,6274,6714,2754,3960,6861,2016-12-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2017,Emory University,0,0,1,26,1,0,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-01-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2017,Emory University,3,1,1,25,2,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-02-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2017,Emory University,1,0,3,24,1,0,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-03-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2017,Emory University,1,3,3,21,2,3,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-04-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2017,Emory University,0,0,0,16,0,0,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-05-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2017,Emory University,1,1,2,13,0,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-06-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2017,Emory University,1,1,0,20,2,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-07-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2017,Emory University,0,5,1,19,7,5,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-08-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2017,Emory University,5,7,1,22,4,7,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-09-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2017,Emory University,3,4,2,22,11,4,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-10-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2017,Emory University,4,1,3,32,8,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-11-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2017,Emory University,1,1,0,21,0,1,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,91,6937,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14263,1385,2067,8324,5939,2809,4128,571,1338,640,1104,1714,6342,6794,2762,4032,6937,2017-12-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2018,Emory University,3,0,0,14,6,0,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,90,7086,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14458,1450,2227,8604,5854,2832,4254,553,1461,709,1087,1692,6258,6985,2794,4191,7086,2018-01-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2018,Emory University,3,0,3,8,2,0,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,90,7086,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14458,1450,2227,8604,5854,2832,4254,553,1461,709,1087,1692,6258,6985,2794,4191,7086,2018-02-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2018,Emory University,1,3,4,19,3,3,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,90,7086,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14458,1450,2227,8604,5854,2832,4254,553,1461,709,1087,1692,6258,6985,2794,4191,7086,2018-03-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2018,Emory University,0,3,4,13,0,3,0,2014-11-03T00:00:00Z,2014-12-05,NA,NA,0,NA,sexual assault,NA,139658,90,7086,GA,13,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.325512,33.790183,NA,14458,1450,2227,8604,5854,2832,4254,553,1461,709,1087,1692,6258,6985,2794,4191,7086,2018-04-01,2014-11-01T00:00:00Z,NA,2015-01-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
