year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,rape,unit_id,control_of_institution,level_of_institution,total_price_oncampus_oos,total_price_oncampus_is,total_price_oncampus_id,total_price_offcampus_id,total_price_offcampus_is,total_price_offcampus_oos,total_price_offcampus_id_wfam,total_price_offcampus_is_wfam,total_price_offcampus_oos_wfam,frac_admitted_total,fulltime_retention_rate,undergraduate_enrollment,fulltime_undergraduate_enrollment,frac_total_black,frac_total_hispanic_latino,frac_total_asian,frac_total_white,frac_undergrad_asian,frac_undergrad_white,frac_undergrad_hispanic_latino,frac_undergrad_black,frac_ftime_undergrad_instate,frac_ftime_undergrad_outofstate,frac_ftime_undergrad_foreign_countries,total_enrollment,fulltime_enrollment,graduation_rate_total_cohort,frac_ftime_undergrad_award_any_financial_aid,frac_ftime_undergrad_award_student_loans,frac_core_revenues_tuition_fees,frac_core_revenues_state_apro,frac_core_revenues_local_apro,frac_core_revenues_gov_contracts,frac_core_revenues_priv_gifts_grants,frac_core_revenues_invest_return,frac_core_revenues_other,endowment_assests,state_abbreviation,degreegranting_status,longitude,latitude,calendar_system,sat_math_25,sat_math_75,sat_reading_75,sat_reading_25,student_to_faculty_ratio
2014,University of Mississippi,21,264,69,264,80,264,4,0,2,176017,Public,4-year,34752,22704,22704,22704,22704,34752,12796,12796,24844,0.81,85,18101,16665,0.14,0.03,0.02,0.75,0.02,0.76,0.03,0.14,0.44,0.55,0.01,22503,19925,61,0.86,0.44,0.26,0.34,0,0.15,0.1,0.03,0.13,30890,MS,1,-89.539377,34.362144,Semester,490,590,590,480,18
2015,University of Mississippi,23,489,154,201,43,489,8,0,1,176017,Public,4-year,36602,23372,23372,23372,23372,36602,13244,13244,26474,0.79,87,18785,17395,0.13,0.03,0.02,0.76,0.02,0.77,0.03,0.13,0.42,0.57,0.01,23212,20665,61,0.86,0.41,0.27,0.34,0,0.15,0.07,0.01,0.15,27267,MS,1,-89.539377,34.362144,Semester,500,600,600,490,18
2016,University of Mississippi,20,547,160,168,33,547,6,0,3,176017,Public,4-year,37874,23606,23606,23606,23606,37874,13604,13604,27872,0.78,85,19213,17852,0.13,0.03,0.02,0.76,0.02,0.77,0.03,0.13,0.43,0.56,0.01,23610,21057,60,0.89,0.43,0.28,0.32,0,0.16,0.06,0.01,0.17,25403,MS,1,-89.537434,34.365529,Semester,500,620,610,500,18
2017,University of Mississippi,23,356,172,102,24,356,2,0,1,176017,Public,4-year,40086,24822,24822,24822,24822,40086,14320,14320,29584,0.84,85,18737,17511,0.13,0.03,0.02,0.76,0.02,0.77,0.03,0.13,0.45,0.53,0.02,23136,20738,60,0.87,0.41,0.31,0.3,0,0.16,0.06,0.03,0.15,26922,MS,1,-89.537434,34.365529,Semester,520,650,640,550,18
2018,University of Mississippi,17,250,95,72,19,250,3,0,1,176017,Public,4-year,41390,25436,25436,25436,25436,41390,14740,14740,30694,0.88,85,18007,16636,0.12,0.03,0.02,0.76,0.02,0.77,0.04,0.12,0.43,0.56,0,22456,19864,64,0.86,0.41,0.33,0.29,0,0.16,0.07,0.02,0.13,28505,MS,1,-89.537434,34.365529,Semester,520,630,640,530,17
2019,University of Mississippi,6,264,67,46,7,264,4,0,1,176017,Public,4-year,42034,25762,25762,25762,25762,42034,15028,15028,31300,0.88,87,17150,15902,0.12,0.04,0.02,0.75,0.02,0.77,0.04,0.12,0.42,0.58,0,21617,19145,66,NA,NA,0.33,0.29,0,0.17,0.07,0.03,0.11,32612,NA,NA,-89.537434,34.365529,Semester,500,620,630,520,16
2014,University of Missouri-Columbia,16,433,154,314,21,433,0,0,7,178396,Public,4-year,38624,23597,23597,23597,23597,38624,14211,14211,29238,0.78,86,27642,25859,0.07,0.03,0.02,0.76,0.02,0.79,0.03,0.08,0.61,0.37,0.03,35425,30962,69,0.83,0.49,0.31,0.21,0,0.16,0.09,0.12,0.11,26087,MO,1,-92.326429,38.941015,Semester,530,660,650,520,20
2015,University of Missouri-Columbia,8,348,155,293,11,348,0,0,2,178396,Public,4-year,39840,24183,24183,24183,24183,39840,14375,14375,30032,0.78,87,27791,26027,0.07,0.03,0.02,0.76,0.02,0.78,0.04,0.08,0.6,0.37,0.03,35424,30990,69,0.82,0.47,0.35,0.23,0,0.18,0.08,0.02,0.13,27632,MO,1,-92.326429,38.941015,Semester,530,650,650,530,20
2016,University of Missouri-Columbia,16,401,200,294,9,401,0,0,7,178396,Public,4-year,42290,25916,25916,25916,25916,42290,15618,15618,31992,0.75,86,25877,24124,0.07,0.04,0.02,0.76,0.02,0.78,0.04,0.08,0.66,0.32,0.02,33239,28893,68,0.83,0.44,0.36,0.23,0,0.18,0.09,0.01,0.14,27485,MO,1,-92.326429,38.941015,Semester,520,650,640,500,19
2017,University of Missouri-Columbia,7,548,265,275,4,548,0,0,2,178396,Public,4-year,43330,26611,26611,26611,26611,43330,15935,15935,32654,0.78,87,23799,22197,0.07,0.04,0.02,0.76,0.03,0.78,0.04,0.07,0.66,0.33,0.01,30844,26686,68,0.85,0.44,0.31,0.19,0,0.16,0.08,0.11,0.15,31012,MO,1,-92.328843,38.94531,Semester,550,670,680,570,18
2018,University of Missouri-Columbia,22,412,266,264,7,412,0,0.019178082191780823,7,178396,Public,4-year,43836,26766,26766,26766,26766,43836,15980,15980,33050,0.78,87,22484,20720,0.07,0.04,0.02,0.75,0.03,0.78,0.04,0.08,0.68,0.31,0.01,29843,25265,69,0.89,0.44,0.32,0.2,0,0.18,0.1,0.1,0.11,36268,MO,1,-92.328843,38.94531,Semester,530,650,640,560,17
2019,University of Missouri-Columbia,23,426,239,248,15,426,0,0,10,178396,Public,4-year,45068,27197,27197,27197,27197,45068,16689,16689,34560,0.81,88,22589,20676,0.07,0.05,0.03,0.75,0.03,0.78,0.05,0.07,0.69,0.3,0.01,30014,25066,71,NA,NA,0.31,0.21,0,0.19,0.1,0.07,0.12,39640,NA,NA,-92.328843,38.94531,Semester,560,680,660,560,17
2014,University of Nebraska-Lincoln,12,399,161,212,9,399,0,0,4,181464,Public,4-year,36706,22786,22786,21304,21304,35224,12824,12824,26744,0.7,84,19979,18660,0.02,0.05,0.02,0.76,0.02,0.78,0.05,0.03,0.72,0.22,0.04,25006,21364,67,0.93,0.52,0.23,0.31,0,0.18,0.1,0.01,0.17,9486,NE,1,-96.702177,40.822272,Semester,520,660,640,500,21
2015,University of Nebraska-Lincoln,14,345,206,150,14,345,0,0,6,181464,Public,4-year,37544,23377,23377,21615,21615,35782,13067,13067,27234,0.76,83,20182,18817,0.03,0.05,0.02,0.75,0.02,0.77,0.05,0.03,0.72,0.22,0.04,25260,21460,67,0.79,0.5,0.23,0.3,0,0.17,0.14,0.02,0.14,41362,NE,1,-96.702177,40.822272,Semester,500,660,630,500,21
2016,University of Nebraska-Lincoln,21,384,274,189,7,384,0,0,12,181464,Public,4-year,38766,24245,24245,23193,23193,37714,13419,13419,27940,0.75,82,20833,19381,0.03,0.05,0.02,0.74,0.03,0.76,0.06,0.03,0.7,0.22,0.06,25897,22062,67,0.87,0.47,0.24,0.31,0,0.18,0.1,0.01,0.16,39106,NE,1,-96.700508,40.817598,Semester,510,650,630,480,21
2017,University of Nebraska-Lincoln,18,274,167,202,20,274,0,0,10,181464,Public,4-year,40182,25062,25062,24544,24544,39664,14018,14018,29138,0.64,83,20954,19534,0.03,0.06,0.03,0.73,0.03,0.75,0.06,0.03,0.7,0.23,0.05,26079,22253,68,0.88,0.46,0.24,0.3,0,0.17,0.1,0.04,0.14,41968,NE,1,-96.700508,40.817598,Semester,550,700,680,550,21
2018,University of Nebraska-Lincoln,26,282,240,173,12,282,0,0,14,181464,Public,4-year,40732,24936,24936,24934,24934,40730,13506,13506,29302,0.8,83,20830,19466,0.03,0.06,0.03,0.73,0.03,0.74,0.07,0.03,0.69,0.25,0.05,25820,22191,69,0.91,0.47,0.26,0.3,0,0.19,0.1,0.03,0.11,44340,NE,1,-96.700508,40.817598,Semester,560,680,680,570,18
2019,University of Nebraska-Lincoln,24,228,117,182,7,228,0,0,10,181464,Public,4-year,42022,25716,25716,25716,25716,42022,13886,13886,30192,0.78,81,20478,19132,0.03,0.07,0.03,0.73,0.03,0.75,0.07,0.03,0.7,0.25,0.04,25390,21772,66,NA,NA,0.25,0.28,0,0.18,0.1,0.02,0.16,57447,NA,NA,-96.700508,40.817598,Semester,560,690,670,560,17
2014,University of Nevada-Reno,5,222,49,109,24,222,0,0,0,182290,Public,4-year,36510,22600,22600,24100,24100,38010,13366,13366,27276,0.84,82,16839,13999,0.03,0.16,0.07,0.62,0.07,0.62,0.18,0.04,0.68,0.31,0.01,19934,15266,55,0.91,0.42,0.22,0.26,0,0.26,0.05,0.06,0.14,17292,NV,1,-119.821651,39.549352,Semester,480,600,590,480,22
2015,University of Nevada-Reno,3,159,83,128,28,159,0,0,0,182290,Public,4-year,36722,22812,22812,22812,22812,36722,12772,12772,26682,0.79,81,17770,14950,0.03,0.17,0.07,0.6,0.07,0.6,0.19,0.04,0.67,0.33,0.01,20898,16250,59,0.91,0.41,0.22,0.27,0,0.26,0.07,0,0.18,16427,NV,1,-119.818424,39.545052,Semester,490,600,590,480,22
2016,University of Nevada-Reno,2,37,45,64,9,37,0,0,0,182290,Public,4-year,37410,23500,23500,23500,23500,37410,12942,12942,26852,0.83,81,18191,15408,0.03,0.19,0.07,0.59,0.07,0.59,0.2,0.03,0.7,0.29,0.01,21353,16832,54,0.88,0.4,0.21,0.28,0,0.26,0.08,0,0.17,15208,NV,1,-119.815377,39.543642,Semester,490,610,590,480,21
2017,University of Nevada-Reno,4,102,38,108,46,102,0,0,0,182290,Public,4-year,38398,24209,24209,24209,24209,38398,13469,13469,27658,0.88,81,18348,15572,0.03,0.19,0.08,0.58,0.08,0.57,0.21,0.03,0.73,0.26,0.01,21657,17053,55,0.89,0.38,0.22,0.28,0,0.26,0.08,0.04,0.13,16017,NV,1,-119.815377,39.543642,Semester,530,630,630,540,20
2018,University of Nevada-Reno,1,9,9,87,17,9,0,0,0,182290,Public,4-year,39676,25039,25039,25039,25039,39676,13669,13669,28306,0.88,81,17930,15200,0.03,0.2,0.08,0.57,0.08,0.56,0.21,0.03,0.73,0.27,0.01,21463,16768,58,0.88,0.38,0.22,0.29,0,0.23,0.07,0.03,0.16,16901,NV,1,-119.815377,39.543642,Semester,530,640,640,540,19
2019,University of Nevada-Reno,14,75,24,133,40,75,0,0,1,182290,Public,4-year,40716,25664,25664,25664,25664,40716,14104,14104,29156,0.88,81,17297,14788,0.03,0.2,0.08,0.55,0.08,0.55,0.22,0.03,0.75,0.24,0,20993,16427,61,NA,NA,0.22,0.3,0,0.23,0.08,0.02,0.15,19590,NA,NA,-119.815377,39.543642,Semester,530,650,640,540,18
2014,University of New Mexico-Main Campus,2,2,47,395,122,2,0,0,0,187985,Public,4-year,34110,20292,20292,22046,22046,35864,11742,11742,25560,0.45,79,21792,16446,0.02,0.41,0.03,0.39,0.03,0.36,0.45,0.03,0.86,0.12,0.01,27844,19992,48,0.96,0.61,0.11,0.23,0,0.25,0.05,0.06,0.3,17443,NM,1,-106.620155,35.083868,Semester,485,620,620,480,19
2015,University of New Mexico-Main Campus,9,0,31,357,159,0,0,0,0,187985,Public,4-year,34896,20665,20665,22667,22667,36898,11975,11975,26206,0.58,80,21347,16126,0.02,0.41,0.03,0.38,0.03,0.36,0.45,0.02,0.87,0.12,0.01,27285,19643,48,0.96,0.38,0.11,0.25,0,0.26,0.05,0.01,0.32,17226,NM,1,-106.620155,35.083868,Semester,470,600,610,480,19
2016,University of New Mexico-Main Campus,11,1,29,362,213,1,0,0,0,187985,Public,4-year,36339,21750,21750,23046,23046,37635,12278,12278,26867,0.58,80,21023,15926,0.02,0.42,0.04,0.37,0.04,0.34,0.46,0.02,0.83,0.15,0.01,26999,19364,44,0.97,0.34,0.11,0.25,0,0.26,0.05,0,0.32,16834,NM,1,-106.620155,35.083868,Semester,480,600,600,470,20
2017,University of New Mexico-Main Campus,7,1,28,375,255,1,0,0.06575342465753424,0,187985,Public,4-year,36736,22146,22146,23468,23468,38058,12484,12484,27074,0.67,78,20354,15093,0.02,0.43,0.04,0.35,0.04,0.33,0.47,0.02,0.85,0.14,0.02,26221,18448,49,0.96,0.57,0.12,0.26,0.09,0.28,0.06,0.03,0.16,18417,NM,1,-106.620155,35.083868,Semester,470,580,590,460,16
2018,University of New Mexico-Main Campus,6,3,16,324,151,3,0,0.13424657534246576,0,187985,Public,4-year,37592,22639,22639,23989,23989,38942,12775,12775,27728,0.7,74,18621,13624,0.02,0.43,0.04,0.35,0.04,0.32,0.48,0.02,0.83,0.14,0.02,24319,16897,50,0.94,0.32,0.13,0.26,0.1,0.28,0.07,0.03,0.14,21427,NM,1,-106.620155,35.083868,Semester,510,630,640,520,17
2019,University of New Mexico-Main Campus,13,3,11,217,170,3,0,0,0,187985,Public,4-year,38648,23231,23231,24615,24615,40032,13141,13141,28558,0.94,77,17330,12705,0.02,0.44,0.04,0.34,0.04,0.31,0.49,0.02,0.83,0.14,0.03,22729,15684,54,NA,NA,0.11,0.25,0.09,0.26,0.06,0.04,0.19,23298,NA,NA,-106.620155,35.083868,Semester,500,650,640,470,17
2014,University of Pittsburgh-Pittsburgh Campus,42,331,174,221,57,331,0,0,1,215293,Public,4-year,43360,32964,32964,32964,32964,43360,21982,21982,32378,0.53,93,18757,17694,0.05,0.03,0.08,0.69,0.08,0.76,0.03,0.05,0.65,0.32,0.03,28617,25283,82,0.78,0.57,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,-79.954692,40.444502,Semester,600,690,670,580,14
2015,University of Pittsburgh-Pittsburgh Campus,53,388,164,224,45,388,0,0,0,215293,Public,4-year,42462,31696,31696,31696,31696,42462,20796,20796,31562,0.54,92,18908,17887,0.05,0.03,0.08,0.67,0.09,0.74,0.03,0.05,0.65,0.31,0.04,28649,25464,82,0.77,0.56,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,-79.954692,40.444502,Semester,600,690,660,580,15
2016,University of Pittsburgh-Pittsburgh Campus,36,332,161,251,66,332,0,0,1,215293,Public,4-year,43922,32782,32782,32782,32782,43922,21832,21832,32972,0.55,92,19123,18163,0.05,0.03,0.09,0.66,0.1,0.73,0.03,0.05,0.62,0.34,0.04,28664,25604,81,0.77,0.53,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,-79.954692,40.444502,Semester,600,700,680,590,15
2017,University of Pittsburgh-Pittsburgh Campus,50,332,145,196,43,332,0,0,0,215293,Public,4-year,44812,33250,33250,33250,33250,44812,22300,22300,33862,0.6,93,19326,18390,0.05,0.04,0.09,0.66,0.1,0.72,0.04,0.05,0.62,0.33,0.04,28642,25797,82,0.78,0.56,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,-79.953254,40.444387999999996,Semester,620,718,700,620,14
2018,University of Pittsburgh-Pittsburgh Campus,34,193,94,172,52,193,0,0.6109589041095891,0,215293,Public,4-year,46475,33503,33503,34035,34035,47007,22453,22453,35425,0.59,93,19330,18421,0.05,0.04,0.09,0.64,0.1,0.7,0.04,0.05,0.6,0.35,0.05,28673,25901,83,0.77,0.53,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,-79.953254,40.444387999999996,Semester,640,730,700,630,14
2019,University of Pittsburgh-Pittsburgh Campus,11,150,54,145,39,150,0,0,0,215293,Public,4-year,48437,34409,34409,34973,34973,49001,23159,23159,37187,0.57,93,23385,18392,0.05,0.05,0.09,0.65,0.1,0.7,0.05,0.05,0.59,0.36,0.04,32686,25674,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.953254,40.444387999999996,Semester,630,740,700,630,14
2014,University of South Carolina-Columbia,4,170,217,314,19,170,0,0,1,218663,Public,4-year,43847,25565,25565,26604,26604,44886,16317,16317,34599,0.65,88,24866,23179,0.1,0.04,0.03,0.74,0.03,0.77,0.04,0.1,0.5,0.49,0,32971,28903,73,0.91,0.46,0.41,0.14,0,0.25,0.1,0.01,0.09,14824,SC,1,-81.026971,33.998973,Semester,570,660,640,550,18
2015,University of South Carolina-Columbia,2,295,256,282,16,295,0,0,1,218663,Public,4-year,45387,26571,26571,27121,27121,45937,16699,16699,35515,0.65,87,25237,23613,0.1,0.04,0.03,0.74,0.03,0.76,0.04,0.09,NA,NA,NA,33724,29441,72,0.91,0.45,0.42,0.13,0,0.24,0.08,0.01,0.12,16069,SC,1,-81.026971,33.998973,Semester,560,650,640,550,19
2016,University of South Carolina-Columbia,4,419,256,324,9,419,0,0,0,218663,Public,4-year,45716,26288,26288,27128,27128,46556,16588,16588,36016,0.68,88,25556,24382,0.1,0.04,0.03,0.74,0.03,0.76,0.04,0.09,0.47,0.52,0.02,34099,30271,73,0.91,0.47,0.46,0.13,0,0.25,0.08,0.01,0.07,15878,SC,1,-81.026935,33.996788,Semester,560,650,650,560,18
2017,University of South Carolina-Columbia,13,334,391,321,21,334,0,0,8,218663,Public,4-year,47162,27062,27062,27824,27824,47924,17054,17054,37154,0.72,88,26362,25243,0.09,0.04,0.03,0.73,0.03,0.76,0.05,0.09,0.48,0.5,0.01,34731,31071,75,0.91,0.49,0.48,0.14,0,0.23,0.09,0.01,0.06,17978,SC,1,-81.026935,33.996788,Semester,580,670,660,590,17
2018,University of South Carolina-Columbia,3,362,494,265,15,362,0,0,2,218663,Public,4-year,48983,28303,28301,28919,28921,49601,17913,17915,38595,0.63,88,26733,25633,0.09,0.04,0.03,0.73,0.03,0.75,0.05,0.09,0.51,0.47,0.01,34795,31270,77,0.95,0.49,0.48,0.13,0,0.23,0.09,0,0.05,18178,SC,1,-81.026935,33.996788,Semester,590,690,670,600,17
2019,University of South Carolina-Columbia,17,235,313,217,15,235,0,0,3,218663,Public,4-year,50069,28829,28829,29398,29398,50638,18159,18159,39399,0.69,89,27502,26400,0.09,0.05,0.03,0.73,0.03,0.75,0.05,0.08,0.52,0.47,0.01,35364,31814,77,NA,NA,0.47,0.13,0,0.23,0.08,0.02,0.06,17179,NA,NA,-81.026935,33.996788,Semester,580,690,680,600,15
2014,University of Southern California,51,338,230,628,145,338,14,0,8,123961,Private not-for-profit,4-year,64694,64694,64694,64694,64694,64694,53420,53420,53420,0.18,97,18739,18057,0.05,0.12,0.18,0.33,0.22,0.36,0.13,0.04,0.45,0.36,0.18,42453,36452,91,0.61,0.32,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,-118.283858,34.021058,Semester,660,760,720,620,9
2015,University of Southern California,83,220,194,1025,185,220,8,0,17,123961,Private not-for-profit,4-year,67212,67212,67212,67212,67212,67212,55417,55417,55417,0.18,96,18810,18208,0.05,0.13,0.18,0.34,0.21,0.4,0.14,0.04,NA,NA,NA,43401,37299,92,0.64,0.27,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,-118.283858,34.021058,Semester,650,770,730,620,9
2016,University of Southern California,66,207,175,1184,198,207,29,0,15,123961,Private not-for-profit,4-year,69711,69711,69711,69711,69711,69711,57423,57423,57423,0.17,96,18794,18195,0.06,0.13,0.18,0.33,0.21,0.39,0.14,0.04,0.42,0.42,0.15,43871,37900,92,0.64,0.3,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,-118.284169,34.021281,Semester,650,770,730,630,9
2017,University of Southern California,49,235,167,997,190,235,23,0,9,123961,Private not-for-profit,4-year,72209,72209,72209,72209,72209,72209,59395,59395,59395,0.16,96,19170,18631,0.06,0.14,0.17,0.32,0.2,0.39,0.14,0.05,NA,NA,NA,45687,39281,92,0.69,0.28,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,-118.284169,34.021281,Semester,650,770,730,650,9
2018,University of Southern California,56,285,217,1032,196,285,6,0,9,123961,Private not-for-profit,4-year,74825,74825,74825,74825,74825,74825,62495,62495,62495,0.13,97,19907,19194,0.06,0.15,0.17,0.31,0.21,0.39,0.15,0.05,0.42,0.43,0.15,47310,40952,92,0.69,0.27,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,-118.284169,34.021281,Semester,690,790,740,660,9
2019,University of Southern California,60,186,131,1015,201,186,20,0,7,123961,Private not-for-profit,4-year,77459,77459,77459,77459,77459,77459,64715,64715,64715,0.11,96,20351,19622,0.05,0.15,0.17,0.29,0.21,0.37,0.15,0.05,0.4,0.44,0.16,48321,41497,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.284169,34.021281,Semester,690,790,740,670,9
2014,University of Vermont,24,423,352,165,28,423,74,0,0,231174,Public,4-year,51322,29674,29674,29704,29704,51352,20994,20994,42642,0.73,87,10992,9898,0.01,0.04,0.03,0.8,0.03,0.82,0.04,0.01,0.24,0.74,0.02,12856,11152,76,0.94,0.52,0.45,0.07,0,0.21,0.12,0.1,0.04,34100,VT,1,-73.198128,44.479262,Semester,540,650,640,540,15
2015,University of Vermont,26,302,199,167,17,302,69,0,0,231174,Public,4-year,53392,31000,31000,30196,30196,52588,22314,22314,44706,0.71,86,10973,9991,0.01,0.04,0.03,0.78,0.03,0.81,0.04,0.01,0.2,0.78,0.01,12815,11290,77,0.95,0.52,0.51,0.08,0,0.23,0.13,0.01,0.05,33448,VT,1,-73.198128,44.479262,Semester,550,640,650,550,15
2016,University of Vermont,39,333,314,106,12,333,73,0,0,231174,Public,4-year,55024,31960,31960,30802,30802,53866,22706,22706,45770,0.69,87,11159,10183,0.01,0.04,0.03,0.77,0.03,0.8,0.04,0.01,0.21,0.62,0.01,13105,11598,74,0.95,0.54,0.52,0.07,0,0.22,0.13,-0.01,0.07,33380,VT,1,-73.198128,44.479262,Semester,550,650,650,550,16
2017,University of Vermont,43,296,393,113,12,296,47,0,1,231174,Public,4-year,56890,33274,33274,31672,31672,55288,23142,23142,46758,0.67,86,11339,10395,0.01,0.04,0.03,0.77,0.03,0.8,0.04,0.01,0.23,0.62,0.01,13340,11871,75,0.97,0.54,0.49,0.07,0,0.19,0.12,0.08,0.06,35839,VT,1,-73.196646,44.477325,Semester,580,670,680,600,16
2018,University of Vermont,54,165,127,113,17,165,54,0,0,231174,Public,4-year,58450,34210,34210,34210,34210,58450,23314,23314,47554,0.68,87,11328,10434,0.02,0.04,0.03,0.79,0.03,0.8,0.04,0.01,0.22,0.76,0.01,13395,11941,76,0.96,0.51,0.5,0.07,0,0.19,0.15,0.05,0.04,42724,VT,1,-73.196646,44.477325,Semester,580,680,680,600,16
2019,University of Vermont,44,159,118,96,19,159,30,0.15342465753424658,0,231174,Public,4-year,60108,35220,35220,35220,35220,60108,24454,24454,49342,0.67,87,11443,10501,0.02,0.04,0.03,0.8,0.03,0.81,0.04,0.01,0.21,0.78,0.01,13548,12100,77,NA,NA,0.5,0.06,0,0.19,0.15,0.04,0.05,43836,NA,NA,-73.196646,44.477325,Semester,580,680,680,600,16
2014,University of Virginia-Main Campus,6,138,32,208,16,138,0,0.1095890410958904,0,234076,Public,4-year,56196,27010,27010,27336,27336,56522,16904,16904,46090,0.29,97,16483,15622,0.06,0.05,0.1,0.62,0.12,0.61,0.06,0.06,0.66,0.29,0.05,23732,21640,94,0.57,0.3,0.22,0.07,0,0.11,0.1,0.43,0.07,246046,VA,1,-78.502599,38.036546,Semester,630,740,720,620,15
2015,University of Virginia-Main Campus,6,137,32,152,15,137,0,0.01643835616438356,0,234076,Public,4-year,58745,29572,29572,29572,29572,58745,18802,18802,47975,0.3,97,16736,15807,0.06,0.05,0.1,0.61,0.12,0.61,0.06,0.06,0.66,0.28,0.06,23883,21747,93,0.56,0.28,0.29,0.08,0,0.14,0.13,0.26,0.09,252630,VA,1,-78.505153,38.037796,Semester,630,740,720,620,15
2016,University of Virginia-Main Campus,19,229,39,166,14,229,0,0,3,234076,Public,4-year,60530,31186,31186,31186,31186,60530,20086,20086,49430,0.3,96,16331,15476,0.06,0.06,0.11,0.59,0.13,0.59,0.06,0.06,0.66,0.29,0.05,23898,21639,94,0.55,0.28,0.44,0.12,0,0.22,0.19,-0.1,0.12,237068,VA,1,-78.503428,38.035665,Semester,620,740,720,620,15
2017,University of Virginia-Main Campus,20,311,58,194,7,311,1,0,7,234076,Public,4-year,62633,32213,32213,32213,32213,62633,20603,20603,51023,0.27,96,16655,15766,0.06,0.06,0.11,0.58,0.14,0.58,0.07,0.07,0.66,0.29,0.04,24360,22167,95,0.59,0.29,0.26,0.07,0,0.13,0.11,0.35,0.09,247846,VA,1,-78.503428,38.035665,Semester,650,760,740,660,15
2018,University of Virginia-Main Campus,23,207,34,152,12,207,0,0,6,234076,Public,4-year,64872,33493,33493,33493,33493,64872,21493,21493,52872,0.26,97,16777,15990,0.06,0.06,0.12,0.58,0.14,0.57,0.06,0.07,0.64,0.31,0.04,24639,22509,94,0.57,0.29,0.25,0.07,0,0.14,0.11,0.35,0.08,263763,VA,1,-78.503428,38.035665,Semester,670,770,730,660,15
2019,University of Virginia-Main Campus,17,150,18,114,5,150,0,0,8,234076,Public,4-year,67196,34094,34094,34094,34094,67196,21734,21734,54836,0.24,97,17010,16267,0.06,0.06,0.12,0.57,0.15,0.56,0.07,0.07,0.66,0.29,0.05,25012,22921,95,NA,NA,0.28,0.07,0,0.15,0.13,0.19,0.17,264679,NA,NA,-78.503428,38.035665,Semester,670,780,740,670,15
2014,University of Wisconsin-Madison,9,228,129,278,18,228,0,0,0,240444,Public,4-year,40644,24394,24394,24448,24448,40698,15048,15048,31298,0.57,95,30694,28306,0.02,0.05,0.05,0.71,0.05,0.76,0.05,0.02,0.6,0.35,0.06,42598,38149,84,0.67,0.4,0.18,0.17,0,0.24,0.2,0.02,0.19,81713,WI,1,-89.405356,43.073858,Semester,620,740,660,560,18
2015,University of Wisconsin-Madison,14,23,213,243,17,23,0,0,4,240444,Public,4-year,43923,24673,24673,24673,24673,43923,14985,14985,34235,0.58,96,30991,28555,0.02,0.05,0.05,0.71,0.06,0.75,0.05,0.02,0.57,0.35,0.08,42716,38330,85,0.66,0.36,0.17,0.16,0,0.23,0.22,0,0.21,86156,WI,1,-89.405356,43.073858,Semester,630,750,660,560,18
2016,University of Wisconsin-Madison,15,9,189,296,32,9,0,0,2,240444,Public,4-year,47480,25230,25230,25230,25230,47480,14784,14784,37034,0.53,95,30958,28577,0.02,0.05,0.06,0.7,0.06,0.74,0.05,0.02,0.57,0.35,0.08,42582,38284,85,0.62,0.36,0.19,0.14,0,0.23,0.22,0,0.21,79198,WI,1,-89.405356,43.073858,Semester,640,760,660,560,18
2017,University of Wisconsin-Madison,11,39,244,272,41,39,0,0,0,240444,Public,4-year,49885,25635,25635,25635,25635,49885,14793,14793,39043,0.54,95,31358,28977,0.02,0.05,0.06,0.69,0.06,0.72,0.05,0.02,0.56,0.36,0.08,42977,38568,87,0.62,0.34,0.19,0.14,0,0.24,0.23,0.02,0.19,96637,WI,1,-89.404098,43.075409,Semester,660,760,690,620,18
2018,University of Wisconsin-Madison,13,27,266,220,33,27,0,0,0,240444,Public,4-year,52275,26025,26025,26025,26025,52275,14911,14911,41161,0.52,95,31705,29375,0.02,0.05,0.06,0.67,0.06,0.7,0.05,0.02,0.53,0.39,0.08,43463,39045,87,0.61,0.31,0.22,0.13,0,0.21,0.22,0.01,0.21,107448,WI,1,-89.404098,43.075409,Semester,650,750,700,630,17
2019,University of Wisconsin-Madison,10,13,183,276,68,13,0,0,0,240444,Public,4-year,53613,26553,26553,26553,26553,53613,15611,15611,42671,0.54,95,32399,30157,0.02,0.05,0.07,0.65,0.07,0.68,0.05,0.02,0.5,0.42,0.08,44257,39935,88,NA,NA,0.23,0.13,0,0.21,0.22,0.02,0.2,114135,NA,NA,-89.404098,43.075409,Semester,670,780,700,630,17
